cpd_id,category,old_formula,new_formula,formula_changed,old_charge,new_charge,charge_changed,old_stereo_defined,new_stereo_defined,old_stereo_potential,new_stereo_potential,old_smiles,new_smiles
cpd22639,canonicalization,null,null,no,null,null,no,6,6,9,9,CCc1c(C)c2[nH]3c1=Cc1c(C)c4c5n1[Mg]~31n3c(c(C)c(C=O)c3C=2)C=C2[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C5[C@@H](C(=O)OC)C4=O)N2~1,CCc1c(C)c2[nH]3->[Mg]45[N]6C(=Cc7c(C)c(C=O)c([n]74)C=2)[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C6=C2c4c(c(C)c([n]45)C=c13)C(=O)[C@@H]2C(=O)OC
cpd22640,canonicalization,null,null,no,null,null,no,1,1,4,4,C=Cc1c(C)c2n3c1C=c1c(C)c(CC)c4[nH]1~[Mg]31n3c(c(C)c5c3C(=c3c(/C=C/C(=O)[O-])c(C)c([nH]3~1)=C2)C(C(=O)OC)C5=O)C=4,C=Cc1c(C)c2[n]3c1C=c1c(C)c(CC)c4[nH]1~[Mg]31<-[nH]3c(c(C)c(/C=C/C(=O)[O-])c3=C3c5c(c(C)c([n]51)C=4)C(=O)C3C(=O)OC)=C2
cpd22641,canonicalization,null,null,no,null,null,no,1,1,4,4,C=Cc1c(C)c2n3c1C=c1c(C)c(C=C)c4[nH]1~[Mg]31n3c(c(C)c5c3C(=c3c(/C=C/C(=O)[O-])c(C)c([nH]3~1)=C2)C(C(=O)OC)C5=O)C=4,C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[nH]1~[Mg]31<-[nH]3c(c(C)c(/C=C/C(=O)[O-])c3=C3c5c(c(C)c([n]51)C=4)C(=O)C3C(=O)OC)=C2
cpd22704,stereo_gained,C24H39O5,C24H39O5,no,-1,-1,no,4,9,11,11,C[C@H](CCC(=O)[O-])C1CCC2C3C(O)C(O)C4C[C@H](O)CC[C@]4(C)C3CC[C@@]21C,C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(O)C(O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
cpd23052,canonicalization,C34H33FeN4O4,C34H33FeN4O4,no,2,2,no,0,0,1,1,C=Cc1c(C)c2n3c1C=c1c(C)c(C=C)c4n1[Fe-]31n3c(c(C)c(CCC(=O)[O-])c3[CH+]C3=[N+]1C(=C2)C(C)=C3CCC(=O)[O-])C=4,C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[n]1[Fe-]31[n]3c(c(C)c(CCC(=O)[O-])c3[CH+]C3=[N+]1C(=C2)C(C)=C3CCC(=O)[O-])C=4
cpd23054,canonicalization,null,null,no,null,null,no,0,0,3,3,C=Cc1c(C)c2n3c1C=c1c(C)c(C=C)c4[nH]1~[Fe+3]31(O)n3c(c(C)c(CCC(=O)[O-])c3C=c3c(CCC(=O)[O-])c(C)c([nH]3~1)=C2)C=4,C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[nH]1~[Fe+3]31([OH])<-[nH]3c(c(C)c(CCC(=O)[O-])c3=Cc3c(CCC(=O)[O-])c(C)c([n]31)C=4)=C2
cpd23056,canonicalization,C68H66Fe2N8O8,C68H66Fe2N8O8,no,4,4,no,0,0,2,2,C=Cc1c(C)c2n3c1C=c1c(C)c(C=C)c4n1[Fe-2]315OC(=O)CCc3c(C)c6n7c3C=C3C(CCC(=O)[O-])=C(C)C8=[N+]3[Fe-2]73(OC(=O)CCC7=C(C)C(=[N+]1C7=Cc1c(CCC(=O)[O-])c(C)c(n15)C=4)[CH+]2)n1c(c(C=C)c(C)c1[CH+]8)C=c1c(C)c(C=C)c(n13)=C6,C=Cc1c(C)c2[n]3c1C=c1c(C)c(C=C)c4[n]1[Fe-2]315[O]C(=O)CCc3c(C)c6[n]7c3C=C3C(CCC(=O)[O-])=C(C)C8=[N+]3[Fe-2]73([O]C(=O)CCC7=C(C)C(=[N+]1C7=Cc1c(CCC(=O)[O-])c(C)c([n]15)C=4)[CH+]2)[n]1c(c(C=C)c(C)c1[CH+]8)C=c1c(C)c(C=C)c([n]13)=C6
cpd23057,added,,C21H20O12,no,,0,no,,5,,5,,O=c1c(O)c(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)oc2cc(O)cc(O)c12
cpd23123,stereo_representation_change,C5H13N2O2,C5H13N2O2,no,1,1,no,2,2,2,2,C[C@@H]([NH3+])C[C@@H]([NH3+])C(=O)[O-],C[C@H]([NH3+])C[C@H]([NH3+])C(=O)[O-]
cpd23710,canonicalization,C20H22MoN10O14P2S2,C20H22MoN10O14P2S2,no,-2,-2,no,4,4,9,9,Nc1nc(=O)c2c([nH]1)NC1OC(COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)C3=C(S[Mo](=O)(=O)S3)C1N2,Nc1nc(=O)c2c([nH]1)NC1OC(COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)C3=C([S][Mo](=[O])(=[O])[S]3)C1N2
cpd23818,stereo_gained,C15H26O13,C15H26O13,no,0,0,no,11,12,12,12,OC1OC[C@@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@H]1O,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)OC[C@H]3O)OC[C@H]2O)OC[C@H]1O
cpd23819,stereo_gained,C20H34O17,C20H34O17,no,0,0,no,15,16,16,16,OC1OC[C@@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O)[C@H]2O)[C@H]1O,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O)OC[C@H]4O)OC[C@H]3O)OC[C@H]2O)OC[C@H]1O
cpd23840,canonicalization,C18H17N4O6S4,C18H16N4O6S4,yes,0,-1,yes,2,2,2,2,CCn1/c(=N/N=C2/Sc3cc(S(=O)(=O)[O-])ccc3[N+]2CC)sc2cc(S(=O)(=O)[O-])ccc21,CCn1/c(=N/N=C2/Sc3cc(S(=O)(=O)[O-])ccc3[N+]2CC)sc2cc(S(=O)(=O)[O-])ccc21
cpd23878,stereo_gained,C12H18O16S2,C12H18O16S2,no,-2,-2,no,9,10,10,10,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O)[C@H]2OS(=O)(=O)[O-])[C@@H](O)C(O)O[C@@H]1CO,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O)[C@H]2OS(=O)(=O)[O-])[C@@H](O)[C@H](O)O[C@@H]1CO
cpd23879,stereo_gained,C12H18O16S2,C12H18O16S2,no,-2,-2,no,9,10,10,10,O=S(=O)([O-])O[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2[C@@H]3OC[C@H]2OC(O)[C@@H]3OS(=O)(=O)[O-])O[C@@H]1CO,O=S(=O)([O-])O[C@@H]1[C@H]2OC[C@@H](O[C@@H]1O)[C@@H]2O[C@@H]1O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O)[C@H]1O
cpd23880,stereo_gained,C12H19O13S,C12H19O13S,no,-1,-1,no,9,10,10,10,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O)[C@H]2O)[C@@H](O)C(O)O[C@@H]1CO,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O)[C@H]2O)[C@@H](O)[C@H](O)O[C@@H]1CO
cpd23881,stereo_gained,C24H36O25S2,C24H36O25S2,no,-2,-2,no,19,20,20,20,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O)[C@H]2O)[C@@H](O)[C@H](O[C@@H]2[C@@H]3OC[C@H]2O[C@H](O[C@H]2[C@@H](OS(=O)(=O)[O-])[C@@H](CO)OC(O)[C@@H]2O)[C@@H]3O)O[C@@H]1CO,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@H]([C@H]2O)[C@H]3O[C@@H]2O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@H]3O[C@@H]4CO[C@@H]([C@H]4O)[C@H]3O)[C@H]2O)[C@@H](O)[C@H](O)O[C@@H]1CO
cpd23882,stereo_gained,C24H34O31S4,C24H34O31S4,no,-4,-4,no,19,20,20,20,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O)[C@H]2OS(=O)(=O)[O-])[C@@H](O)[C@H](O[C@@H]2[C@@H]3OC[C@H]2O[C@H](O[C@H]2[C@@H](OS(=O)(=O)[O-])[C@@H](CO)OC(O)[C@@H]2O)[C@@H]3OS(=O)(=O)[O-])O[C@@H]1CO,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O[C@@H]3O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@H]4O[C@@H]5CO[C@@H]([C@H]5O)[C@H]4OS(=O)(=O)[O-])[C@H]3O)[C@H]2OS(=O)(=O)[O-])[C@@H](O)[C@H](O)O[C@@H]1CO
cpd23883,stereo_gained,C36H50O46S6,C36H50O46S6,no,-6,-6,no,29,30,30,30,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O[C@@H]3O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@H]4O[C@@H]5CO[C@@H]([C@H]5O)[C@H]4OS(=O)(=O)[O-])[C@H]3O)[C@H]2OS(=O)(=O)[O-])[C@@H](O)[C@H](O[C@@H]2[C@@H]3OC[C@H]2O[C@H](O[C@H]2[C@@H](OS(=O)(=O)[O-])[C@@H](CO)OC(O)[C@@H]2O)[C@@H]3OS(=O)(=O)[O-])O[C@@H]1CO,O=S(=O)([O-])O[C@@H]1[C@H](O[C@H]2O[C@@H]3CO[C@@H]([C@H]3O[C@@H]3O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@H]4O[C@@H]5CO[C@@H]([C@H]5O[C@@H]5O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](O[C@H]6O[C@@H]7CO[C@@H]([C@H]7O)[C@H]6OS(=O)(=O)[O-])[C@H]5O)[C@H]4OS(=O)(=O)[O-])[C@H]3O)[C@H]2OS(=O)(=O)[O-])[C@@H](O)[C@H](O)O[C@@H]1CO
cpd23886,stereo_gained,C24H36O39S6,C24H36O39S6,no,-6,-6,no,19,20,20,20,O=S(=O)([O-])OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]4[C@@H](O)[C@@H](CO)OC(O)[C@@H]4OS(=O)(=O)[O-])O[C@@H]3COS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@H]1O,O=S(=O)([O-])OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]4[C@@H](O)[C@@H](CO)O[C@@H](O)[C@@H]4OS(=O)(=O)[O-])O[C@@H]3COS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@H]1O
cpd23887,stereo_gained,C36H53O58S9,C36H53O58S9,no,-9,-9,no,29,30,30,30,O=S(=O)([O-])OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]4[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]5[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]6[C@@H](O)[C@@H](CO)OC(O)[C@@H]6OS(=O)(=O)[O-])O[C@@H]5COS(=O)(=O)[O-])[C@@H]4OS(=O)(=O)[O-])O[C@@H]3COS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@H]1O,O=S(=O)([O-])OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]4[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]5[C@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](O[C@H]6[C@@H](O)[C@@H](CO)O[C@@H](O)[C@@H]6OS(=O)(=O)[O-])O[C@@H]5COS(=O)(=O)[O-])[C@@H]4OS(=O)(=O)[O-])O[C@@H]3COS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@H]1O
cpd23888,stereo_gained,C12H19O20S3,C12H19O20S3,no,-3,-3,no,9,10,10,10,O=S(=O)([O-])OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](CO)OC(O)[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@H]1O,O=S(=O)([O-])OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](O)[C@H]1O
cpd23946,canonicalization,C4H9Hg,C4H9Hg,no,1,1,no,0,0,1,1,CCC(C)[Hg+],CC[CH](C)[Hg+]
cpd24015,canonicalization,C49H56FeN4O6,C49H56FeN4O6,no,1,1,no,3,3,4,4,C=Cc1c(C)c2n3c1=Cc1c(C)c(CCC(=O)[O-])c4n1[Fe-]31n3c(c(C)c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c3C=2)C=C2C(C=O)=C(CCC(=O)[O-])C(=[N+]21)[CH+]4,C=Cc1c(C)c2[n]3c1=Cc1c(C)c(CCC(=O)[O-])c4[n]1[Fe-]31[n]3c(c(C)c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c3C=2)C=C2C(C=O)=C(CCC(=O)[O-])C(=[N+]21)[CH+]4
cpd24016,canonicalization,C49H56FeN4O6,C49H56FeN4O6,no,0,0,no,3,3,4,4,C=Cc1c(C)c2n3c1=Cc1c(C)c(CCC(=O)[O-])c4n1[Fe-2]31n3c(c(C)c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c3C=2)C=C2C(C=O)=C(CCC(=O)[O-])C(=[N+]21)[CH+]4,C=Cc1c(C)c2[n]3c1=Cc1c(C)c(CCC(=O)[O-])c4[n]1[Fe-2]31[n]3c(c(C)c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c3C=2)C=C2C(C=O)=C(CCC(=O)[O-])C(=[N+]21)[CH+]4
cpd24099,canonicalization,C71H96CoN18O21P2,C71H96CoN18O21P2,no,-3,-3,no,17,17,19,19,COc1ccc2c(c1)n1c[n+]2[C@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]3(C)C4=C(C)C5=[N+]6C(=CC7=C(CCC(N)=O)[C@](C)(CC(N)=O)C8=C(C)C9=[N+]%10[C@@](C)([C@@H]([C@@H]3CC(N)=O)N4[Co-3]16%10(C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)N78)[C@@](C)(CC(N)=O)[C@@H]9CCC(N)=O)C(C)(C)[C@@H]5CCC(N)=O)[C@H]2O,COc1ccc2c(c1)[n]1c[n+]2[C@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]3(C)C4=C(C)C5=[N+]6C(=CC7=C(CCC(N)=O)[C@](C)(CC(N)=O)C8=C(C)C9=[N+]%10[C@@](C)([C@@H]([C@@H]3CC(N)=O)[N]4[Co-3]16%10([CH2][C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[N]78)[C@@](C)(CC(N)=O)[C@@H]9CCC(N)=O)C(C)(C)[C@@H]5CCC(N)=O)[C@H]2O
cpd24275,stereo_gained,C41H68N7O17P3S,C41H68N7O17P3S,no,-4,-4,no,5,6,8,8,CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd24379,canonicalization,Fe3S3,Fe3S3,no,0,0,no,0,0,0,0,S1[Fe][SH]2[Fe]S[Fe]12,[S]1[Fe][SH]2[Fe][S][Fe]12
cpd24513,stereo_gained,C17H9O6,C17H10O6,yes,-1,0,yes,0,2,2,2,O=c1c2c(O)cccc2oc2cc3c(c([O-])c12)C1C=COC1O3,O=c1c2c(O)cccc2oc2cc3c(c(O)c12)[C@@H]1C=CO[C@@H]1O3
cpd24567,canonicalization,PbS,PbS,no,0,0,no,0,0,0,0,S=[Pb],[S]=[Pb]
cpd24571,canonicalization,C6H4ClHgO3S,C6H4ClHgO3S,no,-1,-1,no,0,0,0,0,O=S(=O)([O-])c1ccc([Hg]Cl)cc1,O=S(=O)([O-])c1cc[c]([Hg][Cl])cc1
cpd24684,canonicalization,C55H69MgN4O5,C55H69MgN4O5,no,1,1,no,5,5,6,6,C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C(C(=O)OC)=C5O)C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CC/C=C(\C)CCC=C(C)C)=C4,C=Cc1c(C)c2[n]3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31[n]3c(c(C)c5c3=C(C(C(=O)OC)=C5O)C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CC/C=C(\C)CCC=C(C)C)=C4
cpd24685,canonicalization,C55H67MgN4O5,C55H67MgN4O5,no,1,1,no,5,5,10,10,C=CC1=C(C)C2=CC3N=C(C4=C(C(=O)OC)C(=O)c5c(C)c6n(c54)[Mg][NH+]2C1=CC1=NC(=C6)C(CC)=C1C)[C@@H](CCC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]3C,C=CC1=C(C)C2=CC3N=C(C4=C(C(=O)OC)C(=O)c5c(C)c6[n](c54)[Mg][NH+]2C1=CC1=NC(=C6)C(CC)=C1C)[C@@H](CCC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]3C
cpd24686,canonicalization,C55H71MgN4O5,C55H71MgN4O5,no,1,1,no,5,5,6,6,C=Cc1c(C)c2n3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31n3c(c(C)c5c3=C(C(C(=O)OC)=C5O)C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCC=C(C)C)=C4,C=Cc1c(C)c2[n]3c1C=C1C(C)=C(CC)C4=[N+]1[Mg-2]31[n]3c(c(C)c5c3=C(C(C(=O)OC)=C5O)C3=[N+]1C(=C2)[C@@H](C)[C@@H]3CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCC=C(C)C)=C4
cpd24688,canonicalization,null,null,no,null,null,no,6,6,6,6,C=Cc1c(C)c2n3c1C=c1c(C=O)c(CC)c4[nH]1~[Mg]31n3c(c(C)c5c3C(=C3[C@@H](CCC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](C)C(=C2)N3~1)[C@@H](C(=O)OC)C5=O)C=4,C=Cc1c(C)c2[n]3c1C=c1c(C=O)c(CC)c4[nH]1~[Mg]31[N]3C(=C2)[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C3=C2c3c(c(C)c([n]31)C=4)C(=O)[C@@H]2C(=O)OC
cpd24707,canonicalization,CHKN,CHKN,no,1,1,no,0,0,0,0,N#C~[K+],N#[CH]~[K+]
cpd24795,canonicalization,C42H37N4NiO16,C42H37N4NiO16,no,-7,-7,no,4,4,5,5,C[C@@]1(CC(=O)[O-])C2=Cc3c(CC(=O)[O-])c(CCC(=O)[O-])c4n3[Ni-2]35N6C(=CC(=[N+]23)[C@H]1CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@H](CCC(=O)[O-])[C+]6C=c1c(CC(=O)[O-])c(CCC(=O)[O-])c(n15)=C4,C[C@@]1(CC(=O)[O-])C2=Cc3c(CC(=O)[O-])c(CCC(=O)[O-])c4[n]3[Ni-2]35[N]6C(=CC(=[N+]23)[C@H]1CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@H](CCC(=O)[O-])[C+]6C=c1c(CC(=O)[O-])c(CCC(=O)[O-])c([n]15)=C4
cpd24796,canonicalization,C42H41N6NiO14,C42H41N6NiO14,no,-5,-5,no,4,4,5,5,C[C@@]1(CC(N)=O)C2=Cc3c(CC(=O)[O-])c(CCC(=O)[O-])c4n3[Ni-2]35N6C(=CC(=[N+]23)[C@H]1CCC(=O)[O-])[C@@](C)(CC(N)=O)[C@H](CCC(=O)[O-])[C+]6C=c1c(CC(=O)[O-])c(CCC(=O)[O-])c(n15)=C4,C[C@@]1(CC(N)=O)C2=Cc3c(CC(=O)[O-])c(CCC(=O)[O-])c4[n]3[Ni-2]35[N]6C(=CC(=[N+]23)[C@H]1CCC(=O)[O-])[C@@](C)(CC(N)=O)[C@H](CCC(=O)[O-])[C+]6C=c1c(CC(=O)[O-])c(CCC(=O)[O-])c([n]15)=C4
cpd24797,canonicalization,C42H47N6NiO14,C42H47N6NiO14,no,-5,-5,no,7,7,11,11,C[C@@]1(CC(N)=O)C2=C[C@H]3[C@@H](CCC(=O)[O-])[C@](C)(CC(N)=O)C4=[N+]3[Ni-2]35N6C(=CC(=[N+]23)[C@H]1CCC(=O)[O-])C(CC(=O)[O-])[C@H](CCC(=O)[O-])C6=CC1=[N+]5C(C4)[C@@H](CC(=O)[O-])C1CCC(=O)[O-],C[C@@]1(CC(N)=O)C2=C[C@H]3[C@@H](CCC(=O)[O-])[C@](C)(CC(N)=O)C4=[N+]3[Ni-2]35[N]6C(=CC(=[N+]23)[C@H]1CCC(=O)[O-])C(CC(=O)[O-])[C@H](CCC(=O)[O-])C6=CC1=[N+]5C(C4)[C@@H](CC(=O)[O-])C1CCC(=O)[O-]
cpd24798,canonicalization,C42H47N6NiO14,C42H47N6NiO14,no,-5,-5,no,9,9,12,12,C[C@@]12CC(=O)N[C@@]13C[C@H]1[C@@H](CCC(=O)[O-])[C@](C)(CC(N)=O)C4=[N+]1[Ni-2]15N6C(=CC7=[N+]1C(C4)[C@@H](CC(=O)[O-])C7CCC(=O)[O-])[C@@H](CCC(=O)[O-])[C@H](CC(=O)[O-])C6=CC(=[N+]35)[C@H]2CCC(=O)[O-],C[C@@]12CC(=O)N[C@@]13C[C@H]1[C@@H](CCC(=O)[O-])[C@](C)(CC(N)=O)C4=[N+]1[Ni-2]15[N]6C(=CC7=[N+]1C(C4)[C@@H](CC(=O)[O-])C7CCC(=O)[O-])[C@@H](CCC(=O)[O-])[C@H](CC(=O)[O-])C6=CC(=[N+]35)[C@H]2CCC(=O)[O-]
cpd24958,canonicalization,C42H39FeN5O15,C42H39FeN5O15,no,-6,-6,no,4,4,5,5,C[C@@]1(CC(=O)[O-])C2=[N+]3C(=Cc4c(CC(=O)[O-])c(CCC(=O)[O-])c5n4[Fe-2]34N3C(=C2)[C@@H](CCC(=O)[O-])[C@](C)(CC(N)=O)[C+]3C=c2c(CC(=O)[O-])c(CCC(=O)[O-])c(n24)=C5)[C@H]1CCC(=O)[O-],C[C@@]1(CC(=O)[O-])C2=[N+]3C(=Cc4c(CC(=O)[O-])c(CCC(=O)[O-])c5[n]4[Fe-2]34[N]3C(=C2)[C@@H](CCC(=O)[O-])[C@](C)(CC(N)=O)[C+]3C=c2c(CC(=O)[O-])c(CCC(=O)[O-])c([n]24)=C5)[C@H]1CCC(=O)[O-]
cpd25005,stereo_gained,C27H29O17,C27H30O17,yes,-1,0,yes,6,10,10,10,O=c1c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(OC3O[C@H](CO)C(O)[C@H](O)C3O)c12,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12
cpd25050,canonicalization,C10H10MoN5O7PS3,C10H10MoN5O7PS3,no,-2,-2,no,3,3,4,4,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@H](COP(=O)([O-])[O-])C3=C(S[Mo](=O)(=S)S3)[C@@H]1N2,Nc1nc(=O)c2c([nH]1)N[C@@H]1O[C@H](COP(=O)([O-])[O-])C3=C([S][Mo](=[O])(=[S])[S]3)[C@@H]1N2
cpd25093,canonicalization,C7H4ClCuNO2S2,C7H4ClCuNO2S2,no,0,0,no,0,0,2,2,O=C1S[Cu]2(Cl)SC(=O)C3C=CC=C1N32,O=C1[S][Cu]2([Cl])[S]C(=O)C3C=CC=C1[N]32
cpd25094,canonicalization,C7H3Cl2CuNO2S2,C7H3Cl2CuNO2S2,no,-1,-1,no,0,0,1,1,[O]C([S-])=C1C=CC=C2C(=O)S[Cu](Cl)(Cl)N21,[O]C([S-])=C1C=CC=C2C(=O)[S][Cu]([Cl])([Cl])[N]21
cpd25095,canonicalization,C8H4Cl5CuNO2S2,C8H4Cl5CuNO2S2,no,0,0,no,0,0,1,1,O=C1S[Cu](Cl)(Cl)N2C1=CC=CC2C(=O)SC(Cl)(Cl)Cl,O=C1[S][Cu]([Cl])([Cl])[N]2C1=CC=CC2C(=O)SC(Cl)(Cl)Cl
cpd25097,canonicalization,C7H4ClCuNO3S,C7H4ClCuNO3S,no,0,0,no,0,0,2,2,O=C1S[Cu]2(Cl)OC(=O)C3C=CC=C1N32,O=C1[S][Cu]2([Cl])[O]C(=O)C3C=CC=C1[N]32
cpd25469,canonicalization,C4H9ClHg,C4H9ClHg,no,0,0,no,0,0,0,0,CCCC[Hg]Cl,CCC[CH2][Hg][Cl]
cpd25470,canonicalization,C4H9BrHg,C4H9BrHg,no,0,0,no,0,0,1,1,CCC(C)[Hg+].[Br-],CC[CH](C)[Hg+].[Br-]
