cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	stored_stereo_defined	stored_stereo_potential	pubchem_stereo_defined	pubchem_stereo_potential
cpd24561	CPD-5168	a (mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	name_lookup	STEREO_DIFF	JECWIAQBRVYUQC-BTBFRNAISA-L	JECWIAQBRVYUQC-CUYCUERUSA-L	146037012	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H]1O	CC(CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)NC(=O)C)O)NC(=O)C	69	72	69	72
cpd24562	CPD-5169	a glucosyl-(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	name_lookup	STEREO_DIFF	MLMXJWWXMCLAMG-WJRDRHEGSA-L	MLMXJWWXMCLAMG-CLGPPHSGSA-L	146037368	CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O	CC(CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)NC(=O)C)O)NC(=O)C	74	77	74	77
cpd24563	CPD-5170	a (glucosyl)2(mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol	name_lookup	STEREO_DIFF	AALOZWVGCDVETJ-RXBSWVOYSA-L	AALOZWVGCDVETJ-XUKIZSLSSA-L	146037266	CC(=O)N[C@@H]1[C@H](O[C@@H]2[C@H](O)[C@@H](NC(C)=O)[C@@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@@H]2CO)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O	CC(CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(/C)\CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)CCOP(=O)([O-])OP(=O)([O-])O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O)NC(=O)C)O)NC(=O)C	79	82	79	82
cpd24647	(1R,2R,3R,4R,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	CHEBI:64841	chebi_xref	STEREO_DIFF	INAPMGSXUVUWAF-XCMZKKERSA-L	INAPMGSXUVUWAF-WWHKVMGRSA-L	25203035	O=P([O-])([O-])O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	[C@@H]1([C@H](C([C@H]([C@@H](C1O)O)O)OP(=O)([O-])[O-])O)O	6	6	4	6
cpd24650	(1R,2R,3S,4R,5S,6S)-6-hydroxycyclohexane-1,2,3,4,5-pentayl pentakis(phosphate)	CHEBI:58747	chebi_xref	STEREO_DIFF	CTPQAXVNYGZUAJ-UOTPTPDRSA-D	CTPQAXVNYGZUAJ-GCVPSNMTSA-D	25246187	O=P([O-])([O-])O[C@@H]1[C@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]	[C@H]1([C@H](C([C@@H]([C@@H](C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]	6	6	4	6
cpd24653	1D-<i>myo</i>-inositol (1,2,6) trisphosphate	I(1,2,6)P3	name_lookup	STEREO_DIFF	GKDKOMAJZATYAY-UOTPTPDRSA-H	GKDKOMAJZATYAY-GCVPSNMTSA-H	25244400	O=P([O-])([O-])O[C@@H]1[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H](O)[C@H]1OP(=O)([O-])[O-]	[C@H]1([C@H](C([C@@H]([C@@H](C1O)O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O	6	6	4	6
cpd24654	1D-<i>myo</i>-inositol (1,2,3) trisphosphate	I(1,2,3)P3	name_lookup	STEREO_DIFF	GKDKOMAJZATYAY-QWBQGLJISA-H	GKDKOMAJZATYAY-UYSNGIAKSA-H	25244812	O=P([O-])([O-])O[C@@H]1[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1OP(=O)([O-])[O-]	[C@H]1([C@H](C([C@H]([C@@H](C1O)O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O	6	6	4	6
cpd24655	(1s,2R,3S,4s,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	CHEBI:84142	chebi_xref	STEREO_DIFF	INAPMGSXUVUWAF-QWBQGLJISA-L	INAPMGSXUVUWAF-UYSNGIAKSA-L	25200860	O=P([O-])([O-])O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	[C@H]1([C@H](C([C@H]([C@@H](C1O)O)O)OP(=O)([O-])[O-])O)O	6	6	4	6
cpd24658	1D-<i>myo</i>-inositol (2,3,4) trisphosphate	D-myo-inositol (2,3,4) trisphosphate	name_lookup	STEREO_DIFF	GKDKOMAJZATYAY-PTQMNWPWSA-H	GKDKOMAJZATYAY-UHFFFAOYSA-H	21226109	O=P([O-])([O-])O[C@@H]1[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	C1(C(C(C(C(C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O	6	6	0	6
cpd24659	1D-<i>myo</i>-inositol (2,4) bisphosphate	D-myo-inositol (2,4) bisphosphate	name_lookup	STEREO_DIFF	PUVHMWJJTITUGO-PTQMNWPWSA-J	PUVHMWJJTITUGO-KPQDHKIDSA-J	25245743	O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]1O	[C@H]1([C@@H](C([C@H]([C@@H](C1O)O)OP(=O)([O-])[O-])O)OP(=O)([O-])[O-])O	6	6	4	6
cpd24994	delphinidin 3-<i>O</i>-glucosyl-5-<i>O</i>-caffeoylglucoside	delphinidin 3-O-glucosyl-5-O-caffeoylglucoside	name_lookup	STEREO_DIFF	VTWOPKBMTQPNDB-DYPCXFGJSA-N	VTWOPKBMTQPNDB-IMIZDBHISA-N	145864994	O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](Oc2cc(=O)cc3oc(-c4cc(O)c(O)c(O)c4)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc2-3)[C@H](O)[C@@H](O)[C@@H]1O	C1=CC(=C(C=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=O)C=C4C3=CC(=C(O4)C5=CC(=C(C(=C5)O)O)O)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)O)O)O	11	11	11	11
cpd25005	quercetin 3,5-<i>O</i>-diglucoside	quercetin 3,5-O-diglucoside	name_lookup	STEREO_DIFF	YOXWSUCVDVXAMX-LOZUMUMPSA-M	YOXWSUCVDVXAMX-DEFKTLOSSA-N	5320836	O=c1c(OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc([O-])cc(OC3O[C@H](CO)C(O)[C@H](O)C3O)c12	C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=C(C=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O	6	10	10	10
cpd25007	quercetin 3-<i>O</i>-rhamnoside	quercetin 3-O-rhamnoside	name_lookup	STEREO_DIFF	OXGUCUVFOIWWQJ-TUPRLDOISA-L	OXGUCUVFOIWWQJ-HQBVPOQASA-N	5280459	C[C@@H]1O[C@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc([O-])cc([O-])c3c2=O)[C@H](O)[C@H](O)[C@H]1O	C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O	5	5	5	5
cpd25014	1,2,3/4,5,6-cyclohexanehexol	1,2,3/4,5,6-cyclohexanehexol	name_lookup	STEREO_DIFF	CDAISMWEOUEBRE-DCLYFUHFSA-N	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	O[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	C1(C(C(C(C(C1O)O)O)O)O)O	6	6	0	6
cpd25015	1,2,4/3,5,6 cyclohexanehexol	1L-chiro-inositol	name_lookup	STEREO_DIFF	CDAISMWEOUEBRE-SHFUYGGZSA-N	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O	C1(C(C(C(C(C1O)O)O)O)O)O	6	6	0	6
cpd25017	1,2,3,4,5/6-cyclohexanehexol	1,2,3,4,5/6-cyclohexanehexol	name_lookup	STEREO_DIFF	CDAISMWEOUEBRE-NIPYSYMMSA-N	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	O[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O	C1(C(C(C(C(C1O)O)O)O)O)O	6	6	0	6
cpd25018	1,2,3,4,5,6/0-cyclohexanehexol	cis-inositol	name_lookup	STEREO_DIFF	CDAISMWEOUEBRE-JMVOWJSSSA-N	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	O[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H]1O	C1(C(C(C(C(C1O)O)O)O)O)O	6	6	0	6
cpd25019	1,2,3,4/5,6-cyclohexanehexol	1,2,3,4/5,6-cyclohexanehexol	name_lookup	STEREO_DIFF	CDAISMWEOUEBRE-OQYPVSDDSA-N	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O	C1(C(C(C(C(C1O)O)O)O)O)O	6	6	0	6
cpd25020	1-<i>O</i>-methyl-<i>muco</i>-inositol	1-O-methyl-muco-inositol	name_lookup	STEREO_DIFF	DSCFFEYYQKSRSV-QJGAQZTCSA-N	DSCFFEYYQKSRSV-QQTVYWKESA-N	6551016	CO[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O	COC1[C@H]([C@H](C([C@H]([C@H]1O)O)O)O)O	6	6	4	6
cpd25111	2-O-alpha-D-galactopyranosyl-D-chiro-inositol	2-O-alpha-D-galactopyranosyl-D-chiro-inositol	name_lookup	STEREO_DIFF	VCWMRQDBPZKXKG-ADKCXELFSA-N	VCWMRQDBPZKXKG-KZMAIVIWSA-N	9906026	OC[C@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@H]([C@@H](C([C@H]([C@@H]2O)O)O)O)O)O)O)O)O	11	11	9	11
cpd25112	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->2)-1D-chiro-inositol	fagopyritol B2	name_lookup	STEREO_DIFF	MWNCPUNLDATDBW-AKBNUTDMSA-N	MWNCPUNLDATDBW-CFOWMNCWSA-N	9957786	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC3[C@H]([C@@H](C([C@H]([C@@H]3O)O)O)O)O)O)O)O)O)O)O)O	16	16	14	16
cpd25113	fagopyritol B3	fagopyritol B3	name_lookup	STEREO_DIFF	XCUQINBMYSWRHJ-UUDFYMDRSA-N	XCUQINBMYSWRHJ-FHDDMTLJSA-N	9896047	OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@@H]4[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@@H]([C@@H]([C@H]([C@H](O3)OC4[C@H]([C@@H](C([C@H]([C@@H]4O)O)O)O)O)O)O)O)O)O)O)O)O)O)O	21	21	19	21
cpd25114	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->3)-1D-chiro-inositol	fagopyritol A2	name_lookup	STEREO_DIFF	MWNCPUNLDATDBW-LYHZXLDYSA-N	MWNCPUNLDATDBW-ARZGVUSQSA-N	10278846	OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC3[C@@H]([C@H](C([C@@H]([C@@H]3O)O)O)O)O)O)O)O)O)O)O)O	16	16	14	16
cpd25115	O-alpha-D-galactopyranosyl-(1->3)-1D-chiro-inositol	fagopyritol A1	name_lookup	STEREO_DIFF	VCWMRQDBPZKXKG-LTSXGCBZSA-N	VCWMRQDBPZKXKG-FDYPKGGJSA-N	9840967	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H](C([C@@H]([C@@H]2O)O)O)O)O)O)O)O)O	11	11	9	11
cpd25116	O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->6)-O-alpha-D-galactopyranosyl-(1->3)-1D-chiro-inositol	fagopyritol A3	name_lookup	STEREO_DIFF	XCUQINBMYSWRHJ-SSRWMGOCSA-N	XCUQINBMYSWRHJ-GEDKGALZSA-N	10283250	OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]4O)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)OC[C@@H]3[C@@H]([C@@H]([C@H]([C@H](O3)OC4[C@@H]([C@H](C([C@@H]([C@@H]4O)O)O)O)O)O)O)O)O)O)O)O)O)O)O	21	21	19	21
cpd25171	(2R)-3-(hexadecanoyloxy)-2-[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	CHEBI:72838	chebi_xref	STEREO_DIFF	BSNJSZUDOMPYIR-CUKLWHKZSA-M	BSNJSZUDOMPYIR-FJESRZELSA-M	71296233	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	9	10	7	10
cpd25172	1-16:0-2-18:3-phosphatidylinositol	16:0-18:3-PI	name_lookup	STEREO_DIFF	UHAJRYVOXHROHT-ZGIJJHGGSA-M	UHAJRYVOXHROHT-RLEXZBHCSA-M	102514915	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	10	11	8	11
cpd25173	1-(9Z-hexadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phospho-(1'-myo-inositol)	16:1-18:3-PI	name_lookup	STEREO_DIFF	UCRVYUGOFYNFFW-JKAMUUGMSA-M	UCRVYUGOFYNFFW-XRDYPCPSSA-M	102515489	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	11	12	9	12
cpd25174	(2R)-3-(octadecanoyloxy)-2-[(9Z)-octadec-9-enoyloxy]propyl (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	CHEBI:77163	chebi_xref	STEREO_DIFF	YOBFISPJJWPPTK-BAAZTTAESA-M	YOBFISPJJWPPTK-BLPHCTTOSA-M	86289147	CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\CCCCCCCC	8	9	6	9
cpd25175	(2R)-2-[(9Z,12Z)-octadeca-9,12-dienoyloxy]-3-(octadecanoyloxy)propyl (1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	CHEBI:77158	chebi_xref	STEREO_DIFF	KZVRAFHIKMDULK-HAVSRZFESA-M	KZVRAFHIKMDULK-HJCWERLXSA-M	86289141	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	9	10	7	10
cpd25176	1-18:0-2-18:3-phosphatidylinositol	18:0-18:3-PI	name_lookup	STEREO_DIFF	ULRXGRJFRFBBDW-CSTDANEYSA-M	ULRXGRJFRFBBDW-SMVAFKSVSA-M	102515136	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	10	11	8	11
cpd25177	1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phospho-(1'-myo-inositol)	18:1-18:2-PI	name_lookup	STEREO_DIFF	MXJMOLQIXMJUEL-QBFAROQJSA-M	MXJMOLQIXMJUEL-ZCALFDKJSA-M	102514939	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC	10	11	8	11
