cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	stored_stereo_defined	stored_stereo_potential	pubchem_stereo_defined	pubchem_stereo_potential
cpd02690	4-hydroxycyclohexane-1-carboxylic acid	xref_resolved:chebi_xref=CHEBI:57906->CID19034555(STEREO_DIFF)	xref_resolved	STEREO_DIFF	HCFRWBBJISAZNK-IZLXSQMJSA-M	HCFRWBBJISAZNK-UHFFFAOYSA-M	19034555	O=C([O-])[C@H]1CC[C@H](O)CC1	C1CC(CCC1C(=O)[O-])O	2	2	0	2
cpd02729	1D-<i>myo</i> -inositol 1,3,4,6-tetra<i>kis</i>phosphate	xref_resolved:chebi_xref=CHEBI:57660->CID25201336(STEREO_DIFF)	xref_resolved	STEREO_DIFF	ZAWIXNGTTZTBKV-JMVOWJSSSA-F	ZAWIXNGTTZTBKV-IUHIMVDQSA-F	25201336	O=P([O-])([O-])O[C@@H]1[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1OP(=O)([O-])[O-]	[C@H]1([C@H](C([C@H]([C@@H](C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)OP(=O)([O-])[O-])OP(=O)([O-])[O-]	6	6	4	6
cpd02762	Magnesium protoporphyrin IX 13-methyl ester	C04536	kegg_xref	STEREO_DIFF	JHTBRMHXRULRGV-NCCDZXNNSA-L	JHTBRMHXRULRGV-UHFFFAOYSA-M	440377	C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)OC)c3n1[Mg]n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)O)C)CCC(=O)OC.[Mg+2]	4	4	0	0
cpd02780	1D-<i>myo</i>-inositol 1,2,4,5,6-penta<i>kis</i>phosphate	xref_resolved:chebi_xref=CHEBI:57798->CID25245416(STEREO_DIFF)	xref_resolved	STEREO_DIFF	CTPQAXVNYGZUAJ-XCMZKKERSA-D	CTPQAXVNYGZUAJ-WWHKVMGRSA-D	25245416	O=P([O-])([O-])O[C@@H]1[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]	[C@@H]1([C@H](C([C@H]([C@@H](C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]	6	6	4	6
cpd02788	1-<i>myo</i>-inositol (1,2,3,4,5)-penta<i>kis</i>phosphate	xref_resolved:chebi_xref=CHEBI:177294->CID25246002(STEREO_DIFF)	xref_resolved	STEREO_DIFF	CTPQAXVNYGZUAJ-UOTPTPDRSA-D	CTPQAXVNYGZUAJ-LXOASSSBSA-D	25246002	O=P([O-])([O-])O[C@@H]1[C@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]	[C@H]1([C@@H](C([C@H]([C@@H](C1O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]	6	6	4	6
cpd02800	(9Z)-(13S)-12,13-Epoxyoctadeca-9,11-dienoate	C04594	kegg_xref	STEREO_DIFF	ZFVKKBAQVWQQHP-OIWUYTFDSA-M	ZFVKKBAQVWQQHP-YJRMMAQJSA-N	5280703	CCCCC[C@H]1O/C1=C/C=C\CCCCCCCC(=O)[O-]	CCCCC[C@@H]1C(=C/C=C\CCCCCCCC(=O)O)O1	3	3	2	3
cpd02809	Indol-3-ylacetyl-myo-inositol L-arabinoside	C04611	kegg_xref	STEREO_DIFF	RBVNENAKUTUHCM-WLTDUWBPSA-N	RBVNENAKUTUHCM-KBGLIUAJSA-N	46173731	O=C(Cc1c[nH]c2ccccc12)O[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	C1[C@@H]([C@@H]([C@H]([C@@H](O1)OC2[C@@H]([C@H](C([C@H]([C@@H]2O)O)OC(=O)CC3=CNC4=CC=CC=C43)O)O)O)O)O	10	10	8	10
cpd02859	5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside	C04695	kegg_xref	STEREO_DIFF	ZBIDXXVRKIWIKP-DULXVFQLSA-N	ZBIDXXVRKIWIKP-BLWHGSIISA-N	46173733	O=C(Cc1c[nH]c2ccccc12)O[C@@H]1[C@H](O)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	C1=CC=C2C(=C1)C(=CN2)CC(=O)OC3[C@@H]([C@H](C([C@H]([C@@H]3O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O	11	11	9	11
cpd02877	3alpha,12alpha-Dihydroxy-5beta-cholan-24-oylglycine	3alpha,12alpha-Dihydroxy-5beta-cholan-24-oylglycine	name_lookup	STEREO_DIFF	WVULKSPCQVQLCU-ZGFCPQMKSA-M	WVULKSPCQVQLCU-BUXLTGKBSA-N	3035026	C[C@@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	10	10	10	10
cpd02937	(5Z,13E)-6,9-alpha-epoxy-11-alpha-hydroxy-15-oxoprosta-5,13-dienoate	xref_resolved:chebi_xref=CHEBI:57407->CID25246210(STEREO_DIFF)	xref_resolved	STEREO_DIFF	YCLHGWBUIYKBPM-NBFHXWIWSA-M	YCLHGWBUIYKBPM-ABXKVQRYSA-M	25246210	CCCCCC(=O)/C=C/[C@@H]1[C@H]2C/C(=C\CCCC(=O)[O-])O[C@H]2C[C@H]1O	CCCCCC(=O)/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/O2)O	6	6	6	6
cpd03042	Porphyrin	C05113	kegg_xref	STEREO_DIFF	JZRYQZJSTWVBBD-CEVVSZFKSA-N	JZRYQZJSTWVBBD-UHFFFAOYSA-N	66868	C1=Cc2cc3ccc(cc4ccc(cc5nc(cc1n2)C=C5)[nH]4)[nH]3	C1=CC2=CC3=CC=C(N3)C=C4C=CC(=N4)C=C5C=CC(=N5)C=C1N2	0	0	0	0
cpd03075	1-<i>O</i>-methyl-<i>scyllo</i>-inositol	C05163	kegg_xref	STEREO_DIFF	DSCFFEYYQKSRSV-VQPJZGIOSA-N	DSCFFEYYQKSRSV-MVWKSXLKSA-N	439990	CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	COC1[C@@H]([C@H](C([C@H]([C@@H]1O)O)O)O)O	6	6	4	6
cpd03386	2-Aminoethylphosphocholate	C05683	kegg_xref	STEREO_DIFF	BGUPNWPPECTFDP-RUUYYOGZSA-M	BGUPNWPPECTFDP-HZAMXZRMSA-N	21155884	C[C@H](CCC(=O)NCCP(=O)([O-])O)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	C[C@H](CCC(=O)NCCP(=O)(O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C	10	12	11	11
cpd03415	2,7,12,17-porphinetetrapropionic acid	xref_resolved:chebi_xref=CHEBI:167480->CID155802556(STEREO_DIFF)	xref_resolved	STEREO_DIFF	MOTVYDVWODTRDF-JRHDEHKPSA-F	MOTVYDVWODTRDF-UHFFFAOYSA-F	155802556	O=C([O-])CCC1=C(CC(=O)[O-])/C2=C/C3=N/C(=C\C4=N/C(=C\C5=N/C(=C\C1=N2)C(CC(=O)[O-])=C5CCC(=O)[O-])C(CC(=O)[O-])=C4CCC(=O)[O-])C(CC(=O)[O-])=C3CCC(=O)[O-]	C1=C2C(=C(C(=CC3=NC(=CC4=NC(=CC5=C(C(=C1N5)CC(=O)[O-])CCC(=O)[O-])C(=C4CCC(=O)[O-])CC(=O)[O-])C(=C3CCC(=O)[O-])CC(=O)[O-])N2)CC(=O)[O-])CCC(=O)[O-]	4	4	0	0
cpd03417	Coproporphyrin I	xref_resolved:chebi_xref=CHEBI:167478->CID20849014(STEREO_DIFF)	xref_resolved	STEREO_DIFF	VCCUOZSDXVZCSK-JRHDEHKPSA-J	VCCUOZSDXVZCSK-UHFFFAOYSA-J	20849014	CC1=C(CCC(=O)[O-])c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(CCC(=O)[O-])c5C)c(CCC(=O)[O-])c4C)C(CCC(=O)[O-])=C3C	CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)CCC(=O)[O-])C)C(=C4C)CCC(=O)[O-])C(=C3C)CCC(=O)[O-])CCC(=O)[O-]	0	0	0	0
cpd03617	(1S,2R,3S)-2-Formyl-alpha-(hydroxymethylene)-3-methylcyclopentaneacetaldehyde	C06070	kegg_xref	STEREO_DIFF	PFGBAVLSGZLAAY-FXBDTBDDSA-N	PFGBAVLSGZLAAY-JYPFKNLRSA-N	53297344	C[C@H]1CC[C@H](C(C=O)=CO)[C@@H]1C=O	C[C@H]1CC[C@@H]([C@@H]1C=O)/C(=C/O)/C=O	3	4	4	4
cpd03668	1,2,4,5/3,6-cyclohexanehexol	C06152	kegg_xref	STEREO_DIFF	CDAISMWEOUEBRE-GNIYUCBRSA-N	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O	C1(C(C(C(C(C1O)O)O)O)O)O	6	6	0	6
cpd03669	(1r,2r,3r,4r,5r,6r)-cyclohexane-1,2,3,4,5,6-hexol	CHEBI:10642	chebi_xref	STEREO_DIFF	CDAISMWEOUEBRE-CDRYSYESSA-N	CDAISMWEOUEBRE-UHFFFAOYSA-N	892	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	C1(C(C(C(C(C1O)O)O)O)O)O	6	6	0	6
cpd03670	(1r,2R,3S,4r,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl phosphate	xref_resolved:chebi_xref=CHEBI:84141->CID25200860(STEREO_DIFF)	xref_resolved	STEREO_DIFF	INAPMGSXUVUWAF-KXXVROSKSA-L	INAPMGSXUVUWAF-UYSNGIAKSA-L	25200860	O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O	[C@H]1([C@H](C([C@H]([C@@H](C1O)O)O)OP(=O)([O-])[O-])O)O	6	6	4	6
cpd03793	(1R,2S,3S,4S,5S,6S)-6-methoxycyclohexane-1,2,3,4,5-pentol	CHEBI:18266	chebi_xref	STEREO_DIFF	DSCFFEYYQKSRSV-GESKJZQWSA-N	DSCFFEYYQKSRSV-FEPQRWDDSA-N	164619	CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O	COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O	6	6	4	6
cpd03794	1D-6-O-Methyl-myo-inositol	C06353	kegg_xref	STEREO_DIFF	DSCFFEYYQKSRSV-HYBKHIPXSA-N	DSCFFEYYQKSRSV-CEDNOLFGSA-N	5320294	CO[C@H]1[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	COC1[C@@H]([C@@H](C([C@H]([C@@H]1O)O)O)O)O	6	6	4	6
cpd03832	Hydrogenobyrinate	C06399	kegg_xref	STEREO_DIFF	FJDBIDBCPIOVPG-HFBAMCGTSA-H	FJDBIDBCPIOVPG-QQHNNQQLSA-N	11953880	CC1=C2[NH+]=C(C=C3N/C(=C(/C)C4=N[C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)[O-])[C@H]5CC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]4CCC(=O)[O-])[C@@](C)(CC(=O)[O-])[C@@H]3CCC(=O)[O-])C(C)(C)[C@@H]2CCC(=O)[O-]	C/C/1=C/2\[C@@]([C@@H](/C(=C/C3=N/C(=C(\C4=NC([C@@H]([C@@]4(C)CCC(=O)O)CC(=O)O)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)O)(C)CC(=O)O)C)/C)/[C@H](C3(C)C)CCC(=O)O)/N2)CCC(=O)O)(C)CC(=O)O	10	12	11	12
cpd03913	Hydrogenobyrinate a,c diamide	C06503	kegg_xref	STEREO_DIFF	ZGGWTIPDUOTHRA-HFBAMCGTSA-J	ZGGWTIPDUOTHRA-QQHNNQQLSA-N	5280943	CC1=C2[NH+]=C(C=C3N/C(=C(/C)C4=N[C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)[O-])[C@H]5CC(=O)[O-])[C@@](C)(CC(N)=O)[C@@H]4CCC(=O)[O-])[C@@](C)(CC(N)=O)[C@@H]3CCC(=O)[O-])C(C)(C)[C@@H]2CCC(=O)[O-]	C/C/1=C/2\[C@@]([C@@H](/C(=C/C3=N/C(=C(\C4=NC([C@@H]([C@@]4(C)CCC(=O)O)CC(=O)O)[C@]5([C@@]([C@@H](C1=N5)CCC(=O)O)(C)CC(=O)N)C)/C)/[C@H](C3(C)C)CCC(=O)O)/N2)CCC(=O)O)(C)CC(=O)N	10	12	11	12
cpd03999	(1alpha,2alpha,3beta,4alpha,5alpha,6beta)-1,2,3,4,5,6-hexachlorocyclohexane	CHEBI:32888	chebi_xref	STEREO_DIFF	JLYXXMFPNIAWKQ-GNIYUCBRSA-N	JLYXXMFPNIAWKQ-UHFFFAOYSA-N	727	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	6	6	0	6
cpd04074	4-Carboxy-4'-sulfoazobenzene	C06673	kegg_xref	STEREO_DIFF	IDPOSZGKQSRDFE-CCEZHUSRSA-L	IDPOSZGKQSRDFE-UHFFFAOYSA-N	441135	O=C([O-])c1ccc(/N=N/c2ccc(S(=O)(=O)[O-])cc2)cc1	C1=CC(=CC=C1C(=O)O)N=NC2=CC=C(C=C2)S(=O)(=O)O	1	1	0	1
cpd04090	Vancomycin	xref_resolved:chebi_xref=CHEBI:76842->CID72715788(STEREO_DIFF)	xref_resolved	STEREO_DIFF	MYPYJXKWCTUITO-JTFZNGFOSA-O	MYPYJXKWCTUITO-LYRMYLQWSA-O	72715788	C[NH2+][C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)[O-])c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)([NH3+])[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O	C[C@H]1[C@H]([C@@](C[C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)[C@H]([C@H](C(=O)N[C@H](C(=O)N[C@H]5C(=O)N[C@@H]7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)[C@H](NC(=O)[C@H]([C@@H](C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)[O-])CC(=O)N)NC(=O)[C@@H](CC(C)C)[NH2+]C)O)Cl)CO)O)O)(C)[NH3+])O	18	18	18	18
cpd04105	(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-[(N-acetyl-L-cysteinyl)amino]-2-deoxy-alpha-D-glucopyranoside	xref_resolved:chebi_xref=CHEBI:16768->CID441148(STEREO_DIFF)	xref_resolved	STEREO_DIFF	MQBCDKMPXVYCGO-FQBKTPCVSA-M	MQBCDKMPXVYCGO-MGQAWMCHSA-N	441148	CC(=O)N[C@@H](C[S-])C(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	CC(=O)N[C@@H](CS)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O	12	12	10	12
cpd04106	(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-[(N-acetyl-S-formyl-L-cysteinyl)amino]-2-deoxy-alpha-D-glucopyranoside	CHEBI:15735	chebi_xref	STEREO_DIFF	JFPVMCRFDBEEHF-QFVXKRNMSA-N	JFPVMCRFDBEEHF-JPFSBEFCSA-N	11953886	CC(=O)N[C@@H](CSC=O)C(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	CC(=O)N[C@@H](CSC=O)C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC2[C@@H]([C@H](C([C@H]([C@H]2O)O)O)O)O)CO)O)O	12	12	10	12
cpd04145	Hemin	hemin	name_lookup	STEREO_DIFF	BTIJJDXEELBZFS-HXFTUNQESA-I	BTIJJDXEELBZFS-UHFFFAOYSA-K	455658	C=CC1=C(C)C2=N/C1=C\c1c(C)c(CCC(=O)[O-])c3n1[Fe](Cl)n1/c(c(C)c(C=C)/c1=C/2)=C\C1=N/C(=C\3)C(CCC(=O)[O-])=C1C	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C)C=C)C)C=C)C)CCC(=O)O)CCC(=O)O.[Cl-].[Fe+3]	4	4	0	0
cpd04195	Anisotropine methylbromide	C06830	kegg_xref	STEREO_DIFF	QSFKGMJOKUZAJM-CNKDKAJDSA-M	QSFKGMJOKUZAJM-JXMYBXCISA-M	657201	CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-]	CCCC(CCC)C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-]	3	3	2	3
cpd04199	Azithromycin	C06838	kegg_xref	STEREO_DIFF	MQTOSJVFKKJCRP-OHJWJPDZSA-P	MQTOSJVFKKJCRP-BICOPXKESA-N	447043	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C[NH+](C)[C@H](C)[C@@H](O)[C@]1(C)O	CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O	18	19	18	18
cpd04204	Benzatropine	C06846	kegg_xref	STEREO_DIFF	GIJXKZJWITVLHI-PMOLBWCYSA-O	GIJXKZJWITVLHI-YOFSQIOKSA-N	1201549	C[NH+]1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2	CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4	3	4	2	3
cpd04236	Cefotetan	C06886	kegg_xref	STEREO_DIFF	SRZNHPXWXCNNDU-IXOPCIAXSA-L	SRZNHPXWXCNNDU-RHBCBLIFSA-N	53025	CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21	CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O	2	4	2	4
cpd04258	(4-Chloro-phenyl)-[5-(4-chloro-phenyl)-3-isopropylimino-3,5-dihydro-phenazin-2-yl]-amine	C06915	kegg_xref	STEREO_DIFF	WDQPAMHFFCXSNU-BGABXYSRSA-N	WDQPAMHFFCXSNU-UHFFFAOYSA-N	2794	CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl	1	1	0	1
cpd04307	beta-1,2,3,4,5,6-Hexachlorocyclohexane	C06988	kegg_xref	STEREO_DIFF	JLYXXMFPNIAWKQ-CDRYSYESSA-N	JLYXXMFPNIAWKQ-UHFFFAOYSA-N	727	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	6	6	0	6
cpd04342	Ipratropium	C07052	kegg_xref	STEREO_DIFF	OEXHQOGQTVQTAT-JRNQLAHRSA-N	OEXHQOGQTVQTAT-BZQJJPTISA-N	657309	CC(C)[N@@+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2	CC(C)[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C	4	5	2	5
cpd04552	(5S,6R,7R,9R)-6-hydroxy-5-methyl-7-methylazaniumyl-6,7,8,9,15,16-hexahydro-5H,14H-5,9-epoxy-4b,9a,15-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-14-one	xref_resolved:chebi_xref=CHEBI:57473->CID21581287(STEREO_DIFF)	xref_resolved	STEREO_DIFF	YFYYWLWHOINTHH-GTDVCXGISA-O	YFYYWLWHOINTHH-FCHZLITKSA-O	21581287	C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)[NH2+]C)O	4	4	4	4
cpd04611	3-(Phenylazo)-2,6-pyridinediamine	C07429	kegg_xref	STEREO_DIFF	QPFYXYFORQJZEC-FOCLMDBBSA-N	QPFYXYFORQJZEC-UHFFFAOYSA-N	4756	Nc1ccc(/N=N/c2ccccc2)c(N)n1	C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N	1	1	0	1
cpd04717	Tubocurarine	C07547	kegg_xref	STEREO_DIFF	JFJZZMVDLULRGK-FQLXRVMXSA-P	JFJZZMVDLULRGK-URLMMPGGSA-O	6000	COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@H]3[NH+](C)CC2)CC[N+]1(C)C	CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC	2	3	2	2
cpd04741	Prontosil	C07573	kegg_xref	STEREO_DIFF	ABBQGOCHXSPKHJ-WUKNDPDISA-N	ABBQGOCHXSPKHJ-UHFFFAOYSA-N	66895	Nc1ccc(/N=N/c2ccc(S(N)(=O)=O)cc2)c(N)c1	C1=CC(=CC=C1N=NC2=C(C=C(C=C2)N)N)S(=O)(=O)N	1	1	0	1
cpd04825	Trovafloxacin	C07664	kegg_xref	STEREO_DIFF	WVPSKSLAZQPAKQ-CDMJZVDBSA-N	WVPSKSLAZQPAKQ-SOSAQKQKSA-N	62959	[NH3+][C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@@H]12	C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F	3	3	2	3
cpd04905	Homatropine	C07814	kegg_xref	STEREO_DIFF	ZTVIKZXZYLEVOL-MCOXGKPRSA-O	ZTVIKZXZYLEVOL-DGKWVBSXSA-N	5282593	C[NH+]1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O	3	5	2	4
cpd05038	Rifapentine	C08059	kegg_xref	STEREO_DIFF	WDZCUPBHRAEYDL-BZWMEKERSA-O	WDZCUPBHRAEYDL-GZAUEHORSA-N	135403821	CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CC[NH+](C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@H]1C	C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C6CCCC6)/C	13	13	13	13
