# source=MFAToolkit WebGCM  sha=713236f  cues=etc/MFAToolkit/cues/  input=ModelSEED structures (Unique_ModelSEED_Structures.txt, SMILES preferred)  convention=A (H+ = -9.5 kcal/mol, H in compound dGf)  units=kcal/mol
compound_id	status	dg_kcal_per_mol	dgerr_kcal_per_mol	charge	formula	groups	note
cpd00115	ok	-634.01	5.9825	0	C10H13N5O12P3	-NH2:1|ring =C<:1|ring =N-:3|ring =CH-:2|two fused rings >C=:2|ring -N<:1|ring -CH<:3|ring -CH2-:1|-OH:1|-CH2-:1|-OPO2-:2|-OPO3:1|ring -O-:1|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
cpd00116	ok	-41.90	1	0	CH4O	methanol:1|0	No special notes for this compound.
cpd00117	ok	-87.92	0.58661	0	C3H7NO2	-CH3:1|>CH-:1|-NH3:1|-COO:1|Origin:1|0	No special notes for this compound.
cpd00118	ok	-6.02	1.0526	0	C4H14N2	-NH3:2|-CH2-:4|Origin:1|2	No special notes for this compound.
cpd00119	ok	-45.63	2.264	0	C6H9N3O2	-NH3:1|>CH-:1|-CH2-:1|ring =C<:1|ring =CH-:2|ring -NH-:1|ring =N-:1|-COO:1|Origin:1|heteroaromatic:1|0	No special notes for this compound.
cpd00120	ok	-782.59	7.1296	0	C25H39N7O17P3S	-CH3:3|-CH2-:8|>C=O:3|>CH-:1|-OH:2|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
cpd00121	ok	-219.96	3.0008	0	C6H12O6	-OH:6|ring -CH<:6|Origin:1|0	No special notes for this compound.
cpd00122	ok	-212.63	3.2695	0	C8H15NO6	-CH3:1|>C=O:1|ring -CH<:5|-OH:4|ring -O-:1|-CH2-:1|amide:1|-NH-:1|Origin:1|0	No special notes for this compound.
cpd00123	ok	-111.26	0.77238	0	C5H7O3	-CH3:2|>CH-:1|>C=O:1|-COO:1|Origin:1|OCCO:1|-1	No special notes for this compound.
cpd00125	ok	-79.35	6.0579	0	C20H21N7O6	-NH2:1|ring =C<:1|ring =N-:1|ring >C=O:1|two fused rings >C=:2|ring -NH-:2|ring -CH2-:3|two fused rings >CH-:1|ring -N<:1|aromatic ring =C<:2|aromatic ring =CH-:4|>C=O:1|>CH-:1|-CH2-:2|-COO:2|two fused rings -N<:1|amide:1|-NH-:1|Origin:1|OCCC:2|OCNC:1|-2	No special notes for this compound.
cpd00126	ok	-308.30	5.4808	0	C10H13N5O8P	-NH2:1|ring =C<:1|ring =N-:2|two fused rings >C=:2|ring =CH-:1|ring -N<:1|ring -CH<:4|ring -O-:1|-CH2-:1|-OPO3:1|-OH:2|ring >C=O:1|amide:1|ring -NH-:1|Origin:1|OCCC:1|CCNC:1|heteroaromatic:1|-1	No special notes for this compound.
cpd00127	ok	-9.90	1.5722	0	C6H6O	-OH:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|0	No special notes for this compound.
cpd00128	ok	78.85	5.4578	0	C5H5N5	-NH2:1|ring =C<:1|ring =N-:3|ring =CH-:2|two fused rings >C=:2|ring -NH-:1|Origin:1|heteroaromatic:2|0	No special notes for this compound.
cpd00129	ok	-62.54	1.8879	0	C5H8NO2	-COO:1|ring -CH<:1|ring -CH2-:3|ring -NH-:1|Origin:1|-1	No special notes for this compound.
cpd00130	ok	-201.00	0.62057	0	C4H4O5	-COO:2|-CH2-:1|>CH-:1|-OH:1|Origin:1|-2	No special notes for this compound.
cpd00131	unknown_group			0	Mo	Mo2+:1|2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: Mo2+:1|
cpd00132	ok	-123.31	1.1746	0	C4H8N2O3	>C=O:1|-CH2-:1|>CH-:1|-NH3:1|-COO:1|amide:1|-NH2:1|Origin:1|0	No special notes for this compound.
cpd00133	ok	5.55	3.0116	0	C6H6N2O	>C=O:1|ring =C<:1|ring =CH-:4|ring =N-:1|amide:1|-NH2:1|Origin:1|OCCC:1|heteroaromatic:1|0	No special notes for this compound.
cpd00134	ok	-763.15	7.8225	0	C37H63N7O17P3S	-CH3:3|-CH2-:20|>C=O:3|>CH-:1|-OH:2|>C<:1|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OPO3:1|-S-:1|thioester:1|amide:2|-NH-:2|Origin:1|heteroaromatic:2|-3	No special notes for this compound.
cpd00135	ok	-81.77	1.4276	0	C4H9NO2S	-NH3:1|>CH-:1|-CH2-:2|-SH:1|-COO:1|Origin:1|0	No special notes for this compound.
cpd00136	ok	-92.53	1.7892	0	C7H5O3	-COO:1|aromatic ring =C<:2|aromatic ring =CH-:4|-OH:1|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd00137	ok	-280.44	0.99278	0	C6H5O7	-COO:3|-CH2-:2|>C<:1|-OH:1|Origin:1|-3	No special notes for this compound.
cpd00138	ok	-218.28	3.0884	0	C6H12O6	-OH:5|-CH2-:1|ring -CH<:5|ring -O-:1|Origin:1|0	No special notes for this compound.
cpd00139	ok	-122.98	0.37898	0	C2H3O3	-COO:1|-CH2-:1|-OH:1|Origin:1|-1	No special notes for this compound.
cpd00141	ok	-85.13	0.35727	0	C3H5O2	-CH3:1|-CH2-:1|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00142	ok	-113.53	0.50719	0	C4H5O3	-CH3:1|>C=O:1|-CH2-:1|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00143	ok	-75.82	1.6589	0	C9H7O3	-COO:1|>C=O:1|-CH2-:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCO:1|-1	No special notes for this compound.
cpd00144	ok	-805.77	6.1798	0	C15H19N2O18P2	-COO:1|ring -CH<:9|ring -O-:2|-OPO3-:1|-OPO2-:1|-CH2-:1|ring =CH-:2|ring >C=O:2|-OH:5|amide:2|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|-3	No special notes for this compound.
cpd00145	ok	-148.92	0.63811	0	C3H3O4	-COO:1|>C=O:1|-CH2-:1|-OH:1|Origin:1|OCCO:1|-1	No special notes for this compound.
cpd00146	ok	-310.26	1.0729	0	CH3NO5P	-CO-OPO3-:1|amide:1|-NH2:1|Origin:1|-1	No special notes for this compound.
cpd00147	ok	1.27	6.2403	0	C11H15N5O3S	-CH3:1|-S-:1|-CH2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OH:2|Origin:1|heteroaromatic:2|0	No special notes for this compound.
cpd00148	unknown_group			0	C5H9O7PR	RW:1|ring -CH<:4|ring -O-:1|-CH2-:1|-OPO3:1|-OH:2|Origin:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd00149	unknown_group			0	Co	Co2+:1|2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: Co2+:1|
cpd00150	ok	28.60	12.854	0	CHN	?CH:1|?N:1|Origin:1|0	No special notes for this compound.
cpd00151	ok	-54.50	2.2061	0	C5H6N2O2	-CH3:1|ring -CH<:1|ring =CH-:1|ring =N-:1|ring >C=O:2|amide:1|ring -NH-:1|Origin:1|OCNC:1|0	No special notes for this compound.
cpd00152	ok	5.87	3.1373	0	C5H16N4	-NH2:1|=C<:1|=NH2:1|-NH-:1|-CH2-:4|-NH3:1|Origin:1|2	No special notes for this compound.
cpd00153	ok	-53.05	1.6395	0	C7H5O2	-COO:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd00154	ok	-180.06	2.7387	0	C5H10O5	-OH:4|ring -CH<:4|ring -O-:1|ring -CH2-:1|Origin:1|0	No special notes for this compound.
cpd00155	ok	-693.72	12.069	0	C24H42O21	-OH:14|-CH2-:4|ring -CH<:20|ring -O-:4|-O-:3|Origin:1|0	No special notes for this compound.
cpd00156	ok	-86.49	0.87612	0	C5H11NO2	-CH3:2|>CH-:2|-NH3:1|-COO:1|Origin:1|0	No special notes for this compound.
cpd00157	ok	-108.16	0.71201	0	C3H6O3	>C=O:1|-CH2-:2|-OH:2|Origin:1|0	No special notes for this compound.
cpd00158	ok	-376.76	6.0443	0	C12H22O11	-OH:8|-CH2-:2|ring -CH<:10|ring -O-:2|-O-:1|Origin:1|0	No special notes for this compound.
cpd00159	ok	-123.17	0.50393	0	C3H5O3	-CH3:1|>CH-:1|-OH:1|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00160	ok	15.57	13.803	0	C27H46O	-CH3:5|>CH-:2|-CH2-:3|ring -CH<:2|ring -CH2-:8|two fused rings >CH-:3|ring =CH-:1|two fused rings >C=:1|-OH:1|two fused rings >C<:2|Origin:1|0	No special notes for this compound.
cpd00161	ok	-124.34	0.82977	0	C4H9NO3	-CH3:1|>CH-:2|-OH:1|-NH3:1|-COO:1|Origin:1|0	No special notes for this compound.
cpd00162	ok	-44.51	0.58353	0	C2H8NO	-NH3:1|-CH2-:2|-OH:1|Origin:1|1	No special notes for this compound.
cpd00163	ok	-724.33	5.934	0	C14H20N2O16P2	ring >C=O:2|ring =CH-:2|ring -CH<:8|ring -O-:2|-CH2-:1|-OPO3-:1|-OPO2-:1|ring -CH2-:1|-OH:5|amide:2|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|-2	No special notes for this compound.
cpd00164	ok	-261.50	2.9976	0	C6H9O7	-COO:1|ring -CH<:5|ring -O-:1|-OH:4|Origin:1|-1	No special notes for this compound.
cpd00165	ok	-38.90	1.594	0	H3NO	hydroxylamine:1|0	No special notes for this compound.
cpd00166	no_groups			0	C72H99CoN18O17P	-CH3:11|ring =C<:4|two fused rings >C=:7|unlabeled atoms:36|-CH2-:11|>C=O:6|ring >C<:3|ring =CH-:3|two fused rings >CH-:1|ring -CH<:8|-Oneg:1|-OH:4|ring -O-:2|two fused rings >C=:2|aromatic ring =CH-:2|aromatic ring =C<:2|ring -N<:1|ring =N-:3|-NH2:7|two fused rings >C<:1|amide:6|Origin:1|CCCN:2|CCNC:1|CCCC:1|heteroaromatic:3|-1	Formation energy not estimated due to the presence of 36 atoms that could not be assigned to any of the existing set of structural groups.
cpd00167	unknown_group			0	C19H36NO3R	RW:1|>C=O:1|-NH-:1|>CH-:2|-CH2-:13|-OH:2|=CH-:2|-CH3:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd00168	ok	-132.01	2.1878	0	C7H5O4	-COO:1|aromatic ring =C<:3|aromatic ring =CH-:3|-OH:2|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd00169	ok	-371.90	0.58171	0	C3H5O7P	-COO:1|>CH-:1|-OH:1|-CH2-:1|-OPO3:1|Origin:1|-2	No special notes for this compound.
cpd00170	ok	-216.02	2.5515	0	C6H10O6	ring -O-CO-:1|ring -CH<:4|-CH2-:1|-OH:4|Origin:1|0	No special notes for this compound.
cpd00171	ok	-393.50	1.1402	0	C5H10O8P	>C=O:1|-CH2-:2|-OH:3|>CH-:2|-OPO3:1|Origin:1|-1	No special notes for this compound.
cpd00172	no_groups			0	C14H14N2O4S	-CH3:2|-SO4:1|unlabeled atoms:1|=C<:4|=CH-:8|=N-:1|Origin:1|CCCN:2|CCNC:2|CCCC:4|0	Formation energy not estimated due to the presence of 1 atoms that could not be assigned to any of the existing set of structural groups.
cpd00173	unknown_group			0	C5H9O13P3R	RW:1|ring -CH<:4|ring -O-:1|-CH2-:1|-OPO2-:2|-OPO3:1|-OH:2|Origin:1|-3	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd00174	no_groups			0	C6H14O3PF	-CH3:4|>CH-:2|-O-:2|unlabeled atoms:2|WF:1|Origin:1|0	Formation energy not estimated due to the presence of 2 atoms that could not be assigned to any of the existing set of structural groups. Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: WF:1|
cpd00175	ok	-756.90	6.4725	0	C17H25N3O17P2	-CH3:1|>C=O:1|ring -CH<:9|-OPO3-:1|-OPO2-:1|-CH2-:2|ring -O-:2|ring =CH-:2|ring >C=O:2|-OH:5|amide:3|-NH-:1|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|-2	No special notes for this compound.
cpd00176	ok	-220.14	1.1757	0	C6H9O6	-COO:1|>C=O:1|-CH2-:2|>CH-:2|-OH:3|Origin:1|OCCO:1|-1	No special notes for this compound.
cpd00177	ok	-426.01	5.9675	0	C10H13N5O9P2	-NH2:1|ring =C<:1|ring =N-:3|ring =CH-:2|two fused rings >C=:2|ring -N<:1|ring -CH<:3|ring -CH2-:1|-OH:1|-CH2-:1|-OPO2-:1|-OPO3:1|ring -O-:1|Origin:1|heteroaromatic:2|-2	No special notes for this compound.
cpd00178	ok	-38.52	1	0	C3H6O	acetone:1|0	No special notes for this compound.
cpd00179	ok	-376.76	6.0443	0	C12H22O11	-OH:8|-CH2-:2|ring -CH<:10|ring -O-:2|-O-:1|Origin:1|0	No special notes for this compound.
cpd00180	ok	-161.00	1	0	C2O4	oxalate:1|-2	No special notes for this compound.
cpd00181	no_groups			0	C53H81CoN11O14PR2	RW:2|unlabeled atoms:20|-CH3:9|ring -CH<:8|-CH2-:13|>C=O:7|ring >C<:4|>CH-:1|-OPO3-:1|-OH:2|ring -O-:1|amide:7|-NH2:6|-NH-:1|Origin:1|CCCN:3|CCNC:2|2	Formation energy not estimated due to the presence of 20 atoms that could not be assigned to any of the existing set of structural groups. Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:2|
cpd00182	ok	-45.35	6.0845	0	C10H13N5O4	-NH2:1|ring =C<:1|ring =N-:3|ring =CH-:2|two fused rings >C=:2|ring -N<:1|ring -CH<:4|ring -O-:1|-CH2-:1|-OH:3|Origin:1|heteroaromatic:2|0	No special notes for this compound.
cpd00183	ok	-79.18	1.8351	0	C3H7NO2	-CH3:1|-NH2-:1|-CH2-:1|-COO:1|Origin:1|0	No special notes for this compound.
cpd00184	ok	-145.84	3.5447	0	C10H14N2O5	-CH3:1|ring =C<:1|ring =CH-:1|ring -CH<:3|ring -CH2-:1|-OH:2|-CH2-:1|ring -O-:1|ring >C=O:2|amide:2|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd00185	ok	-180.06	2.7387	0	C5H10O5	-OH:4|ring -CH<:4|ring -O-:1|ring -CH2-:1|Origin:1|0	No special notes for this compound.
cpd00186	ok	-164.13	0.75351	0	C5H8NO4	-NH3:1|>CH-:1|-CH2-:2|-COO:2|Origin:1|-1	No special notes for this compound.
cpd00187	ok	-9.55	1	0	CH6N	methylamine:1|1	No special notes for this compound.
cpd00188	ok	31.85	4.263	0	C20H31O2	-CH3:1|-CH2-:10|=CH-:8|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00189	no_groups			0	C16H18N3S	-CH3:4|-N<:2|aromatic ring =C<:2|aromatic ring =CH-:6|two fused rings >C=:4|ring =N-:1|unlabeled atoms:1|Origin:1|heteroaromatic:1|1	Formation energy not estimated due to the presence of 1 atoms that could not be assigned to any of the existing set of structural groups.
cpd00190	ok	-218.28	3.0884	0	C6H12O6	-OH:5|-CH2-:1|ring -CH<:5|ring -O-:1|Origin:1|0	No special notes for this compound.
cpd00191	ok	-111.88	0.43325	0	C3H3O3	-CH=O:1|-CH2-:1|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00192	ok	-770.83	7.4011	0	C30H39N7O18P3S	-CH3:2|>C<:1|-CH2-:6|-OPO3-:1|-OPO2-:1|ring -CH<:4|ring -O-:1|ring -N<:1|ring =CH-:2|ring =N-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|-OH:3|-OPO3:1|>CH-:1|>C=O:3|=CH-:2|aromatic ring =C<:2|aromatic ring =CH-:4|amide:2|-NH-:2|-S-:1|thioester:1|Origin:1|OCCC:1|CCCC:1|heteroaromatic:2|-3	No special notes for this compound.
cpd00193	ok	-367.85	6.2219	0	C10H12N5O10PS	-NH2:1|ring =C<:1|ring =N-:3|ring =CH-:2|two fused rings >C=:2|ring -N<:1|ring -CH<:4|ring -O-:1|-CH2-:1|-OPO2-:1|-SO4:1|-OH:2|Origin:1|heteroaromatic:2|-2	No special notes for this compound.
cpd00194	ok	106.88	5.7731	0	C12H14N2	-CH3:2|dbl sgl ring =N<:2|ring =CH-:8|ring =C<:2|Origin:1|heteroaromatic:2|2	No special notes for this compound.
cpd00195	unknown_group			0	CH3OR	RW:1|-CH2-:1|-OH:1|Origin:1|0	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: RW:1|
cpd00196	ok	-301.65	0.52536	0	C2H4O5P	-CH3:1|-CO-OPO3-:1|Origin:1|-1	No special notes for this compound.
cpd00197	ok	-132.01	2.1878	0	C7H5O4	-COO:1|aromatic ring =C<:3|aromatic ring =CH-:3|-OH:2|Origin:1|OCCC:1|-1	No special notes for this compound.
cpd00198	ok	-393.50	1.1402	0	C5H10O8P	>C=O:1|-CH2-:2|-OH:3|>CH-:2|-OPO3:1|Origin:1|-1	No special notes for this compound.
cpd00199	ok	-110.26	0.52935	0	C4H5O3	-CH=O:1|-CH2-:2|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00200	ok	-109.64	0.79209	0	C6H9O3	-CH3:2|>CH-:1|-CH2-:1|>C=O:1|-COO:1|Origin:1|OCCO:1|-1	No special notes for this compound.
cpd00201	ok	-130.47	6.2222	0	C20H21N7O7	-NH2:1|ring =C<:1|ring =N-:1|ring >C=O:1|two fused rings >C=:2|ring -NH-:3|ring -CH2-:1|ring -CH<:1|-CH2-:3|-CH=O:1|aromatic ring =C<:2|aromatic ring =CH-:4|>C=O:1|>CH-:1|-COO:2|amide:2|-N<:1|-NH-:1|Origin:1|OCCC:2|OCNC:1|-2	No special notes for this compound.
cpd00202	ok	-439.18	1.1121	0	C5H10O7P2	-CH3:2|=C<:1|=CH-:1|-CH2-:1|-OPO2-:1|-OPO3:1|Origin:1|-2	No special notes for this compound.
cpd00203	ok	-586.80	0.71943	0	C3H6O10P2	-CO-OPO3-:1|>CH-:1|-OH:1|-CH2-:1|-OPO3:1|Origin:1|-2	No special notes for this compound.
cpd00204	no_groups			0	CHO	?CH:1|unlabeled atoms:1|Origin:1|1	Formation energy not estimated due to the presence of 1 atoms that could not be assigned to any of the existing set of structural groups.
cpd00205	unknown_group			0	K	K+:1|1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: K+:1|
cpd00206	ok	-305.54	3.6637	0	C9H13N3O7P	-NH2:1|ring =C<:1|ring =CH-:2|ring -CH<:3|ring -CH2-:1|-OH:1|-CH2-:1|-OPO3:1|ring -O-:1|ring >C=O:1|ring =N-:1|amide:1|ring -N<:1|Origin:1|OCNC:1|CCCN:1|-1	No special notes for this compound.
cpd00207	ok	28.40	5.0286	0	C5H5N5O	-NH2:1|ring =C<:1|ring =N-:2|two fused rings >C=:2|ring -NH-:2|ring =CH-:1|ring >C=O:1|amide:1|Origin:1|OCCC:1|CCNC:1|heteroaromatic:1|0	No special notes for this compound.
cpd00208	ok	-376.76	6.0443	0	C12H22O11	-OH:8|-CH2-:2|ring -CH<:10|ring -O-:2|-O-:1|Origin:1|0	No special notes for this compound.
cpd00209	no_groups			0	NO3	unlabeled atoms:2|-Oneg:2|Origin:1|-1	Formation energy not estimated due to the presence of 2 atoms that could not be assigned to any of the existing set of structural groups.
cpd00210	ok	-126.76	1.5658	0	C2H7NO3S	-NH3:1|-CH2-:2|-SO3:1|Origin:1|0	No special notes for this compound.
cpd00211	ok	-83.51	0.4692	0	C4H7O2	-CH3:1|-CH2-:2|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00212	ok	-217.61	2.739	0	C6H12O6	-OH:5|-CH2-:1|ring >C<:1|ring -O-:1|ring -CH2-:1|ring -CH<:3|Origin:1|0	No special notes for this compound.
cpd00213	ok	-21.54	3.2685	0	C8H15NOS2	>C=O:1|-CH2-:4|ring -CH<:1|ring -CH2-:2|ring -S-:2|amide:1|-NH2:1|Origin:1|0	No special notes for this compound.
cpd00214	ok	-64.07	2.478	0	C16H31O2	-CH3:1|-CH2-:14|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00215	ok	-59.50	3.342	0	C8H9NO3	-CH3:1|ring =C<:4|ring =N-:1|ring =CH-:1|-CH2-:1|-OH:2|-CH=O:1|Origin:1|OCCC:1|heteroaromatic:1|0	No special notes for this compound.
cpd00216	ok	-169.49	2.8146	0	C10H8O6	=CH2:1|=C<:1|-O-:1|ring -CH<:2|ring =CH-:3|ring =C<:1|-COO:2|-OH:1|Origin:1|OCCC:2|CCCC:1|-2	No special notes for this compound.
cpd00217	ok	-376.76	6.0443	0	C12H22O11	-OH:8|-CH2-:2|ring -CH<:10|ring -O-:2|-O-:1|Origin:1|0	No special notes for this compound.
cpd00218	ok	-36.89	2.8402	0	C6H4NO2	-COO:1|ring =C<:1|ring =CH-:4|ring =N-:1|Origin:1|OCCC:1|heteroaromatic:1|-1	No special notes for this compound.
cpd00219	ok	-186.17	2.6347	0	C10H8O6	-COO:2|>C=O:1|-CH2-:1|ring >C<:1|ring =CH-:4|ring -CH<:1|-OH:1|Origin:1|OCCO:1|-2	No special notes for this compound.
cpd00220	ok	-125.02	5.8097	0	C17H20N4O6	-CH3:2|aromatic ring =C<:2|aromatic ring =CH-:2|two fused rings >C=:2|ring =N-:2|two fused rings >C=:2|ring >C=O:2|ring -N<:1|-CH2-:2|>CH-:3|-OH:4|amide:1|ring -NH-:1|Origin:1|OCCN:1|OCNC:1|CCNC:1|0	No special notes for this compound.
cpd00221	ok	-123.17	0.50393	0	C3H5O3	-CH3:1|>CH-:1|-OH:1|-COO:1|Origin:1|-1	No special notes for this compound.
cpd00222	ok	-268.66	1.7793	0	C6H11O7	-COO:1|>CH-:4|-OH:5|-CH2-:1|Origin:1|-1	No special notes for this compound.
cpd00223	ok	-159.40	0.65404	0	C3H5O4	-COO:1|>CH-:1|-OH:2|-CH2-:1|Origin:1|-1	No special notes for this compound.
cpd00224	ok	-180.06	2.7387	0	C5H10O5	-OH:4|ring -CH<:4|ring -O-:1|ring -CH2-:1|Origin:1|0	No special notes for this compound.
cpd00225	ok	-0.35	1.6572	0	C7H6O	-CH=O:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|OCCC:1|0	No special notes for this compound.
cpd00226	ok	23.12	5.0353	0	C5H4N4O	ring >C=O:1|ring =CH-:2|ring =N-:2|two fused rings >C=:2|ring -NH-:2|amide:1|Origin:1|OCCC:1|CCNC:1|heteroaromatic:1|0	No special notes for this compound.
cpd00227	ok	-122.53	0.69529	0	C4H9NO3	-NH3:1|>CH-:1|-CH2-:2|-OH:1|-COO:1|Origin:1|0	No special notes for this compound.
cpd00228	ok	-71.09	2.6877	0	C4H10O2S2	-OH:2|>CH-:2|-CH2-:2|-SH:2|Origin:1|0	No special notes for this compound.
cpd00229	ok	-70.28	0.44936	0	C2H4O2	-CH=O:1|-CH2-:1|-OH:1|Origin:1|0	No special notes for this compound.
cpd00231	ok	-35.76	5.4201	0	C9H13N5O3	-CH3:1|>CH-:2|-OH:2|ring -CH<:1|ring -CH2-:1|ring -NH-:1|two fused rings >C=:2|ring =N-:3|ring =C<:1|-NH2:1|ring >C=O:1|Origin:1|OCCN:1|OCNC:1|CCNC:1|0	No special notes for this compound.
cpd00232	ok	-326.40	3.1062	0	C11H18NO9	-CH3:1|>C=O:1|ring -CH<:3|>CH-:2|-OH:5|-CH2-:1|ring -O-:1|ring >C<:1|-COO:1|ring -CH2-:1|amide:1|-NH-:1|Origin:1|-1	No special notes for this compound.
cpd00233	ok	-30.27	5.1808	0	C9H15N5O3	-CH3:1|>CH-:2|-OH:2|ring -CH<:1|ring -CH2-:1|ring -NH-:3|two fused rings >C=:2|ring =C<:1|-NH2:1|ring =N-:1|ring >C=O:1|Origin:1|OCCC:1|OCNC:1|0	No special notes for this compound.
cpd00234	ok	-209.40	1.4256	0	C6H10O6	>C=O:2|-CH2-:2|-OH:4|>CH-:2|Origin:1|0	No special notes for this compound.
cpd00235	ok	-430.78	3.0113	0	C6H12O9P	-OPO3:1|-CH2-:1|ring -CH<:5|ring -O-:1|-OH:4|Origin:1|-1	No special notes for this compound.
cpd00236	ok	-355.62	0.93172	0	C4H8O7P	-CH=O:1|>CH-:2|-OH:2|-CH2-:1|-OPO3:1|Origin:1|-1	No special notes for this compound.
cpd00237	ok	-18.43	13.772	0	C19H26O2	-CH3:2|two fused rings >C<:2|ring -CH2-:8|ring >C=O:2|ring =CH-:1|two fused rings >C=:1|two fused rings >CH-:3|Origin:1|OCCC:1|0	No special notes for this compound.
cpd00238	ok	-466.34	1.8547	0	C7H14O10P	>C=O:1|-CH2-:2|-OH:5|>CH-:4|-OPO3:1|Origin:1|-1	No special notes for this compound.
cpd00239	unknown_group			0	HS	HS-:1|-1	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: HS-:1|
cpd00240	ok	-273.88	4.7636	0	C10H12N2O8	-COO:4|-CH2-:6|-N<:2|Origin:1|-4	No special notes for this compound.
cpd00241	ok	-684.46	5.3875	0	C10H13N5O13P3	-NH2:1|ring =C<:1|ring =N-:2|two fused rings >C=:2|ring =CH-:1|ring -N<:1|ring -CH<:3|ring -CH2-:1|-OH:1|-CH2-:1|-OPO2-:2|-OPO3:1|ring -O-:1|ring >C=O:1|amide:1|ring -NH-:1|Origin:1|OCCC:1|CCNC:1|heteroaromatic:1|-3	No special notes for this compound.
cpd00242	ok	-140.26	1	0	CHO3	HCO3:1|-1	No special notes for this compound.
cpd00244	unknown_group			0	Ni	Ni2+:1|2	Formation energy not estimated due to the presence of the following structural groups with unknown group contribution energies: Ni2+:1|
cpd00245	ok	33.64	1.6872	0	C6H7N	-NH2:1|aromatic ring =C<:1|aromatic ring =CH-:5|Origin:1|0	No special notes for this compound.
cpd00246	ok	-101.08	5.5067	0	C10H12N4O5	ring >C=O:1|ring =CH-:2|ring =N-:2|two fused rings >C=:2|ring -N<:1|ring -CH<:4|ring -O-:1|-CH2-:1|-OH:3|amide:1|ring -NH-:1|Origin:1|OCCC:1|CCNC:1|heteroaromatic:1|0	No special notes for this compound.
cpd00247	ok	-135.39	2.542	0	C5H3N2O4	ring >C=O:2|ring -CH2-:1|ring =C<:1|-COO:1|ring =N-:1|amide:1|ring -NH-:1|Origin:1|OCCN:1|OCNC:1|-1	No special notes for this compound.
cpd00248	ok	-221.05	2.104	0	C7H11O6	-COO:1|ring >C<:1|-OH:4|ring -CH2-:2|ring -CH<:3|Origin:1|-1	No special notes for this compound.
cpd00249	ok	-185.27	3.7952	0	C9H12N2O6	ring >C=O:2|ring =CH-:2|ring -CH<:4|ring -O-:1|-CH2-:1|-OH:3|amide:2|ring -N<:1|ring -NH-:1|Origin:1|OCCC:1|0	No special notes for this compound.
cpd00250	ok	-65.59	3.6689	0	C4H9N3O2	-CH3:1|-N<:1|-CH2-:1|-COO:1|=C<:1|-NH2:1|=NH2:1|Origin:1|0	No special notes for this compound.
cpd00251	ok	-585.97	7.5946	0	C15H21N5O14P2	-NH2:1|ring =C<:1|ring =N-:3|ring =CH-:2|two fused rings >C=:2|ring -N<:1|ring -CH<:8|ring -O-:2|-CH2-:2|-OPO3-:1|-OPO2-:1|-OH:5|Origin:1|heteroaromatic:2|-2	No special notes for this compound.
