rxnid	compartment	direction	gfdir	type	basecost	forward_cost	reverse_cost	complexes
rxn02614	c	=		gapfilling	5	0	0	
rxn04675	c	=		gapfilling	6	0	-1.95	
rxn04676	c	=		gapfilling	5	0	0	
rxn02948	c	=		gapfilling	4	0	0.2937	
rxn04677	c	=		gapfilling	5	0	0	
rxn03499	c	=		gapfilling	5	0	-8.61867	
rxn04109	c	=		gapfilling	5	0	0	
rxn04678	c	=		gapfilling	5	0	0	
rxn04680	c	=		gapfilling	4	0	0.99	
rxn02950	c	=		gapfilling	6	0	0.0316000000000001	
rxn04110	c	=		gapfilling	5	0	0	
rxn02568	c	=		gapfilling	4	0	0	
rxn04788	c	=		gapfilling	4	1.6893	0	
rxn04681	c	=		gapfilling	4	0	-0.311	
rxn04682	c	=		gapfilling	4	3.324	0	
rxn04111	c	=		gapfilling	5	0	0	
rxn03458	c	=		gapfilling	5	0	0	
rxn02570	c	=		gapfilling	7	0	0	
rxn04683	c	=		gapfilling	4	0	0.7683	
rxn04112	c	=		gapfilling	5	0	0	
rxn04684	c	=		gapfilling	4	0	0.7683	
rxn04692	c	=		gapfilling	4	0	-8.25767	
rxn04693	c	=		gapfilling	4	0	-8.25767	
rxn02421	c	=		gapfilling	5	0	0	
rxn04694	c	=		gapfilling	4	0	0.4933	
rxn04695	c	=		gapfilling	4	0	-7.46797	
rxn02904	c	=		gapfilling	4	0	0	
rxn02420	c	=		gapfilling	4	0	0.6386	
rxn04696	c	=		gapfilling	4	0	-10.3357	
rxn04114	c	=		gapfilling	4	0	0	
rxn04697	c	=		gapfilling	4	0	-8.25767	
rxn04124	c	=		gapfilling	6	0	0	
rxn02669	c	=		gapfilling	4	0	-1.4586	
rxn04706	c	=		gapfilling	4	0	0	
rxn02952	c	=		gapfilling	6	0	0	
rxn04710	c	=		gapfilling	6	0	0	
rxn02906	c	=		gapfilling	4	0	0	
rxn04130	c	=		gapfilling	5	0	0	
rxn04131	c	=		gapfilling	5	0	0	
rxn04134	c	=		gapfilling	4	0	0	
rxn04715	c	=		gapfilling	4	0	0	
rxn04717	c	=		gapfilling	4	0	0	
rxn04135	c	=		gapfilling	4	0	-8.98667	
rxn04749	c	=		gapfilling	4	0	0	
rxn04719	c	=		gapfilling	4	0	-0.5869	
rxn04720	c	=		gapfilling	4	0	-7.25507	
rxn02956	c	=		gapfilling	5	0	0	
rxn04136	c	=		gapfilling	4	0	-0.635	
rxn04246	c	=		gapfilling	4	0	0	
rxn03832	c	=		gapfilling	4	0	-2.0267	
rxn02571	c	=		gapfilling	5	0	0	
rxn04721	c	=		gapfilling	4	2.098	0	
rxn02907	c	=		gapfilling	5	0	0	
rxn04725	c	=		gapfilling	4	0	-8.62567	
rxn04726	c	=		gapfilling	4	0	0	
rxn02957	c	=		gapfilling	5	0	0	
rxn04727	c	=		gapfilling	4	0	0.0196999999999999	
rxn04728	c	=		gapfilling	4	0	-5.70107	
rxn04141	c	=		gapfilling	5	0	0	
rxn02672	c	=		gapfilling	7	0	0	
rxn03833	c	=		gapfilling	4	0	-0.7623	
rxn04730	c	=		gapfilling	4	0	-7.25507	
rxn02908	c	=		gapfilling	5	0	0.3743	
rxn04732	c	=		gapfilling	4	0	0	
rxn02506	c	=		gapfilling	4	0	0	
rxn04731	c	=		gapfilling	4	2.098	0	
rxn04733	c	=		gapfilling	4	0	-3.15127	
rxn04142	c	=		gapfilling	4	0	0	
rxn02616	c	=		gapfilling	5	0	0	
rxn02673	c	=		gapfilling	5	0	0	
rxn04734	c	=		gapfilling	4	0	0.99	
rxn02575	c	=		gapfilling	4	0	0	
rxn04144	c	=		gapfilling	5	0	0	
rxn03501	c	=		gapfilling	6	0	0	
rxn04148	c	=		gapfilling	4	0	-7.41137	
rxn04736	c	=		gapfilling	4	0	0	
rxn03460	c	=		gapfilling	5	0	0	
rxn04149	c	=		gapfilling	4	0	-7.41137	
rxn04737	c	=		gapfilling	4	0	0.0196999999999999	
rxn04739	c	=		gapfilling	4	0	-5.70107	
rxn02674	c	=		gapfilling	5	0	0	
rxn04740	c	=		gapfilling	4	0	-0.5869	
rxn02958	c	=		gapfilling	5	0	0	
rxn02909	c	=		gapfilling	5	0	0.7683	
rxn04743	c	=		gapfilling	4	0	0	
rxn02675	c	=		gapfilling	4	0	0.4277	
rxn03502	c	=		gapfilling	5	0	0.6887	
rxn02960	c	=		gapfilling	6	1.309	0	
rxn04744	c	=		gapfilling	4	0	0.0196999999999999	
rxn02498	c	=		gapfilling	5	0	0	
rxn04746	c	=		gapfilling	4	0	-6.06907	
rxn02910	c	=		gapfilling	5	0	0	
rxn04751	c	=		gapfilling	4	0	0	
rxn02677	c	=		gapfilling	5	0	0	
rxn04752	c	=		gapfilling	4	2.2	0	
rxn03463	c	=		gapfilling	5	0	0	
rxn02676	c	=		gapfilling	4	0	0.1833	
rxn03503	c	=		gapfilling	5	0	0	
rxn04753	c	=		gapfilling	4	0	0.7514	
rxn02422	c	=		gapfilling	4	0	0	
rxn02574	c	=		gapfilling	4	0	0.6887	
rxn04754	c	=		gapfilling	4	0	-8.98667	
rxn04165	c	=		gapfilling	4	0	-8.62567	
rxn04755	c	=		gapfilling	4	0	-9.4907	
rxn04166	c	=		gapfilling	4	0	-9.3554	
rxn02678	c	=		gapfilling	4	2.655	0	
rxn04756	c	=		gapfilling	4	0	-9.4907	
rxn04167	c	=		gapfilling	4	0	-10.8577	
rxn03464	c	=		gapfilling	5	0	0	
rxn02617	c	=		gapfilling	5	0	0.1833	
rxn02546	c	=		gapfilling	5	0	0.99	
rxn02499	c	=		gapfilling	5	0	0.7683	
rxn04758	c	=		gapfilling	4	0	0	
rxn02912	c	=		gapfilling	4	0	0	
rxn04168	c	=		gapfilling	4	0	-8.61867	
rxn04757	c	=		gapfilling	5	0	0	
rxn04169	c	=		gapfilling	4	0	-9.5114	
rxn04208	c	=		gapfilling	4	0	-10.008	
rxn02576	c	=		gapfilling	6	0	0	
rxn04760	c	=		gapfilling	5	0	0	
rxn04759	c	=		gapfilling	4	0	0	
rxn02679	c	=		gapfilling	4	2.2	0	
rxn04170	c	=		gapfilling	4	0	-8.61867	
rxn04761	c	=		gapfilling	4	0	-7.37797	
rxn03504	c	=		gapfilling	4	0	0	
rxn04762	c	=		gapfilling	4	0	-7.37797	
rxn04171	c	=		gapfilling	4	0	-10.8577	
rxn04763	c	=		gapfilling	4	0	0	
rxn03465	c	=		gapfilling	5	1.3113	0	
rxn04766	c	=		gapfilling	4	0	-3.15127	
rxn04173	c	=		gapfilling	4	0	-2.146	
rxn04769	c	=		gapfilling	5	0	-0.689	
rxn03505	c	=		gapfilling	5	0	1.5194	
rxn03466	c	=		gapfilling	5	0	0	
rxn04771	c	=		gapfilling	4	0	-1.013	
rxn04772	c	=		gapfilling	4	2.689	0	
rxn04174	c	=		gapfilling	4	0	-2.146	
rxn03467	c	=		gapfilling	5	0	0.6887	
rxn04175	c	=		gapfilling	4	0	-3.471	
rxn02682	c	=		gapfilling	6	0	0	
rxn04774	c	=		gapfilling	6	0	-0.689	
rxn04176	c	=		gapfilling	4	0	-3.471	
rxn04776	c	=		gapfilling	4	0	0	
rxn04177	c	=		gapfilling	4	0	-0.897	
rxn04178	c	=		gapfilling	4	0	-2.589	
rxn04179	c	=		gapfilling	4	0	-6.235	
rxn02913	c	=		gapfilling	4	0	0.691	
rxn04777	c	=		gapfilling	4	0	0	
rxn04778	c	=		gapfilling	4	0	0	
rxn04180	c	=		gapfilling	4	0	0.6386	
rxn04779	c	=		gapfilling	4	0	0	
rxn04181	c	=		gapfilling	4	0	-8.61867	
rxn04780	c	=		gapfilling	4	0	0	
rxn04781	c	=		gapfilling	4	0	0	
rxn04182	c	=		gapfilling	4	0	-8.61867	
rxn04782	c	=		gapfilling	4	0	0.575	
rxn03468	c	=		gapfilling	4	0	0.0196999999999999	
rxn04183	c	=		gapfilling	4	0	0.6386	
rxn04184	c	=		gapfilling	4	0	0.6386	
rxn04789	c	=		gapfilling	4	0	0.0196999999999999	
rxn04784	c	=		gapfilling	4	0	0.3686	
rxn04195	c	=		gapfilling	4	0	-9.647	
rxn03837	c	=		gapfilling	5	0	0	
rxn04247	c	=		gapfilling	4	0	0	
rxn04785	c	=		gapfilling	5	0	0	
rxn04786	c	=		gapfilling	4	0	0	
rxn04264	c	=		gapfilling	4	0	-9.3677	
rxn02419	c	=		gapfilling	4	0	0	
rxn02418	c	=		gapfilling	4	0	0.7683	
rxn04787	c	=		gapfilling	4	0	0.4706	
rxn04790	c	=		gapfilling	5	0	0	
rxn04209	c	=		gapfilling	4	0	-10.008	
rxn04791	c	=		gapfilling	4	0	0	
rxn05779	c	=		gapfilling	4	0	0	
rxn05778	c	=		gapfilling	4	0	0	
rxn05768	c	=		gapfilling	6	9.28797	0	
rxn05764	c	=		gapfilling	5	0	-9.2938	
rxn05763	c	=		gapfilling	5	0	0.0687	
rxn05760	c	=		gapfilling	7	0	0	
rxn05749	c	=		gapfilling	7	0	-0.6979	
rxn05748	c	=		gapfilling	7	0	0	
rxn05747	c	=		gapfilling	6	0	-1.1529	
rxn05745	c	=		gapfilling	6	0	0	
rxn05744	c	=		gapfilling	6	0	-9.1703	
rxn05743	c	=		gapfilling	6	0	-1.067	
rxn05739	c	=		gapfilling	6	0	-0.7769	
rxn05731	c	=		gapfilling	7	0	0	
rxn05730	c	=		gapfilling	7	0	0	
rxn05727	c	=		gapfilling	7	0	0	
rxn05728	c	=		gapfilling	7	0	0	
rxn05726	c	=		gapfilling	7	0	0	
rxn05725	c	=		gapfilling	7	0	0	
rxn05724	c	=		gapfilling	7	0	0	
rxn05723	c	=		gapfilling	7	0	0	
rxn05719	c	=		gapfilling	7	0	0	
rxn05720	c	=		gapfilling	7	0	0	
rxn05721	c	=		gapfilling	7	0	0	
rxn05722	c	=		gapfilling	7	0	0	
rxn05717	c	=		gapfilling	7	0	0	
rxn05718	c	=		gapfilling	7	0	0	
rxn05716	c	=		gapfilling	7	0	0	
rxn05715	c	=		gapfilling	7	0	0	
rxn05714	c	=		gapfilling	7	0	0	
rxn05711	c	=		gapfilling	7	0	0	
rxn05713	c	=		gapfilling	7	0	0	
rxn05710	c	=		gapfilling	7	0	0	
rxn05708	c	=		gapfilling	7	0	0	
rxn05709	c	=		gapfilling	7	0	0	
rxn05706	c	=		gapfilling	7	0	0	
rxn05704	c	=		gapfilling	7	0	0	
rxn05703	c	=		gapfilling	7	0	0	
rxn05700	c	=		gapfilling	7	0	0	
rxn05699	c	=		gapfilling	7	0	0	
rxn05698	c	=		gapfilling	7	0	0	
rxn05697	c	=		gapfilling	7	0	0	
rxn05695	c	=		gapfilling	7	0	0	
rxn05696	c	=		gapfilling	7	0	0	
rxn05694	c	=		gapfilling	7	0	0	
rxn05693	c	=		gapfilling	7	0	0	
rxn05691	c	=		gapfilling	7	0	0	
rxn05692	c	=		gapfilling	7	0	0	
rxn05690	c	=		gapfilling	7	0	0	
rxn05689	c	=		gapfilling	7	0	0	
rxn05686	c	=		gapfilling	7	0	0	
rxn05684	c	=		gapfilling	7	0	0	
rxn05685	c	=		gapfilling	7	0	0	
rxn05679	c	=		gapfilling	7	0	0	
rxn05678	c	=		gapfilling	7	0	0	
rxn05674	c	=		gapfilling	7	0	0	
rxn05676	c	=		gapfilling	7	0	0	
rxn05672	c	=		gapfilling	7	0	0	
rxn05665	c	=		gapfilling	7	0	0	
rxn05661	c	=		gapfilling	7	0	0	
rxn05659	c	=		gapfilling	7	0	0	
rxn05657	c	=		gapfilling	7	0	0.3183	
rxn05652	c	=		gapfilling	8	0	0	
rxn05653	c	=		gapfilling	8	0	0	
rxn05643	c	=		gapfilling	7	0	0	
rxn05641	c	=		gapfilling	7	0	0.3183	
rxn05640	c	=		gapfilling	7	0	0	
rxn05639	c	=		gapfilling	7	0	0	
rxn05637	c	=		gapfilling	7	0	0.3183	
rxn05636	c	=		gapfilling	7	0	0	
rxn05635	c	=		gapfilling	7	0	0.3183	
rxn05634	c	=		gapfilling	7	0	0	
rxn05630	c	=		gapfilling	7	0	0	
rxn05628	c	=		gapfilling	7	0	0	
rxn05629	c	=		gapfilling	7	0	0	
rxn05626	c	=		gapfilling	7	0	0	
rxn05623	c	=		gapfilling	8	0	0	
rxn05615	c	=		gapfilling	8	0	0	
rxn05609	c	=		gapfilling	7	0	0	
rxn05603	c	=		gapfilling	7	0	0	
rxn05601	c	=		gapfilling	7	0	0.3183	
rxn05597	c	=		gapfilling	7	0	0.3183	
rxn05595	c	=		gapfilling	8	0	0	
rxn05590	c	=		gapfilling	7	0	0	
rxn05586	c	=		gapfilling	8	0	0	
rxn05580	c	=		gapfilling	8	0	0	
rxn05577	c	=		gapfilling	7	0	0	
rxn05570	c	=		gapfilling	7	0	0.3183	
rxn05568	c	=		gapfilling	8	0	0	
rxn05562	c	=		gapfilling	8	0	0	
rxn05558	c	=		gapfilling	7	0	0.3183	
rxn05554	c	=		gapfilling	8	0	0	
rxn05553	c	=		gapfilling	7	0	0	
rxn05550	c	=		gapfilling	7	0	0.3183	
rxn05548	c	=		gapfilling	7	0	0.3183	
rxn05532	c	=		gapfilling	8	0	0	
rxn05529	c	=		gapfilling	7	0	0	
rxn05531	c	=		gapfilling	7	0	0	
rxn05525	c	=		gapfilling	7	0	0	
rxn05523	c	=		gapfilling	8	0	0	
rxn05521	c	=		gapfilling	7	0	0	
rxn05522	c	=		gapfilling	8	0	0	
rxn05520	c	=		gapfilling	8	0	0	
rxn05519	c	=		gapfilling	7	0	0	
rxn05513	c	=		gapfilling	8	0	0.3183	
rxn05511	c	=		gapfilling	7	0	0	
rxn05510	c	=		gapfilling	7	0	0	
rxn05502	c	=		gapfilling	7	0	0	
rxn05499	c	=		gapfilling	8	0	0	
rxn05498	c	=		gapfilling	8	0	0	
rxn05497	c	=		gapfilling	7	0	0	
rxn05495	c	=		gapfilling	7	0	0	
rxn05491	c	=		gapfilling	7	0	0	
rxn05490	c	=		gapfilling	7	0	0.3183	
rxn05489	c	=		gapfilling	7	0	0.3183	
rxn05488	c	=		gapfilling	7	0	0	
rxn05486	c	=		gapfilling	7	0	0	
rxn05487	c	=		gapfilling	7	0	0	
rxn05483	c	=		gapfilling	8	0	0	
rxn05482	c	=		gapfilling	7	0	0	
rxn05481	c	=		gapfilling	7	0	0	
rxn05480	c	=		gapfilling	7	0	0	
rxn05478	c	=		gapfilling	7	0	0	
rxn05479	c	=		gapfilling	7	0	0	
rxn05476	c	=		gapfilling	7	0	0	
rxn05477	c	=		gapfilling	7	0	0	
rxn05475	c	=		gapfilling	7	0	0	
rxn05474	c	=		gapfilling	7	0	0	
rxn05473	c	=		gapfilling	7	0	0	
rxn05472	c	=		gapfilling	7	0	0	
rxn05471	c	=		gapfilling	7	0	0	
rxn05469	c	=		gapfilling	7	0	0	
rxn04795	c	=		gapfilling	5	0	0.356	
rxn05321	c	=		gapfilling	6	0	-0.0649999999999999	
rxn05310	c	=		gapfilling	8	0	0	
rxn05308	c	=		gapfilling	7	0	0	
rxn05295	c	=		gapfilling	17	0	0	
rxn05296	c	=		gapfilling	17	0	0	
rxn05294	c	=		gapfilling	17	0	0	
rxn05291	c	=		gapfilling	6	0	-10.7694	
rxn05267	c	=		gapfilling	6	0	1.3299	
rxn05266	c	=		gapfilling	6	0	-3.0949	
rxn05261	c	=		gapfilling	6	0	0	
rxn05255	c	=		gapfilling	7	0	0	
rxn05245	c	=		gapfilling	9	0	0	
rxn05242	c	=		gapfilling	8	0	0	
rxn05240	c	=		gapfilling	8	0	0	
rxn05241	c	=		gapfilling	8	0	0	
rxn05238	c	=		gapfilling	9	1	0	
rxn05227	c	=		gapfilling	6	0	-1.619	
rxn05222	c	=		gapfilling	9	0	0	
rxn05220	c	=		gapfilling	9	0	0	
rxn05218	c	=		gapfilling	9	0	0	
rxn05212	c	=		gapfilling	9	0	0	
rxn05210	c	=		gapfilling	8	1	0	
rxn05203	c	=		gapfilling	7	0	0	
rxn05196	c	=		gapfilling	7	0	0.3183	
rxn05194	c	=		gapfilling	7	0	0.3183	
rxn05191	c	=		gapfilling	7	0	0.3183	
rxn05190	c	=		gapfilling	7	0	0.3183	
rxn05185	c	=		gapfilling	7	0	0.3183	
rxn05182	c	=		gapfilling	7	0	0.3183	
rxn05178	c	=		gapfilling	7	0	0.3183	
rxn05169	c	=		gapfilling	8	0	0.3183	
rxn05166	c	=		gapfilling	8	0	0.3183	
rxn05157	c	=		gapfilling	7	0	0.3183	
rxn05143	c	=		gapfilling	4	0	0.0196999999999999	
rxn05142	c	=		gapfilling	4	0	0.0196999999999999	
rxn05137	c	=		gapfilling	4	1.3614	0	
rxn05136	c	=		gapfilling	4	0	0.6386	
rxn05135	c	=		gapfilling	4	0	0	
rxn05132	c	=		gapfilling	4	0	-7.19267	
rxn05131	c	=		gapfilling	4	0	-8.29467	
rxn05130	c	=		gapfilling	4	0	-8.61867	
rxn05129	c	=		gapfilling	4	0	0.3966	
rxn05128	c	=		gapfilling	4	0	0	
rxn05125	c	=		gapfilling	4	0	0.7514	
rxn05124	c	=		gapfilling	4	0	-1.40227	
rxn05122	c	=		gapfilling	4	0	0.6887	
rxn05123	c	=		gapfilling	4	0	0.3646	
rxn05118	c	=		gapfilling	4	0	0	
rxn05115	c	=		gapfilling	5	2.726	0	
rxn05114	c	=		gapfilling	5	0	-1.1914	
rxn05113	c	=		gapfilling	4	0	-10.2537	
rxn05112	c	=		gapfilling	4	0	0	
rxn05111	c	=		gapfilling	4	0	-8.0957	
rxn05110	c	=		gapfilling	4	0	-1.30227	
rxn05109	c	=		gapfilling	4	0	0.1073	
rxn05107	c	=		gapfilling	5	0	0	
rxn05102	c	=		gapfilling	5	0	0	
rxn05101	c	=		gapfilling	6	0	0	
rxn05099	c	=		gapfilling	5	0	-8.58267	
rxn05098	c	=		gapfilling	5	0	-8.58267	
rxn05097	c	=		gapfilling	5	0	-8.58267	
rxn05096	c	=		gapfilling	5	0	-11.0407	
rxn05095	c	=		gapfilling	5	0	-11.1157	
rxn05094	c	=		gapfilling	5	0	-11.1917	
rxn05093	c	=		gapfilling	5	0	-5.18517	
rxn05091	c	=		gapfilling	5	0	0	
rxn05090	c	=		gapfilling	5	0	-8.20997	
rxn05089	c	=		gapfilling	5	0	-1.23667	
rxn05088	c	=		gapfilling	5	0	0	
rxn05087	c	=		gapfilling	5	0	0	
rxn05086	c	=		gapfilling	6	0	-13.7843	
rxn05085	c	=		gapfilling	5	0	0	
rxn05084	c	=		gapfilling	5	0	0	
rxn05081	c	=		gapfilling	5	0	0	
rxn05080	c	=		gapfilling	5	0	0	
rxn05078	c	=		gapfilling	5	0	0	
rxn05073	c	=		gapfilling	5	0	-10.008	
rxn05072	c	=		gapfilling	5	0	0	
rxn05071	c	=		gapfilling	5	0	-11.6743	
rxn05070	c	=		gapfilling	5	0	-10.915	
rxn05069	c	=		gapfilling	4	1.72	0	
rxn05067	c	=		gapfilling	5	0	0	
rxn05068	c	=		gapfilling	4	2.44	0	
rxn05065	c	=		gapfilling	4	0	-0.1077	
rxn05066	c	=		gapfilling	5	0	-0.1107	
rxn05062	c	=		gapfilling	5	0	-1.459	
rxn05060	c	=		gapfilling	6	0	0	
rxn05061	c	=		gapfilling	5	0	0.51	
rxn05059	c	=		gapfilling	4	0	-0.3386	
rxn05058	c	=		gapfilling	5	0	-1.3427	
rxn05057	c	=		gapfilling	5	0	-3.1853	
rxn05055	c	=		gapfilling	5	0	0	
rxn05053	c	=		gapfilling	5	0	0	
rxn05052	c	=		gapfilling	5	0	0	
rxn05050	c	=		gapfilling	5	0	0.7683	
rxn05049	c	=		gapfilling	5	0	0.4243	
rxn05048	c	=		gapfilling	5	0	0.4243	
rxn05047	c	=		gapfilling	5	0	0.4243	
rxn05044	c	=		gapfilling	5	0	0	
rxn05043	c	=		gapfilling	5	0	0	
rxn05042	c	=		gapfilling	5	0	0	
rxn05038	c	=		gapfilling	5	0	0	
rxn05037	c	=		gapfilling	5	0	0	
rxn05036	c	=		gapfilling	5	0	0	
rxn05035	c	=		gapfilling	4	0	-0.1588	
rxn05034	c	=		gapfilling	5	0	-0.691	
rxn05033	c	=		gapfilling	4	0	-0.691	
rxn05032	c	=		gapfilling	4	0	-0.691	
rxn05030	c	=		gapfilling	5	0	-0.3	
rxn05026	c	=		gapfilling	5	0	0	
rxn05025	c	=		gapfilling	5	0	0	
rxn05022	c	=		gapfilling	4	0	0	
rxn05021	c	=		gapfilling	5	0	0	
rxn05018	c	=		gapfilling	5	0	0.6386	
rxn05016	c	=		gapfilling	4	0	0.4197	
rxn05015	c	=		gapfilling	5	0	0	
rxn05014	c	=		gapfilling	5	0	0	
rxn05011	c	=		gapfilling	5	3.324	0	
rxn05010	c	=		gapfilling	5	0	-0.311	
rxn05009	c	=		gapfilling	5	0	0	
rxn05008	c	=		gapfilling	5	0	-2.609	
rxn05007	c	=		gapfilling	5	0	0	
rxn05006	c	=		gapfilling	6	0	0	
rxn05005	c	=		gapfilling	6	0	0	
rxn05004	c	=		gapfilling	4	0	-1.064	
rxn05003	c	=		gapfilling	5	0	0	
rxn05001	c	=		gapfilling	5	0	-6.30137	
rxn05000	c	=		gapfilling	5	0	-6.79467	
rxn04999	c	=		gapfilling	5	0	0	
rxn04998	c	=		gapfilling	4	0	-0.75427	
rxn04997	c	=		gapfilling	5	0	0	
rxn04995	c	=		gapfilling	5	0	-8.06737	
rxn04994	c	=		gapfilling	5	0	-8.06737	
rxn04993	c	=		gapfilling	4	0	-8.84737	
rxn04992	c	=		gapfilling	5	0	0	
rxn04991	c	=		gapfilling	5	0	-8.16497	
rxn04990	c	=		gapfilling	5	0	-8.16497	
rxn04988	c	=		gapfilling	5	0	-8.61867	
rxn04987	c	=		gapfilling	5	0	-8.61867	
rxn04986	c	=		gapfilling	5	0	-8.43867	
rxn04985	c	=		gapfilling	5	0	-8.61867	
rxn04984	c	=		gapfilling	5	0	-8.61867	
rxn04983	c	=		gapfilling	5	0	-8.61867	
rxn04982	c	=		gapfilling	5	0	-8.61867	
rxn04981	c	=		gapfilling	4	0	-8.25767	
rxn04980	c	=		gapfilling	5	0	-9.3247	
rxn04979	c	=		gapfilling	4	0	-9.4907	
rxn04978	c	=		gapfilling	4	0	-9.4907	
rxn04977	c	=		gapfilling	5	0	-8.55367	
rxn04976	c	=		gapfilling	4	0	-10.9344	
rxn04975	c	=		gapfilling	4	0	-9.4374	
rxn04974	c	=		gapfilling	4	0	-10.9344	
rxn04973	c	=		gapfilling	5	0	-8.38767	
rxn04972	c	=		gapfilling	5	0	-8.58267	
rxn04971	c	=		gapfilling	4	0	-0.5397	
rxn04970	c	=		gapfilling	5	0	-8.58267	
rxn04969	c	=		gapfilling	5	0	-6.16797	
rxn04968	c	=		gapfilling	5	0	-10.008	
rxn04967	c	=		gapfilling	5	0	-10.008	
rxn04966	c	=		gapfilling	5	0	-9.828	
rxn04965	c	=		gapfilling	6	0	0	
rxn04964	c	=		gapfilling	5	0	-8.92497	
rxn04963	c	=		gapfilling	4	0	0	
rxn04962	c	=		gapfilling	4	0	0	
rxn04961	c	=		gapfilling	5	0	0	
rxn04960	c	=		gapfilling	5	1.2918	0	
rxn04958	c	=		gapfilling	5	0	-2.17097	
rxn04959	c	=		gapfilling	5	0	0	
rxn04957	c	=		gapfilling	5	0	-2.17097	
rxn04956	c	=		gapfilling	4	0	-1.53727	
rxn04955	c	=		gapfilling	5	0	0	
rxn04953	c	=		gapfilling	5	0	0	
rxn04952	c	=		gapfilling	5	0	0	
rxn04951	c	=		gapfilling	5	0	0.0196999999999999	
rxn04949	c	=		gapfilling	5	0	-1.54897	
rxn04950	c	=		gapfilling	5	0	-1.70097	
rxn04948	c	=		gapfilling	5	0	0	
rxn04947	c	=		gapfilling	5	0	1.034	
rxn04945	c	=		gapfilling	5	0	0	
rxn04944	c	=		gapfilling	5	0	0	
rxn04943	c	=		gapfilling	5	0	0	
rxn04942	c	=		gapfilling	5	0	0	
rxn04941	c	=		gapfilling	5	0	0	
rxn04940	c	=		gapfilling	5	0	0	
rxn04939	c	=		gapfilling	5	0	0	
rxn04937	c	=		gapfilling	5	0	0	
rxn04936	c	=		gapfilling	5	0	0	
rxn04935	c	=		gapfilling	5	0	0	
rxn04934	c	=		gapfilling	5	0	0	
rxn04933	c	=		gapfilling	5	0	0	
rxn04932	c	=		gapfilling	5	0	0	
rxn04930	c	=		gapfilling	4	0	0	
rxn04927	c	=		gapfilling	4	0	0.4243	
rxn04925	c	=		gapfilling	4	0	0	
rxn04924	c	=		gapfilling	4	0	0	
rxn04920	c	=		gapfilling	5	0	0	
rxn04919	c	=		gapfilling	5	0	0	
rxn04916	c	=		gapfilling	5	0	0	
rxn04915	c	=		gapfilling	5	0	0	
rxn04913	c	=		gapfilling	4	0	0	
rxn04914	c	=		gapfilling	4	0	0	
rxn04912	c	=		gapfilling	4	0	0	
rxn04911	c	=		gapfilling	4	0	0	
rxn04909	c	=		gapfilling	4	0	0	
rxn04908	c	=		gapfilling	4	0	-0.4387	
rxn04907	c	=		gapfilling	4	0	-0.897	
rxn04905	c	=		gapfilling	4	0	-0.303	
rxn04904	c	=		gapfilling	4	1.9167	0	
rxn04903	c	=		gapfilling	5	0	0	
rxn04902	c	=		gapfilling	4	0	-9.2137	
rxn04901	c	=		gapfilling	4	0	-8.50367	
rxn04900	c	=		gapfilling	7	0	0	
rxn04898	c	=		gapfilling	4	1.9167	0	
rxn04896	c	=		gapfilling	5	0	0	
rxn04895	c	=		gapfilling	5	0	0	
rxn04894	c	=		gapfilling	4	1.3494	0	
rxn04893	c	=		gapfilling	4	0	-9.8497	
rxn04892	c	=		gapfilling	4	0	-8.07667	
rxn04891	c	=		gapfilling	4	0	-9.6957	
rxn04890	c	=		gapfilling	4	0	-7.06267	
rxn04889	c	=		gapfilling	5	0	0	
rxn04888	c	=		gapfilling	4	0	-7.54467	
rxn04887	c	=		gapfilling	5	0	0	
rxn04886	c	=		gapfilling	4	0	0	
rxn04885	c	=		gapfilling	4	0	0	
rxn04884	c	=		gapfilling	4	0	-7.43067	
rxn04883	c	=		gapfilling	5	0	0	
rxn04882	c	=		gapfilling	5	0	0	
rxn04879	c	=		gapfilling	5	0	0	
rxn04878	c	=		gapfilling	5	0	0	
rxn04877	c	=		gapfilling	5	0	0	
rxn04875	c	=		gapfilling	5	0	0	
rxn04876	c	=		gapfilling	5	0	0	
rxn04874	c	=		gapfilling	5	0	0	
rxn04873	c	=		gapfilling	5	0	0	
rxn04872	c	=		gapfilling	5	0	0	
rxn04870	c	=		gapfilling	4	0	0	
rxn04871	c	=		gapfilling	5	0	0	
rxn04869	c	=		gapfilling	5	0	0	
rxn04868	c	=		gapfilling	4	0	-0.484	
rxn04867	c	=		gapfilling	4	0	-5.51597	
rxn04865	c	=		gapfilling	5	0	0	
rxn04866	c	=		gapfilling	5	0	0	
rxn04864	c	=		gapfilling	4	0	0	
rxn04863	c	=		gapfilling	4	0	-5.99797	
rxn04862	c	=		gapfilling	4	0	-8.44667	
rxn04860	c	=		gapfilling	4	0	-8.43867	
rxn04861	c	=		gapfilling	4	0	-8.44667	
rxn04859	c	=		gapfilling	4	0	-5.99797	
rxn04858	c	=		gapfilling	4	0	-8.44667	
rxn04857	c	=		gapfilling	4	0	-8.44667	
rxn04855	c	=		gapfilling	4	0	-5.99797	
rxn04856	c	=		gapfilling	4	0	-8.44667	
rxn04854	c	=		gapfilling	4	0	-8.44667	
rxn04853	c	=		gapfilling	4	0	-5.99797	
rxn04852	c	=		gapfilling	4	0	-8.43867	
rxn04851	c	=		gapfilling	4	0	0	
rxn04850	c	=		gapfilling	4	0	0	
rxn04849	c	=		gapfilling	4	0	-0.01	
rxn04848	c	=		gapfilling	4	0	-0.01	
