rxnid	compartment	direction	gfdir	type	basecost	forward_cost	reverse_cost	complexes
rxn01997	c	>		conditional	2	0	-0.3897	mscpx.568
rxn00366	c	>		conditional	1	0	0.3183	mscpx.426
rxn05458	c	=		conditional	4	0	0	mscpx.117
rxn05453	c	=		conditional	4	0	0	mscpx.117
rxn00555	c	=		conditional	2	0	0	mscpx.570
rxn05541	c	>		conditional	5	0	0.3183	mscpx.66|mscpx.61|mscpx.64|mscpx.65|mscpx.60|mscpx.59|mscpx.68|mscpx.67|mscpx.58|mscpx.62|mscpx.63
rxn08298	c	=		conditional	4	0	0	mscpx.181
rxn00260	c	=		conditional	2	0	0	mscpx.571
rxn05219	c	>		conditional	6	0	0.3183	mscpx.126
rxn03885	c	>		conditional	2	0	0.1833	mscpx.572
rxn02484	c	=		conditional	2	0	0	mscpx.573
rxn10296	c	=		conditional	4	0	0	mscpx.122
rxn05337	c	=		conditional	2	0	0	mscpx.147
rxn03137	c	=		conditional	2	0	0	mscpx.574
rxn00690	c	=		conditional	2	0	0	mscpx.575
rxn08709	c	=		conditional	4	0	0	mscpx.576
rxn01114	c	=		conditional	2	0	0	mscpx.577|mscpx.282
rxn05367	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn00527	c	=		conditional	2	0	0	mscpx.578|mscpx.580|mscpx.579
rxn05171	c	>		conditional	5	0	0.3183	mscpx.581
rxn04052	c	=		conditional	3	0	0	mscpx.582
rxn08549	c	>		conditional	4	0	0.6386	mscpx.447|mscpx.11
rxn00355	c	=		conditional	2	0	0	mscpx.583
rxn13783	c	>		conditional	5	0	2.5	mscpx.584
rxn08126	c	=		conditional	4	0	0	mscpx.585
rxn04045	c	=		conditional	13	0	0	mscpx.587|mscpx.586
rxn01390	c	=		conditional	2	0	0	mscpx.588
rxn00540	c	=		conditional	2	0	0	mscpx.589
rxn09111	c	=		conditional	4	0	0	mscpx.210
rxn09147	c	=		conditional	4	0	0	mscpx.195
rxn09188	c	=		conditional	4	0	0	mscpx.592
rxn08847	c	>		conditional	4	0	0.7197	mscpx.35|mscpx.34
rxn01974	c	=		conditional	2	0	0	mscpx.593|mscpx.594
rxn03244	c	=		conditional	2	0	0	mscpx.382
rxn01274	c	>		conditional	2	0	0.4243	mscpx.595
rxn12645	c	=		conditional	4	0	0	mscpx.51|mscpx.47|mscpx.49|mscpx.52|mscpx.48|mscpx.50|mscpx.45|mscpx.46
rxn00010	c	>		conditional	2	0	-0.0569999999999999	mscpx.596
rxn02008	c	>		conditional	2	0	0.3646	mscpx.597
rxn03534	c	=		conditional	3	0	0	mscpx.599
rxn05385	c	=		conditional	4	0	0	mscpx.147
rxn02143	c	=		conditional	1	0	0	mscpx.601|mscpx.600
rxn04162	c	=		conditional	3	0	0	mscpx.602
rxn05443	c	>		conditional	4	0	-0.655	mscpx.149
rxn00166	c	>		conditional	2	0	0.249	mscpx.603
rxn02155	c	=		conditional	2	0	0	mscpx.604
rxn00915	c	<		conditional	2	1.301	0	mscpx.605|mscpx.607
rxn00299	c	>		conditional	3	0	-0.6893	mscpx.115|mscpx.116
rxn00839	c	=		conditional	2	0	0	mscpx.356
rxn00892	c	=		conditional	2	0	0	mscpx.608|mscpx.609
rxn00461	c	=		conditional	2	0	0	mscpx.610
rxn03883	c	=		conditional	2	0	0	mscpx.611
rxn03020	c	=		conditional	2	0	0	mscpx.613|mscpx.615|mscpx.617|mscpx.616|mscpx.619|mscpx.612|mscpx.614|mscpx.618
rxn03395	c	=		conditional	2	0	0	mscpx.620
rxn00748	c	>		conditional	2	0	-0.0833999999999999	mscpx.621
rxn06799	c	>		conditional	2	0	-0.942	mscpx.623|mscpx.622
rxn08089	c	>		conditional	4	0	0.7046	mscpx.16
rxn01094	c	>		conditional	2	0	-0.056	mscpx.624
rxn05434	c	>		conditional	4	0	-0.655	mscpx.149
rxn00283	c	=		conditional	2	0	0	mscpx.625|mscpx.626|mscpx.627
rxn01508	c	=		conditional	2	0	0	mscpx.628
rxn10212	c	>		conditional	4	0	0.6386	mscpx.16
rxn00953	c	=		conditional	2	0	0	mscpx.630
rxn02356	c	=		conditional	2	0	0	mscpx.216
rxn10337	c	=		conditional	4	0	0	mscpx.301
rxn00430	c	=		conditional	1	0	0	mscpx.631
rxn10235	c	=		conditional	4	0	0	mscpx.251
rxn00137	c	>		conditional	3	0	0.7683	mscpx.632
rxn01715	c	>		conditional	2	0	-1.40227	mscpx.492
rxn10273	c	=		conditional	4	0	0	mscpx.202
rxn08812	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn03055	c	>		conditional	2	0	0.0196999999999999	mscpx.633
rxn05432	c	>		conditional	4	0	-0.655	mscpx.89
rxn01139	c	>		conditional	1	0	0.7683	mscpx.57
rxn08179	c	=		conditional	5	0	0	mscpx.634
rxn05417	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn03643	c	=		conditional	2	0	0	mscpx.635
rxn00938	c	>		conditional	2	0	0.5277	mscpx.637
rxn01022	c	=		conditional	2	0	0	mscpx.638
rxn10305	c	=		conditional	4	0	0	mscpx.131
rxn00252	c	>		conditional	1	0	1.1136	mscpx.639
rxn12822	c	=		conditional	13	0	0	mscpx.640
rxn10221	c	=		conditional	4	0	0	mscpx.209
rxn09177	c	>		conditional	2	0	0.222	mscpx.641
rxn03437	c	>		conditional	2	0	0.3253	mscpx.562
rxn01539	c	<		conditional	1	1.2317	0	mscpx.642
rxn05214	c	=		conditional	6	0	0	mscpx.643
rxn09199	c	=		conditional	4	0	0	mscpx.251
rxn02320	c	=		conditional	2	0	0	mscpx.580
rxn00882	c	>		conditional	2	0	0.7683	mscpx.139
rxn08977	c	>		conditional	4	0	-0.744	mscpx.309
rxn01648	c	=		conditional	2	0	0	mscpx.644
rxn01364	c	>		conditional	2	0	-3.142	mscpx.645
rxn10014	c	<		conditional	4	2.655	0	mscpx.41
rxn10126	c	>		conditional	4	0	-0.289	mscpx.109|mscpx.271|mscpx.646|mscpx.273
rxn05193	c	>		conditional	5	0	0.3183	mscpx.647
rxn12405	c	=		conditional	6	0	0	mscpx.648
rxn07587	c	=		conditional	3	0	0	mscpx.649
rxn11684	c	<		conditional	12	95.04	0	mscpx.650
rxn08083	c	>		conditional	4	0	0.6386	mscpx.16
rxn08808	c	>		conditional	14	0	0.4557	mscpx.35|mscpx.34
rxn04599	c	=		conditional	2	0	0	mscpx.651
rxn02507	c	>		conditional	2	0	-0.4457	mscpx.652
rxn03901	c	>		conditional	2	0	0.3183	mscpx.653
rxn02071	c	>		conditional	2	0	-2.41397	mscpx.654
rxn03933	c	=		conditional	2	0	0	mscpx.655
rxn05039	c	>		conditional	1	0	0.7683	mscpx.656
rxn00669	c	=		conditional	2	0	0	mscpx.658|mscpx.657
rxn05202	c	=		conditional	5	0	0	mscpx.659
rxn05297	c	=		conditional	6	0	0	mscpx.660|mscpx.1900
rxn00601	c	>		conditional	2	0	0.4706	mscpx.661
rxn05226	c	=		conditional	5	0	0	mscpx.664|mscpx.665|mscpx.663|mscpx.662
rxn04153	c	=		conditional	3	0	0	mscpx.510
rxn05537	c	>		conditional	5	0	0.3183	mscpx.66|mscpx.61|mscpx.64|mscpx.65|mscpx.60|mscpx.59|mscpx.68|mscpx.67|mscpx.58|mscpx.62|mscpx.63
rxn10209	c	>		conditional	4	0	0.6386	mscpx.447|mscpx.11
rxn08935	c	=		conditional	4	0	0	mscpx.173
rxn09105	c	>		conditional	4	0	0.7683	mscpx.172|mscpx.171
rxn01333	c	=		conditional	2	0	0	mscpx.667
rxn01927	c	>		conditional	2	0	-6.20097	mscpx.669
rxn01626	c	>		conditional	2	0	0.2917	mscpx.670
rxn08806	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn00849	c	=		conditional	2	0	0	mscpx.671
rxn05560	c	=		conditional	5	0	0	mscpx.673|mscpx.674|mscpx.672
rxn02161	c	=		conditional	2	0	0	mscpx.588
rxn00714	c	>		conditional	2	0	0.0687	mscpx.675
rxn08291	c	=		conditional	4	0	0	mscpx.676
rxn02411	c	>		conditional	2	0	0.33	mscpx.677
rxn05737	c	>		conditional	4	0	-6.19142	mscpx.110
rxn10188	c	=		conditional	6	0	0	mscpx.552
rxn05119	c	>		conditional	2	0	-1.164	mscpx.550
rxn06865	c	<		conditional	2	1.3614	0	mscpx.678
rxn00090	c	>		conditional	1	0	-1.87917	mscpx.679
rxn08204	c	>		conditional	4	0	0.0687	mscpx.383
rxn00303	c	=		conditional	2	0	0	mscpx.681|mscpx.680|mscpx.682
rxn02716	c	=		conditional	3	0	0	mscpx.602
rxn01434	c	=		conditional	2	0	0	mscpx.683
rxn00693	c	=		conditional	2	0	0	mscpx.685|mscpx.684
rxn00638	c	=		conditional	2	0	0	mscpx.686
rxn00122	c	>		conditional	2	0	-0.323	mscpx.687
rxn01116	c	=		conditional	2	0	0	mscpx.688
rxn00470	c	>		conditional	2	0	0.691	mscpx.691|mscpx.690|mscpx.689
rxn05585	c	>		conditional	5	0	0.3183	mscpx.232
rxn03908	c	=		conditional	2	0	0	mscpx.692
rxn05436	c	>		conditional	4	0	-0.655	mscpx.149
rxn08551	c	>		conditional	4	0	0.6386	mscpx.447|mscpx.11
rxn08308	c	=		conditional	4	0	0	mscpx.209
rxn00409	c	=		conditional	2	0	0	mscpx.356
rxn08199	c	>		conditional	4	0	0.0687	mscpx.383
rxn06526	c	=		conditional	3	0	0	mscpx.693
rxn08841	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn01986	c	=		conditional	2	0	0	mscpx.598
rxn01221	c	>		conditional	1	0	0.3183	mscpx.561
rxn05207	c	=		conditional	5	0	0	mscpx.696|mscpx.695
rxn07434	c	>		conditional	2	0	0.313	mscpx.466
rxn10154	c	=		conditional	5	0	0	mscpx.409
rxn02213	c	>		conditional	2	0	0.1523	mscpx.697|mscpx.699|mscpx.698
rxn08669	c	>		conditional	4	0	0.5187	mscpx.347|mscpx.346
rxn02200	c	=		conditional	2	0	0	mscpx.700
rxn00853	c	>		conditional	2	0	1.2727	mscpx.701
rxn09164	c	=		conditional	4	0	0	mscpx.195
rxn01505	c	=		conditional	2	0	0	mscpx.702
rxn05397	c	=		conditional	4	0	0	mscpx.147
rxn00616	c	=		conditional	2	0	0	mscpx.706|mscpx.704|mscpx.705|mscpx.703
rxn04308	c	>		conditional	2	0	-8.1	mscpx.708
rxn00123	c	>		conditional	1	0	0.7683	mscpx.709
rxn01537	c	>		conditional	2	0	0.6327	mscpx.710
rxn03062	c	=		conditional	2	0	0	mscpx.711
rxn01973	c	=		conditional	2	0	0	mscpx.713
rxn01171	c	=		conditional	2	0	0	mscpx.714
rxn00506	c	>		conditional	2	0	-0.1993	mscpx.145
rxn04384	c	=		conditional	3	0	0	mscpx.180
rxn01388	c	=		conditional	2	0	0	mscpx.716|mscpx.720|mscpx.718|mscpx.717|mscpx.715
rxn05421	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn01775	c	=		conditional	2	0	0	mscpx.721
rxn10214	c	>		conditional	4	0	0.6386	mscpx.16
rxn01791	c	>		conditional	2	0	0.222	mscpx.722
rxn05578	c	=		conditional	5	0	0	mscpx.724|mscpx.723
rxn00222	c	>		conditional	2	0	0.6887	mscpx.725
rxn03245	c	=		conditional	2	0	0	mscpx.206
rxn00020	c	>		conditional	2	0	0.6887	mscpx.725|mscpx.726
rxn03978	c	=		conditional	3	0	0	mscpx.727
rxn03446	c	>		conditional	2	0	0.7683	mscpx.564
rxn05593	c	=		conditional	5	0	0	mscpx.729|mscpx.728
rxn02275	c	>		conditional	2	0	0.5277	mscpx.730
rxn01519	c	>		conditional	2	0	0.1757	mscpx.731|mscpx.352
rxn09996	c	=		conditional	5	0	0	mscpx.732
rxn00029	c	>		conditional	2	0	-0.5304	mscpx.733
rxn10149	c	=		conditional	4	0	0	mscpx.734
rxn03060	c	=		conditional	2	0	0	mscpx.736|mscpx.735
rxn09152	c	=		conditional	4	0	0	mscpx.195
rxn10319	c	>		conditional	4	0	-16.616	mscpx.36
rxn00242	c	>		conditional	2	0	0.6257	mscpx.737
rxn01143	c	=		conditional	2	0	0	mscpx.412
rxn01975	c	=		conditional	2	0	0	mscpx.354
rxn10338	c	=		conditional	4	0	0	mscpx.301
rxn09687	c	=		conditional	5	0	0	mscpx.218|mscpx.219
rxn03491	c	=		conditional	3	0	0	mscpx.738|mscpx.484
rxn04413	c	=		conditional	3	0	0	mscpx.739
rxn11263	c	>		conditional	15	0	-4.3974	mscpx.740
rxn01316	c	<		conditional	2	2.2507	0	mscpx.741
rxn05329	c	=		conditional	2	0	0	mscpx.94|mscpx.93
rxn10263	c	=		conditional	4	0	0	mscpx.210
rxn05647	c	=		conditional	5	0	0	mscpx.742
rxn01964	c	>		conditional	2	0	0.0833	mscpx.547
rxn10113	c	>		conditional	5	0	-2.69469	mscpx.278|mscpx.276|mscpx.745|mscpx.262|mscpx.743|mscpx.744|mscpx.746|mscpx.269
rxn08615	c	=		conditional	4	0	0	mscpx.747
rxn00559	c	=		conditional	2	0	0	mscpx.749|mscpx.748
rxn03919	c	>		conditional	2	0	0.7683	mscpx.750
rxn01641	c	=		conditional	2	0	0	mscpx.751
rxn10341	c	=		conditional	4	0	0	mscpx.301
rxn10892	c	=		conditional	5	0	0	mscpx.753|mscpx.754|mscpx.752
rxn00208	c	>		conditional	2	0	-1.55727	mscpx.756
rxn10043	c	=		conditional	6	0	0	mscpx.757
rxn03537	c	=		conditional	3	0	0	mscpx.739
rxn05427	c	=		conditional	4	0	0	mscpx.94
rxn10269	c	>		conditional	4	0	0.7683	mscpx.172|mscpx.171
rxn12510	c	=		conditional	2	0	0	mscpx.758|mscpx.761|mscpx.760|mscpx.759
rxn01516	c	=		conditional	2	0	0	mscpx.7
rxn10123	c	>		conditional	5	0	-1.1529	mscpx.308|mscpx.309|mscpx.307
rxn05392	c	>		conditional	4	0	1.2156	mscpx.244|mscpx.243
rxn05176	c	>		conditional	5	0	0.3183	mscpx.763|mscpx.764
rxn00161	c	>		conditional	2	0	1.132	mscpx.765
rxn01857	c	=		conditional	2	0	0	mscpx.766
rxn05231	c	>		conditional	2	0	-0.7299	mscpx.767|mscpx.769|mscpx.768
rxn00808	c	=		conditional	2	0	0	mscpx.770
rxn08900	c	>		conditional	4	0	-0.122	mscpx.771
rxn09207	c	>		conditional	4	0	-0.504	mscpx.192
rxn01477	c	>		conditional	2	0	0.1833	mscpx.772
rxn02380	c	=		conditional	2	0	0	mscpx.298|mscpx.299
rxn00474	c	>		conditional	2	0	-0.1947	mscpx.547
rxn09124	c	=		conditional	4	0	0	mscpx.195
rxn09131	c	=		conditional	4	0	0	mscpx.195
rxn09114	c	=		conditional	4	0	0	mscpx.210
rxn02366	c	>		conditional	2	0	-6.20097	mscpx.773
rxn05306	c	=		conditional	6	0	0	mscpx.774
rxn01677	c	>		conditional	1	0	0.3183	mscpx.489
rxn05582	c	=		conditional	6	0	0	mscpx.129|mscpx.413|mscpx.775|mscpx.414|mscpx.776
rxn03435	c	=		conditional	2	0	0	mscpx.777
rxn01635	c	<		conditional	2	2.1597	0	mscpx.778
rxn00584	c	>		conditional	2	0	-0.13	mscpx.779
rxn08815	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn02224	c	<		conditional	2	3.21	0	mscpx.53|mscpx.54
rxn01673	c	=		conditional	2	0	0	mscpx.356
rxn12845	c	=		conditional	5	0	0	mscpx.51|mscpx.47|mscpx.49|mscpx.52|mscpx.48|mscpx.50|mscpx.45|mscpx.46
rxn00085	c	=		conditional	2	0	0	mscpx.780
rxn11702	c	>		conditional	2	0	0.38	mscpx.781
rxn05340	c	=		conditional	2	0	0	mscpx.147
rxn03842	c	=		conditional	2	0	0	mscpx.342
rxn10857	c	=		conditional	5	0	0	mscpx.753|mscpx.754|mscpx.752
rxn09133	c	=		conditional	4	0	0	mscpx.195
rxn00832	c	=		conditional	2	0	0	mscpx.574|mscpx.782|mscpx.783
rxn01746	c	=		conditional	2	0	0	mscpx.784
rxn08817	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn00251	c	=		conditional	2	0	0	mscpx.786|mscpx.785
rxn11932	c	=		conditional	5	0	0	mscpx.501
rxn00295	c	=		conditional	2	0	0	mscpx.787|mscpx.788
rxn11942	c	=		conditional	5	0	0	mscpx.418
rxn00933	c	=		conditional	2	0	0	mscpx.790
rxn00265	c	=		conditional	2	0	0	mscpx.791|mscpx.793|mscpx.792
rxn05317	c	=		conditional	5	0	0	mscpx.794
rxn05403	c	>		conditional	4	0	-0.655	mscpx.89
rxn02416	c	>		conditional	2	0	-8.58267	mscpx.446
rxn01368	c	>		conditional	2	0	0.4857	mscpx.795
rxn02187	c	=		conditional	2	0	0	mscpx.777
rxn01578	c	=		conditional	2	0	0	mscpx.796
rxn08467	c	>		conditional	4	0	-6.19142	mscpx.110
rxn01219	c	=		conditional	2	0	0	mscpx.797
rxn03514	c	=		conditional	3	0	0	mscpx.798
rxn01270	c	=		conditional	2	0	0	mscpx.578|mscpx.579|mscpx.800|mscpx.799
rxn10287	c	=		conditional	4	0	0	mscpx.202
rxn00272	c	=		conditional	2	0	0	mscpx.801
rxn10160	c	=		conditional	5	0	0	mscpx.802
rxn04160	c	=		conditional	13	0	0	mscpx.804|mscpx.805|mscpx.803
rxn10192	c	=		conditional	4	0	0	mscpx.806
rxn07441	c	>		conditional	2	0	-0.6737	mscpx.808|mscpx.807
rxn08799	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn01021	c	=		conditional	2	0	0	mscpx.311
rxn05543	c	>		conditional	5	0	0.3183	mscpx.66|mscpx.61|mscpx.64|mscpx.65|mscpx.60|mscpx.59|mscpx.68|mscpx.67|mscpx.58|mscpx.62|mscpx.63
rxn03168	c	<		conditional	2	1.2317	0	mscpx.809
rxn05237	c	>		conditional	5	0	0.3183	mscpx.810
rxn01127	c	=		conditional	2	0	0	mscpx.811
rxn02102	c	=		conditional	2	0	0	mscpx.812
rxn05484	c	=		conditional	5	0	0	mscpx.367
rxn08309	c	=		conditional	4	0	0	mscpx.209
rxn01437	c	=		conditional	2	0	0	mscpx.813|mscpx.814
rxn03892	c	>		conditional	2	0	-0.3	mscpx.559|mscpx.2|mscpx.1|mscpx.557|mscpx.558
rxn10181	c	=		conditional	6	0	0	mscpx.815
rxn05461	c	=		conditional	4	0	0	mscpx.147
rxn05356	c	<		conditional	2	2.655	0	mscpx.89
rxn00641	c	=		conditional	2	0	0	mscpx.816
rxn08312	c	=		conditional	4	0	0	mscpx.209
rxn10271	c	=		conditional	4	0	0	mscpx.202
rxn00291	c	=		conditional	2	0	0	mscpx.817
rxn05144	c	>		conditional	4	0	-4.2835	mscpx.819|mscpx.818
rxn12849	c	>		conditional	15	0	1.2713	mscpx.66|mscpx.61|mscpx.64|mscpx.65|mscpx.60|mscpx.59|mscpx.68|mscpx.67|mscpx.58|mscpx.62|mscpx.63
rxn00340	c	>		conditional	2	0	0.648	mscpx.820
rxn00772	c	=		conditional	2	0	0	mscpx.821
rxn00410	c	=		conditional	2	0	0	mscpx.822
rxn05611	c	=		conditional	5	0	0	mscpx.191
rxn00544	c	=		conditional	2	0	0	mscpx.823
rxn05160	c	>		conditional	5	0	0.3183	mscpx.824|mscpx.92
rxn05152	c	>		conditional	6	0	0.3183	mscpx.825
rxn05680	c	=		conditional	5	0	0	mscpx.826
rxn02792	c	>		conditional	4	0	0.7373	mscpx.827
rxn05368	c	=		conditional	4	0	0	mscpx.147
rxn05351	c	<		conditional	2	2.655	0	mscpx.89
rxn05221	c	=		conditional	6	0	0	mscpx.828|mscpx.829
rxn05362	c	>		conditional	4	0	-0.655	mscpx.89
rxn00568	c	<		conditional	4	10.1604	0	mscpx.832|mscpx.830|mscpx.831
rxn03869	c	>		conditional	2	0	0.5277	mscpx.730
rxn09138	c	=		conditional	4	0	0	mscpx.195
rxn00400	c	>		conditional	2	0	-5.86767	mscpx.833
rxn01013	c	=		conditional	2	0	0	mscpx.215|mscpx.214
rxn00872	c	<		conditional	2	2.2	0	mscpx.464
rxn09210	c	>		conditional	4	0	-0.504	mscpx.192
rxn01911	c	=		conditional	2	0	0	mscpx.834
rxn10182	c	=		conditional	6	0	0	mscpx.835
rxn12224	c	>		conditional	4	0	-7.08267	mscpx.590|mscpx.591
rxn02405	c	>		conditional	2	0	0.392	mscpx.836
rxn00782	c	<		conditional	2	0.9644	0	mscpx.837|mscpx.839|mscpx.838
rxn05106	c	>		conditional	2	0	0.7683	mscpx.840|mscpx.566
rxn00395	c	>		conditional	2	0	-0.2383	mscpx.841
rxn10256	c	=		conditional	4	0	0	mscpx.181
rxn01607	c	=		conditional	2	0	0	mscpx.842
rxn00171	c	=		conditional	2	0	0	mscpx.712|mscpx.843
rxn01000	c	>		conditional	2	0	-1.9067	mscpx.845|mscpx.846
rxn00675	c	>		conditional	2	0	-1.4586	mscpx.848
rxn03630	c	>		conditional	2	0	-9.4657	mscpx.849
rxn01138	c	=		conditional	2	0	0	mscpx.288|mscpx.287
rxn00116	c	>		conditional	1	0	0.3183	mscpx.850|mscpx.426
rxn01867	c	>		conditional	2	0	0.0196999999999999	mscpx.851
rxn02305	c	=		conditional	2	0	0	mscpx.852|mscpx.853
rxn05303	c	=		conditional	6	0	0	mscpx.854
rxn04158	c	=		conditional	13	0	0	mscpx.855
rxn09143	c	=		conditional	4	0	0	mscpx.195
rxn00589	c	>		conditional	2	0	-8.59267	mscpx.160
rxn05148	c	>		conditional	6	0	0.3183	mscpx.856
rxn02363	c	>		conditional	2	0	-8.58267	mscpx.857
rxn03384	c	=		conditional	3	0	0	mscpx.858
rxn02296	c	>		conditional	2	0	0.7514	mscpx.859
rxn05551	c	=		conditional	5	0	0	mscpx.860
rxn00134	c	=		conditional	2	0	0	mscpx.861|mscpx.862
rxn05533	c	>		conditional	5	0	0.3183	mscpx.66|mscpx.61|mscpx.64|mscpx.65|mscpx.60|mscpx.59|mscpx.68|mscpx.67|mscpx.58|mscpx.62|mscpx.63
rxn01507	c	>		conditional	2	0	0.7683	mscpx.863
rxn02279	c	>		conditional	2	0	-1.69497	mscpx.483
rxn09153	c	>		conditional	4	0	0.6537	mscpx.195
rxn10211	c	>		conditional	4	0	0.6386	mscpx.16
rxn05063	c	>		conditional	3	0	-0.5713	mscpx.864
rxn00227	c	>		conditional	2	0	-0.0987	mscpx.344
rxn03932	c	=		conditional	2	0	0	mscpx.865
rxn08712	c	=		conditional	4	0	0	mscpx.866
rxn08838	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn12641	c	=		conditional	4	0	0	mscpx.51|mscpx.47|mscpx.49|mscpx.52|mscpx.48|mscpx.50|mscpx.45|mscpx.46
rxn10315	c	=		conditional	4	0	0	mscpx.497
rxn10116	c	>		conditional	5	0	-1.4923	mscpx.868|mscpx.867
rxn08821	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn10205	c	>		conditional	4	0	0.6386	mscpx.447|mscpx.11
rxn00239	c	=		conditional	2	0	0	mscpx.869
rxn00612	c	=		conditional	2	0	0	mscpx.870
rxn05418	c	=		conditional	4	0	0	mscpx.147
rxn00711	c	<		conditional	2	1.301	0	mscpx.871
rxn00991	c	=		conditional	2	0	0	mscpx.872
rxn10309	c	=		conditional	4	0	0	mscpx.497
rxn12633	c	=		conditional	4	0	0	mscpx.51|mscpx.47|mscpx.49|mscpx.52|mscpx.48|mscpx.50|mscpx.45|mscpx.46
rxn04113	c	>		conditional	2	0	-0.6857	mscpx.873
rxn05250	c	>		conditional	4	0	0.5704	mscpx.498
rxn06023	c	=		conditional	2	0	0	mscpx.875|mscpx.874
rxn00007	c	=		conditional	2	0	0	mscpx.877|mscpx.876
rxn05355	c	<		conditional	2	2.655	0	mscpx.89
rxn00499	c	=		conditional	2	0	0	mscpx.878
rxn05024	c	>		conditional	2	0	0.1484	mscpx.879
rxn09992	c	>		conditional	4	0	0.6887	mscpx.341
rxn02029	c	=		conditional	2	0	0	mscpx.882|mscpx.880|mscpx.881
rxn02449	c	>		conditional	2	0	0.3183	mscpx.883
rxn00975	c	=		conditional	2	0	0	mscpx.884
rxn00422	c	=		conditional	2	0	0	mscpx.801
rxn09160	c	>		conditional	4	0	0.6537	mscpx.195
rxn01315	c	>		conditional	2	0	-8.12767	mscpx.885
rxn07292	c	=		conditional	13	0	0	mscpx.886
rxn02894	c	=		conditional	2	0	0	mscpx.888
rxn10191	c	>		conditional	4	0	-32.03	mscpx.889
rxn10151	c	=		conditional	6	0	0	mscpx.409
rxn05526	c	=		conditional	5	0	0	mscpx.890
rxn08850	c	=		conditional	4	0	0	mscpx.35|mscpx.34
rxn03174	c	<		conditional	2	1.7217	0	mscpx.115|mscpx.116
rxn00146	c	=		conditional	3	0	0	mscpx.891
rxn06586	c	=		conditional	2	0	0	mscpx.892
rxn00763	c	=		conditional	2	0	0	mscpx.893
rxn10174	c	>		conditional	5	0	0.3183	mscpx.897|mscpx.898|mscpx.895|mscpx.896|mscpx.894
rxn05393	c	=		conditional	4	0	0	mscpx.147
rxn00138	c	>		conditional	2	0	0.648	mscpx.899
rxn01515	c	=		conditional	2	0	0	mscpx.7
rxn08620	c	=		conditional	4	0	0	mscpx.900
rxn02028	c	>		conditional	2	0	-2.6386	mscpx.901
rxn09158	c	=		conditional	4	0	0	mscpx.195
rxn04601	c	>		conditional	2	0	-8.58267	mscpx.446
rxn00338	c	>		conditional	2	0	-4.33497	mscpx.467
rxn02831	c	>		conditional	2	0	0.7514	mscpx.902
rxn03397	c	>		conditional	1	0	-0.942	mscpx.513
rxn10298	c	=		conditional	4	0	0	mscpx.131
rxn03136	c	=		conditional	2	0	0	mscpx.903
rxn01137	c	>		conditional	2	0	0.1517	mscpx.362
rxn05165	c	>		conditional	6	0	0.3183	mscpx.905|mscpx.904|mscpx.906
rxn00216	c	=		conditional	2	0	0	mscpx.908|mscpx.907
rxn08194	c	=		conditional	3	0	0	mscpx.910|mscpx.909
rxn01093	c	=		conditional	3	0	0	mscpx.911
rxn05440	c	>		conditional	4	0	-0.655	mscpx.149
rxn00988	c	>		conditional	2	0	0.7514	mscpx.912|mscpx.913
rxn08557	c	>		conditional	4	0	-0.7769	mscpx.914|mscpx.705
rxn01298	c	>		conditional	2	0	-2.01327	mscpx.915
rxn10321	c	>		conditional	4	0	-16.616	mscpx.36
rxn02346	c	=		conditional	2	0	0	mscpx.916
rxn05605	c	=		conditional	5	0	0	mscpx.334|mscpx.696|mscpx.335|mscpx.917
rxn04082	c	=		conditional	2	0	0	mscpx.918
rxn05617	c	=		conditional	5	0	0	mscpx.919
rxn10868	c	=		conditional	6	0	0	mscpx.920
rxn04996	c	<		conditional	3	2.6197	0	mscpx.873
rxn05236	c	>		conditional	2	0	-0.7299	mscpx.328
rxn00606	c	=		conditional	2	0	0	mscpx.921
rxn02835	c	=		conditional	2	0	0	mscpx.389
rxn02373	c	<		conditional	2	0.9644	0	mscpx.922
rxn05581	c	=		conditional	6	0	0	mscpx.923
rxn02521	c	>		conditional	2	0	0.2267	mscpx.475
rxn00726	c	>		conditional	2	0	-2.9437	mscpx.924
rxn00608	c	>		conditional	3	0	0.6887	mscpx.341
rxn05159	c	>		conditional	5	0	0.3183	mscpx.507|mscpx.506|mscpx.925|mscpx.926
rxn05287	c	>		conditional	3	0	-0.3	mscpx.559|mscpx.2|mscpx.1|mscpx.557|mscpx.558
rxn02319	c	=		conditional	2	0	0	mscpx.928
rxn05345	c	>		conditional	2	0	1.2156	mscpx.244|mscpx.289
rxn02235	c	=		conditional	2	0	0	mscpx.929
rxn02177	c	>		conditional	2	0	-0.2223	mscpx.931|mscpx.930
rxn10218	c	>		conditional	4	0	0.6386	mscpx.16
rxn03147	c	>		conditional	2	0	-0.6084	mscpx.932
