ModelSEED ID	External ID	External Name
R02054	rn00564	Glycerophospholipid metabolism
R02055	rn00564	Glycerophospholipid metabolism
R02056	rn00564	Glycerophospholipid metabolism
R02057	rn00564	Glycerophospholipid metabolism
R02058	rn00520	Amino sugar and nucleotide sugar metabolism
R02058	rn01110	Biosynthesis of secondary metabolites
R02059	rn00520	Amino sugar and nucleotide sugar metabolism
R02059	rn01110	Biosynthesis of secondary metabolites
R02060	rn00520	Amino sugar and nucleotide sugar metabolism
R02061	rn00900	Terpenoid backbone biosynthesis
R02061	rn01110	Biosynthesis of secondary metabolites
R02063	rn00900	Terpenoid backbone biosynthesis
R02063	rn01110	Biosynthesis of secondary metabolites
R02064	rn00904	Diterpenoid biosynthesis
R02064	rn01110	Biosynthesis of secondary metabolites
R02065	rn00906	Carotenoid biosynthesis
R02065	rn01110	Biosynthesis of secondary metabolites
R02068	rn00904	Diterpenoid biosynthesis
R02068	rn01110	Biosynthesis of secondary metabolites
R02071	rn00051	Fructose and mannose metabolism
R02073	rn00051	Fructose and mannose metabolism
R02075	rn00350	Tyrosine metabolism
R02076	rn00350	Tyrosine metabolism
R02077	rn00350	Tyrosine metabolism
R02078	rn00350	Tyrosine metabolism
R02078	rn00965	Betalain biosynthesis
R02080	rn00350	Tyrosine metabolism
R02080	rn00950	Isoquinoline alkaloid biosynthesis
R02080	rn00965	Betalain biosynthesis
R02080	rn01110	Biosynthesis of secondary metabolites
R02081	rn00900	Terpenoid backbone biosynthesis
R02081	rn01110	Biosynthesis of secondary metabolites
R02082	rn00900	Terpenoid backbone biosynthesis
R02082	rn01110	Biosynthesis of secondary metabolites
R02085	rn00280	Valine, leucine and isoleucine degradation
R02087	rn00520	Amino sugar and nucleotide sugar metabolism
R02088	rn00230	Purine metabolism
R02089	rn00230	Purine metabolism
R02090	rn00230	Purine metabolism
R02091	rn00240	Pyrimidine metabolism
R02092	rn00240	Pyrimidine metabolism
R02093	rn00240	Pyrimidine metabolism
R02094	rn00240	Pyrimidine metabolism
R02095	rn00240	Pyrimidine metabolism
R02096	rn00240	Pyrimidine metabolism
R02097	rn00240	Pyrimidine metabolism
R02098	rn00240	Pyrimidine metabolism
R02099	rn00240	Pyrimidine metabolism
R02100	rn00240	Pyrimidine metabolism
R02101	rn00240	Pyrimidine metabolism
R02101	rn00670	One carbon pool by folate
R02102	rn00240	Pyrimidine metabolism
R02103	rn00230	Purine metabolism
R02106	rn00230	Purine metabolism
R02107	rn00230	Purine metabolism
R02108	rn00500	Starch and sucrose metabolism
R02109	rn00500	Starch and sucrose metabolism
R02110	rn00500	Starch and sucrose metabolism
R02110	rn01110	Biosynthesis of secondary metabolites
R02111	rn00500	Starch and sucrose metabolism
R02111	rn01110	Biosynthesis of secondary metabolites
R02112	rn00500	Starch and sucrose metabolism
R02114	rn00564	Glycerophospholipid metabolism
R02118	rn00908	Zeatin biosynthesis
R02119	rn00908	Zeatin biosynthesis
R02120	rn00500	Starch and sucrose metabolism
R02123	rn00830	Retinol metabolism
R02124	rn00830	Retinol metabolism
R02125	rn00830	Retinol metabolism
R02127	rn00830	Retinol metabolism
R02128	rn00830	Retinol metabolism
R02133	rn00730	Thiamine metabolism
R02134	rn00730	Thiamine metabolism
R02135	rn00730	Thiamine metabolism
R02137	rn00240	Pyrimidine metabolism
R02139	rn00240	Pyrimidine metabolism
R02141	rn00230	Purine metabolism
R02142	rn00230	Purine metabolism
R02142	rn01110	Biosynthesis of secondary metabolites
R02143	rn00230	Purine metabolism
R02144	rn00340	Histidine metabolism
R02147	rn00230	Purine metabolism
R02148	rn00230	Purine metabolism
R02150	rn00340	Histidine metabolism
R02152	rn00340	Histidine metabolism
R02155	rn00340	Histidine metabolism
R02157	rn00944	Flavone and flavonol biosynthesis
R02158	rn00944	Flavone and flavonol biosynthesis
R02158	rn01110	Biosynthesis of secondary metabolites
R02159	rn00944	Flavone and flavonol biosynthesis
R02160	rn00941	Flavonoid biosynthesis
R02160	rn01110	Biosynthesis of secondary metabolites
R02164	rn00020	Citrate cycle (TCA cycle)
R02164	rn00620	Pyruvate metabolism
R02164	rn00650	Butanoate metabolism
R02164	rn01110	Biosynthesis of secondary metabolites
R02164	rn01200	Carbon metabolism
R02167	rn00051	Fructose and mannose metabolism
R02170	rn00311	Penicillin and cephalosporin biosynthesis
R02170	rn01110	Biosynthesis of secondary metabolites
R02173	rn00380	Tryptophan metabolism
R02174	rn00380	Tryptophan metabolism
R02175	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R02175	rn01110	Biosynthesis of secondary metabolites
R02177	rn00902	Monoterpenoid biosynthesis
R02177	rn01110	Biosynthesis of secondary metabolites
R02187	rn00010	Glycolysis / Gluconeogenesis
R02187	rn01110	Biosynthesis of secondary metabolites
R02189	rn00010	Glycolysis / Gluconeogenesis
R02189	rn00520	Amino sugar and nucleotide sugar metabolism
R02189	rn01110	Biosynthesis of secondary metabolites
R02189	rn01200	Carbon metabolism
R02193	rn00940	Phenylpropanoid biosynthesis
R02193	rn01110	Biosynthesis of secondary metabolites
R02194	rn00940	Phenylpropanoid biosynthesis
R02194	rn01110	Biosynthesis of secondary metabolites
R02196	rn00290	Valine, leucine and isoleucine biosynthesis
R02196	rn01110	Biosynthesis of secondary metabolites
R02197	rn00280	Valine, leucine and isoleucine degradation
R02199	rn00280	Valine, leucine and isoleucine degradation
R02199	rn00290	Valine, leucine and isoleucine biosynthesis
R02199	rn00966	Glucosinolate biosynthesis
R02199	rn01110	Biosynthesis of secondary metabolites
R02199	rn01210	2-Oxocarboxylic acid metabolism
R02199	rn01230	Biosynthesis of amino acids
R02201	rn00310	Lysine degradation
R02201	rn00960	Tropane, piperidine and pyridine alkaloid biosynthesis
R02203	rn00310	Lysine degradation
R02203	rn00960	Tropane, piperidine and pyridine alkaloid biosynthesis
R02204	rn00310	Lysine degradation
R02205	rn00310	Lysine degradation
R02207	rn00140	Steroid hormone biosynthesis
R02208	rn00140	Steroid hormone biosynthesis
R02209	rn00140	Steroid hormone biosynthesis
R02211	rn00140	Steroid hormone biosynthesis
R02213	rn00140	Steroid hormone biosynthesis
R02214	rn00140	Steroid hormone biosynthesis
R02215	rn00140	Steroid hormone biosynthesis
R02216	rn00140	Steroid hormone biosynthesis
R02218	rn00140	Steroid hormone biosynthesis
R02219	rn00140	Steroid hormone biosynthesis
R02220	rn00940	Phenylpropanoid biosynthesis
R02220	rn01110	Biosynthesis of secondary metabolites
R02221	rn00940	Phenylpropanoid biosynthesis
R02221	rn01110	Biosynthesis of secondary metabolites
R02222	rn01040	Biosynthesis of unsaturated fatty acids
R02222	rn01212	Fatty acid metabolism
R02225	rn00521	Streptomycin biosynthesis
R02228	rn00521	Streptomycin biosynthesis
R02228	rn01110	Biosynthesis of secondary metabolites
R02229	rn00930	Caprolactam degradation
R02229	rn01220	Degradation of aromatic compounds
R02231	rn00930	Caprolactam degradation
R02231	rn01220	Degradation of aromatic compounds
R02233	rn00930	Caprolactam degradation
R02235	rn00670	One carbon pool by folate
R02235	rn00790	Folate biosynthesis
R02236	rn00670	One carbon pool by folate
R02236	rn00790	Folate biosynthesis
R02237	rn00790	Folate biosynthesis
R02239	rn00561	Glycerolipid metabolism
R02239	rn00564	Glycerophospholipid metabolism
R02240	rn00561	Glycerolipid metabolism
R02240	rn00564	Glycerophospholipid metabolism
R02241	rn00561	Glycerolipid metabolism
R02241	rn00564	Glycerophospholipid metabolism
R02242	rn00564	Glycerophospholipid metabolism
R02243	rn00660	C5-Branched dibasic acid metabolism
R02245	rn00900	Terpenoid backbone biosynthesis
R02245	rn01110	Biosynthesis of secondary metabolites
R02250	rn00561	Glycerolipid metabolism
R02251	rn00561	Glycerolipid metabolism
R02252	rn00360	Phenylalanine metabolism
R02253	rn00130	Ubiquinone and other terpenoid-quinone biosynthesis
R02253	rn00360	Phenylalanine metabolism
R02253	rn00940	Phenylpropanoid biosynthesis
R02253	rn01110	Biosynthesis of secondary metabolites
R02253	rn01220	Degradation of aromatic compounds
R02254	rn00360	Phenylalanine metabolism
R02254	rn00940	Phenylpropanoid biosynthesis
R02254	rn01110	Biosynthesis of secondary metabolites
R02255	rn00940	Phenylpropanoid biosynthesis
R02255	rn01110	Biosynthesis of secondary metabolites
R02257	rn00640	Propanoate metabolism
R02260	rn00620	Pyruvate metabolism
R02260	rn00640	Propanoate metabolism
R02261	rn00051	Fructose and mannose metabolism
R02262	rn00051	Fructose and mannose metabolism
R02263	rn00051	Fructose and mannose metabolism
R02265	rn00590	Arachidonic acid metabolism
R02266	rn00590	Arachidonic acid metabolism
R02267	rn00590	Arachidonic acid metabolism
R02268	rn00590	Arachidonic acid metabolism
R02269	rn00240	Pyrimidine metabolism
R02269	rn00410	beta-Alanine metabolism
R02269	rn00770	Pantothenate and CoA biosynthesis
R02271	rn00860	Porphyrin and chlorophyll metabolism
R02272	rn00860	Porphyrin and chlorophyll metabolism
R02272	rn01110	Biosynthesis of secondary metabolites
R02273	rn00310	Lysine degradation
R02274	rn00310	Lysine degradation
R02276	rn00310	Lysine degradation
R02278	rn00053	Ascorbate and aldarate metabolism
R02279	rn00053	Ascorbate and aldarate metabolism
R02280	rn00330	Arginine and proline metabolism
R02281	rn00071	Fatty acid degradation
R02282	rn00330	Arginine and proline metabolism
R02282	rn01210	2-Oxocarboxylic acid metabolism
R02282	rn01230	Biosynthesis of amino acids
R02283	rn00330	Arginine and proline metabolism
R02283	rn01110	Biosynthesis of secondary metabolites
R02283	rn01210	2-Oxocarboxylic acid metabolism
R02283	rn01230	Biosynthesis of amino acids
R02285	rn00340	Histidine metabolism
R02286	rn00340	Histidine metabolism
R02287	rn00340	Histidine metabolism
R02287	rn00670	One carbon pool by folate
R02288	rn00340	Histidine metabolism
R02289	rn00720	Carbon fixation pathways in prokaryotes
R02291	rn00260	Glycine, serine and threonine metabolism
R02291	rn00270	Cysteine and methionine metabolism
R02291	rn00300	Lysine biosynthesis
R02291	rn01110	Biosynthesis of secondary metabolites
R02291	rn01210	2-Oxocarboxylic acid metabolism
R02291	rn01230	Biosynthesis of amino acids
R02294	rn00760	Nicotinate and nicotinamide metabolism
R02295	rn00760	Nicotinate and nicotinamide metabolism
R02296	rn00240	Pyrimidine metabolism
R02297	rn00230	Purine metabolism
R02297	rn01110	Biosynthesis of secondary metabolites
R02300	rn00670	One carbon pool by folate
R02301	rn00670	One carbon pool by folate
R02302	rn00670	One carbon pool by folate
R02305	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R02306	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R02307	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R02307	rn01110	Biosynthesis of secondary metabolites
R02311	rn00909	Sesquiterpenoid and triterpenoid biosynthesis
R02311	rn01110	Biosynthesis of secondary metabolites
R02313	rn00310	Lysine degradation
R02313	rn01110	Biosynthesis of secondary metabolites
R02315	rn00300	Lysine biosynthesis
R02315	rn00310	Lysine degradation
R02315	rn01110	Biosynthesis of secondary metabolites
R02315	rn01230	Biosynthesis of amino acids
R02317	rn00960	Tropane, piperidine and pyridine alkaloid biosynthesis
R02317	rn01110	Biosynthesis of secondary metabolites
R02320	rn00620	Pyruvate metabolism
R02322	rn00760	Nicotinate and nicotinamide metabolism
R02323	rn00760	Nicotinate and nicotinamide metabolism
R02324	rn00760	Nicotinate and nicotinamide metabolism
R02325	rn00240	Pyrimidine metabolism
R02326	rn00240	Pyrimidine metabolism
R02327	rn00240	Pyrimidine metabolism
R02328	rn00521	Streptomycin biosynthesis
R02328	rn00523	Polyketide sugar unit biosynthesis
R02328	rn01110	Biosynthesis of secondary metabolites
R02330	rn00240	Pyrimidine metabolism
R02331	rn00240	Pyrimidine metabolism
R02332	rn00240	Pyrimidine metabolism
R02333	rn00520	Amino sugar and nucleotide sugar metabolism
R02333	rn01110	Biosynthesis of secondary metabolites
R02334	rn00520	Amino sugar and nucleotide sugar metabolism
R02334	rn01110	Biosynthesis of secondary metabolites
R02335	rn00520	Amino sugar and nucleotide sugar metabolism
R02338	rn00380	Tryptophan metabolism
R02339	rn00380	Tryptophan metabolism
R02340	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R02340	rn00402	Benzoxazinoid biosynthesis
R02340	rn01110	Biosynthesis of secondary metabolites
R02347	rn00140	Steroid hormone biosynthesis
R02349	rn00140	Steroid hormone biosynthesis
R02350	rn00140	Steroid hormone biosynthesis
R02351	rn00140	Steroid hormone biosynthesis
R02352	rn00140	Steroid hormone biosynthesis
R02353	rn00140	Steroid hormone biosynthesis
R02354	rn00140	Steroid hormone biosynthesis
R02355	rn00140	Steroid hormone biosynthesis
R02356	rn00140	Steroid hormone biosynthesis
R02358	rn00140	Steroid hormone biosynthesis
R02360	rn00040	Pentose and glucuronate interconversions
R02361	rn00040	Pentose and glucuronate interconversions
R02362	rn00040	Pentose and glucuronate interconversions
R02362	rn00500	Starch and sucrose metabolism
R02363	rn00740	Riboflavin metabolism
R02366	rn00830	Retinol metabolism
R02367	rn00830	Retinol metabolism
R02368	rn00830	Retinol metabolism
R02370	rn00240	Pyrimidine metabolism
R02371	rn00240	Pyrimidine metabolism
R02372	rn00240	Pyrimidine metabolism
R02373	rn00981	Insect hormone biosynthesis
R02373	rn01110	Biosynthesis of secondary metabolites
R02374	rn00981	Insect hormone biosynthesis
R02374	rn01110	Biosynthesis of secondary metabolites
R02376	rn00640	Propanoate metabolism
R02377	rn00640	Propanoate metabolism
R02379	rn00940	Phenylpropanoid biosynthesis
R02379	rn01110	Biosynthesis of secondary metabolites
R02380	rn00940	Phenylpropanoid biosynthesis
R02381	rn00940	Phenylpropanoid biosynthesis
R02382	rn00350	Tyrosine metabolism
R02383	rn00950	Isoquinoline alkaloid biosynthesis
R02383	rn01110	Biosynthesis of secondary metabolites
R02384	rn00350	Tyrosine metabolism
R02389	rn00860	Porphyrin and chlorophyll metabolism
R02391	rn00860	Porphyrin and chlorophyll metabolism
R02393	rn00860	Porphyrin and chlorophyll metabolism
R02394	rn00860	Porphyrin and chlorophyll metabolism
R02397	rn00310	Lysine degradation
R02401	rn00310	Lysine degradation
R02402	rn00071	Fatty acid degradation
R02402	rn00310	Lysine degradation
R02404	rn00660	C5-Branched dibasic acid metabolism
R02407	rn00660	C5-Branched dibasic acid metabolism
R02408	rn00270	Cysteine and methionine metabolism
R02409	rn00270	Cysteine and methionine metabolism
R02410	rn00052	Galactose metabolism
R02411	rn00052	Galactose metabolism
R02412	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R02412	rn01110	Biosynthesis of secondary metabolites
R02412	rn01230	Biosynthesis of amino acids
R02413	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R02413	rn01110	Biosynthesis of secondary metabolites
R02413	rn01230	Biosynthesis of amino acids
R02415	rn00400	Phenylalanine, tyrosine and tryptophan biosynthesis
R02415	rn01110	Biosynthesis of secondary metabolites
R02416	rn00940	Phenylpropanoid biosynthesis
R02416	rn00941	Flavonoid biosynthesis
R02416	rn00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
R02416	rn01110	Biosynthesis of secondary metabolites
R02419	rn00650	Butanoate metabolism
R02421	rn00500	Starch and sucrose metabolism
R02421	rn01110	Biosynthesis of secondary metabolites
R02422	rn00230	Purine metabolism
R02423	rn00230	Purine metabolism
R02425	rn00230	Purine metabolism
R02426	rn00520	Amino sugar and nucleotide sugar metabolism
R02426	rn01110	Biosynthesis of secondary metabolites
R02427	rn00040	Pentose and glucuronate interconversions
R02429	rn00040	Pentose and glucuronate interconversions
R02433	rn00270	Cysteine and methionine metabolism
R02434	rn00430	Taurine and hypotaurine metabolism
R02437	rn00051	Fructose and mannose metabolism
R02438	rn00051	Fructose and mannose metabolism
R02439	rn00040	Pentose and glucuronate interconversions
R02441	rn00040	Pentose and glucuronate interconversions
R02442	rn00941	Flavonoid biosynthesis
R02442	rn01110	Biosynthesis of secondary metabolites
R02444	rn00941	Flavonoid biosynthesis
R02444	rn01110	Biosynthesis of secondary metabolites
R02445	rn00941	Flavonoid biosynthesis
R02445	rn00943	Isoflavonoid biosynthesis
R02445	rn01110	Biosynthesis of secondary metabolites
R02446	rn00941	Flavonoid biosynthesis
R02446	rn01110	Biosynthesis of secondary metabolites
R02450	rn00360	Phenylalanine metabolism
R02451	rn00362	Benzoate degradation
R02451	rn01220	Degradation of aromatic compounds
R02452	rn00360	Phenylalanine metabolism
R02454	rn00040	Pentose and glucuronate interconversions
R02457	rn00472	D-Arginine and D-ornithine metabolism
R02458	rn00472	D-Arginine and D-ornithine metabolism
R02459	rn00472	D-Arginine and D-ornithine metabolism
R02461	rn00472	D-Arginine and D-ornithine metabolism
R02462	rn00071	Fatty acid degradation
R02464	rn00600	Sphingolipid metabolism
R02466	rn00430	Taurine and hypotaurine metabolism
R02467	rn00430	Taurine and hypotaurine metabolism
R02468	rn00902	Monoterpenoid biosynthesis
R02468	rn00903	Limonene and pinene degradation
R02469	rn00902	Monoterpenoid biosynthesis
R02469	rn01110	Biosynthesis of secondary metabolites
R02470	rn00902	Monoterpenoid biosynthesis
R02470	rn00903	Limonene and pinene degradation
R02470	rn01110	Biosynthesis of secondary metabolites
R02471	rn00770	Pantothenate and CoA biosynthesis
R02472	rn00770	Pantothenate and CoA biosynthesis
R02472	rn01110	Biosynthesis of secondary metabolites
R02473	rn00410	beta-Alanine metabolism
R02473	rn00770	Pantothenate and CoA biosynthesis
R02473	rn01110	Biosynthesis of secondary metabolites
R02474	rn00770	Pantothenate and CoA biosynthesis
R02474	rn01110	Biosynthesis of secondary metabolites
