reaction_id	name	grade	projected_grade	mechanism_grade	limiting_compound	reason	n_compounds	n_graded	distinct_grades	in_priority_scope	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol
rxn04599	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate:NAD+ 	BRONZE	BRONZE	SILVER	cpd02501	MolGpKa, sites chemically distinct	5	5	3	1	-10.392	1.459
rxn04600	(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoa	BRONZE	BRONZE	BRONZE	cpd09253	MolGpKa, sites chemically distinct	5	5	3	1	-10.725	1.459
rxn04601	3-(3-hydroxyphenyl)propanoate,NADH:oxygen oxidoreductase (2-	BRONZE	BRONZE	SILVER	cpd02501	MolGpKa, sites chemically distinct	7	7	3	1	-101.559	0.912
rxn04602	(2E)-3-(3-hydroxyphenyl)prop-2-enoate,NADH:oxygen oxidoreduc	BRONZE	BRONZE	BRONZE	cpd09252	MolGpKa, sites chemically distinct	7	7	3	1	-101.885	0.912
rxn04603	R06788	BRONZE	BRONZE	BRONZE	cpd09254	MolGpKa, sites chemically distinct	4	4	2	1	-66.254	1.284
rxn04604	R06789	BRONZE	BRONZE	SILVER	cpd00461	MolGpKa, sites chemically distinct	5	5	3	1	-10.433	0.786
rxn04607	apigenin,NADPH:oxygen oxidoreductase (isoflavanone-forming)	BRONZE	BRONZE	BRONZE	cpd01047	MolGpKa, sites chemically distinct	7	7	3	1	-124.609	23903.067
rxn04608	2-hydroxy-2,3-dihydrogenistein hydro-lyase (genistein-formin	BRONZE	BRONZE	BRONZE	cpd03971	MolGpKa, sites chemically distinct	4	4	2	1	17.087	23902.958
rxn04609	S-adenosyl-L-methionine:hydroxyisoflavone 7-O-methyltransfer	BRONZE	BRONZE	BRONZE	cpd03971	MolGpKa, sites chemically distinct	4	4	2	1	11.044	23902.881
rxn04610	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase	BRONZE	BRONZE	BRONZE	cpd00606	MolGpKa, sites chemically distinct	5	5	3	1	-7.961	2.144
rxn04611	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltra	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09256	MolGpKa with symmetry collapse	5	5	4	1	-12.552	2.157
rxn04612	malonyl-CoA:flavonol-3-O-beta-D-glucoside 6''-O-malonyltrans	BRONZE-COLLAPSED	BRONZE	BRONZE	cpd09269	MolGpKa with symmetry collapse	4	4	3	1	-5.878	0.583
rxn04614	malonyl-CoA:pelargonidin-3-O-(6-caffeoyl-beta-D-glucoside)-5	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09272	tautomer match refused; MolGpKa fallback	4	4	3	1	-0.154	0.562
rxn04615	R06800	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09272	tautomer match refused; MolGpKa fallback	4	4	2	1	0.987	0.583
rxn04616	malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyl	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09273	tautomer match refused; MolGpKa fallback	4	4	3	1	-0.607	0.562
rxn04617	R06802	BRONZE	BRONZE	BRONZE	cpd01481	MolGpKa, sites chemically distinct	4	4	2	1	-5.395	0.430
rxn04618	UDP-glucose:pelargonidin 3-O-rutinoside 5-O-beta-D-glucosylt	BRONZE	BRONZE	BRONZE	cpd09275	MolGpKa, sites chemically distinct	4	4	2	1	-19.486	0.490
rxn04619	UDP-glucose:flavonol-3-O-glucoside 2''-O-beta-D-glucosyltran	BRONZE	BRONZE	BRONZE	cpd09028	MolGpKa, sites chemically distinct	5	5	3	1	9.597	2.168
rxn04620	UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-gluco	BRONZE	BRONZE	BRONZE	cpd09265	MolGpKa, sites chemically distinct	4	4	2	1	-3.122	0.543
rxn04621	4-coumaroyl-CoA:flavonol-3-O-[beta-D-glucosyl-(1->2)-beta-D-	BRONZE	BRONZE	BRONZE	cpd09266	MolGpKa, sites chemically distinct	4	4	2	1	-2.109	0.562
rxn04622	S-adenosyl-L-methionine:kaempferol 4'-O-methyltransferase	BRONZE	BRONZE	BRONZE	cpd01071	MolGpKa, sites chemically distinct	5	5	3	1	-12.438	23902.978
rxn04623	UDP-galactose:kaempferol 3-O-beta-D-galactosyltransferase	BRONZE	BRONZE	BRONZE	cpd00043	MolGpKa, sites chemically distinct	5	5	3	1	-34.449	2.200
rxn04624	3'-phosphoadenylyl-sulfate:quercetin-3,3'-bissulfate 7-sulfo	BRONZE	BRONZE	SILVER	cpd00850	MolGpKa, sites chemically distinct	4	4	2	1	-59.616	16902.457
rxn04626	UDP-D-xylose:flavonol-3-O-glycoside 2''-O-beta-D-xylosyltran	BRONZE	BRONZE	BRONZE	cpd03341	MolGpKa, sites chemically distinct	4	4	2	1	-4.441	0.452
rxn04627	UDP-glucose:flavonol-3-O-glucoside 2''-O-beta-D-glucosyltran	BRONZE	BRONZE	BRONZE	cpd03340	MolGpKa, sites chemically distinct	4	4	2	1	-5.819	0.584
rxn04628	UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-gluco	BRONZE	BRONZE	BRONZE	cpd09286	MolGpKa, sites chemically distinct	4	4	2	1	-2.868	0.543
rxn04629	UDP-D-xylose:flavonol-3-O-glycoside 2''-O-beta-D-xylosyltran	BRONZE	BRONZE	BRONZE	cpd03340	MolGpKa, sites chemically distinct	5	5	3	1	6.334	2.134
rxn04630	S-adenosyl-L-methionine:myricetin O-methyltransferase	BRONZE	BRONZE	BRONZE	cpd09264	MolGpKa, sites chemically distinct	4	4	2	1	11.247	23902.881
rxn04631	S-adenosyl-L-methionine:myricetin O-methyltransferase	BRONZE	BRONZE	BRONZE	cpd08434	MolGpKa, sites chemically distinct	5	5	3	1	-0.519	23901.620
rxn04632	malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyl	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09274	tautomer match refused; MolGpKa fallback	4	4	3	1	-0.686	0.562
rxn04633	R06818	BRONZE	BRONZE	BRONZE	cpd01481	MolGpKa, sites chemically distinct	4	4	2	1	-5.387	0.430
rxn04634	UDP-glucose:cyanidin 3-O-rutinoside 5-O-beta-D-glucosyltrans	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09277	tautomer match refused; MolGpKa fallback	4	4	3	1	-19.465	0.490
rxn04635	UDP-L-rhamnose:flavanone-7-O-glucoside 2''-O-alpha-L-rhamnos	BRONZE	BRONZE	BRONZE	cpd01481	MolGpKa, sites chemically distinct	4	4	2	1	-3.880	0.398
rxn04636	malonyl-CoA:flavone-7-O-beta-D-glucoside 6''-O-malonyltransf	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd06910	MolGpKa with symmetry collapse	4	4	3	1	-0.841	0.562
rxn04639	S-adenosyl-L-methionine:vitexin-2''-O-beta-L-rhamnoside 7-O-	BRONZE	BRONZE	BRONZE	cpd09259	MolGpKa, sites chemically distinct	4	4	2	1	11.971	23902.881
rxn04641	UDP-L-rhamnose:apigenin 7-O-beta-D-glucoside 2''-O-beta-L-rh	BRONZE	BRONZE	BRONZE	cpd01481	MolGpKa, sites chemically distinct	4	4	2	1	-3.915	0.398
rxn04642	UDP-glucuronate:luteolin-7-O-beta-D-glucuronide 2''-O-glucur	BRONZE	BRONZE	BRONZE	cpd02215	MolGpKa, sites chemically distinct	4	4	2	1	77.654	23902.734
rxn04643	UDP-glucuronate:luteolin-7-O-beta-D-diglucuronide 4'-O-glucu	BRONZE	BRONZE	BRONZE	cpd02981	MolGpKa, sites chemically distinct	4	4	2	1	-20.084	0.471
rxn04644	UDP-L-rhamnose:luteolin-7-O-beta-D-glucoside 2''-O-alpha-L-r	BRONZE	BRONZE	BRONZE	cpd01481	MolGpKa, sites chemically distinct	5	5	3	1	-15.288	2.160
rxn04645	R06830	BRONZE	BRONZE	BRONZE	cpd04122	MolGpKa, sites chemically distinct	4	4	2	1	-5.827	0.809
rxn04646	R06831	BRONZE	BRONZE	SILVER	cpd09311	MolGpKa, sites chemically distinct	6	6	3	1	-74.769	71703.832
rxn04647	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase	BRONZE	BRONZE	BRONZE	cpd09310	MolGpKa, sites chemically distinct	5	5	3	1	-19.906	71703.212
rxn04648	catechol:oxygen 1,2-oxidoreductase	BRONZE	BRONZE	BRONZE	cpd09310	MolGpKa, sites chemically distinct	4	4	2	1	-53.850	71703.456
rxn04650	4-carboxymethylenebut-2-en-4-olide lactonohydrolase	BRONZE	BRONZE	SILVER	cpd09313	MolGpKa, sites chemically distinct	4	4	2	1	2.116	23901.850
rxn04651	ATP:ribose-1,5-bisphosphate phosphotransferase	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	1	1.765	0.678
rxn04653	4-carboxymethylenebut-2-en-4-olide lactonohydrolase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd01498	MolGpKa with symmetry collapse	4	4	3	1	1.163	0.909
rxn04654	catechol:oxygen 1,2-oxidoreductase	BRONZE	BRONZE	SILVER	cpd02243	MolGpKa, sites chemically distinct	4	4	2	1	-72.009	23901.953
rxn04657	N2-acetyl-L-aminoadipate kinase	BRONZE	BRONZE	SILVER	cpd09349	MolGpKa, sites chemically distinct	4	4	2	1	4.885	0.399
rxn04658	RXN-5183.c	BRONZE	BRONZE	SILVER	cpd09351	MolGpKa, sites chemically distinct	6	6	3	1	-1.183	0.397
rxn04659	RXN-5184.c	BRONZE	BRONZE	SILVER	cpd09351	MolGpKa, sites chemically distinct	4	4	3	1	0.628	0.488
rxn04660	RXN-5185.c	SILVER	SILVER	GOLD	cpd00029	ChemAxon ladder from pinned cache	4	4	2	1	-0.609	0.570
rxn04661	L-quinate:NADP+ 3-oxidoreductase	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	5	5	2	1	3.851	0.752
rxn04662	shikimate:NAD+ 3-oxidoreductase	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	5	5	2	1	2.270	0.345
rxn04666	R06851	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	7	7	2	1	-101.557	0.913
rxn04667	R06852	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	5	5	2	0	0.527	1.979
rxn04670	rxn04670	BRONZE	BRONZE	SILVER	cpd09315	MolGpKa, sites chemically distinct	5	5	3	1	-16.092	0.933
rxn04671	R06856	BRONZE	BRONZE	SILVER	cpd09316	MolGpKa, sites chemically distinct	6	6	3	1	-77.627	23902.486
rxn04672	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase	BRONZE	BRONZE	SILVER	cpd03336	MolGpKa, sites chemically distinct	5	5	3	1	-17.974	23902.062
rxn04673	R06858	BRONZE-COLLAPSED	BRONZE	BRONZE	cpd03214	MolGpKa with symmetry collapse	6	6	3	1	-27.102	1.740
rxn04674	R06859	SILVER	SILVER	GOLD	cpd00017	ChemAxon ladder from pinned cache	5	5	2	1	-3.975	23901.807
rxn04675	menaquinone biosynthesis protein-related	BRONZE	BRONZE	SILVER	cpd03451	MolGpKa, sites chemically distinct	6	6	3	1	-24.087	1.071
rxn04676	D-xylulose-5-phosphate:thiamin diphosphate glycolaldehydetra	BRONZE-COLLAPSED	SILVER	BRONZE	cpd00056	MolGpKa with symmetry collapse	4	4	2	1	0.086	0.461
rxn04677	alpha,beta-Dihydroxyethyl-TPP:formaldehyde glycolaldehydetra	BRONZE-COLLAPSED	SILVER	BRONZE	cpd00056	MolGpKa with symmetry collapse	4	4	3	1	-4.443	0.726
rxn04678	D-Sedoheptulose-7-phosphate:thiamin diphosphate glycolaldehy	BRONZE-COLLAPSED	SILVER	BRONZE	cpd00056	MolGpKa with symmetry collapse	4	4	2	1	0.945	0.555
rxn04680	R06866	BRONZE	BRONZE	SILVER	cpd03151	MolGpKa, sites chemically distinct	4	4	2	1	-3.078	0.857
rxn04681	S-Adenosyl-L-methionine:methylethanolamine phosphate N-methy	SILVER	SILVER	GOLD	cpd00017	ChemAxon ladder from pinned cache	5	5	2	1	-3.590	33802.068
rxn04682	S-Adenosyl-L-methionine:phosphodimethylethanolamine N-methyl	SILVER	SILVER	GOLD	cpd00017	ChemAxon ladder from pinned cache	5	5	2	1	-1.772	41398.071
rxn04683	Phosphoethanolamine phosphohydrolase	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	4	4	2	1	-1.756	0.803
rxn04684	Phosphocholine phosphohydrolase	SILVER	SILVER	GOLD	cpd00009	ChemAxon ladder from pinned cache	4	4	2	1	-2.082	0.105
rxn04691	R06882	BRONZE	BRONZE	SILVER	cpd09478	MolGpKa, sites chemically distinct	3	3	2	0	-1.092	1.503
rxn04692	R06883	BRONZE	BRONZE	SILVER	cpd09480	MolGpKa, sites chemically distinct	7	7	3	1	-95.779	1.266
rxn04693	R06884	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	7	7	2	1	-93.186	0.795
rxn04694	R06885	BRONZE	BRONZE	SILVER	cpd09480	MolGpKa, sites chemically distinct	3	3	2	1	1.118	0.471
rxn04695	R06886	BRONZE	BRONZE	SILVER	cpd09483	MolGpKa, sites chemically distinct	4	4	2	1	-87.549	0.872
rxn04696	R06887	SILVER	SILVER	GOLD	cpd09482	ChemAxon ladder from pinned cache	5	5	2	1	-111.929	0.844
rxn04697	R06888	BRONZE	BRONZE	SILVER	cpd09485	MolGpKa, sites chemically distinct	7	7	3	1	-95.778	1.266
rxn04698	R06889	BRONZE	BRONZE	SILVER	cpd09485	MolGpKa, sites chemically distinct	5	5	3	0	-116.310	1.120
rxn04699	R06890	BRONZE	BRONZE	SILVER	cpd09489	MolGpKa, sites chemically distinct	7	7	3	1	-93.760	0.788
rxn04700	R06891	BRONZE	BRONZE	SILVER	cpd09489	MolGpKa, sites chemically distinct	5	5	3	1	4.375	0.259
rxn04701	(4-hydroxyphenyl)ethan-1-one,NADPH:oxygen oxidoreductase (es	BRONZE	BRONZE	SILVER	cpd00489	MolGpKa, sites chemically distinct	6	6	3	1	-115.709	0.883
rxn04702	aryl-ester hydrolase	BRONZE	BRONZE	SILVER	cpd00489	MolGpKa, sites chemically distinct	4	4	3	1	2.403	0.609
rxn04703	R06894	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	1	-5.404	0.338
rxn04704	coproporphyrinogen-III:S-adenosyl-L-methionine oxidoreductas	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03091	MolGpKa with symmetry collapse	6	6	3	1	22.097	47803.966
rxn04706	2,4-dihydroxyhept-2-enedioate hydro-lyase	BRONZE	BRONZE	SILVER	cpd03326	MolGpKa, sites chemically distinct	3	3	2	1	-0.150	0.376
rxn04707	R06898	BRONZE	BRONZE	SILVER	cpd09814	MolGpKa, sites chemically distinct	3	3	2	0	20.152	1.769
rxn04708	R06899	BRONZE	BRONZE	SILVER	cpd09814	MolGpKa, sites chemically distinct	3	3	2	0	30.329	3.786
rxn04710	rxn04710	BRONZE	BRONZE	SILVER	cpd09814	MolGpKa, sites chemically distinct	4	4	2	1	3.120	0.857
rxn04712	R06903	BRONZE	BRONZE	SILVER	cpd09818	MolGpKa, sites chemically distinct	3	3	3	1	-10.659	0.543
rxn04713	R06904	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09819	MolGpKa with symmetry collapse	4	4	3	1	-0.357	0.424
rxn04714	R06905	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09819	MolGpKa with symmetry collapse	3	3	2	0	0.981	0.581
rxn04715	R06906	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09820	MolGpKa with symmetry collapse	3	3	3	1	0.699	0.469
rxn04716	R06907	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09822	MolGpKa with symmetry collapse	3	3	3	0	-7.637	0.455
rxn04717	R06908	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09822	MolGpKa with symmetry collapse	4	4	2	1	-5.776	0.737
rxn04718	naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)	BRONZE	BRONZE	SILVER	cpd09786	MolGpKa, sites chemically distinct	6	6	3	1	-77.392	1.681
rxn04719	cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase	BRONZE	BRONZE	SILVER	cpd09786	MolGpKa, sites chemically distinct	5	5	3	1	-18.171	1.483
rxn04720	R06911	BRONZE	BRONZE	SILVER	cpd09787	MolGpKa, sites chemically distinct	4	4	2	1	-88.548	1.510
rxn04721	R06912	BRONZE	BRONZE	SILVER	cpd09788	MolGpKa, sites chemically distinct	2	2	1	1	15.004	1.214
rxn04722	R06913	BRONZE	BRONZE	SILVER	cpd09789	MolGpKa, sites chemically distinct	4	4	3	1	2.855	0.526
rxn04723	R06914	BRONZE	BRONZE	SILVER	cpd09790	MolGpKa, sites chemically distinct	6	6	3	1	-9.348	0.314
rxn04724	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decar	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	8	8	2	1	-104.680	1.204
rxn04725	R06916	BRONZE	BRONZE	SILVER	cpd09792	MolGpKa, sites chemically distinct	7	7	3	1	-93.186	0.795
rxn04726	1-hydroxymethylnaphthalene:NAD+ oxidoreductase	BRONZE	BRONZE	SILVER	cpd09792	MolGpKa, sites chemically distinct	5	5	3	1	5.042	0.271
rxn04727	R06918	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	1	-9.399	0.314
rxn04728	R06919	BRONZE	BRONZE	SILVER	cpd09795	MolGpKa, sites chemically distinct	6	6	3	1	-77.391	1.681
rxn04729	R06920	BRONZE	BRONZE	BRONZE	cpd09795	MolGpKa, sites chemically distinct	3	3	2	0	-31.233	1.529
rxn04730	R06921	BRONZE	BRONZE	BRONZE	cpd09796	MolGpKa, sites chemically distinct	4	4	2	1	-88.023	1.510
rxn04731	R06922	BRONZE	BRONZE	BRONZE	cpd09797	MolGpKa, sites chemically distinct	2	2	1	1	15.045	1.214
rxn04732	R06923	BRONZE	BRONZE	BRONZE	cpd09798	MolGpKa, sites chemically distinct	4	4	3	1	3.098	0.526
rxn04733	R06924	BRONZE	BRONZE	BRONZE	cpd00025	MolGpKa, sites chemically distinct	6	6	3	1	-40.878	1.109
rxn04734	R06925	SILVER	SILVER	GOLD	cpd09800	ChemAxon ladder from pinned cache	4	4	2	1	-2.734	0.857
rxn04735	R06926	BRONZE	BRONZE	SILVER	cpd01859	MolGpKa, sites chemically distinct	7	7	3	1	-93.186	0.795
rxn04736	(2-naphthyl)methanol:NAD+ oxidoreductase	BRONZE	BRONZE	SILVER	cpd01859	MolGpKa, sites chemically distinct	5	5	3	1	5.043	0.271
rxn04737	R06928	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	6	6	2	1	-9.399	0.314
rxn04739	naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)	BRONZE	BRONZE	SILVER	cpd01859	MolGpKa, sites chemically distinct	6	6	3	1	-77.392	1.681
rxn04740	cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase	BRONZE	BRONZE	SILVER	cpd09807	MolGpKa, sites chemically distinct	5	5	3	1	-18.205	1.483
rxn04741	R06932	BRONZE	BRONZE	SILVER	cpd09808	MolGpKa, sites chemically distinct	4	4	2	1	-88.511	1.510
rxn04742	R06933	BRONZE	BRONZE	SILVER	cpd09809	MolGpKa, sites chemically distinct	2	2	1	1	14.944	1.214
rxn04743	R06934	BRONZE	BRONZE	BRONZE	cpd09810	MolGpKa, sites chemically distinct	4	4	3	1	2.812	0.526
rxn04744	R06935	BRONZE	BRONZE	BRONZE	cpd09811	MolGpKa, sites chemically distinct	6	6	3	1	-9.265	0.314
rxn04745	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decar	BRONZE	BRONZE	SILVER	cpd09812	MolGpKa, sites chemically distinct	8	8	3	1	-104.662	1.204
rxn04746	naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)	BRONZE	BRONZE	SILVER	cpd09805	MolGpKa, sites chemically distinct	6	6	3	1	-77.392	1.681
rxn04748	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decar	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	8	8	2	1	-104.679	1.204
rxn04749	R06940	BRONZE	BRONZE	SILVER	cpd08356	MolGpKa, sites chemically distinct	4	4	2	1	-4.029	1.369
rxn04750	(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	5	5	2	1	4.476	0.259
rxn04751	(3S)-3-hydroxyacyl-CoA hydro-lyase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09843	MolGpKa with symmetry collapse	3	3	3	1	-0.151	0.376
rxn04752	R06943	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd00015	MolGpKa with symmetry collapse	4	4	2	1	18.820	1.765
rxn04753	R06944	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	7	7	2	1	-2.563	0.381
rxn04754	R06945	SILVER	SILVER	GOLD	cpd00003	ChemAxon ladder from pinned cache	7	7	2	1	-96.237	0.858
rxn04755	zeaxanthin,NADH:oxygen oxidoreductase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd03637	MolGpKa with symmetry collapse	7	7	4	1	-91.846	47802.874
rxn04756	zeaxanthin,NADH:oxygen oxidoreductase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd05521	MolGpKa with symmetry collapse	7	7	4	1	-91.846	47802.874
rxn04759	R06950	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd05521	MolGpKa with symmetry collapse	2	2	1	1	0.000	0.000
rxn04762	9-cis-Violaxanthin:9-cis-epoxycarotenoid dioxygenase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09434	MolGpKa with symmetry collapse	4	4	3	1	-86.498	0.849
rxn04763	xanthoxin:NAD+ oxidoreductase	BRONZE	BRONZE	SILVER	cpd09439	MolGpKa, sites chemically distinct	5	5	3	1	3.084	47802.859
rxn04765	R06956	BRONZE	BRONZE	SILVER	cpd03624	MolGpKa, sites chemically distinct	3	3	2	0	-9.030	47802.899
rxn04766	abscisic-aldehyde:oxygen oxidoreductase	BRONZE	BRONZE	SILVER	cpd00025	MolGpKa, sites chemically distinct	6	6	2	1	-40.685	1.109
rxn04767	R06958	BRONZE	BRONZE	SILVER	cpd09441	MolGpKa, sites chemically distinct	3	3	2	0	7.071	0.462
rxn04769	carotenoid psi-end group lyase (decyclizing)	GOLD	GOLD	GOLD	cpd03216	no ionizable groups	2	2	1	1	-27.937	1.656
rxn04770	R06961	GOLD	GOLD	GOLD	cpd00067	no ionizable groups	3	3	1	0	1.830	0.514
rxn04771	carotenoid beta-end group lyase (decyclizing)	GOLD	GOLD	GOLD	cpd03218	no ionizable groups	2	2	1	1	-35.763	1.800
rxn04772	carotenoid psi-end group lyase (decyclizing)	GOLD	GOLD	GOLD	cpd03217	no ionizable groups	2	2	1	1	27.937	1.656
rxn04774	RXNBWI-7189.c	GOLD	GOLD	GOLD	cpd03218	no ionizable groups	2	2	1	1	-27.937	1.656
rxn04776	N-isopropylammelide isopropylaminohydrolase	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	5	5	2	1	2.935	23901.253
rxn04777	R06968	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	5	5	2	1	2.588	23901.253
rxn04778	R06969	SILVER	SILVER	GOLD	cpd00013	ChemAxon ladder from pinned cache	5	5	2	1	2.249	23901.253
rxn04779	R06970	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09846	MolGpKa with symmetry collapse	5	5	3	1	2.666	23901.253
rxn04780	R06971	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd09847	MolGpKa with symmetry collapse	5	5	4	1	2.172	23901.253
rxn04781	R06972	BRONZE	BRONZE	BRONZE	cpd09848	MolGpKa, sites chemically distinct	5	5	3	1	4.424	23901.483
rxn04782	R06973	SILVER	SILVER	GOLD	cpd00191	ChemAxon ladder from pinned cache	4	4	2	1	-3.116	1.366
rxn04783	glycinamide ribonucleotide transformylase	BRONZE-COLLAPSED	BRONZE-COLLAPSED	BRONZE	cpd02394	MolGpKa with symmetry collapse	7	7	3	1	-2.683	1.370
rxn04784	5-formaminoimidazole-4-carboxamide-1-beta-D-ribofuranosyl 5'	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	6	6	2	1	1.482	0.895
rxn04785	R06976	SILVER	SILVER	GOLD	cpd00002	ChemAxon ladder from pinned cache	5	5	2	1	-0.744	0.747
rxn04786	L-2,4-diaminobutyrate:2-oxoglutarate 4-aminotransferase	SILVER	SILVER	GOLD	cpd00023	ChemAxon ladder from pinned cache	4	4	2	1	-6.459	1.220
rxn04787	L-2,4-diaminobutyrate acetyltransferase	BRONZE	BRONZE	SILVER	cpd03862	MolGpKa, sites chemically distinct	5	5	3	1	-5.657	0.483
rxn04788	Ectoine hydro-lyase	BRONZE	BRONZE	SILVER	cpd03727	MolGpKa, sites chemically distinct	3	3	2	1	11.216	2.225
rxn04789	sulfoacetaldehyde:NAD+ oxidoreductase	BRONZE	BRONZE	SILVER	cpd00460	MolGpKa, sites chemically distinct	6	6	3	1	-9.786	0.314
rxn04791	S-(hydroxymethyl)glutathione synthase	BRONZE	BRONZE	BRONZE	cpd09879	MolGpKa, sites chemically distinct	4	4	3	1	-3.884	0.731
rxn04792	S-(hydroxymethyl)glutathione dehydrogenase	BRONZE	BRONZE	BRONZE	cpd00759	MolGpKa, sites chemically distinct	5	5	3	1	0.247	0.719
rxn04793	trans-Hex-2-enoyl-CoA reductase	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	5	5	2	1	-13.728	0.582
rxn04794	propanoyl-CoA:formate C-propanoyltransferase	SILVER	SILVER	GOLD	cpd00010	ChemAxon ladder from pinned cache	4	4	2	1	-2.080	1.211
rxn04795	3-(hydroxyamino)phenol hydroxymutase	BRONZE	BRONZE	SILVER	cpd10301	MolGpKa, sites chemically distinct	2	2	2	1	-56.634	23901.506
rxn04807	naphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating o	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	7	7	2	1	-84.163	3.317
rxn04808	Naphthalene, NADPH:oxygen oxidoreductase (RH-hydroxylating o	SILVER	SILVER	GOLD	cpd00005	ChemAxon ladder from pinned cache	7	7	2	1	-84.163	3.317
rxn04809	(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene glutat	BRONZE	BRONZE	BRONZE	cpd10488	MolGpKa, sites chemically distinct	4	4	3	1	0.313	3.244
rxn04810	(1R)-glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene glutat	BRONZE	BRONZE	BRONZE	cpd10490	MolGpKa, sites chemically distinct	4	4	3	1	0.312	3.244
rxn04811	(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene glutat	BRONZE	BRONZE	BRONZE	cpd10489	MolGpKa, sites chemically distinct	4	4	3	1	0.313	3.244
