modelseed_rxn,name,ec,enzyme_name,equation_definition,equation_ids,tecrdb_reaction,n_measurements,match_tier,dGpredictor_modelseed_dG_kJ,tecrdb_dG_kJ,diff_kJ,abs_diff_kJ,dGpredictor_modelseed_dG_kcal,tecrdb_dG_kcal,diff_kcal,abs_diff_kcal,dGpredictor_modelseed_err_kJ,tecrdb_dG_sd_kJ,combined_err_kJ,significant,other_GroupContribution_dG_kJ,other_dGPredictor_original_dG_kJ,other_eQuilibrator_dG_kJ,tecrdb_dG_min_kJ,tecrdb_dG_max_kJ,pH_min,pH_max,T_min,T_max,ms_orientation_vs_canonical,reactants_smiles,products_smiles,reaction_smiles,reaction_smiles_complete
rxn00686,"5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase",1.5.1.3,dihydrofolate reductase,(1) NADP[0] + (1) Tetrahydrofolate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Dihydrofolate[0],(1) cpd00006[0] + (1) cpd00087[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00330[0],kegg:C00101 + kegg:C00006 = kegg:C00415 + kegg:C00005,7,stereo_exact,19.28,18.842,0.438,0.438,4.608,4.503,0.105,0.105,6.612,6.229,9.084,False,-57.237,19.288,25.213,7.476,27.111,6.7,9.8,298.15,310.15,reversed,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,True
rxn27793,Dihydrofolate reductase,1.5.1.3,dihydrofolate reductase,(1) NADP[0] + (1) Tetrahydrofolate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Dihydrofolate[0],(1) cpd00006[0] + (1) cpd00087[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00330[0],kegg:C00101 + kegg:C00006 = kegg:C00415 + kegg:C00005,7,stereo_exact,19.28,18.842,0.438,0.438,4.608,4.503,0.105,0.105,6.612,6.229,9.084,False,-57.237,19.288,25.213,7.476,27.111,6.7,9.8,298.15,310.15,reversed,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,True
rxn30104,DIHYDROFOLATEREDUCT-RXN.m,1.5.1.3,dihydrofolate reductase,(1) NADP[0] + (1) Tetrahydrofolate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Dihydrofolate[0],(1) cpd00006[0] + (1) cpd00087[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00330[0],kegg:C00101 + kegg:C00006 = kegg:C00415 + kegg:C00005,7,stereo_exact,19.28,18.842,0.438,0.438,4.608,4.503,0.105,0.105,6.612,6.229,9.084,False,-57.237,19.288,25.213,7.476,27.111,6.7,9.8,298.15,310.15,reversed,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2,True
rxn00611,sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase,1.1.1.8,glycerol-3-phosphate dehydrogenase (NAD+),(1) NAD[0] + (1) Glycerol-3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0],(1) cpd00003[0] + (1) cpd00080[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00095[0],kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,15,stereo_exact,22.944,23.38,-0.437,0.437,5.484,5.588,-0.104,0.104,6.376,4.001,7.527,False,15.857,22.928,25.56,12.898,27.375,6.9,9.0,282.95,309.7,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=P([O-])([O-])OC[C@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=C(CO)COP(=O)([O-])[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])OC[C@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C(CO)COP(=O)([O-])[O-],True
rxn27460,NAD-dependent glycerol-3-phosphate dehydrogenase,1.1.1.8,glycerol-3-phosphate dehydrogenase (NAD+),(1) NAD[0] + (1) Glycerol-3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0],(1) cpd00003[0] + (1) cpd00080[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00095[0],kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,15,stereo_exact,22.944,23.38,-0.437,0.437,5.484,5.588,-0.104,0.104,6.376,4.001,7.527,False,15.857,22.928,25.56,12.898,27.375,6.9,9.0,282.95,309.7,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=P([O-])([O-])OC[C@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=C(CO)COP(=O)([O-])[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])OC[C@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C(CO)COP(=O)([O-])[O-],True
rxn30381,"glycerol-3-phosphate dehydrogenase (NAD), mitochondrial",1.1.1.8,glycerol-3-phosphate dehydrogenase (NAD+),(1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0] <=> (1) NAD[0] + (1) Glycerol-3-phosphate[0],(1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00095[0] <=> (1) cpd00003[0] + (1) cpd00080[0],kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,15,stereo_exact,-22.944,-23.38,0.437,0.437,-5.484,-5.588,0.104,0.104,6.376,4.001,7.527,False,-15.857,-22.928,-25.56,-27.375,-12.898,6.9,9.0,282.95,309.7,reversed,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=C(CO)COP(=O)([O-])[O-],1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=P([O-])([O-])OC[C@H](O)CO,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C(CO)COP(=O)([O-])[O-]>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])OC[C@H](O)CO,True
rxn37873,1.1.1.8-RXN.e,1.1.1.8,glycerol-3-phosphate dehydrogenase (NAD+),(1) NAD[0] + (1) Glycerol-3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Glycerone-phosphate[0],(1) cpd00003[0] + (1) cpd00080[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00095[0],kegg:C00093 + kegg:C00003 = kegg:C00111 + kegg:C00004,15,stereo_exact,22.944,23.38,-0.437,0.437,5.484,5.588,-0.104,0.104,6.376,4.001,7.527,False,15.857,22.928,25.56,12.898,27.375,6.9,9.0,282.95,309.7,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 O=P([O-])([O-])OC[C@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=C(CO)COP(=O)([O-])[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=P([O-])([O-])OC[C@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C(CO)COP(=O)([O-])[O-],True
rxn00217,D-Glucose:NAD+ 1-oxidoreductase,1.1.1.47,glucose dehydrogenase,(1) NAD[0] + (1) D-Glucose[0] <=> (1) NADH[0] + (1) H+[0] + (1) Gluconolactone[0],(1) cpd00003[0] + (1) cpd00027[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd00170[0],kegg:C00031 + kegg:C00003 = kegg:C00198 + kegg:C00004,2,stereo_exact,-4.365,-4.796,0.431,0.431,-1.043,-1.146,0.103,0.103,6.442,2.87,7.052,False,-8.242,-4.351,-4.908,-6.826,-2.767,6.7,7.0,294.15,303.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,True
rxn12185,D-Galactose:NAD+ 1-oxidoreductase,1.1.1.47,glucose dehydrogenase,"(1) NAD[0] + (1) Galactose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Galactono-1,5-lactone[0]",(1) cpd00003[0] + (1) cpd00108[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd01734[0],kegg:C00031 + kegg:C00003 = kegg:C00198 + kegg:C00004,2,skeleton,-4.365,-4.796,0.431,0.431,-1.043,-1.146,0.103,0.103,6.442,2.87,7.052,False,-8.242,-4.351,-22.071,-6.826,-2.767,6.7,7.0,294.15,303.15,same,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 O=C1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=C1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,True
rxn01465,(S)-dihydroorotate amidohydrolase,3.5.2.3,dihydroorotase,(1) H2O[0] + (1) S-Dihydroorotate[0] <=> (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0],(1) cpd00001[0] + (1) cpd00282[0] <=> (1) cpd00067[0] + (1) cpd00343[0],kegg:C00337 + kegg:C00001 = kegg:C00438,3,stereo_exact,-4.151,-4.577,0.426,0.426,-0.992,-1.094,0.102,0.102,7.14,2.295,7.5,False,-21.966,-4.142,-4.422,-6.136,-1.618,6.1,7.5,303.15,310.15,reversed,1 O; 1 O=C1C[C@@H](C(=O)[O-])NC(=O)N1,1 [H+]; 1 NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],O.O=C1C[C@@H](C(=O)[O-])NC(=O)N1>>[H+].NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],True
rxn27794,Carbamoylaspartic dehydrase,3.5.2.3,dihydroorotase,(1) H2O[0] + (1) S-Dihydroorotate[0] <=> (1) H+[0] + (1) N-Carbamoyl-L-aspartate[0],(1) cpd00001[0] + (1) cpd00282[0] <=> (1) cpd00067[0] + (1) cpd00343[0],kegg:C00337 + kegg:C00001 = kegg:C00438,3,stereo_exact,-4.151,-4.577,0.426,0.426,-0.992,-1.094,0.102,0.102,7.14,2.295,7.5,False,-21.966,-4.142,-4.422,-6.136,-1.618,6.1,7.5,303.15,310.15,reversed,1 O; 1 O=C1C[C@@H](C(=O)[O-])NC(=O)N1,1 [H+]; 1 NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],O.O=C1C[C@@H](C(=O)[O-])NC(=O)N1>>[H+].NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],True
rxn35449,dihydroorotase,3.5.2.3,dihydroorotase,(1) H+[0] + (1) N-Carbamoyl-L-aspartate[0] <=> (1) H2O[0] + (1) S-Dihydroorotate[0],(1) cpd00067[0] + (1) cpd00343[0] <=> (1) cpd00001[0] + (1) cpd00282[0],kegg:C00337 + kegg:C00001 = kegg:C00438,3,stereo_exact,4.151,4.577,-0.426,0.426,0.992,1.094,-0.102,0.102,7.14,2.295,7.5,False,21.966,4.142,4.422,1.618,6.136,6.1,7.5,303.15,310.15,same,1 [H+]; 1 NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-],1 O; 1 O=C1C[C@@H](C(=O)[O-])NC(=O)N1,[H+].NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]>>O.O=C1C[C@@H](C(=O)[O-])NC(=O)N1,True
rxn01702,retinyl-palmitate palmitohydrolase,3.1.1.21,retinyl-palmitate esterase,(1) H2O[0] + (1) Retinol palmitate[0] <=> (1) H+[0] + (1) Palmitate[0] + (1) Retinol[0],(1) cpd00001[0] + (1) cpd01691[0] <=> (1) cpd00067[0] + (1) cpd00214[0] + (1) cpd00365[0],kegg:C02588 + kegg:C00001 = kegg:C00473 + kegg:C00249,1,stereo_exact,14.745,15.158,-0.413,0.413,3.524,3.623,-0.099,0.099,8.733,0.0,8.733,False,-8.828,14.728,19.887,15.158,15.158,7.5,7.5,310.15,310.15,reversed,1 O; 1 CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,1 [H+]; 1 CCCCCCCCCCCCCCCC(=O)[O-]; 1 CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,O.CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C>>[H+].CCCCCCCCCCCCCCCC(=O)[O-].CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,True
rxn02184,11-cis-Retinyl-palmitate acylhydrolase,3.1.1.21,retinyl-palmitate esterase,(1) H2O[0] + (1) 11-cis-Retinyl palmitate[0] <=> (1) H+[0] + (1) Palmitate[0] + (1) 11-cis-Retinol[0],(1) cpd00001[0] + (1) cpd02184[0] <=> (1) cpd00067[0] + (1) cpd00214[0] + (1) cpd00667[0],kegg:C02588 + kegg:C00001 = kegg:C00473 + kegg:C00249,1,skeleton,14.745,15.158,-0.413,0.413,3.524,3.623,-0.099,0.099,8.733,0.0,8.733,False,-8.828,14.728,-15.318,15.158,15.158,7.5,7.5,310.15,310.15,reversed,1 O; 1 CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,1 [H+]; 1 CCCCCCCCCCCCCCCC(=O)[O-]; 1 CC1=C(/C=C/C(C)=C/C=C\C(C)=C\CO)C(C)(C)CCC1,O.CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C>>[H+].CCCCCCCCCCCCCCCC(=O)[O-].CC1=C(/C=C/C(C)=C/C=C\C(C)=C\CO)C(C)(C)CCC1,True
rxn01043,xylitol:NADP+ oxidoreductase,1.1.1.21,aldehyde reductase,(1) NADP[0] + (1) Xylitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Xylose[0],(1) cpd00006[0] + (1) cpd00306[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd00154[0],kegg:C00379 + kegg:C00006 = kegg:C00181 + kegg:C00005,2,stereo_exact,11.497,11.909,-0.412,0.412,2.748,2.846,-0.098,0.098,6.561,3.298,7.343,False,19.79,11.506,15.69,9.577,14.241,7.5,7.8,298.15,298.15,reversed,1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 OC[C@@H](O)[C@H](O)[C@@H](O)CO,1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [H+]; 1 OC1OC[C@@H](O)[C@H](O)[C@H]1O,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.OC[C@@H](O)[C@H](O)[C@@H](O)CO>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].OC1OC[C@@H](O)[C@H](O)[C@H]1O,True
rxn02930,"D-threo-2,4-diaminopentanoate:NAD+ oxidoreductase (deaminating)",1.4.1.12,"2,4-diaminopentanoate dehydrogenase","(1) H2O[0] + (1) NAD[0] + (1) 2,4-Diaminopentanoate[0] <=> (1) NADH[0] + (1) NH3[0] + (1) H+[0] + (1) 2-Amino-4-oxopentanoate[0]",(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd02448[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd00067[0] + (1) cpd02121[0],kegg:C03943 + kegg:C00003 + kegg:C00001 = kegg:C03341 + kegg:C00004 + kegg:C00014,1,stereo_exact,20.513,20.118,0.395,0.395,4.903,4.808,0.094,0.094,8.728,0.0,8.728,False,26.192,20.502,29.656,20.118,20.118,8.75,8.75,301.15,301.15,same,1 O; 1 NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1; 1 C[C@H]([NH3+])C[C@@H]([NH3+])C(=O)[O-],1 NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1; 1 [NH4+]; 1 [H+]; 1 CC(=O)C[C@@H]([NH3+])C(=O)[O-],O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.C[C@H]([NH3+])C[C@@H]([NH3+])C(=O)[O-]>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[NH4+].[H+].CC(=O)C[C@@H]([NH3+])C(=O)[O-],True
