rxn	name	ec	source	dg	sigma	operator	ehat	p_ok	z	birge	n_src	struct_zero	grade	reason	n_anchor	n_proxy
rxn23681	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23682	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23683	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23684	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23685	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23686	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23687	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23688	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23689	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23690	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23691	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23692	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23694	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23695	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23696	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23697	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23698	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23700	tryptamine oxidase	1.4.3.22;1.4.3.4;1.4.3.6	eQuilibrator	-22.3700	1.0900	>	0.7998	0.8802	0.0734	0.3513	3	False	SILVER	self-confident	788	0
rxn23703	RXN-1408.c		eQuilibrator	-13.7800	1.1700	>	0.7998	0.8802	0.1723	1.2444	3	False	SILVER	self-confident	788	0
rxn23704	RXN-1441.c		eQuilibrator	-118.8000	1.4300	>	0.7998	0.8802	0.0387	0.6107	3	False	SILVER	self-confident	788	0
rxn23707	RXN-1485.c		eQuilibrator	-13.5600	0.4400	>	0.7998	0.8802	0.0389	0.6088	3	False	SILVER	self-confident	788	0
rxn23710	RXN-1541.c	1.14.13.-	eQuilibrator	-96.5700	0.7800	>	0.7998	0.8802	0.4704	2.2421	3	False	SILVER	self-confident	788	0
rxn23720	RXN-1685.d	2.7.1.1;2.7.1.2	eQuilibrator	-2.7600	0.4600	=	0.7998	0.8802	1.0679	2.1427	3	False	SILVER	self-confident	788	0
rxn23722	RXN-1725.c	1.14.99.-	eQuilibrator	-0.7900	0.3000	=	0.7293	0.9254	0.0971	3.0134	3	False	GOLD	self-certain	788	0
rxn23723	RXN-1725.d	1.14.99.-	eQuilibrator	-0.7900	0.3000	=	0.7293	0.9254	0.0971	3.0134	3	False	GOLD	self-certain	788	0
rxn23724	RXN-1726.c	1.14.99.-	eQuilibrator	-0.7900	0.3000	=	0.7293	0.9254	0.0431	2.5299	3	False	GOLD	self-certain	788	0
rxn23725	RXN-1726.d	1.14.99.-	eQuilibrator	-0.7900	0.3000	=	0.7293	0.9254	0.0431	2.5299	3	False	GOLD	self-certain	788	0
rxn23726	RXN-1727.c	1.14.99.-	eQuilibrator	-0.7900	0.3000	=	0.7293	0.9254	0.1006	1.7175	3	False	GOLD	self-certain	788	0
rxn23727	RXN-1727.d	1.14.99.-	eQuilibrator	-0.7900	0.3000	=	0.7293	0.9254	0.1006	1.7175	3	False	GOLD	self-certain	788	0
rxn23728	RXN-1728.c	1.14.99.-	eQuilibrator	-0.7900	0.3000	=	0.7293	0.9254	0.0996	2.0192	3	False	GOLD	self-certain	788	0
rxn23729	RXN-1728.d	1.14.99.-	eQuilibrator	-0.7900	0.3000	=	0.7293	0.9254	0.0996	2.0192	3	False	GOLD	self-certain	788	0
rxn23730	RXN-1744.c		eQuilibrator	-51.2900	3.1100	>	0.7998	0.8802	1.2784	8.1128	3	False	SILVER	self-confident	788	0
rxn23731	RXN-1781.v	2.4.1.99	eQuilibrator	-1.3600	1.4700	=	0.7998	0.8802	0.0869	0.2671	3	False	SILVER	self-confident	788	0
rxn23732	RXN-1801.c	2.4.1.100	eQuilibrator	-0.2900	0.7500	=	0.7998	0.8802	0.0162	0.0767	2	True	SILVER	self-confident	788	0
rxn23733	RXN-1801.v	2.4.1.100	eQuilibrator	-0.2900	0.7500	=	0.7998	0.8802	0.0162	0.0767	2	True	SILVER	self-confident	788	0
rxn23734	RXN-1802.c	2.4.1.-	eQuilibrator	0.0000	0.0000	=	0.4234	1.0000	0.0252	0.2491	3	False	GOLD	self-certain	788	0
rxn23735	RXN-1802.v	2.4.1.-	eQuilibrator	0.0000	0.0000	=	0.4234	1.0000	0.0252	0.2491	3	False	GOLD	self-certain	788	0
rxn23736	RXN-1803.c	2.4.1.10	eQuilibrator	-1.3600	1.4700	=	0.7998	0.8802	0.1273	0.4064	3	False	SILVER	self-confident	788	0
rxn23737	RXN-1803.e	2.4.1.10	eQuilibrator	-1.3600	1.4700	=	0.7998	0.8802	0.1273	0.4064	3	False	SILVER	self-confident	788	0
rxn23738	RXN-1803.v	2.4.1.10	eQuilibrator	-1.3600	1.4700	=	0.7998	0.8802	0.1273	0.4064	3	False	SILVER	self-confident	788	0
rxn23739	RXN-1804.c	2.4.1.10	eQuilibrator	-1.6500	0.7400	=	0.7998	0.8802	0.1483	0.4638	3	False	SILVER	self-confident	788	0
rxn23740	RXN-1804.e	2.4.1.10	eQuilibrator	-1.6500	0.7400	=	0.7998	0.8802	0.1483	0.4638	3	False	SILVER	self-confident	788	0
rxn23741	RXN-1804.v	2.4.1.10	eQuilibrator	-1.6500	0.7400	=	0.7998	0.8802	0.1483	0.4638	3	False	SILVER	self-confident	788	0
rxn23749	exo-beta-fructosidase	3.2.1.80	eQuilibrator	-4.2700	1.2300	>	0.7998	0.8802	0.1393	0.4584	3	False	SILVER	self-confident	788	0
rxn23750	exo-beta-fructosidase	3.2.1.80	eQuilibrator	-4.2700	1.2300	>	0.7998	0.8802	0.1393	0.4584	3	False	SILVER	self-confident	788	0
rxn23751	RXN-1863.c	3.2.1.-	eQuilibrator	-3.9800	0.5500	>	0.7998	0.8802	0.0712	0.2038	3	False	SILVER	self-confident	788	0
rxn23752	RXN-1863.v	3.2.1.-	eQuilibrator	-3.9800	0.5500	>	0.7998	0.8802	0.0712	0.2038	3	False	SILVER	self-confident	788	0
rxn23753	RXN-1883.c		eQuilibrator	-10.3700	1.2500	>	0.7998	0.8802	0.5735	2.0175	3	False	SILVER	self-confident	788	0
rxn23754	L-galactose 1-dehydrogenase	1.1.1.316	eQuilibrator	-2.6000	0.4700	=	0.7998	0.8802	0.0973	0.4463	3	False	SILVER	self-confident	788	0
rxn23757	RXN-2.c		eQuilibrator	13.4900	1.8200	<	0.7998	0.8802	0.3142	4.1382	3	False	SILVER	self-confident	788	0
rxn23758	RXN-2003.c		eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0594	0.5538	3	False	GOLD	self-certain	788	0
rxn23759	RXN-2005.c		eQuilibrator	-6.6900	0.3400	>	0.7998	0.8824	0.2002	1.9349	3	False	SILVER	self-confident	788	0
rxn23760	RXN-2005.x		eQuilibrator	-6.6900	0.3400	>	0.7998	0.8824	0.2002	1.9349	3	False	SILVER	self-confident	788	0
rxn23761	RXN-2006.x	2.3.1.-;2.3.1.16	eQuilibrator	-7.5200	0.3300	=	0.7998	0.8824	0.1629	0.6873	3	False	SILVER	self-confident	788	0
rxn23762	RXN-2008.c		eQuilibrator	-105.7800	0.9000	>	0.7998	0.8802	0.7205	2.3356	3	False	SILVER	self-confident	788	0
rxn23763	RXN-2009.c	3.1.2.-	eQuilibrator	-6.6700	0.3400	>	0.7998	0.8824	0.1427	1.4078	3	False	SILVER	self-confident	788	0
rxn23772	RXN-2121.c	1.1.1.-	eQuilibrator	4.9500	0.2500	=	0.6336	0.9254	1.5049	2.0664	3	False	GOLD	self-certain	788	0
rxn23773	RXN-2122.c	1.2.1.-	eQuilibrator	-9.9900	0.2700	>	0.6336	0.9254	0.1929	0.7009	3	False	GOLD	self-certain	788	0
rxn23779	RXN-2202.d	2.3.3.-	eQuilibrator	-5.9500	0.3200	=	0.7293	0.9254	0.2949	0.7723	3	False	GOLD	self-certain	788	0
rxn23782	RXN-2207.c		eQuilibrator	-118.8000	1.4300	>	0.7998	0.8802	0.0254	0.3666	3	False	SILVER	self-confident	788	0
rxn23787	RXN-2224.c		eQuilibrator	-2.3300	0.5200	=	0.7998	0.8802	0.0736	1.2701	3	False	SILVER	self-confident	788	0
rxn23788	RXN-2424.c		eQuilibrator	-0.0000	0.0000	=	0.4234	1.0000	0.0166	1.0487	3	False	GOLD	self-certain	788	0
rxn23789	RXN-2425.c		eQuilibrator	0.1000	0.3500	=	0.7998	0.8802	0.1443	0.4323	3	False	SILVER	self-confident	788	0
rxn23790	RXN-2441.c		eQuilibrator	10.4900	0.7700	<	0.7998	0.8802	0.1477	0.6468	3	False	SILVER	self-confident	788	0
rxn23793	RXN-2502.c		eQuilibrator	-4.5800	3.1100	=	0.7998	0.8802	0.0381	2.4570	3	False	SILVER	self-confident	788	0
rxn23794	RXN-2505.c		eQuilibrator	-62.1200	1.3000	>	0.7998	0.8802	1.1246	4.4395	3	False	SILVER	self-confident	788	0
rxn23795	RXN-2506.c		eQuilibrator	-12.7300	0.4000	>	0.7998	0.8802	0.0124	0.7887	3	False	SILVER	self-confident	788	0
rxn23796	RXN-2541.d	2.5.1.-;2.5.1.115	eQuilibrator	-23.8000	0.9900	>	0.7998	0.8802	0.4683	1.6616	3	False	SILVER	self-confident	788	0
rxn23798	RXN-2543.d	5.5.1.24	eQuilibrator	-20.3300	1.4300	>	0.7998	0.8802	0.5548	2.0433	3	False	SILVER	self-confident	788	0
rxn23799	RXN-2561.d		eQuilibrator	-20.3300	1.4300	>	0.7998	0.8802	0.5548	2.0433	3	False	SILVER	self-confident	788	0
rxn23801	RXN-2581.c	1.14.13.36	eQuilibrator	-105.7700	0.9000	>	0.7998	0.8802	0.8570	3.1740	3	False	SILVER	self-confident	788	0
rxn23802	RXN-2581.r	1.14.13.36	eQuilibrator	-105.7700	0.9000	>	0.7998	0.8802	0.8570	3.1740	3	False	SILVER	self-confident	788	0
rxn23803	RXN-2621.c	3.1.2.-	eQuilibrator	5.0100	0.7900	=	0.7998	0.8802	0.0910	0.3569	3	False	SILVER	self-confident	788	0
rxn23804	RXN-2761.d	2.5.1.-;2.5.1.117	eQuilibrator	-23.8000	0.9900	>	0.7998	0.8802	0.4664	1.6589	3	False	SILVER	self-confident	788	0
rxn23808	RXN-2802.c		eQuilibrator	-14.0900	0.4700	>	0.7998	0.8802	2.5486	3.2302	3	False	SILVER	self-confident	788	0
rxn23815	RXN-2884.c		eQuilibrator	-14.1300	2.2700	>	0.7998	0.8802	0.2190	1.6102	3	False	SILVER	self-confident	788	0
rxn23816	RXN-2901.m	2.6.1.19;2.6.1.55	eQuilibrator	-0.8400	0.7100	=	0.7998	0.8802	0.3769	0.5058	3	False	SILVER	self-confident	788	0
rxn23817	RXN-2902.m	1.2.1.18;1.2.1.27	eQuilibrator	-6.1800	1.2600	=	0.7998	0.8802	0.2605	0.5960	3	False	SILVER	self-confident	788	0
rxn23820	RXN-2944.c	6.3.-.-	eQuilibrator	-9.2300	0.5400	=	0.7998	0.8802	1.0682	3.3203	3	False	SILVER	self-confident	788	0
rxn23821	RXN-2945.c	6.3.-.-	eQuilibrator	-8.2900	0.8000	=	0.7998	0.8802	1.0787	3.4734	3	False	SILVER	self-confident	788	0
rxn23822	RXN-2946.c	6.3.-.-	eQuilibrator	-9.2300	0.5700	=	0.7998	0.8802	1.0173	3.2948	3	False	SILVER	self-confident	788	0
rxn23823	RXN-2947.c	6.3.-.-	eQuilibrator	-8.8300	0.5600	=	0.7998	0.8802	1.0370	3.3690	3	False	SILVER	self-confident	788	0
rxn23824	RXN-2948.c	6.3.-.-	eQuilibrator	-8.5400	0.8500	=	0.7998	0.8802	1.0375	3.4216	3	False	SILVER	self-confident	788	0
rxn23826	IAA-Ala conjugate hydrolase	3.5.1.-;3.5.1.M7	eQuilibrator	0.2700	0.5400	=	0.7998	0.8802	0.0364	0.4437	3	False	SILVER	self-confident	788	0
rxn23827	IAA-Ala conjugate hydrolase	3.5.1.-;3.5.1.M7	eQuilibrator	0.2700	0.5400	=	0.7998	0.8802	0.0364	0.4437	3	False	SILVER	self-confident	788	0
rxn23828	IAA-Leu conjugate hydrolase	3.5.1.-	eQuilibrator	-0.6700	0.8000	=	0.7998	0.8802	0.0467	0.1940	3	False	SILVER	self-confident	788	0
rxn23829	IAA-Leu conjugate hydrolase	3.5.1.-	eQuilibrator	-0.6700	0.8000	=	0.7998	0.8802	0.0467	0.1940	3	False	SILVER	self-confident	788	0
rxn23830	2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase	1.21.3.6	eQuilibrator	-115.5700	2.2500	>	0.7998	0.8802	2.7146	8.3821	3	False	SILVER	self-confident	788	0
rxn23831	2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase	1.21.3.6	eQuilibrator	-128.5300	4.2400	>	0.7998	0.8802	3.2048	10.5595	3	False	BRONZE	outvoted	788	0
rxn23832	RXN-3103.v	1.21.3.6	eQuilibrator	-115.6100	2.2500	>	0.7998	0.8802	2.9927	8.9006	3	False	SILVER	self-confident	788	0
rxn23833	RXN-3121.c		eQuilibrator	-0.0000	0.0000	=	0.4234	1.0000	0.0204	0.3201	3	False	GOLD	self-certain	788	0
rxn23834	RXN-3122.c		eQuilibrator	-1.9400	0.1900	=	0.6336	0.9254	0.1011	0.3929	3	False	GOLD	self-certain	788	0
rxn23835	RXN-3163.c	3.1.-.-	eQuilibrator	-4.3600	0.5100	>	0.7998	0.8802	0.0314	0.9196	3	False	SILVER	self-confident	788	0
rxn23836	RXN-3164.c	3.1.-.-	eQuilibrator	-6.3000	0.5400	>	0.7998	0.8802	0.0124	1.5906	3	False	SILVER	self-confident	788	0
rxn23837	RXN-3165.c	3.1.-.-	eQuilibrator	-6.3000	0.5400	>	0.7998	0.8802	0.1566	1.0384	3	False	SILVER	self-confident	788	0
rxn23838	RXN-3166.c		eQuilibrator	-6.0200	0.5500	>	0.7998	0.8802	0.1010	1.2575	3	False	SILVER	self-confident	788	0
rxn23839	RXN-3167.c		eQuilibrator	-2.6500	0.4200	>	0.7998	0.8802	0.0926	0.6511	3	False	SILVER	self-confident	788	0
rxn23840	RXN-3181.c		eQuilibrator	-18.8000	1.0200	>	0.7998	0.8802	0.0794	0.2811	3	False	SILVER	self-confident	788	0
rxn23844	RXN-3185.c		eQuilibrator	0.2700	0.5600	=	0.7998	0.8802	0.0751	0.2515	3	False	SILVER	self-confident	788	0
rxn23848	2-hydroxyisoflavanone synthase (ambiguous)	1.14.13.136;1.14.13.86	eQuilibrator	-96.5700	0.7800	>	0.7998	0.8802	0.4517	2.3541	3	False	SILVER	self-confident	788	0
rxn23850	RXN-3443.c	1.2.1.3	eQuilibrator	-10.2200	0.1200	>	0.5686	0.9254	1.0304	1.1868	3	False	GOLD	self-certain	788	0
rxn23861	RXN-3581.c	2.4.1.170	eQuilibrator	-11.1500	0.9200	>	0.7998	0.8802	0.5383	1.7729	3	False	SILVER	self-confident	788	0
rxn23862	RXN-3583.c	2.3.1.115	eQuilibrator	-9.5400	0.5500	=	0.7998	0.8802	0.4405	2.9110	3	False	SILVER	self-confident	788	0
rxn23863	RXN-3584.c	2.4.1.170	eQuilibrator	3.3600	2.3400	=	0.7998	0.8802	0.2472	0.8014	3	False	SILVER	self-confident	788	0
rxn23864	RXN-3585.c	2.3.1.115	eQuilibrator	-9.3100	0.5500	=	0.7998	0.8802	1.0924	4.1463	3	False	SILVER	self-confident	788	0
rxn23865	RXN-3588.c		eQuilibrator	-4.7800	0.5100	>	0.7998	0.8802	0.0057	1.4296	3	False	SILVER	self-confident	788	0
rxn23866	RXN-3590.c		eQuilibrator	5.0700	0.9300	=	0.7998	0.8802	0.4312	1.5536	3	False	SILVER	self-confident	788	0
rxn23867	RXN-3591.c		eQuilibrator	-9.4300	2.3400	>	0.7998	0.8802	0.3497	1.0937	3	False	SILVER	self-confident	788	0
rxn23868	RXN-3592.c		eQuilibrator	-4.5400	0.5100	>	0.7998	0.8802	0.6607	2.6193	3	False	SILVER	self-confident	788	0
rxn23869	RXN-3601.c	1.1.1.246;1.1.1.348	eQuilibrator	-0.4400	0.3800	=	0.7998	0.8802	0.1787	1.3729	3	False	SILVER	self-confident	788	0
rxn23870	RXN-3602.c	4.2.1.139	eQuilibrator	-31.7500	3.3600	>	0.7998	0.8802	0.9642	3.1472	3	False	SILVER	self-confident	788	0
rxn23871	RXN-37.m	1.2.1.3	eQuilibrator	-9.4100	0.2700	>	0.6336	0.9254	0.0630	0.8325	3	False	GOLD	self-certain	788	0
rxn23873	isoflavone 3'-hydroxylase	1.14.13.52	eQuilibrator	-105.7700	0.9000	>	0.7998	0.8802	0.8508	3.1457	3	False	SILVER	self-confident	788	0
rxn23874	isoflavone 3'-hydroxylase	1.14.13.52	eQuilibrator	-105.7700	0.9000	>	0.7998	0.8802	0.8508	3.1457	3	False	SILVER	self-confident	788	0
rxn23875	Isoflavone 3'-hydroxylase	1.14.13.52	eQuilibrator	-105.7700	0.9000	>	0.7998	0.8802	0.8508	3.1457	3	False	SILVER	self-confident	788	0
rxn23876	Isoflavone 3'-hydroxylase	1.14.13.52	eQuilibrator	-105.7700	0.9000	>	0.7998	0.8802	0.8508	3.1457	3	False	SILVER	self-confident	788	0
rxn23877	RXN-3765.n	1.14.13.53	eQuilibrator	-105.7800	0.9000	>	0.7998	0.8802	1.0214	3.6006	3	False	SILVER	self-confident	788	0
rxn23878	RXN-3765.r	1.14.13.53	eQuilibrator	-105.7800	0.9000	>	0.7998	0.8802	1.0214	3.6006	3	False	SILVER	self-confident	788	0
rxn23879	RXN-3941.c		eQuilibrator	-100.9700	1.2700	>	0.7998	0.8802	0.0536	0.9370	3	False	SILVER	self-confident	788	0
rxn23880	RXN-3942.c		eQuilibrator	9.6600	0.3700	=	0.7998	0.8802	0.1901	0.5635	3	False	SILVER	self-confident	788	0
rxn23881	RXN-3943.c		eQuilibrator	-14.4400	0.3500	>	0.7998	0.8802	0.2677	1.4122	3	False	SILVER	self-confident	788	0
rxn23882	RXN-3944.c	3.5.2.20	eQuilibrator	14.6800	1.5300	<	0.7998	0.8802	0.9218	3.9943	3	False	SILVER	self-confident	788	0
rxn23895	RXN-4201.c	2.4.1.170	eQuilibrator	-10.9600	0.9200	>	0.7998	0.8802	0.5237	1.7330	3	False	SILVER	self-confident	788	0
rxn23896	RXN-4204.c	2.3.1.115	eQuilibrator	-9.2900	0.5500	=	0.7998	0.8802	1.1992	4.0338	3	False	SILVER	self-confident	788	0
rxn23897	RXN-4206.c		eQuilibrator	-4.7900	0.5100	>	0.7998	0.8802	0.0612	0.7486	3	False	SILVER	self-confident	788	0
rxn23898	RXN-4207.c		eQuilibrator	4.8800	0.9300	=	0.7998	0.8802	0.4189	1.5208	3	False	SILVER	self-confident	788	0
rxn23901	RXN-4209.c	1.3.3.-	eQuilibrator	-11.1600	1.8200	>	0.7998	0.8802	0.3621	1.2879	3	False	SILVER	self-confident	788	0
rxn23902	RXN-4210.c	1.3.1.21	eQuilibrator	-18.9200	1.8500	>	0.7998	0.8802	0.3456	1.1562	3	False	SILVER	self-confident	788	0
rxn23903	RXN-4210.r	1.3.1.21	eQuilibrator	-18.9200	1.8500	>	0.7998	0.8802	0.3456	1.1562	3	False	SILVER	self-confident	788	0
rxn23904	RXN-4221.c		eQuilibrator	-0.7000	0.3200	=	0.7293	0.9254	0.0203	0.5590	3	False	GOLD	self-certain	788	0
rxn23905	RXN-4221.r		eQuilibrator	-0.7000	0.3200	=	0.7293	0.9254	0.0203	0.5590	3	False	GOLD	self-certain	788	0
rxn23906	RXN-4222.c		eQuilibrator	-1.2100	0.6200	=	0.7998	0.8802	0.5146	3.2114	3	False	SILVER	self-confident	788	0
rxn23907	RXN-4222.r		eQuilibrator	-1.2100	0.6200	=	0.7998	0.8802	0.5146	3.2114	3	False	SILVER	self-confident	788	0
rxn23908	RXN-4224.c		eQuilibrator	-12.8500	0.6800	>	0.7998	0.8802	0.1779	1.3371	3	False	SILVER	self-confident	788	0
rxn23909	RXN-4224.r		eQuilibrator	-12.8500	0.6800	>	0.7998	0.8802	0.1779	1.3371	3	False	SILVER	self-confident	788	0
rxn23910	RXN-4242.c	1.3.1.-	eQuilibrator	14.2500	0.3400	<	0.7998	0.8824	0.2249	0.7415	3	False	SILVER	self-confident	788	0
rxn23911	RXN-4243.c	1.3.1.-	eQuilibrator	-94.6600	0.8300	>	0.7998	0.8802	0.2278	0.7504	3	False	SILVER	self-confident	788	0
rxn23918	RXN-4286.c	5.3.3.-	eQuilibrator	1.6300	1.6400	=	0.7998	0.8802	0.5457	2.1042	3	False	SILVER	self-confident	788	0
rxn23921	RXN-4305.m	2.5.1.-;2.5.1.112	eQuilibrator	-12.1400	1.0900	>	0.7998	0.8802	0.6197	2.1277	3	False	SILVER	self-confident	788	0
rxn23922	cytokinin synthase	2.5.1.27	eQuilibrator	-13.1400	1.2000	>	0.7998	0.8802	0.5550	1.9476	3	False	SILVER	self-confident	788	0
rxn23923	cytokinin synthase	2.5.1.27	eQuilibrator	-13.1400	1.2000	>	0.7998	0.8802	0.5550	1.9476	3	False	SILVER	self-confident	788	0
rxn23924	N6-(delta2-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase	3.2.2.-	eQuilibrator	-0.5800	0.5900	=	0.7998	0.8802	0.0924	0.6354	3	False	SILVER	self-confident	788	0
rxn23925	RXN-4314.c		eQuilibrator	-0.5800	0.5900	=	0.7998	0.8802	0.0924	0.6354	3	False	SILVER	self-confident	788	0
rxn23926	RXN-4315.c		eQuilibrator	-0.0900	0.5200	=	0.7998	0.8802	0.0001	0.7467	3	False	SILVER	self-confident	788	0
rxn23927	RXN-4318.c		eQuilibrator	-0.0900	0.5200	=	0.7998	0.8802	0.0001	0.7467	3	False	SILVER	self-confident	788	0
rxn23929	RXN-4320.c	2.3.1.115	eQuilibrator	-9.2900	0.5500	=	0.7998	0.8802	1.1992	4.0338	3	False	SILVER	self-confident	788	0
rxn23930	RXN-4321.c		eQuilibrator	-4.7900	0.5100	>	0.7998	0.8802	0.0605	0.7478	3	False	SILVER	self-confident	788	0
rxn23932	RXN-4342.c		eQuilibrator	-81.5000	0.7800	>	0.7998	0.8802	0.0399	1.0635	2	False	SILVER	self-confident	788	0
rxn23951	RXN-4504.v	1.1.1.246	eQuilibrator	-32.1900	3.4000	>	0.7998	0.8802	0.8981	3.0572	3	False	SILVER	self-confident	788	0
rxn23952	(6aR,11aR)-3,9-dihydroxypterocarpan,NADPH:oxygen oxidoreductase (6a-hydroxylating)	1.14.13.28	eQuilibrator	-92.9700	1.7000	>	0.7998	0.8802	1.8521	7.2736	3	False	SILVER	self-confident	788	0
rxn23953	glyceollin synthase	2.5.1.36	eQuilibrator	-19.4900	0.7700	>	0.7998	0.8802	0.4903	1.5615	3	False	SILVER	self-confident	788	0
rxn23954	glyceollin synthase	2.5.1.36	eQuilibrator	-19.4900	0.7700	>	0.7998	0.8802	0.4838	1.5308	3	False	SILVER	self-confident	788	0
rxn23955	glyceollin synthase	1.14.13.85	eQuilibrator	-120.5000	1.5700	>	0.7998	0.8802	0.1254	1.1805	3	False	SILVER	self-confident	788	0
rxn23956	glyceollin synthase	1.14.13.85	eQuilibrator	-117.0300	1.4200	>	0.7998	0.8802	0.7955	2.7047	3	False	SILVER	self-confident	788	0
rxn23957	RXN-4541.c		eQuilibrator	-0.0900	0.5200	=	0.7998	0.8802	0.0001	0.7467	3	False	SILVER	self-confident	788	0
rxn23960	RXN-4561.c		eQuilibrator	-92.9700	1.7000	>	0.7998	0.8802	1.8521	7.2736	3	False	SILVER	self-confident	788	0
rxn23961	L-phenylalanine N-monooxygenase	1.14.13.124	eQuilibrator	-210.3300	2.2100	>	0.7998	0.8802	0.0796	0.2502	3	False	SILVER	self-confident	788	0
rxn23962	RXN-4603.c		eQuilibrator	-118.8000	1.4300	>	0.7998	0.8802	0.0387	0.6107	3	False	SILVER	self-confident	788	0
rxn23963	RXN-4621.c	1.5.99.-;1.5.99.12	eQuilibrator	15.2200	1.9600	=	0.7998	0.8802	0.3353	2.5121	3	False	SILVER	self-confident	788	0
rxn23964	RXN-4621.r	1.5.99.-;1.5.99.12	eQuilibrator	15.2200	1.9600	=	0.7998	0.8802	0.3353	2.5121	3	False	SILVER	self-confident	788	0
rxn23965	RXN-4621.v	1.5.99.-;1.5.99.12	eQuilibrator	15.2200	1.9600	=	0.7998	0.8802	0.3353	2.5121	3	False	SILVER	self-confident	788	0
rxn23966	RXN-4641.c	1.5.99.12	eQuilibrator	18.9100	1.9400	<	0.7998	0.8802	0.6064	2.7645	3	False	SILVER	self-confident	788	0
rxn23967	RXN-4661.c	1.5.99.12	eQuilibrator	15.2200	1.9600	=	0.7998	0.8802	0.2859	2.8244	3	False	SILVER	self-confident	788	0
rxn23968	RXN-4661.r	1.5.99.12	eQuilibrator	15.2200	1.9600	=	0.7998	0.8802	0.2859	2.8244	3	False	SILVER	self-confident	788	0
rxn23969	RXN-4661.v	1.5.99.12	eQuilibrator	15.2200	1.9600	=	0.7998	0.8802	0.2859	2.8244	3	False	SILVER	self-confident	788	0
rxn23970	RXN-4662.c	1.5.99.12	eQuilibrator	15.2200	1.9600	=	0.7998	0.8802	0.4338	2.2219	3	False	SILVER	self-confident	788	0
rxn23971	RXN-4681.c	1.5.99.12	eQuilibrator	18.9100	1.9400	<	0.7998	0.8802	0.5570	2.9731	3	False	SILVER	self-confident	788	0
