rxn	name	ec	source	dg	sigma	operator	ehat	p_ok	z	birge	n_src	struct_zero	grade	reason	n_anchor	n_proxy
rxn23384	RXN-13099.c	1.1.1.1	eQuilibrator	5.0200	0.2500	=	0.6336	0.9254	0.0899	1.2532	3	False	GOLD	self-certain	788	0
rxn23385	RXN-13100.c		eQuilibrator	-41.1200	1.0300	>	0.7998	0.8802	0.0545	0.2914	3	False	SILVER	self-confident	788	0
rxn23386	dihydrodaidzein reductase	1.3.1.-	eQuilibrator	-0.4500	0.3800	=	0.7998	0.8802	0.1781	1.3721	3	False	SILVER	self-confident	788	0
rxn23390	D-xylulose-5-phosphate cytidylyltransferase	2.7.7.-	eQuilibrator	-1.7200	0.4500	=	0.7998	0.8802	1.3264	1.4750	3	False	SILVER	self-confident	788	0
rxn23398	2-deoxy-scyllo-inosose synthase	4.2.3.-;4.2.3.124	eQuilibrator	-35.7300	1.5000	>	0.7998	0.8802	1.8855	6.0230	3	False	SILVER	self-confident	788	0
rxn23401	RXN-13120.c		eQuilibrator	0.0000	0.0000	=	0.4234	1.0000	0.0152	0.2571	3	False	GOLD	self-certain	788	0
rxn23402	2-deoxystreptamine glucosyltransferase	2.4.1.-;2.4.1.284	eQuilibrator	-3.2500	0.5200	=	0.7998	0.8802	0.1352	0.6857	3	False	SILVER	self-confident	788	0
rxn23403	2'-deamino-2'-hydroxyparomamine kanosaminyltransferase	2.4.1.-;2.4.1.301	eQuilibrator	-5.0900	0.3800	=	0.7998	0.8802	0.1603	1.9831	3	False	SILVER	self-confident	788	0
rxn23404	2'-deamino-2'-hydroxyneamine kanosaminyltransferase	2.4.1.-;2.4.1.301	eQuilibrator	-5.5000	0.3800	=	0.7998	0.8802	0.1282	1.9644	3	False	SILVER	self-confident	788	0
rxn23405	4-hydroxyphenylacetate hydrolase	3.1.1.-;3.1.1.2	eQuilibrator	-1.6900	0.6400	=	0.7998	0.8802	1.0969	2.5820	3	False	SILVER	self-confident	788	0
rxn23406	glutamate--2''-deamino-2''-hydroxyparomamine aminotransferase	2.6.1.-;2.6.1.94	eQuilibrator	1.2100	0.4700	=	0.7998	0.8802	0.2442	1.8787	3	False	SILVER	self-confident	788	0
rxn23408	4-amino-3-hydroxybenzoate 2,3-dioxygenase	1.13.11.-	eQuilibrator	-58.9900	1.4600	>	0.7998	0.8802	1.1657	3.7755	3	False	SILVER	self-confident	788	0
rxn23409	2-amino-5-carboxymuconate 6-semialdehyde deaminase	3.5.99.-	eQuilibrator	-6.2400	0.7500	>	0.7998	0.8802	0.6129	1.4875	3	False	SILVER	self-confident	788	0
rxn23411	DIBOA glucoside beta-D-glucosidase	3.2.1.-	eQuilibrator	-2.6500	0.4200	>	0.7998	0.8802	0.1173	1.0864	3	False	SILVER	self-confident	788	0
rxn23413	ATP-dependent NAD(P)H-hydrate dehydratase	4.2.1.93	eQuilibrator	-13.3800	0.9000	>	0.7998	0.8802	0.0936	1.0005	3	False	SILVER	self-confident	788	0
rxn23414	RXN-13141.c	4.2.1.-;4.2.1.136	eQuilibrator	-13.3300	0.9000	>	0.7998	0.8802	0.6220	1.9688	3	False	SILVER	self-confident	788	0
rxn23415	RXN-13142.c	5.1.99.-;5.1.99.6	eQuilibrator	0.0000	0.0000	=	0.4234	1.0000	0.0000	0.0000	2	True	GOLD	self-certain	788	0
rxn23416	2,5-pyridinedicarboxylate synthase		eQuilibrator	-38.0700	1.1300	>	0.7998	0.8802	0.4429	1.4423	3	False	SILVER	self-confident	788	0
rxn23417	6-deoxy-5-ketofructose 1-phosphate synthase	2.2.1.-;2.2.1.11	eQuilibrator	5.5800	0.5700	=	0.7998	0.8802	0.6827	1.6320	3	False	SILVER	self-confident	788	0
rxn23418	paromamine kanosaminyltransferase	2.4.1.-	eQuilibrator	-5.5000	0.3800	=	0.7998	0.8802	0.1282	1.9644	3	False	SILVER	self-confident	788	0
rxn23419	glutamate--6'-oxoparomanine aminotransferase	2.6.1.-;2.6.1.93	eQuilibrator	1.6100	0.4700	=	0.7998	0.8802	0.2116	1.8481	3	False	SILVER	self-confident	788	0
rxn23420	neamine kanosaminyltransferase	2.4.1.-	eQuilibrator	-5.9000	0.3800	=	0.7998	0.8802	0.0970	1.9500	3	False	SILVER	self-confident	788	0
rxn23421	2'-deamino-2'-hydroxyneamine glucosyltransferase	2.4.1.-	eQuilibrator	-3.2500	0.5200	=	0.7998	0.8802	0.1352	0.6857	3	False	SILVER	self-confident	788	0
rxn23422	neamine glucosyltransferase	2.4.1.-	eQuilibrator	-3.2500	0.5200	=	0.7998	0.8802	0.1352	0.6857	3	False	SILVER	self-confident	788	0
rxn23423	2,2'-dihydroxybiphenyl-3-monooxygenase	1.14.13.44	eQuilibrator	-105.8800	0.9000	>	0.7998	0.8802	1.0324	3.4697	3	False	SILVER	self-confident	788	0
rxn23424	2-propylphenol-3-monooxygenase	1.14.13.-	eQuilibrator	-105.8400	0.9000	>	0.7998	0.8802	1.0319	3.4643	3	False	SILVER	self-confident	788	0
rxn23425	2-isopropylphenol-3-monooxygenase	1.14.13.-	eQuilibrator	-105.8400	0.9000	>	0.7998	0.8802	1.0319	3.4643	3	False	SILVER	self-confident	788	0
rxn23426	3-propylcatechol-1,2-dioxygenase	1.13.11.-	eQuilibrator	-61.7500	1.3000	>	0.7998	0.8802	1.7329	4.5255	3	False	SILVER	self-confident	788	0
rxn23427	3-isopropylcatechol-1,2-dioxygenase	1.13.11.-	eQuilibrator	-61.7500	1.3000	>	0.7998	0.8802	1.7062	4.3102	3	False	SILVER	self-confident	788	0
rxn23428	2-hydroxy-6-oxo-nona-2,4-dienoate hydrolase	3.7.1.-	eQuilibrator	-14.7800	0.8000	>	0.7998	0.8802	0.5983	1.5935	3	False	SILVER	self-confident	788	0
rxn23430	sulfur dioxygenase	1.13.11.18	eQuilibrator	-83.1100	1.0100	>	0.7998	0.8802	0.3618	1.3667	2	False	SILVER	self-confident	788	0
rxn23433	paromamine glucosyltransferase	2.4.1.-	eQuilibrator	-3.4100	0.3800	=	0.7998	0.8802	0.0471	0.5127	3	False	SILVER	self-confident	788	0
rxn23435	2'-deamino-2'-hydroxyparomamine 6'-oxidase	1.1.3.-	eQuilibrator	-26.5700	1.0100	>	0.7998	0.8802	0.1535	0.7408	3	False	SILVER	self-confident	788	0
rxn23438	trihydroybiphenyl 3'-monooxygenase	1.14.13.-	eQuilibrator	-105.8800	0.9000	>	0.7998	0.8802	1.0324	3.4697	3	False	SILVER	self-confident	788	0
rxn23439	2,2',3,3'-tetrahydroxybiphenyl dioxygenase	1.13.11.-	eQuilibrator	-61.6700	1.3000	>	0.7998	0.8802	1.0455	3.4615	3	False	SILVER	self-confident	788	0
rxn23440	RXN-13171.c	3.7.1.8	eQuilibrator	-12.7100	0.4000	>	0.7998	0.8802	0.1419	1.3488	3	False	SILVER	self-confident	788	0
rxn23441	2,3-dihydroxybenzoate hydroxylase	1.14.13.-	eQuilibrator	-107.6800	1.1700	>	0.7998	0.8802	0.6096	2.3875	3	False	SILVER	self-confident	788	0
rxn23442	pyrogallol dioxygenase	1.13.11.-	eQuilibrator	-75.6200	1.6700	>	0.7998	0.8802	2.6660	6.8503	3	False	SILVER	self-confident	788	0
rxn23443	glutamate--6'-oxoneomycin C aminotransferase	2.6.1.-;2.6.1.95	eQuilibrator	2.4100	0.4700	=	0.7998	0.8802	0.1473	1.7984	3	False	SILVER	self-confident	788	0
rxn23444	RXN-13179.c	1.1.1.262	eQuilibrator	0.1900	0.7500	=	0.7998	0.8802	0.5253	2.7478	3	False	SILVER	self-confident	788	0
rxn23445	L-gulonolactone oxidase	1.1.3.8	eQuilibrator	-30.9900	1.0500	>	0.7998	0.8802	0.2229	0.8933	3	False	SILVER	self-confident	788	0
rxn23446	RXN-13181.c	3.1.1.53	eQuilibrator	-9.1900	0.6900	>	0.7998	0.8802	0.2533	1.0998	3	False	SILVER	self-confident	788	0
rxn23447	RXN-13182.c	3.1.1.53	eQuilibrator	-7.2400	0.6500	>	0.7998	0.8802	0.2196	0.6789	3	False	SILVER	self-confident	788	0
rxn23463	inositol-polyphosphate multikinase	2.7.1.151	eQuilibrator	-12.7300	0.6700	=	0.7998	0.8802	0.7016	3.0831	3	False	SILVER	self-confident	788	0
rxn23464	methylenediurea deaminase	3.5.3.21	eQuilibrator	-0.9600	1.3300	=	0.7998	0.8802	0.1738	3.3833	3	False	SILVER	self-confident	788	0
rxn23465	RXN-13201.c	3.5.3.21	eQuilibrator	4.2600	0.4000	=	0.7998	0.8802	1.9478	6.1920	3	False	SILVER	self-confident	788	0
rxn23466	paromamine phosphoribosyltransferase	2.4.2.-	eQuilibrator	-4.6800	0.5800	=	0.7998	0.8802	0.2502	1.5038	3	False	SILVER	self-confident	788	0
rxn23467	5''-phosphoribosylparomamine phosphatase	3.1.3.-	eQuilibrator	-5.7300	0.2900	>	0.7293	0.9254	0.5908	2.7490	3	False	GOLD	self-certain	788	0
rxn23468	UDP-GlcNAc:ribosylparomamine N-acetylglucosaminyltransferase	2.4.1.-	eQuilibrator	-2.9800	0.8300	=	0.7998	0.8802	0.0162	0.5542	3	False	SILVER	self-confident	788	0
rxn23470	2'''-acetyl-6'''-hydroxyparomomycin deacetylase	3.5.1.-	eQuilibrator	-3.0100	0.4300	>	0.7998	0.8802	0.0339	0.7996	3	False	SILVER	self-confident	788	0
rxn23471	6'''-hydroxyparomomycin oxidase	1.1.3.-	eQuilibrator	-26.5700	1.0100	>	0.7998	0.8802	0.1535	0.7408	3	False	SILVER	self-confident	788	0
rxn23472	glutamate--6'-oxoparomomycin aminotransferase	2.6.1.-	eQuilibrator	2.0200	0.4700	=	0.7998	0.8802	0.1790	1.8204	3	False	SILVER	self-confident	788	0
rxn23478	7-ketocholesterol synthase	1.14.13.-	eQuilibrator	-99.8200	1.9600	>	0.7998	0.8802	0.2911	1.3888	3	False	SILVER	self-confident	788	0
rxn23479	RXN-13223.c	1.1.1.325	eQuilibrator	4.4900	0.2400	=	0.6336	0.9254	0.0196	0.1835	3	False	GOLD	self-certain	788	0
rxn23485	(R)-citramalyl-CoA lyase	4.1.3.-;4.1.3.46	eQuilibrator	1.6800	0.3800	=	0.7998	0.8802	0.0128	0.5555	3	False	SILVER	self-confident	788	0
rxn23486	paromamine D-xylosyltransferase	2.4.2.-	eQuilibrator	-3.4000	0.4300	=	0.7998	0.8802	0.0327	0.7132	3	False	SILVER	self-confident	788	0
rxn23490	RXN-13236.c		eQuilibrator	-28.5800	1.0700	>	0.7998	0.8802	0.0253	1.1470	3	False	SILVER	self-confident	788	0
rxn23492	RXN-13238.c		eQuilibrator	-27.1900	1.0700	>	0.7998	0.8802	0.0352	0.6088	3	False	SILVER	self-confident	788	0
rxn23495	gentamicin C2 epimerase	5.1.99.-	eQuilibrator	0.0100	0.0000	=	0.4234	1.0000	0.0157	0.2528	3	False	GOLD	self-certain	788	0
rxn23496	fatty acid decarboxylase		eQuilibrator	-66.5800	1.1400	>	0.7998	0.8802	0.1370	3.0331	3	False	SILVER	self-confident	788	0
rxn23498	RXN-13244.c		eQuilibrator	-66.5800	1.1400	>	0.7998	0.8802	0.1370	3.0331	3	False	SILVER	self-confident	788	0
rxn23499	palmitate reductase/decarboxylase		eQuilibrator	-66.5000	1.8200	>	0.7998	0.8802	0.0469	3.1523	3	False	SILVER	self-confident	788	0
rxn23500	oleate reductase/decarboxylase		eQuilibrator	-66.5800	1.1400	>	0.7998	0.8802	0.1136	3.0479	3	False	SILVER	self-confident	788	0
rxn23501	linoleate reductase/decarboxylase		eQuilibrator	-67.8400	1.1900	>	0.7998	0.8802	0.0456	3.0093	3	False	SILVER	self-confident	788	0
rxn23502	alpha-linolenate reductase/decarboxylase		eQuilibrator	-66.5800	1.1400	>	0.7998	0.8802	0.1370	3.0331	3	False	SILVER	self-confident	788	0
rxn23503	hexadeca-3,6,9,12-tetraene-16-oyl-CoA hexadeca-3,6,9,12-tetraene-16-oate transferase	2.3.1.-	eQuilibrator	6.5800	0.4500	=	0.7998	0.8802	0.2079	0.7684	3	False	SILVER	self-confident	788	0
rxn23504	RXN-13246.c	1.3.1.-	eQuilibrator	-11.2700	0.8100	>	0.7998	0.8802	0.4861	2.0682	3	False	SILVER	self-confident	788	0
rxn23507	hentriaconta-3,6,9,12,19,22,25,28-octaene-16-one-15-oyl-coA hydrolase	3.1.2.-	eQuilibrator	-6.6900	0.3400	>	0.7998	0.8824	0.0293	0.7407	3	False	SILVER	self-confident	788	0
rxn23508	RXN-13250.c		eQuilibrator	-4.4900	0.7400	>	0.7998	0.8802	0.0438	0.3294	3	False	SILVER	self-confident	788	0
rxn23509	hentriaconta-3,6,9,12,19,22,25,28-octaene-16-one-15-oyl-CoA reductase	1.1.1.-	eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0771	0.3891	3	False	GOLD	self-certain	788	0
rxn23510	UDP-N-acetylglucosamine C-6 dehydratase	4.2.1.135	eQuilibrator	-14.0200	0.8100	>	0.7998	0.8802	0.0329	0.3233	3	False	SILVER	self-confident	788	0
rxn23511	UDP-4-amino-4,6-dideoxy-alpha-D-N-acetyl-D-glucosamine N-acetyltransferase	2.3.1.-;2.3.1.203	eQuilibrator	-6.6400	0.4200	=	0.7998	0.8802	0.0371	1.0158	3	False	SILVER	self-confident	788	0
rxn23517	UDP-N,N'-diacetylbacillosamine:undecaprenyl-phosphate N,N'-diacetylbacillosamine-1-phosphate transferase	2.7.8.-	eQuilibrator	0.9800	0.8200	=	0.7998	0.8802	0.0363	0.2956	3	False	SILVER	self-confident	788	0
rxn23518	UDP-N,N'-diacetylbacillosamine:undecaprenyl-phosphate N,N'-diacetylbacillosamine-1-phosphate transferase	2.7.8.-	eQuilibrator	0.9800	0.8200	=	0.7998	0.8802	0.0363	0.2956	3	False	SILVER	self-confident	788	0
rxn23519	RXN-13272.c		eQuilibrator	0.0000	0.0000	=	0.4234	1.0000	0.0181	0.2842	3	False	GOLD	self-certain	788	0
rxn23524	N-acetylgalactosaminyl-alpha1,3-N,N'-diacetylbacillosaminyl-alpha1-diphospho-undecaprenol synthase	2.4.1.-;2.4.1.290	eQuilibrator	-3.4200	0.3800	=	0.7998	0.8802	0.0861	0.3456	3	False	SILVER	self-confident	788	0
rxn23525	(N-acetylgalactosaminyl)2-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol synthase	2.4.1.-	eQuilibrator	-3.4300	0.3800	=	0.7998	0.8802	0.0883	0.3404	3	False	SILVER	self-confident	788	0
rxn23526	(N-acetylgalactosaminyl)5-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol synthase	2.4.1.-	eQuilibrator	-10.2800	1.1500	=	0.7998	0.8802	0.2893	0.9692	3	False	SILVER	self-confident	788	0
rxn23527	(N-acetylgalactosaminyl)2-(glucosaminyl)N-acetylgalactosaminyl-(N-acetylgalactosaminyl)2- N,N'-diacetylbacillosaminyl-diphospho-undecaprenol synthase	2.4.1.-;2.4.1.293	eQuilibrator	-3.2300	0.5200	=	0.7998	0.8802	0.0854	0.2862	3	False	SILVER	self-confident	788	0
rxn23530	3-oxo-stearoyl-CoA-reductase	1.1.1.-	eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0280	0.1209	3	False	GOLD	self-certain	788	0
rxn23531	3-oxo-behenoyl-CoA reductase	1.1.1.-	eQuilibrator	4.4200	0.2400	=	0.6336	0.9254	0.0274	0.1190	3	False	GOLD	self-certain	788	0
rxn23534	3-oxo-arachidoyl-CoA reductase	1.1.1.-	eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0280	0.1209	3	False	GOLD	self-certain	788	0
rxn23535	3-oxo-lignoceroyl-CoA reductase	1.1.1.-	eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0280	0.1209	3	False	GOLD	self-certain	788	0
rxn23536	3-oxo-cerotoyl-CoA reductase	1.1.1.-	eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0280	0.1209	3	False	GOLD	self-certain	788	0
rxn23544	heptanal decarbonylase	4.1.99.-	eQuilibrator	-10.0200	0.4200	>	0.7998	0.8802	0.0252	0.7684	3	False	SILVER	self-confident	788	0
rxn23545	heptadecane decarbonylase	4.1.99.-	eQuilibrator	-10.0200	0.4200	>	0.7998	0.8802	0.0717	0.6651	3	False	SILVER	self-confident	788	0
rxn23546	15-tetracosanal carbonylase	4.1.99.-	eQuilibrator	-122.4600	1.0400	>	0.7998	0.8802	0.3925	0.8433	3	False	SILVER	self-confident	788	0
rxn23547	15-tetracosanal carbonylase	4.1.99.-	eQuilibrator	-122.4600	1.0400	>	0.7998	0.8802	0.3925	0.8433	3	False	SILVER	self-confident	788	0
rxn23548	(Z)-15-tetracosenoyl-CoA reductase	1.2.1.-	eQuilibrator	-2.8500	0.3300	=	0.7998	0.8824	0.3448	0.8100	3	False	SILVER	self-confident	788	0
rxn23551	RXN-13312.c	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23552	3-oxo-arachidoyl-CoA synthase	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23553	3-oxo-arachidoyl-CoA synthase	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23554	3-oxo-behenoyl-CoA synthase	2.3.1.-;2.3.1.199	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23555	3-oxo-behenoyl-CoA synthase	2.3.1.-;2.3.1.199	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23556	3-oxo-behenoyl-CoA synthase	2.3.1.-;2.3.1.199	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23557	3-oxo-cerotoyl-CoA synthase	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23558	3-oxo-cerotoyl-CoA synthase	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23559	3-oxo-lignoceronyl-CoA synthase	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23560	3-oxo-lignoceronyl-CoA synthase	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23561	3-oxo-arachidoyl-CoA reductase	1.1.1.-	eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0280	0.1209	3	False	GOLD	self-certain	788	0
rxn23562	3-oxo-behenoyl-CoA reductase	1.1.1.-	eQuilibrator	4.4200	0.2400	=	0.6336	0.9254	0.0274	0.1190	3	False	GOLD	self-certain	788	0
rxn23563	3-oxo-lignoceroyl-CoA reductase	1.1.1.-	eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0280	0.1209	3	False	GOLD	self-certain	788	0
rxn23564	3-oxo-cerotoyl-CoA reductase	1.1.1.-	eQuilibrator	4.4300	0.2400	=	0.6336	0.9254	0.0280	0.1209	3	False	GOLD	self-certain	788	0
rxn23565	3-hydroxy-arachidoyl-CoA dehydratase	4.2.1.-;4.2.1.119	eQuilibrator	-0.1000	0.3500	=	0.7998	0.8802	0.1750	0.4861	3	False	SILVER	self-confident	788	0
rxn23566	3-hydroxy-arachidoyl-CoA dehydratase	4.2.1.-;4.2.1.119	eQuilibrator	-0.1000	0.3500	=	0.7998	0.8802	0.1750	0.4861	3	False	SILVER	self-confident	788	0
rxn23567	trans-arachidon-2-enoyl-CoA reductase	1.3.1.-	eQuilibrator	14.2500	0.3400	<	0.7998	0.8824	0.3283	2.3220	3	False	SILVER	self-confident	788	0
rxn23568	trans-docosan-2-enoyl-CoA reductase	1.3.1.-	eQuilibrator	14.2500	0.3400	<	0.7998	0.8824	0.3283	2.3220	3	False	SILVER	self-confident	788	0
rxn23569	trans-lignocero-2-enoyl-CoA reductase	1.3.1.-	eQuilibrator	14.2500	0.3400	<	0.7998	0.8824	0.3283	2.3220	3	False	SILVER	self-confident	788	0
rxn23570	trans-cerot-2-enoyl-CoA reductase	1.3.1.-	eQuilibrator	14.2500	0.3400	<	0.7998	0.8824	0.3283	2.3220	3	False	SILVER	self-confident	788	0
rxn23573	galactosaminyl-alpha1,3-N,N'-diacetylbacillosaminyl-alpha1-diphospho-di-trans,octa-cis-undecaprenol synthase	2.4.1.-	eQuilibrator	-3.9700	0.5600	=	0.7998	0.8802	0.1064	0.4370	3	False	SILVER	self-confident	788	0
rxn23574	(galactosaminyl)2-N,N'-diacetylbacillosaminyl-alpha1-diphospho-di-trans,octa-cis-undecaprenol synthase	2.4.1.-	eQuilibrator	-4.0000	0.5600	=	0.7998	0.8802	0.1186	0.4332	3	False	SILVER	self-confident	788	0
rxn23575	glucosaminyl-alpha1,3-N,N'-diacetylbacillosaminyl-alpha1-diphospho-di-trans,octa-cis-undecaprenol synthase	2.4.1.-	eQuilibrator	-3.2400	0.5200	=	0.7998	0.8802	0.1370	0.6866	3	False	SILVER	self-confident	788	0
rxn23578	RXN-13319.c		eQuilibrator	0.0000	0.0000	=	0.4234	1.0000	0.0155	0.2571	3	False	GOLD	self-certain	788	0
rxn23579	3-oxo-(11Z)-icos-11-enoyl-CoA synthase	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23580	3-oxo-(11Z)-icos-11-enoyl-CoA synthase	2.3.1.-	eQuilibrator	4.0800	0.8100	=	0.7998	0.8802	0.5510	2.2263	3	False	SILVER	self-confident	788	0
rxn23581	15-cis-phytoene synthase	2.5.1.32	eQuilibrator	-25.7400	1.1700	>	0.7998	0.8802	0.8520	2.8010	3	False	SILVER	self-confident	788	0
rxn23582	(+)-camphor 6-exo-hydroxylase	1.14.13.-;1.14.13.161	eQuilibrator	-96.5500	0.7800	>	0.7998	0.8802	0.1313	0.9710	3	False	SILVER	self-confident	788	0
rxn23583	(+)-camphor 6-exo-hydroxylase	1.14.13.-;1.14.13.161	eQuilibrator	-96.5500	0.7800	>	0.7998	0.8802	0.1313	0.9710	3	False	SILVER	self-confident	788	0
rxn23587	4-aminobutyrate transaminase (pyruvate dependent)	2.6.1.-;2.6.1.96	eQuilibrator	-0.4600	0.5200	=	0.7998	0.8802	1.8448	1.8987	3	False	SILVER	self-confident	788	0
rxn23588	4-aminobutyrate transaminase (pyruvate dependent)	2.6.1.-;2.6.1.96	eQuilibrator	-0.4600	0.5200	=	0.7998	0.8802	1.8448	1.8987	3	False	SILVER	self-confident	788	0
rxn23598	tetraprenyl-beta-curcumene synthase	4.2.3.-;4.2.3.130	eQuilibrator	-56.7200	1.6700	>	0.7998	0.8802	1.2782	4.2095	3	False	SILVER	self-confident	788	0
rxn23599	miltiradiene synthase	4.2.3.-;4.2.3.131	eQuilibrator	-55.4500	3.3800	>	0.7998	0.8802	0.9210	3.2468	3	False	SILVER	self-confident	788	0
rxn23602	protoviolaceinate synthase	1.14.13.-	eQuilibrator	-105.7700	0.9000	>	0.7998	0.8802	0.6659	2.8711	3	False	SILVER	self-confident	788	0
rxn23603	violaceinate synthase	1.14.13.-	eQuilibrator	-112.6700	1.2400	>	0.7998	0.8802	0.0484	0.7339	3	False	SILVER	self-confident	788	0
rxn23604	RXN-13343.c		eQuilibrator	-101.6100	1.5700	>	0.7998	0.8802	1.2969	4.2946	3	False	SILVER	self-confident	788	0
rxn23605	deoxyviolaceinate synthase	1.14.13.-	eQuilibrator	-112.6700	1.2400	>	0.7998	0.8802	0.0179	2.0096	3	False	SILVER	self-confident	788	0
rxn23606	RXN-13345.c		eQuilibrator	-101.6200	1.5700	>	0.7998	0.8802	1.2789	4.2079	3	False	SILVER	self-confident	788	0
rxn23607	RXN-13346.c		eQuilibrator	-80.5500	1.8300	>	0.7998	0.8802	2.0795	6.9340	3	False	SILVER	self-confident	788	0
rxn23608	RXN-13347.c		eQuilibrator	-80.5500	1.8300	>	0.7998	0.8802	2.1633	7.1270	3	False	SILVER	self-confident	788	0
rxn23613	zeaxanthin 15,15'-isomerooxygenase	1.14.13.-	eQuilibrator	-196.4000	1.4900	>	0.7998	0.8802	0.2831	1.5696	3	False	SILVER	self-confident	788	0
rxn23621	beta-carotene-isomerooxygenase	1.14.13.-	eQuilibrator	-193.2900	1.7700	>	0.7998	0.8802	0.1018	1.4227	3	False	SILVER	self-confident	788	0
rxn23628	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase	3.1.1.-;3.1.1.91	eQuilibrator	-0.7100	0.9100	=	0.7998	0.8802	1.2728	4.1981	3	False	SILVER	self-confident	788	0
rxn23629	maleylpyruvate hydrolase	3.7.1.-	eQuilibrator	-11.1900	0.8300	>	0.7998	0.8802	0.1166	0.4637	3	False	SILVER	self-confident	788	0
rxn23634	mithramycin dehydrogenase	1.1.1.-	eQuilibrator	4.4200	0.2400	=	0.6336	0.9254	0.0421	0.4492	3	False	GOLD	self-certain	788	0
rxn23641	3-(4-hydroxyphenyl)-3-hydroxy-propionyl-CoA aldolase	4.1.2.-	eQuilibrator	-0.5100	0.2600	=	0.6336	0.9254	0.0258	0.2008	3	False	GOLD	self-certain	788	0
rxn23644	RXN-13397.c	1.14.13.121	eQuilibrator	-204.8500	1.5500	>	0.7998	0.8802	0.1127	1.3343	3	False	SILVER	self-confident	788	0
rxn23652	RXN-13408.d	1.1.1.299;1.1.1.37	eQuilibrator	7.0800	0.0700	=	0.4234	1.0000	1.0066	1.1672	3	False	GOLD	self-certain	788	0
rxn23654	delphinidin 3',5'-O-glucosyltransferase	2.4.1.249	eQuilibrator	-21.9200	1.8400	>	0.7998	0.8802	1.0306	3.4671	3	False	SILVER	self-confident	788	0
rxn23662	RXN-13421.c		eQuilibrator	6.8700	0.7400	<	0.7998	0.8802	0.2770	2.4995	3	False	SILVER	self-confident	788	0
rxn23664	oleate ethyl ester synthase		eQuilibrator	4.5400	0.6000	<	0.7998	0.8802	0.1235	0.5081	3	False	SILVER	self-confident	788	0
rxn23665	cocaine methylesterase	3.1.1.-	eQuilibrator	-1.3400	0.8500	=	0.7998	0.8802	0.2923	3.3912	2	False	SILVER	self-confident	788	0
rxn23666	cocaine:ethanol transesterase		eQuilibrator	2.8100	0.7900	=	0.7998	0.8802	0.2776	2.3230	2	False	SILVER	self-confident	788	0
rxn23668	RXN-1346.c		eQuilibrator	-0.5700	0.3700	=	0.7998	0.8802	0.1412	0.3375	3	False	SILVER	self-confident	788	0
rxn23677	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23678	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23679	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
rxn23680	L-serine-phosphatidylethanolamine phosphatidyltransferase	2.7.8.29	eQuilibrator	1.8700	0.7300	=	0.7998	0.8802	0.0531	0.5686	3	False	SILVER	self-confident	788	0
