CHEBI_100	NSRJSISNDPOJOP-BBRMVZONSA-N
CHEBI_134035	UMOAAMQGRRCHPA-QFIPXVFZSA-N
CHEBI_134041	UEYROBDNFIWNST-UHFFFAOYSA-N
CHEBI_134042	YWPIANMBCWTPEE-UHFFFAOYSA-N
CHEBI_134051	FPEWUPLSXZKPMU-IBGZPJMESA-N
CHEBI_134052	PLVFLCHPIRQAAD-UHFFFAOYSA-N
CHEBI_134053	XXJNUAYGKYFCTM-UHFFFAOYSA-N
CHEBI_134054	PVKOQJATMIOZNV-LJQANCHMSA-N
CHEBI_134055	YZBZORUZOSCZRN-INIZCTEOSA-N
CHEBI_134056	FKUQDPQMNVKDHV-UHFFFAOYSA-N
CHEBI_134057	YBZVZSNFGOPPCL-UHFFFAOYSA-N
CHEBI_134058	TWJJFOWLTIEYFO-UHFFFAOYSA-N
CHEBI_134059	AKQOZSXOPVLUHA-UHFFFAOYSA-N
CHEBI_134064	LCQKHZYXPCLVBI-UHFFFAOYSA-N
CHEBI_134065	FKWHKBXVLNKTGT-UHFFFAOYSA-N
CHEBI_134070	RJNBGVJXJBZVJW-UHFFFAOYSA-N
CHEBI_134072	KYTVUROWHYYKEL-VCZQVZGSSA-N
CHEBI_134079	FKUQDPQMNVKDHV-IBGZPJMESA-N
CHEBI_134093	FDNUAHPLMXZWLS-UHFFFAOYSA-N
CHEBI_134098	UIQSKEDQPSEGAU-REOHCLBHSA-N
CHEBI_134099	OWNNFWRGXJDEEX-BYPYZUCNSA-N
CHEBI_134102	QUCHWTCTBHQQDU-SCSAIBSYSA-N
CHEBI_134103	WNCPUJGFGSAQTQ-DEOSSOPVSA-N
CHEBI_134110	RYAKCZURVOCRAI-QGZVFWFLSA-N
CHEBI_134116	DKPMWHFRUGMUKF-GDYCBZMLSA-N
CHEBI_134119	DKPMWHFRUGMUKF-CRKPLTDNSA-N
CHEBI_134121	TYWACVZIFBZIQZ-GMAHTHKFSA-N
CHEBI_134122	UUFVSGRELDGPGL-FQEVSTJZSA-N
CHEBI_134124	DAKYVYUAVGJDRK-FPUZENINSA-N
CHEBI_134176	DSANZEHUTZKIEB-GWHBCOKCSA-N
CHEBI_134178	MIHCXBJJMJHPAC-UHFFFAOYSA-N
CHEBI_134185	MIHCXBJJMJHPAC-SFHVURJKSA-N
CHEBI_134186	HEUYZUKXSXGSBM-UHFFFAOYSA-N
CHEBI_134197	DMJWGQPYNRPLGA-KQYNXXCUSA-N
CHEBI_134198	ABSDACFLIMOXJY-MRXNPFEDSA-O
CHEBI_134199	ABSDACFLIMOXJY-INIZCTEOSA-O
CHEBI_134210	KGPAYJZAMGEDIQ-QGZVFWFLSA-N
CHEBI_134211	YXWQTVWJNHKSCC-MRXNPFEDSA-N
CHEBI_134212	RUZIUYOSRDWYQF-HNNXBMFYSA-N
CHEBI_134213	WKHHFWJJIRCXHA-INIZCTEOSA-N
CHEBI_134214	DWJZKGYQNOQQEZ-VPENINKCSA-N
CHEBI_134215	LODGIKWNLDQZBM-LBPRGKRZSA-N
CHEBI_134217	PQVMQKAGJGBKQC-ZDUSSCGKSA-O
CHEBI_134233	TYPXBLOOXQDWCP-AZUAARDMSA-N
CHEBI_134248	PLWDMWAXENHPLY-QGZVFWFLSA-N
CHEBI_134257	GZQKNULLWNGMCW-PWQABINMSA-N
CHEBI_134259	YMFWPVNDZMQXAY-ZHOUPIGSSA-N
CHEBI_134275	BJHIKXHVCXFQLS-LFRDXLMFSA-N
CHEBI_134278	VFFTYSZNZJBRBG-DYXDMYNLSA-O
CHEBI_134283	ZKLLSNQJRLJIGT-FUULBKQPSA-N
CHEBI_134284	ZKLLSNQJRLJIGT-FZPCRALJSA-N
CHEBI_134289	ORXQGKIUCDPEAJ-UHFFFAOYSA-N
CHEBI_134302	FUSADYLVRMROPL-UHFFFAOYSA-N
CHEBI_134308	ALGFNVZQNNGHPA-UHFFFAOYSA-N
CHEBI_134309	UVBDKJHYMQEAQV-UHFFFAOYSA-N
CHEBI_134311	FBPFZTCFMRRESA-KAZBKCHUSA-N
CHEBI_134326	ASABIRFQGVWRDC-UHFFFAOYSA-N
CHEBI_134340	KYHKDOKSARWIDI-UHFFFAOYSA-N
CHEBI_134341	LWLGKGHHVBVDKB-UHFFFAOYSA-N
CHEBI_134342	IOBXAMCSYCVNET-UHFFFAOYSA-N
CHEBI_134343	WYJNATSMJAUNMZ-UHFFFAOYSA-N
CHEBI_134344	SSISHJJTAXXQAX-ZETCQYMHSA-O
CHEBI_134345	NQYBQBZOHCACCR-UHFFFAOYSA-N
CHEBI_134347	YEVSOYBNHBOQJZ-FGZHOGPDSA-N
CHEBI_134349	SGLHBNWSDRCOGT-UHFFFAOYSA-N
CHEBI_134352	CSCIKLUIKMEJJX-UHFFFAOYSA-N
CHEBI_134353	KKFIZYKKQLWBKH-UHFFFAOYSA-N
CHEBI_134354	VXESUOYBWMDWCJ-UHFFFAOYSA-N
CHEBI_134356	CGXNQFFODZNFSR-UHFFFAOYSA-N
CHEBI_134357	OCLDWCUJKRHBTH-RCIYGOBDSA-N
CHEBI_134358	QPMKRRUDQIKGNH-VGOFMYFVSA-N
CHEBI_134359	UFGRMMQWQBIHJB-NTUHNPAUSA-N
CHEBI_134389	CWVRQJBCBCTFLT-CIVPZROJSA-N
CHEBI_134390	FEMZNERWIVYGST-JIGZJONCSA-N
CHEBI_134391	LZHZRJKVYOHNTJ-UHFFFAOYSA-N
CHEBI_134398	CMUNUTVVOOHQPW-ZCFIWIBFSA-O
CHEBI_134408	RMOIHHAKNOFHOE-UHFFFAOYSA-N
CHEBI_134414	LVZUJAQAVMAPMT-RVNPWDOLSA-N
CHEBI_134467	RQVLGLPAZTUBKX-VKHMYHEASA-N
CHEBI_134601	ZFFOCRIWYYAJIJ-GDLZYMKVSA-O
CHEBI_134607	DKOSEYONSBEWHQ-UHFFFAOYSA-N
CHEBI_134610	XYQHCOGLGSNTNV-WHFBIAKZSA-N
CHEBI_134616	PBSYQNUIZQXWAE-UWVGGRQHSA-N
CHEBI_134628	SEWWFHKIKWFJNV-YFKPBYRVSA-N
CHEBI_134629	SEWWFHKIKWFJNV-YFKPBYRVSA-N
CHEBI_134630	RCEJCSULJQNRQQ-YFKPBYRVSA-N
CHEBI_134632	FBWIRBFZWNIGJC-LURJTMIESA-N
CHEBI_134633	UKDJCWUSWYBRDM-ZETCQYMHSA-N
CHEBI_134634	NBXNZQFZGOQQPE-QMMMGPOBSA-N
CHEBI_134635	GYYOKOIBHIWNHE-VIFPVBQESA-N
CHEBI_134636	XVGBKWQWYRNGDG-JTQLQIEISA-N
CHEBI_134661	ZPAJZAMPZXISSE-FHWLQOOXSA-N
CHEBI_134664	HRSDLYLGLLJRFJ-UHFFFAOYSA-N
CHEBI_134665	QUWOJKUKIVDGKY-LURJTMIESA-N
CHEBI_134666	QITZNZQSCIVZEC-UHFFFAOYSA-N
CHEBI_134667	PBLLFERESQOVTJ-ZETCQYMHSA-N
CHEBI_134668	MEQVGMWVODYFCD-UHFFFAOYSA-N
CHEBI_134669	BMIHHOYYQXWVEG-QMMMGPOBSA-N
CHEBI_134670	KXHWQLDXLHNDRF-UHFFFAOYSA-N
CHEBI_134671	RIBOHFDQFNREER-VIFPVBQESA-N
CHEBI_134672	YUVSLMOWLXLZEG-JTQLQIEISA-N
CHEBI_134673	HNSLELPGRITQOV-JTQLQIEISA-N
CHEBI_134681	OKKDZUZMZMLOGY-UHFFFAOYSA-N
CHEBI_134682	KNFFJJFEYQLINT-UHFFFAOYSA-N
CHEBI_134683	LLTRNSKZFVUNLQ-UHFFFAOYSA-N
CHEBI_134684	XKNUDVRSFJJTNT-UHFFFAOYSA-N
CHEBI_134685	AOYJXBVIPWAMOG-UHFFFAOYSA-N
CHEBI_135511	QEHOIJJIZXRMAN-QZQSLCQPSA-N
CHEBI_136056	KPRHYAOSTOHNQA-RBUKOAKNSA-N
CHEBI_136057	AOPOCGPBAIARAV-GBESFXJTSA-N
CHEBI_136067	WBLZUCOIBUDNBV-UHFFFAOYSA-N
CHEBI_136107	LXSGFLHDCXXEGX-BVEYLPIOSA-N
CHEBI_136115	RYFQYGWUOLMBGD-BVEYLPIOSA-N
CHEBI_136117	CLMDPNDRJQGMHA-BVEYLPIOSA-N
CHEBI_136179	ZNJFBWYDHIGLCU-ZJUUUORDSA-N
CHEBI_136180	IBZYPBGPOGJMBF-LOUJCGABSA-N
CHEBI_136181	TXHIPUZLOILIIU-LOUJCGABSA-N
CHEBI_136182	RZGFUGXQKMEMOO-ZJUUUORDSA-N
CHEBI_136184	ZNJFBWYDHIGLCU-UHFFFAOYSA-N
CHEBI_136282	PGKKGBQMNNEIHV-UHFFFAOYSA-N
CHEBI_136286	RKHXDCVAPIMDMG-UHFFFAOYSA-N
CHEBI_136302	OCHJVQODRYVDAA-UHFFFAOYSA-N
CHEBI_136303	RCTXOTTXFKSGGU-UHFFFAOYSA-N
CHEBI_136304	MRWKWISFCDSNQN-UHFFFAOYSA-N
CHEBI_136309	VCXRHEIVUHPWLL-UHFFFAOYSA-N
CHEBI_136312	XSYATLPMKFNWBI-UHFFFAOYSA-N
CHEBI_136315	FHXCZZFHUCAQAA-UHFFFAOYSA-N
CHEBI_136330	HCUIHIKPUYHKSQ-UHFFFAOYSA-N
CHEBI_136335	OCKHONDLGBRMHC-UHFFFAOYSA-N
CHEBI_136351	FDUSGMKUHAQABN-BVEYLPIOSA-N
CHEBI_136369	HADGPAWFBKHJNM-UHFFFAOYSA-N
CHEBI_136370	YTITYUDOZJUZBE-UHFFFAOYSA-N
CHEBI_136373	NQJLCZWOOVLQNP-UHFFFAOYSA-N
CHEBI_136389	FQZBGGYKEFIGPO-UHFFFAOYSA-N
CHEBI_136407	VDAITPNJZVEIAO-MJMSVFGZSA-N
CHEBI_136408	YCBRDAYQJTVLNF-MJMSVFGZSA-N
CHEBI_136409	KEQIHYBJSHYRHT-MJMSVFGZSA-N
CHEBI_136410	OSXOPUBJJDUAOJ-LEWJYISDSA-N
CHEBI_136411	OSXOPUBJJDUAOJ-RTWAWAEBSA-N
CHEBI_136422	QXWFHEDNDCNERW-LPUQOGTASA-N
CHEBI_136436	CBECDMSAFNHLHY-UHFFFAOYSA-N
CHEBI_136439	YKIOHMXLFWMWKD-UHFFFAOYSA-N
CHEBI_136441	QHOKDYBJJBDJGY-UHFFFAOYSA-N
CHEBI_136443	RGZIXZYRGZWDMI-UHFFFAOYSA-N
CHEBI_136444	RAKAOQJZHXOSHL-ZFWWWQNUSA-N
CHEBI_136445	WPXDYLYFORNDRP-UHFFFAOYSA-N
CHEBI_136447	DMZSTCRTOPLDAY-STQMWFEESA-N
CHEBI_136461	LBBFOWQGVUEADU-OIDHKYIRSA-N
CHEBI_136486	DBPZYKHQDWKORQ-SINUOACOSA-N
CHEBI_136492	LBJVHMAYBNQJBK-UHFFFAOYSA-N
CHEBI_136494	SMINYPCTNJDYGK-UHFFFAOYSA-N
CHEBI_136507	LFRXWKBOELEUNJ-UHFFFAOYSA-N
CHEBI_136508	GQVHQWITMOISAW-UHFFFAOYSA-N
CHEBI_136509	TXGRNAAVTFLEFF-UHFFFAOYSA-N
CHEBI_136510	VKSRGDGWOFHFKH-UHFFFAOYSA-O
CHEBI_136511	NUJOXMJBOLGQSY-UHFFFAOYSA-N
CHEBI_136514	JXYGLMATGAAIBU-UHFFFAOYSA-N
CHEBI_136515	BIFJNBXQXNWYOL-UHFFFAOYSA-N
CHEBI_136516	OCDGBSUVYYVKQZ-UHFFFAOYSA-N
CHEBI_136517	ICEFNKOAAROFNS-UHFFFAOYSA-O
CHEBI_136518	BZHBNLOEUZEUOA-LOWVWBTDSA-N
CHEBI_136520	PWZSYWZSTDXLFL-SCRDCRAPSA-N
CHEBI_136521	IGQLDUYTWDABFK-GUTXKFCHSA-N
CHEBI_136522	GIJZWHLTBMCTJV-UHFFFAOYSA-N
CHEBI_136523	RXLAEFPIBOZBTL-UHFFFAOYSA-N
CHEBI_136524	SAKQICHVWOJSNI-UHFFFAOYSA-N
CHEBI_136527	CWNIQCOMWQROPA-JZYAIQKZSA-N
CHEBI_136539	KJYIVXDPWBUJBQ-XLAORIBOSA-N
CHEBI_136541	PHYKLCHCKYTLRX-YFKPBYRVSA-N
CHEBI_136542	CGEORJKFOZSMEZ-MBZVMHRFSA-N
CHEBI_136543	OQSOTSIYXPYTRE-YDOWWZDFSA-N
CHEBI_136564	LHQIJBMDNUYRAM-UHFFFAOYSA-N
CHEBI_136565	HKCYZTKHPLJZDR-SRBOSORUSA-N
CHEBI_136566	ZNASARDBUYPQRC-XWXSNNQWSA-N
CHEBI_136567	UZRYBCGKNZOEMQ-XWXSNNQWSA-N
CHEBI_136568	ASFDNKQCXMJFKH-XWXSNNQWSA-N
CHEBI_136570	FNKQXYHWGSIFBK-NHTYNGABSA-N
CHEBI_136579	BHYOQNUELFTYRT-DPAQBDIFSA-N
CHEBI_136582	QZIGLSSUDXBTLJ-ZBRFXRBCSA-N
CHEBI_136590	ZCZXOHUILRHRQJ-GBXIJSLDSA-N
CHEBI_136591	JPIJQSOTBSSVTP-PWNYCUMCSA-N
CHEBI_136592	CZNXVWXDBCHZIB-UHFFFAOYSA-N
CHEBI_136593	CZNXVWXDBCHZIB-UHFFFAOYSA-N
CHEBI_136599	PECYZEOJVXMISF-UWTATZPHSA-N
CHEBI_136634	FJAZVHYPASAQKM-JBAURARKSA-N
CHEBI_136635	LUVBXKQCOJYEJY-OWYKRJLGSA-N
CHEBI_136636	JLYJQBHANCHTOW-OWYKRJLGSA-N
CHEBI_136639	NIKZPECGCSUSBV-HMAFJQTKSA-N
CHEBI_136640	ADHQBWGHPFFYKI-JKLQHZFJSA-N
CHEBI_136641	MUOHJTRCBBDUOW-QXYWQCSFSA-N
CHEBI_136642	MTKNDAQYHASLID-FNUZHIFDSA-N
CHEBI_136649	UZKIAJMSMKLBQE-JRSYHJKYSA-N
CHEBI_136650	FQYGGFDZJFIDPU-JRSYHJKYSA-N
CHEBI_136653	AZIGEYVZEVXWAD-DODZYUBVSA-N
CHEBI_136654	SAKQICHVWOJSNI-IBGZPJMESA-N
CHEBI_136655	HNICUWMFWZBIFP-QGZVFWFLSA-N
CHEBI_136661	LDUBDFDZFOQXGF-DODZYUBVSA-N
CHEBI_136663	FJDMMQSPHDOQJE-KRWDZBQOSA-N
CHEBI_136668	QNTNCJVQRZLVIH-UHFFFAOYSA-N
CHEBI_136669	QNTNCJVQRZLVIH-UHFFFAOYSA-N
CHEBI_136670	QNTNCJVQRZLVIH-UHFFFAOYSA-N
CHEBI_136673	NIKZPECGCSUSBV-RWUBDERLSA-N
CHEBI_136698	DDGZATCAACOBPH-LDYZKSDSSA-N
CHEBI_136700	DABYNUYNLLSQQV-QROUSYAVSA-N
CHEBI_136701	DUXMITADCRRTKI-REQADMJUSA-N
CHEBI_136703	URZYEVFFDFMJGU-BEVXJUHISA-N
CHEBI_136704	RBAAEQRITQHPJM-LURJTMIESA-N
CHEBI_136712	FCMKBHDFOPWWQK-NDZSKPAWSA-N
CHEBI_136742	DMTGFWVSBPXWQU-MJPWOAHQSA-N
CHEBI_136743	VGKUTDQBPZMQAK-KADMOUQGSA-N
CHEBI_136749	HNECGPFIYSOYHF-FLRLBIABSA-N
CHEBI_136751	BBDKIROTABXPPX-FLRLBIABSA-N
CHEBI_136753	BBDKIROTABXPPX-YVZJFKFKSA-N
CHEBI_136756	HNECGPFIYSOYHF-YVZJFKFKSA-N
CHEBI_136759	PLBJEFGWJHJCSE-ABDXREKHSA-N
CHEBI_136765	ZGUNAGUHMKGQNY-ZETCQYMHSA-N
CHEBI_136766	VKDFZMMOLPIWQQ-VIFPVBQESA-N
CHEBI_136805	WMPDAIZRQDCGFH-UHFFFAOYSA-N
CHEBI_136810	RZGFUGXQKMEMOO-UHFFFAOYSA-N
CHEBI_136811	MLUJBNROAVANKK-UHFFFAOYSA-N
CHEBI_136812	KLPBEXRQJBKPDM-UHFFFAOYSA-N
CHEBI_136813	XOANNBHPTKIFSM-UHFFFAOYSA-N
CHEBI_136822	NIFXVRWMHZPIFE-KCLHJWPFSA-N
CHEBI_136823	WUWPXNNUBKKWHD-ZPWXTSRPSA-N
CHEBI_136829	XAWCLWKTUKMCMO-UHFFFAOYSA-N
CHEBI_136830	FRNQPMDCZLCKPZ-JTQLQIEISA-N
CHEBI_136831	PQEHILHGDWJAOT-NSHDSACASA-N
CHEBI_136832	KRSCQOPJLNSQDL-AMGKYWFPSA-N
CHEBI_136833	YCHNXNZRJSWRAB-UHFFFAOYSA-N
CHEBI_136834	ZLPHHLCGSBYNCO-ZETCQYMHSA-O
CHEBI_136840	FJIKQUCEQWCEQQ-YUWVRFFWSA-N
CHEBI_136841	DQEFANHIYZBHCU-SZPBGWBTSA-N
CHEBI_136842	BBSRHOHIYMGKJH-YFKPBYRVSA-N
CHEBI_136856	ZAHSBRLHJRVFAU-BYPYZUCNSA-N
CHEBI_136876	MOBYACALHPXMHU-HMUNZLOLSA-N
CHEBI_136882	UZKIAJMSMKLBQE-PHEYUCJMSA-N
CHEBI_136883	CZGFLAQOJPXVRV-SQFONMOTSA-N
CHEBI_136884	FQYGGFDZJFIDPU-PHEYUCJMSA-N
CHEBI_136885	UZKIAJMSMKLBQE-FFLBMIEMSA-N
CHEBI_136886	FQYGGFDZJFIDPU-FFLBMIEMSA-N
CHEBI_136887	HNPUFDWBZUVPBF-SZPBGWBTSA-N
CHEBI_136888	AEMWLRHYUJXKME-OUKHOAMHSA-N
CHEBI_136890	VBHJEUYYPUPECH-UHFFFAOYSA-N
CHEBI_136899	ZTJBLIAPAIPNJE-BWGRGVIUSA-N
CHEBI_136900	AIUGVBWFKAVAIZ-SXYQVCRBSA-N
CHEBI_136901	MZVCLCMWDVOQAH-GYSLYLNXSA-N
CHEBI_136902	YRGNGOBHHWKRFH-VYACWCJYSA-N
CHEBI_136903	GSKDKHGYQRRKMF-HHUAQUJWSA-N
CHEBI_136904	XPBXRQXFXJGCIA-RAJUUOCTSA-N
CHEBI_136905	MAXKTGFGXCXJFY-HHUAQUJWSA-N
CHEBI_136906	XVNRNIWARCALGY-UAUNMXJXSA-N
CHEBI_136914	CLQMBSSRTBUNDV-CPKOJWPQSA-N
CHEBI_136916	HCBFNYJWBTZVOD-ZLLOFXDPSA-N
CHEBI_136931	JHQREQGUZKWDML-OBRRSLBQSA-N
CHEBI_136933	JWRIQYSRJXLEHG-OBRRSLBQSA-N
CHEBI_136936	HGCOILRQOIIUJW-ICTMVFLBSA-N
CHEBI_136937	YQYZVYZSWJLJHS-WJXPAFDLSA-N
CHEBI_136949	PJFKUPRDDXTASO-IBEHDNSVSA-N
CHEBI_136965	GIQXKAXWRLHLDD-VYACWCJYSA-N
CHEBI_136967	OSGKEDCKMGOZOQ-FKYASPJISA-N
CHEBI_136969	QAOFTFHHOWYCDI-WOKPNQEWSA-N
CHEBI_136970	XSEHSKUBWMKIFT-ATASCAFHSA-N
CHEBI_136971	NZTHZDNDYACBSX-FJNWEKAQSA-N
CHEBI_136972	PUEXVLNGOBYUEW-BFDPJXHCSA-N
CHEBI_136973	ULHTYWWLVUWDHV-RQKNUILLSA-N
CHEBI_136974	LLCPFVIBUZJITJ-GVEMAFOVSA-N
CHEBI_136975	BCWZIZLVBYHFES-PYEWSWHRSA-N
CHEBI_136976	KBFMKDGMUPKRND-UTXOSXIHSA-N
CHEBI_136980	YBCPNMOFBUWYTP-QPWUGHHJSA-N
CHEBI_136982	KYVPWJSGFKNNLD-ABEVXSGRSA-N
CHEBI_136983	KWYNDVHEQWYGIL-YSZCXEEOSA-N
CHEBI_136988	RTDIKSCKKJORSI-UHFFFAOYSA-N
CHEBI_136989	BXHPMUQFGGSDAK-UHFFFAOYSA-N
CHEBI_136990	TYRRSRADDAROSO-UHFFFAOYSA-N
CHEBI_136991	WYVHLKMCZZDTOU-UHFFFAOYSA-N
CHEBI_136992	QRMZDMUHHZLRMH-UHFFFAOYSA-N
CHEBI_136993	CLZAOUXBSUNNFK-PWJLMRLQSA-N
CHEBI_137009	NRZUNBGUEHDCKK-KXQOOQHDSA-N
CHEBI_137010	UIBLEFROXMSMHK-RRHRGVEJSA-N
CHEBI_137015	DDFANAUSHGXALM-DPBRTBJNSA-N
CHEBI_137016	CMDASQIIPCUQNP-HUESYALOSA-N
CHEBI_137017	OZJLEDRUBLSXFE-OAQYLSRUSA-N
CHEBI_137031	ZCXLTIZTHGOSFH-GLOHGQAKSA-N
CHEBI_137032	AFTUEXSGQQDJKS-GLOHGQAKSA-N
CHEBI_137037	JZIBJMFPRNIDRR-SGDLSELDSA-N
CHEBI_137041	LOUPRKONTZGTKE-WZBLMQSHSA-N
CHEBI_137046	GEVDOTSVGNZEFE-GQLLVXEXSA-N
CHEBI_137049	JUTWIBFBXPFWGP-XXHSLLPRSA-N
CHEBI_13705	WDJHALXBUFZDSR-UHFFFAOYSA-N
CHEBI_137053	CLACDUUQGFRYIM-QHYPZIEJSA-N
CHEBI_137057	JJFYNCJHSCTBPW-TVQCKQBJSA-N
CHEBI_137061	JZCPTPIGOKTFQQ-ADYUQSCBSA-N
CHEBI_137062	QIHXSWPLWOYYST-WIQRBZPFSA-N
CHEBI_137063	JUEGMZBKIWIYAP-JGSBZTSISA-N
CHEBI_137076	DKILQCOUMYCAHC-SLMGBJJTSA-N
CHEBI_137077	PAMPRDLTJRSJMN-LVLXEYAUSA-N
CHEBI_137108	LVHZOXFXQXJTGJ-UHFFFAOYSA-N
CHEBI_137110	NIWPDWMHVDBOFT-OVIAAFPESA-N
CHEBI_137116	DEWDMTSMCKXBNP-BYPYZUCNSA-N
CHEBI_137117	USJJUVFKFLGVNL-UHFFFAOYSA-N
CHEBI_137125	QEALYLRSRQDCRA-UHFFFAOYSA-N
CHEBI_13714	QBQSGZSHVKFNMZ-DURRTVQMSA-N
CHEBI_137150	USJJUVFKFLGVNL-UHFFFAOYSA-N
CHEBI_137152	DEWDMTSMCKXBNP-SCSAIBSYSA-N
CHEBI_137165	MBZWIPOSTWTKSV-ZETCQYMHSA-N
CHEBI_137166	JEKNPVYFNMZRJG-LJQANCHMSA-N
CHEBI_137167	JEKNPVYFNMZRJG-IBGZPJMESA-N
CHEBI_137168	WZXSCLOEBAZOTJ-PTIXYMLYSA-N
CHEBI_137169	JVFOXZWIJXUDDC-MVXITYLCSA-N
CHEBI_137172	HJWDPZIOTMUWRW-RJJVWVDVSA-N
CHEBI_137187	WIOXBLSWBZHOHV-BPVVGZHASA-N
CHEBI_13719	BSYNRYMUTXBXSQ-UHFFFAOYSA-N
CHEBI_137320	FMRVHRPEVIVXKX-BJLQDIEVSA-N
CHEBI_137324	FMRVHRPEVIVXKX-AQCCAAQSSA-N
CHEBI_137334	HZCLJRFPXMKWHR-SZAHLOSFSA-O
CHEBI_137353	QZWRRRIWSQHKCZ-ZYUZMQFOSA-O
CHEBI_137355	XFGNNUKNRVMPRK-HISDBWNOSA-O
CHEBI_137358	BXFOCKPGPXKYAL-HISDBWNOSA-O
CHEBI_137372	KAWCHOIDVYCQHC-ZYUZMQFOSA-O
CHEBI_137373	GIEIRHLCPQGQDJ-WFFMJNDQSA-M
CHEBI_137390	XZKUIIFETKOPRD-OMKBGSMGSA-N
CHEBI_137391	SBXDKWTYHRBIPS-JLMCIHFGSA-N
CHEBI_137404	KRKSOBREFNTJJY-UHFFFAOYSA-N
CHEBI_137407	NWYKIASJHFGEAN-YIPNQBBMSA-N
CHEBI_137408	CPBQPRBQBDLLLA-KMDXXIMOSA-N
CHEBI_137409	GSXOAOHZAIYLCY-YSLANXFLSA-N
CHEBI_137410	GIIVKOKEBBFSDI-RJGXRXQPSA-N
CHEBI_137411	FHYXYDNOQOCPNC-HUESYALOSA-O
CHEBI_137412	ARRNWLFGLUXSFU-AWELCHRJSA-N
CHEBI_137442	ALWYOLKNLLFCAY-LEWJYISDSA-N
CHEBI_137457	ITTPZDMHCNGAGQ-UHFFFAOYSA-N
CHEBI_137458	ITTPZDMHCNGAGQ-SJORKVTESA-N
CHEBI_137459	ITTPZDMHCNGAGQ-DLBZAZTESA-N
CHEBI_137460	IMYZYCNQZDBZBQ-DLBZAZTESA-N
CHEBI_137461	IMYZYCNQZDBZBQ-SJORKVTESA-N
CHEBI_137467	JGMIHDBBTJHADQ-UHFFFAOYSA-N
CHEBI_137469	QOUKBWWKBHWVNI-UHFFFAOYSA-N
CHEBI_137474	IJXQUCAFIAUOCV-UHFFFAOYSA-N
CHEBI_137475	IGTPAVNSPWMOQM-UHFFFAOYSA-N
CHEBI_137476	BLHHGTASRFNKLG-UHFFFAOYSA-N
CHEBI_137487	CEVCRLBFUJAKOG-CRCLSJGQSA-N
CHEBI_137497	DKNKSWJRNOCJKZ-LEWJYISDSA-N
CHEBI_137498	VGHMUAOCAYNATD-LJQANCHMSA-N
CHEBI_137521	VWMVABJUQLCKEZ-QZTLUOPTSA-N
CHEBI_137522	KVFZUTBKAXAVDX-CYHVGBIXSA-N
CHEBI_137523	RCIADIYJKCSKCC-YNGBHSAQSA-N
CHEBI_137524	HFDTXCVXUXCTMY-KHGLPFCESA-N
CHEBI_137525	HFDTXCVXUXCTMY-VNYHEVQSSA-N
CHEBI_137528	JZGOFJIAHJJJDK-ICZJPRMTSA-N
CHEBI_137530	XVBFDFFOYTTYHD-OSFYFWSMSA-N
CHEBI_137531	CXGSNSSJAGLQTG-DSDFTUOUSA-N
CHEBI_137533	QMAYBMKBYCGXDH-SOUVJXGZSA-N
CHEBI_137535	WNZXPDXXLQCXHX-NJVJYBDUSA-N
CHEBI_137536	SWPWNLQMJDQTRD-XPABHHOTSA-N
CHEBI_137542	UVZBUUTTYHTDRR-MOPGFXCFSA-N
CHEBI_137543	PCIOUQYHTPPZEM-RBUKOAKNSA-N
CHEBI_137546	WILWDBJHNLQDON-MOPGFXCFSA-N
CHEBI_137547	ZTTPPKHGJLLMDB-OTWHNJEPSA-N
CHEBI_137549	SSCPJWFEGZXWAB-IMEWIIRVSA-N
CHEBI_137562	QEBNYNLSCGVZOH-IPYPFGDCSA-N
CHEBI_137563	QCESRPKOTSPFAU-VHDGCEQUSA-N
CHEBI_137564	PXMCURAOQSNMOZ-AHNWEQDZSA-N
CHEBI_137565	OEBBSSBZPLXOHC-HJHANVIFSA-N
CHEBI_137580	YYNINOSNLIMLAJ-BJKOFHAPSA-N
CHEBI_137581	MDIBHDWHCLLWJU-YWCCWUOUSA-N
CHEBI_137582	LVIIPAXNGUJAAT-RRPNLBNLSA-O
CHEBI_137583	UGWAFZVUHJCWOQ-KAYWLYCHSA-O
CHEBI_137584	UGWAFZVUHJCWOQ-RRPNLBNLSA-O
CHEBI_137585	QFBMVHPGUOVSGP-JTCWXIJDSA-O
CHEBI_137593	FASAKYLWSRDQOH-HSJNEKGZSA-N
CHEBI_137594	DTSXRQWOCZUNPL-YVNCZSHWSA-N
CHEBI_137598	WUBBRNOQWQTFEX-UHFFFAOYSA-N
CHEBI_137600	GIQHIMWSWCCNJG-UHFFFAOYSA-N
CHEBI_137661	BHQCQFFYRZLCQQ-PGHAKIONSA-N
CHEBI_137662	KXGVEGMKQFWNSR-WFTUMUMQSA-N
CHEBI_137663	ZKWNOTQHFKYUNU-JGGGILNFSA-N
CHEBI_137664	YTGXPYMXYISPEB-OYTCJBBASA-N
CHEBI_137668	GGOBJYLDOQWHDT-TWQBTYDKSA-N
CHEBI_137673	GBHSTQUVJWQJOK-UHFFFAOYSA-N
CHEBI_137674	UENWRTRMUIOCKN-UHFFFAOYSA-N
CHEBI_137675	ACOOSTZBTYEGER-UHFFFAOYSA-N
CHEBI_137679	IIWDDMINEZBCTG-AIDYBKPZSA-N
CHEBI_137687	DGZVTDWQDGXMNS-WWWAIJEQSA-N
