ID	AraCyc	EcoCyc	KEGG	MetaCyc	PlantCyc
rxn01019	ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|CITRULLINE-DEG-PWY|Citrulline-Biosynthesis|Degradation|Energy-Metabolism|IND-AMINO-ACID-SYN|MISCELLANEOUS-DEG|NITROGEN-DEG|Noncarbon-Nutrients|Other-Amino-Acid-Biosynthesis|PWY-4984|PWY-5004|PWY-7060|Photosynthesis	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|Polyamine-Biosynthesis	rn00330	ARG+POLYAMINE-SYN|ARGDEGRAD-PWY|ARGININE-DEG|ARGININE-SYN|ARGININE-SYN4-PWY|ARGORNPROST-PWY|ARGSYN-PWY|ARGSYNBSUB-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|CITRULLINE-DEG-PWY|Citrulline-Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|MISCELLANEOUS-DEG|NITROGEN-DEG|Noncarbon-Nutrients|Other-Amino-Acid-Biosynthesis|PROLINE-SYN|PWY-4981|PWY-4984|PWY-5004|Polyamine-Biosynthesis	ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|CITRULBIO-PWY|CITRULLINE-DEG-PWY|Citrulline-Biosynthesis|Degradation|Energy-Metabolism|IND-AMINO-ACID-SYN|MISCELLANEOUS-DEG|NITROGEN-DEG|Noncarbon-Nutrients|Other-Amino-Acid-Biosynthesis|Other-Degradation|PWY-4984|PWY-5004|PWY-7060|PWY4LZ-7318|PWY4LZ-81|Photosynthesis
rxn01021	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Methylthioadenosine-Degradation|NUCLEO-DEG|PWY-4361|PWY-6754	Degradation|Methylthioadenosine-Degradation|NUCLEO-DEG|PWY0-1391	rn00270	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Methylthioadenosine-Degradation|NUCLEO-DEG|PWY-4361|PWY-6754|PWY0-1391	Amino-Acid-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|METHIONINE-SYN|Methylthioadenosine-Degradation|NUCLEO-DEG|PWY-4361-ARA|PWY-6754
rxn01022	null	null	rn00270	Degradation|Methylthioadenosine-Degradation|NUCLEO-DEG|PWY-6756	null
rxn01023	null	null	rn00460	null	null
rxn01024	null	null	rn00460	null	null
rxn01025	null	null	rn00240	null	null
rxn01027	null	null	rn00240	null	null
rxn01028	Degradation|NUCLEO-DEG|PWY-6430|Pyrimidine-Base-Degradation|Pyrimidine-Degradation	null	rn00240	Degradation|NUCLEO-DEG|PWY-6430|Pyrimidine-Degradation	Degradation|NUCLEO-DEG|PWY-6430|Pyrimidine-Degradation
rxn01029	Biosynthesis|POLYAMINSYN3-PWY|PWY-43|PWYQT-94|Polyamine-Biosynthesis|Putrescine-Biosynthesis	null	rn00330	ARGDEG-III-PWY|ARGININE-DEG|Amino-Acid-Degradation|Biosynthesis|Degradation|POLYAMINSYN3-PWY|PWY-43|Polyamine-Biosynthesis|Putrescine-Biosynthesis	Biosynthesis|POLYAMINSYN3-PWY|PWY-43|PWYQT-94|Polyamine-Biosynthesis|Putrescine-Biosynthesis
rxn01032	BENZENOID-SYN|Benzoate-Biosynthesis|Biosynthesis|PHENYLPROPANOID-SYN|PWY-6444|PWY-6446|SECONDARY-METABOLITE-BIOSYNTHESIS	null	rn00623|rn00627	AROMATIC-COMPOUNDS-DEGRADATION|BENZENOID-SYN|Benzoate-Biosynthesis|Biosynthesis|Degradation|MANDELATE-DEG|PHENYLPROPANOID-SYN|PWY-1501|PWY-2504|PWY-5178|PWY-5183|PWY-6444|PWY-6446|PWY-6763|PWY-6766|PWY-6954|PWY-6957|SECONDARY-METABOLITE-BIOSYNTHESIS|TOLUENE-DEG|TOLUENE-DEG-CATECHOL-PWY	BENZENOID-SYN|Benzoate-Biosynthesis|Biosynthesis|PHENYLPROPANOID-SYN|PWY-6444|PWY-6446|PWY-6763|PWY-6766|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn01033	null	null	rn00623|rn00627	AROMATIC-COMPOUNDS-DEGRADATION|Degradation|MANDELATE-DEG|PWY-1501|PWY-2504|PWY-6954|PWY-6957	null
rxn01034	null	null	rn00627	null	null
rxn01035	AROMATIC-COMPOUNDS-DEGRADATION|BENZENOID-SYN|Benzoate-Biosynthesis|Benzoate-Degradation|Biosynthesis|Degradation|PHENYLPROPANOID-SYN|PWY-283|PWY-6443|SECONDARY-METABOLITE-BIOSYNTHESIS	null	rn00362|rn00627	AROMATIC-COMPOUNDS-DEGRADATION|BENZCOA-PWY|BENZENOID-SYN|Benzoate-Biosynthesis|Benzoate-Degradation|Biosynthesis|Degradation|PHENYLPROPANOID-SYN|PWY-13|PWY-283|PWY-5001|PWY-6443|PWY-6763|SECONDARY-METABOLITE-BIOSYNTHESIS|XANTHONE-SYN	BENZENOID-SYN|Benzoate-Biosynthesis|Biosynthesis|PHENYLPROPANOID-SYN|PWY-13|PWY-5001|PWY-6443|PWY-6763|SECONDARY-METABOLITE-BIOSYNTHESIS|XANTHONE-SYN
rxn01036	null	null	rn00230	null	null
rxn01037	null	null	rn00360	null	null
rxn01039	null	null	rn00360	ALKALOIDS-SYN|Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-5883|SECONDARY-METABOLITE-BIOSYNTHESIS	ALKALOIDS-SYN|Biosynthesis|N-CONTAINING-SECONDARY-CMPD-SYN|PWY-5883|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn01040	null	null	rn00362	null	null
rxn01041	null	null	rn00040	null	null
rxn01042	null	null	rn00040	null	null
rxn01043	null	null	rn00040	null	null
rxn01044	null	null	rn00040	null	null
rxn01045	null	null	rn00290	null	null
rxn01047	null	null	rn00640	null	null
rxn01048	null	null	rn00680	C1-COMPOUNDS|Degradation|Formaldehyde-Assimilation|P185-PWY	null
rxn01051	null	null	rn00500	null	null
rxn01053	null	Aldehyde-Degradation|Degradation|Detoxification|FUC-RHAMCAT-PWY|Lactaldehyde-Degradation|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-5459|PWY0-1317	rn00620	Aldehyde-Degradation|Carbohydrates-Degradation|Degradation|Detoxification|Energy-Metabolism|FUC-RHAMCAT-PWY|L-rhamnose-Degradation|Lactaldehyde-Degradation|METHGLYUT-PWY|Methylglyoxal-Detoxification|PWY-5197|PWY-5458|PWY-5459|PWY-6713|PWY0-1317|Sugars-And-Polysaccharides	null
rxn01054	null	null	rn00620	null	null
rxn01056	null	null	rn00640	null	null
rxn01057	null	null	rn00620	null	null
rxn01058	null	null	rn00100	null	null
rxn01062	Biosynthesis|Lipid-Biosynthesis|PWY66-341|Sterol-Biosynthesis	null	rn00100	Biosynthesis|Lipid-Biosynthesis|PWY66-3|PWY66-341|PWY66-5|Sterol-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY66-341|Sterol-Biosynthesis
rxn01063	Biosynthesis|Lipid-Biosynthesis|PWY-6663|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TRITERPENOID-SYN|Terpenoid-Biosynthesis	null	rn00100	Biosynthesis|Lipid-Biosynthesis|PWY66-4|PWY66-5|Sterol-Biosynthesis	Biosynthesis|Lipid-Biosynthesis|PWY-6663|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|TRITERPENOID-SYN|Terpenoid-Biosynthesis
rxn01064	null	null	rn00984	null	null
rxn01066	null	null	rn00100	null	null
rxn01067	null	null	rn00120	Biosynthesis|Lipid-Biosynthesis|PWY-6061|Sterol-Biosynthesis	null
rxn01068	null	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THRDLCTCAT-PWY|THREOCAT-PWY|THREONINE-DEG|THREONINE-DEG2-PWY	rn00260	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|PWY-5443|THRDLCTCAT-PWY|THREOCAT-PWY|THREONINE-DEG|THREONINE-DEG2-PWY|Vitamin-Biosynthesis	null
rxn01069	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|PWY-3001|PWY-724|THREONINE-BIOSYNTHESIS|THRESYN-PWY	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY	rn00260	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|P4-PWY|PWY-3001|PWY-724|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSER-THRESYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|PWY-3001|PWY-724|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01071	Biosynthesis|Choline-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-3385|PWY-4762|PWY4FS-6|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	null	rn00564	Biosynthesis|Choline-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-3385|PWY-4762|PWY4FS-6|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis	Biosynthesis|Choline-Biosynthesis|Lipid-Biosynthesis|PHOSLIPSYN2-PWY|PWY-3385|PWY-4762|PWY4FS-6|PhosphatidylethanolamineBiosynthesis|Phospholipid-Biosynthesis
rxn01073	null	null	rn00564	null	null
rxn01074	null	null	rn00520	null	null
rxn01075	Activation-Inactivation-Interconversion|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Interconversion|PWY-5114|PWY-63|SUGAR-NUCLEOTIDES|UDP-Sugar-Biosynthesis	null	rn00520	Activation-Inactivation-Interconversion|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Interconversion|PWY-5114|PWY-63|SUGAR-NUCLEOTIDES	Activation-Inactivation-Interconversion|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Interconversion|PWY-5114|PWY-63|SUGAR-NUCLEOTIDES
rxn01076	null	null	rn00040|rn00053|rn00520	null	null
rxn01079	null	null	rn00040|rn00053	null	null
rxn01080	null	null	rn00040	null	null
rxn01081	null	null	rn00053	null	null
rxn01087	null	null	rn00600	null	null
rxn01088	null	null	rn00600	null	null
rxn01089	null	null	rn00600	null	null
rxn01090	null	null	rn00600	null	null
rxn01091	null	null	rn00600	null	null
rxn01092	null	null	rn00600	null	null
rxn01093	null	null	null	Biosynthesis|PWY-6374|Siderophores-Biosynthesis	null
rxn01094	null	ALL-CHORISMATE-PWY|AROMATIC-COMPOUNDS-BIOSYN|Biosynthesis|ENTBACSYN-PWY|PWY-5901|Siderophores-Biosynthesis	rn01053	ALL-CHORISMATE-PWY|AROMATIC-COMPOUNDS-BIOSYN|Biosynthesis|ENTBACSYN-PWY|PWY-5901|PWY-5903|PWY-6374|Siderophores-Biosynthesis	null
rxn01096	null	null	rn00362	null	null
rxn01099	null	null	rn00260	null	null
rxn01100	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|PHOTOALL-PWY|PWY-1042|PWY-3801|PWY-5464|PWY-5484|PWY-6901|Photosynthesis|SUCROSE-DEG|SUCSYN-PWY|Sucrose-Biosynthesis|Sugars-And-Polysaccharides-Degradation	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|TCA-VARIANTS	rn00010|rn00710	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P122-PWY|P124-PWY|P185-PWY|P441-PWY|P461-PWY|PHOTOALL-PWY|PWY-1042|PWY-3801|PWY-5464|PWY-5484|PWY-6886|PWY-6901|PWY-7003|Photosynthesis|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUCSYN-PWY|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-VARIANTS|Generation-Precursors-Energy|Gluconeogenesis|PHOTOALL-PWY|PWY-1042|PWY-3801|PWY-5454|PWY-5455|PWY-5464|PWY-5464-PLANT|PWY-5484|PWYQT-4428|Photosynthesis|SUCROSE-DEG|SUCSYN-PWY|Sugars-And-Polysaccharides
rxn01101	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SERINE-BIOSYNTHESIS|SERSYN-PWY	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY	rn00260|rn00680	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SER-GLYSYN-PWY|SERINE-BIOSYNTHESIS|SERSYN-PWY|SULFATE-CYS-PWY	Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|SERINE-BIOSYNTHESIS|SERSYN-PWY
rxn01102	Energy-Metabolism|PWY-181|Photosynthesis	Alcohol-Degradation|CARBOXYLATES-DEG|Degradation|GLYCOL-GLYOXDEG-PWY|GLYCOLATEMET-PWY|Glycolate-Degradation	rn00260|rn00561|rn00630	Alcohol-Degradation|CARBOXYLATES-DEG|Degradation|Energy-Metabolism|GLYCOL-GLYOXDEG-PWY|GLYCOLATEMET-PWY|Glycolate-Degradation|PWY-181|Photosynthesis	Energy-Metabolism|PWY-181|PWY4LZ-235|Photosynthesis
rxn01104	null	null	rn00010	Biosynthesis|Metabolic-Regulators|PWY-6405	null
rxn01106	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|PWY-1042|PWY-3801|PWY-5464|PWY-5484|PWY-5723|PWY-6901|SUCROSE-DEG|Sugars-And-Polysaccharides-Degradation	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|TCA-VARIANTS	rn00010|rn00260|rn00680	ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|PWY-1042|PWY-1622|PWY-2221|PWY-3801|PWY-5464|PWY-5484|PWY-5723|PWY-6142|PWY-6146|PWY-6886|PWY-6901|PWY-7003|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-VARIANTS|Generation-Precursors-Energy|Gluconeogenesis|PWY-1042|PWY-3801|PWY-5454|PWY-5455|PWY-5464|PWY-5464-PLANT|PWY-5484|PWY-5723|PWYQT-4428|SUCROSE-DEG|Sugars-And-Polysaccharides
rxn01107	null	Carbohydrates-Degradation|Degradation|GLUCOSE1PMETAB-PWY|Sugars-And-Polysaccharides	rn00030	Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|DHGLUCONATE-PYR-CAT-PWY|Degradation|GLUCOSE1PMETAB-PWY|NPGLUCAT-PWY|PWY-2221|PWY-5530|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sorbitol-Biosynthesis|Sugar-Alcohols-Biosynthesis|Sugar-Derivatives|Sugars-And-Polysaccharides	null
rxn01108	null	null	rn00030	Carbohydrates-Degradation|Degradation|NPGLUCAT-PWY|PWY-2221|Sugars-And-Polysaccharides	null
rxn01109	null	null	rn00030	Carbohydrates-Degradation|Degradation|NPGLUCAT-PWY|PWY-2221|Sugars-And-Polysaccharides	null
rxn01110	null	null	rn00030	null	null
rxn01111	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|PHOTOALL-PWY|PWY-5723|Photosynthesis	null	rn00710	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|PHOTOALL-PWY|PWY-5723|PWY-6886|Photosynthesis	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|PHOTOALL-PWY|PWY-5723|Photosynthesis
rxn01112	null	null	rn00040	null	null
rxn01113	null	null	rn00040	null	null
rxn01114	null	null	rn00040	Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCAT-PWY|Degradation|PWY-5257|RIBITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides	null
rxn01115	Carbohydrates-Degradation|Degradation|Energy-Metabolism|OXIDATIVEPENT-PWY|PENTOSE-P-PWY|PWY-6901|Pentose-Phosphate-Cycle|Sugars-And-Polysaccharides-Degradation	Energy-Metabolism|OXIDATIVEPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle	rn00030|rn00480	Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|OXIDATIVEPENT-PWY|P122-PWY|PENTOSE-P-PWY|PWY-6901|Pentose-Phosphate-Cycle|Sugars-And-Polysaccharides|Xylose-Degradation	Energy-Metabolism|OXIDATIVEPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle
rxn01116	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|NONOXIPENT-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|PWY-5723|PWY-6901|Pentose-Phosphate-Cycle|Photosynthesis|Sugars-And-Polysaccharides-Degradation	Energy-Metabolism|NONOXIPENT-PWY|PENTOSE-P-PWY|Pentose-Phosphate-Cycle	rn00030|rn00040|rn00710	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|D-Arabinose-Degradation|DARABCAT-PWY|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|NONOXIPENT-PWY|P122-PWY|P124-PWY|P185-PWY|P21-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|PWY-1861|PWY-5257|PWY-5723|PWY-6886|PWY-6901|Pentose-Phosphate-Cycle|Photosynthesis|RIBITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|Xylose-Degradation	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|NONOXIPENT-PWY|PENTOSE-P-PWY|PHOTOALL-PWY|PWY-5723|Pentose-Phosphate-Cycle|Photosynthesis
rxn01117	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|CMP-Sugar-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-1269|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-1269|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES	null	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|LPSSYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-1269|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES	Biosynthesis|CARBO-BIOSYNTHESIS|CMP-KDO-Biosynthesis|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|KDO-NAGLIPASYN-PWY|Lipid-Biosynthesis|Lipopolysaccharide-Biosynthesis|PWY-1269|Polysaccharides-Biosynthesis|SUGAR-NUCLEOTIDES
rxn01121	null	null	rn00030	Carbohydrates-Degradation|Degradation|NPGLUCAT-PWY|PWY-2221|Sugars-And-Polysaccharides	null
rxn01122	null	D-Galacturonate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives	rn00040	D-Galacturonate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|PWY-6516|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives	null
rxn01123	null	D-Galacturonate-Degradation|D-Glucuronate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|GLUCUROCAT-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives	rn00030|rn00040	Carbohydrates-Degradation|D-Galacturonate-Degradation|D-Glucuronate-Degradation|Degradation|GALACT-GLUCUROCAT-PWY|GALACTUROCAT-PWY|GLUCUROCAT-PWY|POLYSACCHARIDES-DEG|PWY-2221|PWY-6507|PWY-6516|PWY-6986|Polymer-Degradation|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ACIDS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides	null
rxn01124	null	null	rn00040	Degradation|PWY-6507|PWY-6516|SECONDARY-METABOLITE-DEGRADATION|Sugar-Derivatives	null
rxn01126	null	null	rn00030	null	null
rxn01127	null	null	rn00230	null	null
rxn01128	null	null	rn00240	null	null
rxn01129	null	null	rn00240	null	null
rxn01130	null	null	rn00640	Acetone-Degradation|Degradation|Energy-Metabolism|Fatty-Acid-and-Lipid-Degradation|PWY-5451|PWY-5533|PWY-6876	null
rxn01131	null	null	rn00460	null	null
rxn01132	null	null	rn00500	null	null
rxn01134	null	null	rn00500	null	null
rxn01135	null	null	rn00630	null	null
rxn01136	null	null	rn00630	CARBOXYLATES-DEG|Degradation|Oxalate-Degradation|PWY-6695|PWY-6696	null
rxn01137	Adenosine-Nucleotides-Degradation|Degradation|NUCLEO-DEG|Purine-Degradation|SALVADEHYPOX-PWY	Adenine-Adenosine-Salvage|Adenosine-Nucleotides-Degradation|Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6609|PWY-6611|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage|SALVADEHYPOX-PWY	rn00230	Adenine-Adenosine-Salvage|Adenosine-Nucleotides-Degradation|Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6353|PWY-6609|PWY-6611|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage|SALVADEHYPOX-PWY	Adenosine-Nucleotides-Degradation|Degradation|NUCLEO-DEG|Purine-Degradation|SALVADEHYPOX-PWY
rxn01138	null	Adenine-Adenosine-Salvage|Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY-6609|PWY-6611|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage	rn00230	Adenine-Adenosine-Salvage|Biosynthesis|Degradation|Metabolic-Clusters|NUCLEO-DEG|Nucleotide-Biosynthesis|P1-PWY|P121-PWY|PUR-NUC-SYN|PWY-6609|PWY-6611|PWY0-1296|PYR-NUC-SYN|Purine-Degradation|Purine-Nucleotides-Salvage	null
rxn01139	null	null	rn00230	null	null
rxn01140	null	null	rn00330	AMINE-DEG|Creatinine-Degradation|Degradation|PWY-4722	null
rxn01142	null	null	rn00260|rn00330	AMINE-DEG|CRNFORCAT-PWY|Creatinine-Degradation|Degradation	null
rxn01143	null	Biosynthesis|Nucleotide-Biosynthesis|PWY0-181|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage	rn00240	Biosynthesis|Metabolic-Clusters|Nucleotide-Biosynthesis|P1-PWY|PUR-NUC-SYN|PWY0-181|PYR-NUC-SYN|Purine-Nucleotides-Salvage|Pyrimidine-Nucleotide-Salvage	null
rxn01145	null	null	rn00240	null	null
rxn01146	null	null	rn00240	null	null
rxn01153	null	null	rn00471	null	null
rxn01154	null	null	rn00750	null	null
rxn01156	null	null	rn00360	null	null
