id	names	formula	mass	charge	inchikey	smiles
DIETHYLPHOSPHATE	diethylphosphate|Diethylphosphoric acid|O,O-diethylphosphoric acid|phosphoric acid, diethyl ester|diethyl hydrogen phosphate|diethyl phosphoric acid	C4H10O4P	153.094	10000000	UCQFCFPECQILOL-UHFFFAOYSA-M	CCOP(=O)([O-])OCC
CPD-19510	brassinin	C11H12N2S2	236.349	10000000	QYKQWFZDEDFELK-UHFFFAOYSA-N	CSC(=S)NCc1c[nH]c2ccccc12
CPDQT-433	4-methoxy-3-indolylmethylisothiocyanate	C11H10N2OS	218.273	10000000	IMQUXUBOZWPMFX-UHFFFAOYSA-N	COc1cccc2[nH]cc(CN=C=S)c12
CPD-11872	(2<i>R</i>)-3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propan-1-one|(-)-(betaR)-alpha-(2-methoxyphenoxy)-beta-hydroxypropiovanillone|MPHPV II|(-)-(betaR)-MPHPV	C17H18O6	318.326	10000000	BUJCVBRLTBAYCW-MRXNPFEDSA-N	COc1cc(C(=O)[C@@H](CO)Oc2ccccc2OC)ccc1O
CPD-16169	2-iodosobenzoate|<i>o</i>-iodosobenzoate|2-iodosobenzoic acid|<i>o</i>-iodosobenzoic acid|2-iodosylbenzoic acid|<i>o</i>-odosylbenzoic acid	C7H4IO3	263.011	10000000	IFPHDUVGLXEIOQ-UHFFFAOYSA-M	O=Ic1ccccc1C(=O)[O-]
CPD-13561	6-(O-beta-D-glucopyranosyl) camalexin	C17H18N2O5S	362.4	10000000	NUZXOMGQIJLFGX-UHFFFAOYSA-N	OCC1OC(c2ccc3c(-c4nccs4)c[nH]c3c2)C(O)C(O)C1O
CPDQT-424	3,3'-di(indol-3-yl)methane	C17H14N2	246.311	10000000	VFTRKSBEFQDZKX-UHFFFAOYSA-N	c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1
S-METHYLTHIOGLYCOLATE	(methylsulfanyl)acetate|(methylthio)acetic acid|S-methylthioglycolate|S-(methylsulfanyl)glycolate	C3H5O2S	105.131	10000000	HGTBAIVLETUVCG-UHFFFAOYSA-M	CSCC(=O)[O-]
THIAZOL-YL-INDOLE	camalexin|3-(thiazol-2-yl)indole	C11H8N2S	200.258	10000000	IYODIJVWGPRBGQ-UHFFFAOYSA-N	c1ccc2c(-c3nccs3)c[nH]c2c1
CPD-21172	indol-3-ylmethylisothiocyanate-[gamma-Glu-Cys}	C18H21N4O5S2	437.508	10000000	GZOFCUCPYZIBSD-JSGCOSHPSA-M	[NH3+][C@@H](CCC(=O)N[C@@H](CSC(=S)NCc1c[nH]c2ccccc12)C(=O)[O-])C(=O)[O-]
CPD-11871	(2<i>S</i>)-3-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-2-(2-methoxyphenoxy)propan-1-one|(+)-(betaS)-alpha-(2-methoxyphenoxy)-beta-hydroxypropiovanillone|MPHPV I|(+)-(betaS)-MPHPV	C17H18O6	318.326	10000000	BUJCVBRLTBAYCW-INIZCTEOSA-N	COc1cc(C(=O)[C@H](CO)Oc2ccccc2OC)ccc1O
CPD-22852	1,2-dihydroxypropane-1,2,3-tricarboxylate	C6H5O8	205.101	10000000	ZMJBYMUCKBYSCP-UHFFFAOYSA-K	O=C([O-])CC(O)(C(=O)[O-])C(O)C(=O)[O-]
INDOLE-3-CARBOXALDEHYDE	indole-3-carbaldehyde|indole-3-carboxaldehyde|1<i>H</i>-indole-3-carbaldehyde	C9H7NO	145.16	10000000	OLNJUISKUQQNIM-UHFFFAOYSA-N	O=Cc1c[nH]c2ccccc12
CPD-19511	indole-3-carbinonium ion	C9H8N	130.169	10000000	NSQIQDGIPQVASR-UHFFFAOYSA-N	[CH+]=C1C=Nc2ccccc21
CPD-19408	2-hydroxy-3-carboxy-6-methoxy-hexa-2,4-dienoate	C8H6O7	214.131	10000000	KBKGWVUCZMNXFY-UHFFFAOYSA-L	COC(=O)CC=C(C(=O)[O-])C(=O)C(=O)[O-]
CPDQT-434	indol-3-ylmethylisothiocyanate-glutathione	C20H24N5O6S2	494.559	10000000	WJEGHYZNKDEWFC-ZFWWWQNUSA-M	[NH3+][C@@H](CCC(=O)N[C@@H](CSC(=S)NCc1c[nH]c2ccccc12)C(=O)NCC(=O)[O-])C(=O)[O-]
SEROTONIN	serotonin|5-HT|hydroxytryptamine|5-hydroxytryptamine|3-(2-aminoethyl)-1H-indol-5-ol|enteramine|thrombocytin|thrombotonin	C10H13N2O	177.225	10000000	QZAYGJVTTNCVMB-UHFFFAOYSA-O	[NH3+]CCc1c[nH]c2ccc(O)cc12
CPD-13599	cyclobrassinin	C11H10N2S2	234.333	10000000	MVMVWNMQGBYIDM-UHFFFAOYSA-N	CSC1=NCc2c([nH]c3ccccc23)S1
CPD-428	6-deoxyerythronolide B	C21H38O6	386.528	10000000	HQZOLNNEQAKEHT-IBBGRPSASA-N	CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C
CPDQT-428	indole-3-carbinol|3-hydroxymethylindole|indole-3-methanol|1H-(indol-3-yl)methanol	C9H9NO	147.176	10000000	IVYPNXXAYMYVSP-UHFFFAOYSA-N	OCc1c[nH]c2ccccc12
CPDQT-425	indol-3-ylmethyl-glutathione	C19H23N4O6S	435.474	10000000	LLXMBNSNAAVMLO-ZFWWWQNUSA-M	[NH3+][C@@H](CCC(=O)N[C@@H](CSCc1c[nH]c2ccccc12)C(=O)NCC(=O)[O-])C(=O)[O-]
CPD-8198	methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside	C13H24O10	340.327	10000000	ZUPSABSQBFCIOU-IBVRSMRASA-N	CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O
INDOLE-3-GLYCOL	(indol-3-yl)glycol|indole-3-glycol|(1<i>R</i>)-1-(1<i>H</i>-indol-3-yl)ethane-1,2-diol	C10H11NO2	177.202	10000000	XNJDZRGYWQBBMZ-JTQLQIEISA-N	OC[C@H](O)c1c[nH]c2ccccc12
CPD-23660	(2<i>S</i>)-2-amino-3-[(3<i>Z</i>)-indol-3-ylidene]propanoate	C11H10N2O2	202.212	10000000	HXAJMKJPBQFASJ-UHFFFAOYSA-N	[NH3+]C(=Cc1c[nH]c2ccccc12)C(=O)[O-]
CPD-18274	3-hydroxy-4-methyl-benzoate|3-hydroxy-4-methyl-benzoic acid	C8H7O3	151.141	10000000	ZQLCWPXBHUALQC-UHFFFAOYSA-M	Cc1ccc(C(=O)[O-])cc1O
BENZYL-2R3S-2-METHYL-3-HYDROXYBUTANOA	benzyl (2r,3s)-2-methyl-3-hydroxybutanoate|3-hydroxy-2-methyl-butanoic acid benzyl ester	C12H16O3	208.257	10000000	VDARBCCMTDKLBW-ZJUUUORDSA-N	C[C@H](O)[C@@H](C)C(=O)OCc1ccccc1
CPD-18140	indol-5-one	C8H5NO	131.134	10000000	CHCVONSEJKYYBG-UHFFFAOYSA-N	O=C1C=CC2=NC=CC2=C1
CPD-12164	indolepropanol phosphate|indole propanol phosphate|indole-3-propanol phosphate|1-(indol-3-yl)propanol 3-phosphate|3-(1H-indol-3-yl)propyl dihydrogen phosphate|3-(indol-3-yl)propyl phosphate	C11H12NO4P	253.194	10000000	NKEZSFZOUIIZFL-UHFFFAOYSA-L	O=P([O-])([O-])OCCCc1c[nH]c2ccccc12
CPD0-1525	alpha-oxo-1-carboxy-5,6-dihydrothiopyranpropanoate S-oxide|alpha-oxo-1-carboxy-5,6-dihydrothiopyranpropanoic acid S-oxide	C9H8O6S	244.219	10000000	CASDQHBWCWAVHW-UHFFFAOYSA-L	O=C([O-])C(=O)CC1(C(=O)[O-])C=CS(=O)CC1
2-OXINDOLE-3-ACETIC-ACID	2-oxoindole-3-acetate|2-indolinone-3-acetic acid|2-oxoindole-3-acetic acid|2-indolinone-3-acetate	C10H8NO3	190.178	10000000	ILGMGHZPXRDCCS-UHFFFAOYSA-M	O=C([O-])CC1C(=O)Nc2ccccc21
N-ACETYL-SEROTONIN	<i>N</i>-acetyl-serotonin|<i>N</i>-acetyl-5-hydroxytryptamine	C12H14N2O2	218.255	10000000	MVAWJSIDNICKHF-UHFFFAOYSA-N	CC(=O)NCCc1c[nH]c2ccc(O)cc12
CPD-14756	(S)-methyl thiobenzoate|methylthiobenzoic acid|thiobenzoic acid methylthioester|S-methyl benzenecarbothioate|S-ethyl benzothioate|methylthiobenzoate|thiobenzoic acid methyl ester	C8H8OS	152.211	10000000	RQVWTMCUTHKGCM-UHFFFAOYSA-N	CSC(=O)c1ccccc1
CPD-12425	4-(hydroxylamino)-<i>N,N'</i>-dimethylaniline|NDMA|<i>N,N'</i>-dimethyl-4-hydroxylaminoaniline|p-<i>N,N</i>-dimethylaminophenylhydroxylamine	C8H12N2O	152.196	10000000	OQCYOHPVXHQWSI-UHFFFAOYSA-N	CN(C)c1ccc(NO)cc1
CPD-23654	2-(-indol-3-ylidene)ethanol	C10H9NO	159.187	10000000	XSDNTTSFHJVEQL-VMPITWQZSA-N	OC/C=C1\C=Nc2ccccc21
CPD-18137	indol-2-one	C8H5NO	131.134	10000000	QNLOWBMKUIXCOW-UHFFFAOYSA-N	O=C1C=c2ccccc2=N1
DEOXYLIMONONIC-ACID-D-RING-LACTONE	deoxylimononic acid D-ring-lactone	C26H32O9	488.533	10000000	BQKCYOXFBVKBDA-UHFFFAOYSA-L	CC1=C2CC(=O)OC(c3ccoc3)C2(C)CCC1C1(CO)C(CC(=O)[O-])OC(C)(C)C1CC(=O)[O-]
CPD-12020	5-methoxyindole acetate|5-methoxyindole acetic acid	C11H10NO3	204.205	10000000	COCNDHOPIHDTHK-UHFFFAOYSA-M	COc1ccc2[nH]cc(CC(=O)[O-])c2c1
ISATIN	isatin|1H-indole-2,3-dione	C8H5NO2	147.133	10000000	JXDYKVIHCLTXOP-UHFFFAOYSA-N	O=C1Nc2ccccc2C1=O
BENZOATE	benzoate|benzoic acid|benzenecarboxylic acid|phenylformic acid	C7H5O2	121.115	10000000	WPYMKLBDIGXBTP-UHFFFAOYSA-M	O=C([O-])c1ccccc1
CPD-15928	ipsenone	C10H16O	152.236	10000000	IAUTWQNZPYUFQE-UHFFFAOYSA-N	C=CC(=C)CC(=O)CC(C)C
DIOXINDOLE-3-ACETATE	2-(3-hydroxy-2-oxo-1<i>H</i>-indol-3-yl)acetate|DiOxIAA|3-OH-2-oxindole-3-acetate|3-hydroxy-2-oxindole-3-acetate|3-hydroxy-2-oxo-indole-3-acetate|dioxindole-3-acetate|(3-hydroxy-2-oxo-indol-3-yl)acetate	C10H8NO4	206.177	10000000	MHLHEINWUCSPTL-UHFFFAOYSA-M	O=C([O-])CC1(O)C(=O)Nc2ccccc21
CPD-8913	3-(aminomethyl)indole|indol-3-ylmethylamine|AMI	C9H11N2	147.199	10000000	JXYGLMATGAAIBU-UHFFFAOYSA-O	[NH3+]Cc1c[nH]c2ccccc12
RIBOSE-TRIPHOSPHATE	D-ribose 5-triphosphate	C5H9O14P3	386.039	10000000	ZJJBHGDNOZLBIL-TXICZTDVSA-K	O=P([O-])(O)OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O
CPD-21648	4-hydroxyindole	C8H7NO	133.149	10000000	NLMQHXUGJIAKTH-UHFFFAOYSA-N	Oc1cccc2[nH]ccc12
CPD-12017	<i>N</i>-acetyl-serotonin sulfate|<i>N</i>-acetyl-5-hydroxytryptamine sulfate	C12H13N2O5S	297.305	10000000	UCAJZNVFRVLULS-UHFFFAOYSA-M	CC(=O)NCCc1c[nH]c2ccc(OS(=O)(=O)[O-])cc12
P-AMINO-BENZOATE	4-aminobenzoate|para-aminobenzoic acid|p-aminobenzoic acid|para-aminobenzoate|<i>p</i>-aminobenzoate|4-aminobenzoic acid|pABA	C7H6NO2	136.13	10000000	ALYNCZNDIQEVRV-UHFFFAOYSA-M	Nc1ccc(C(=O)[O-])cc1
CPD-22697	p-nitrophenyl alpha-glucoside 6-phosphate	C12H14NO11P	379.216	10000000	ULWWOIRVCLMNOB-ZIQFBCGOSA-L	O=[N+]([O-])c1ccc(O[C@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H]2O)cc1
56-DIHYDROXYINDOLE-2-CARBOXYLATE	5,6-dihydroxyindole-2-carboxylate|5,6-dihydroxy-1<i>H</i>-indole-2-carboxylate|DHICA	C9H6NO4	192.151	10000000	YFTGOBNOJKXZJC-UHFFFAOYSA-M	O=C([O-])c1cc2cc(O)c(O)cc2[nH]1
CPD-20798	2-geranyl-3-[(Z)-2-isocyanoethenyl]-3H-indole	C21H24N2	304.434	10000000	LKQTZEJDPSDRJV-ZWLZPDAFSA-N	C#[N+]/C=C\c1c(C/C=C(\C)CCC=C(C)C)[nH]c2ccccc12
CPD-19326	GalNAc-GalNAc-(Rib-ol)-P-Glc-AATGal-PP-undecaprenol|N-acetyl-alpha-D-galactosaminyl-(1->3)-N-acetyl-beta-D-galactosaminyl-[6-O-(phosphoribitol)]-beta-D-glucosyl-(1->3)-2-acetamido-4-amino-2,4,6-trideoxy-beta-D-galactosyl-diphospho-ditrans,octacis-undecaprenol	C90H151N4O32P3	1894.112	10000000	RQEAFBMKGINMCI-UMAOVAJJSA-L	CC(=O)N[C@H]1[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](C)[C@H]([NH3+])[C@@H]1O[C@@H]1O[C@H](COP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@H]1O
CPD-11674	5-hydroxytryptophol sulfate|5-hydroxytryptophol sulphate	C10H10NO5S	256.253	10000000	FOCUAJYUOXSNDS-UHFFFAOYSA-M	O=S(=O)([O-])Oc1ccc2[nH]cc(CCO)c2c1
INDOLE-PROPIONATE	3-(1H-indol-3-yl)propanoate|indole-propionate|3-indolepropionic acid|indole-3-propionate|IPA|indole-3-propanoate|3-(1H-indol-3-yl)propionate	C11H10NO2	188.205	10000000	GOLXRNDWAUTYKT-UHFFFAOYSA-M	O=C([O-])CCc1c[nH]c2ccccc12
CPD-21670	3-hydroxybenzoyl-beta-D-glucose	C13H16O8	300.265	10000000	PCQXEPONZOMDLQ-HMUNZLOLSA-N	O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(O)c1
CPD-416	4-O-feruloyl-D-quinate|4-O-feruloyl-D-quinic acid	C17H19O9	367.332	10000000	VTMFDSJJVNQXLT-AARZOWLDSA-M	COc1cc(/C=C/C(=O)O[C@H]2C(O)C[C@](O)(C(=O)[O-])C[C@H]2O)ccc1O
CPD-25828	ethyl 3-indoleacetate|ethyl 2-(1H-indol-3-yl)acetate	C12H13NO2	203.24	10000000	HUDBDWIQSIGUDI-UHFFFAOYSA-N	CCOC(=O)Cc1c[nH]c2ccccc12
CPD-19401	indole-2-carboxylate|azaindolate	C9H6NO2	160.152	10000000	HCUARRIEZVDMPT-UHFFFAOYSA-M	O=C([O-])c1cc2ccccc2[nH]1
CPD-7992	1,6-diaminohexane	C6H18N2	118.222	10000000	NAQMVNRVTILPCV-UHFFFAOYSA-P	[NH3+]CCCCCC[NH3+]
CPD-11578	3-(indol-3-yl)acrylate|indole-3-acrylate|3-indoleacrylate|indoleacrylic acid|3-indolylacrylic acid|3-indoleacrylic acid|indole-3beta-acrylic acid|3-(indol-3-yl)acrylic acid|<i>trans</i>-3-indoleacrylic acid|3-(3-indolyl)acrylic acid|indoleacrylate|(2E)-3-(1H-indol-3-yl)prop-2-enoate	C11H8NO2	186.19	10000000	PLVPPLCLBIEYEA-AATRIKPKSA-M	O=C([O-])/C=C/c1c[nH]c2ccccc12
3-INDOLYLGLYCOLALDEHYDE	(2<i>R</i>)-2-hydroxy-2-(indol-3-yl)acetaldehyde|2-hydroxy-2-(1H-indol-3-yl)acetaldehyde|3-indoleglycol aldehyde|indole-3-glycol aldehyde|(indol-3-yl)glycolaldehyde	C10H9NO2	175.187	10000000	XKZDNWMDLGQXML-JTQLQIEISA-N	O=C[C@H](O)c1c[nH]c2ccccc12
CPD-18293	4-hydroxy-3-(hydroxymethyl)-benzoate|4-hydroxy-3-(hydroxymethyl)-benzoic acid	C8H7O4	167.141	10000000	QZCIFUSRAPIQJN-UHFFFAOYSA-M	O=C([O-])c1ccc(O)c(CO)c1
ANTHRANILATE	anthranilate|anthranilic acid|2-aminobenzoic acid|vitamin L1|<i>o</i>-aminobenzoic acid|2-aminobenzoate|<i>o</i>-aminobenzoate	C7H6NO2	136.13	10000000	RWZYAGGXGHYGMB-UHFFFAOYSA-M	Nc1ccccc1C(=O)[O-]
INDOLE-3-GLYCOLATE	(2<i>R</i>)-2-hydroxy-2-(indol-3-yl)acetate|indole-3-glycolate|2-hydroxy-2-(1H-indol-3-yl)acetate	C10H8NO3	190.178	10000000	DJFPJDMKYOGJGU-SECBINFHSA-M	O=C([O-])[C@H](O)c1c[nH]c2ccccc12
CPD-23661	(3<i>R</i>)-3-hydroxy-L-tryptophan|threo-beta-hydroxy-L-tryptophan	C11H12N2O3	220.227	10000000	ITFHGBKXKUVKBW-VHSXEESVSA-N	[NH3+][C@H](C(=O)[O-])[C@H](O)c1c[nH]c2ccccc12
CPD0-1488	5-methylanthranilate|5-methylanthranilic acid	C8H8NO2	150.157	10000000	NBUUUJWWOARGNW-UHFFFAOYSA-M	Cc1ccc(N)c(C(=O)[O-])c1
CPD-18141	indol-6-one	C8H5NO	131.134	10000000	JBXRLVPILRXPNH-UHFFFAOYSA-N	O=C1C=CC2=CC=NC2=C1
SKATOLE	skatole|3-methyl-1H-indole	C9H9N	131.177	10000000	ZFRKQXVRDFCRJG-UHFFFAOYSA-N	Cc1c[nH]c2ccccc12
CPD-18275	3-hydroxy-5-methyl-benzoate|3-hydroxy-5-methyl-benzoic acid	C8H7O3	151.141	10000000	CFXOUQXGRQXUSE-UHFFFAOYSA-M	Cc1cc(O)cc(C(=O)[O-])c1
CPD-12266	serinol phosphate	C3H9NO5P	170.082	10000000	WDWYJNPKBKWDBL-UHFFFAOYSA-M	[NH3+]C(CO)COP(=O)([O-])[O-]
CPD-23655	2-[(3Z)-indol-3-ylidene]acetate	C10H6NO2	172.163	10000000	ZNWKELRZJMEGNL-FNORWQNLSA-M	O=C([O-])/C=C1\C=Nc2ccccc21
CPD-18138	indol-3-one	C8H5NO	131.134	10000000	FGFUBBNNYLNVLJ-UHFFFAOYSA-N	O=C1C=Nc2ccccc21
D-TARTRATE	D-tartrate|(-)-tartrate|(-)-tartaric acid|D-tartarate|(S,S)-tartrate|D-tartaric acid|(2S,3S)-tartaric acid|(2S,3S)-tartrate|(S,S)-tartaric acid	C4H4O6	148.072	10000000	FEWJPZIEWOKRBE-LWMBPPNESA-L	O=C([O-])[C@@H](O)[C@H](O)C(=O)[O-]
CPD-12021	5-methoxytryptophol|methoxytryptophol|5-methoxyindole-3-ethanol|5-methoxy-1H-indole-3-ethanol|1H-indole-3-ethanol, 5-methoxy-|indole-3-ethanol, 5-methoxy-	C11H13NO2	191.229	10000000	QLWKTGDEPLRFAT-UHFFFAOYSA-N	COc1ccc2[nH]cc(CCO)c2c1
L-DOPACHROME	L-dopachrome|indole-5,6-quinoneimine|2-L-carboxy-2,3-dihydroindole-5,6-quinone|(2S)-5,6-dioxo-2,3,5,6-tetrahydro-1H-indole-2-carboxylate	C9H6NO4	192.151	10000000	VJNCICVKUHKIIV-LURJTMIESA-M	O=C1C=C2C[C@@H](C(=O)[O-])NC2=CC1=O
CPD-15216	4-amino-3-methoxybenzoate|4-amino-3-methoxybenzoic acid	C8H8NO3	166.156	10000000	JNFGLYJROFAOQP-UHFFFAOYSA-M	COc1cc(C(=O)[O-])ccc1N
CPD-15891	atpenin A5|3-[(2<i>S</i>,4<i>S</i>,5<i>R</i>)-5,6-dichloro-2,4-dimethyl-1-oxohexyl]-4-hydroxy-5,6-dimethoxy-2(1H)-pyridinone	C15H21Cl2NO5	366.241	10000000	OVULNOOPECCZRG-CIUDSAMLSA-M	COc1[nH]c([O-])c(C(=O)[C@@H](C)C[C@H](C)[C@@H](Cl)CCl)c(=O)c1OC
CPD-8914	(1H-indol-3-yl)-<i>N</i>-methylmethanamine|MAMI|<i>N</i>-methyl-3-aminomethylindole	C10H13N2	161.226	10000000	BIFJNBXQXNWYOL-UHFFFAOYSA-O	C[NH2+]Cc1c[nH]c2ccccc12
CPD-21649	4-hydroxyindole-3-carbonyl nitrile|4-OH-ICN	C10H6N2O2	186.17	10000000	KVUDODPZCDAFRS-UHFFFAOYSA-N	N#CC(=O)c1c[nH]c2cccc(O)c12
QUINALDATE	quinaldate|quinoline-2-carboxylic acid|quinoline-2-carboxylate	C10H6NO2	172.163	10000000	LOAUVZALPPNFOQ-UHFFFAOYSA-M	O=C([O-])c1ccc2ccccc2n1
CPD-12018	5-methoxytryptamine|methoxytryptamine|mexamine|O-methylserotonin	C11H15N2O	191.252	10000000	JTEJPPKMYBDEMY-UHFFFAOYSA-O	COc1ccc2[nH]cc(CC[NH3+])c2c1
6-METHYL-INDOLE	6-methyl indole	C9H9N	131.177	10000000	ONYNOPPOVKYGRS-UHFFFAOYSA-N	Cc1ccc2cc[nH]c2c1
CPD-23271	3-methoxysalicylate|3-methoxysalicylic acid|<i>o</i>-vanillic acid|<i>o</i>-vanillate|2-hydroxy-3-methoxybenzoic acid|2-hydroxy-3-methoxybenzoate	C8H7O4	167.141	10000000	AUZQQIPZESHNMG-UHFFFAOYSA-M	COc1cccc(C(=O)[O-])c1O
CPD-22489	<i>N</i>-(7'-carboxy-7'-demethylgeranyl)-L-glutamate|7'-carboxy-L-NGG	C15H21NO6	311.334	10000000	GLOMHRXTBJVWKY-UIZYFNENSA-L	C/C(=C\C[NH2+][C@@H](CCC(=O)[O-])C(=O)[O-])CC/C=C(\C)C(=O)[O-]
INDOLE_PYRUVATE	(indol-3-yl)pyruvate|indole-pyr|indolepyruvic acid|indole-3-pyruvate|indolepyruvate|3-(indol-3-yl)pyruvate|3-indole-2-oxopropanoate|IPA|indole-3-pyruvic acid	C11H8NO3	202.189	10000000	RSTKLPZEZYGQPY-UHFFFAOYSA-M	O=C([O-])C(=O)Cc1c[nH]c2ccccc12
CPDQT-264	4-methoxyindole-3-carbaldehyde	C10H9NO2	175.187	10000000	GDVCEQRAPMIJBG-UHFFFAOYSA-N	COc1cccc2[nH]cc(C=O)c12
CPD-19238	alpha-D-ribose-1-[N-(phosphonomethyl)glycine] 5-triphosphate	C8H13NO18P4	535.082	10000000	NCHGZIFMJYCSRJ-XVFCMESISA-J	O=C([O-])C[NH2+]CP(=O)([O-])O[C@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O
CPD-6362	3-hydroxyindolin-2-one|dioxindole	C8H7NO2	149.149	10000000	SGZFJWQQBHYNNF-UHFFFAOYSA-N	O=C1Nc2ccccc2C1O
CPD-21174	4-O-beta-D-glucosyl-indol-3-yl formamide|4OGlcI3F	C15H18N2O7	338.316	10000000	BHRTYNWMRMHZNF-TVKJYDDYSA-N	O=CNc1c[nH]c2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12
CPD-18294	4-hydroxyisophthalate|4-hydroxyisophthalic acid	C8H4O5	180.117	10000000	BCEQKAQCUWUNML-UHFFFAOYSA-L	O=C([O-])c1ccc(O)c(C(=O)[O-])c1
CPD-393	N-Methylpyridinium	C6H8N	94.136	10000000	PQBAWAQIRZIWIV-UHFFFAOYSA-N	C[n+]1ccccc1
CPD-12014	6-hydroxymelatonin	C13H16N2O3	248.281	10000000	OMYMRCXOJJZYKE-UHFFFAOYSA-N	COc1cc2c(CCNC(C)=O)c[nH]c2cc1O
5-HYDROXYINDOLE_ACETALDEHYDE	5-hydroxyindole acetaldehyde	C10H9NO2	175.187	10000000	OBFAPCIUSYHFIE-UHFFFAOYSA-N	O=CCc1c[nH]c2ccc(O)cc12
CPD-7846	(<i>S</i>)-<i>cis</i>-<i>N</i>-methylstylopine	C20H20NO4	338.382	10000000	GBUUKFRQPCPYPW-KKSFZXQISA-N	C[N@@+]12CCc3cc4c(cc3[C@@H]1Cc1ccc3c(c1C2)OCO3)OCO4
INDOLEYL-CPD	(indol-3-yl)acetonitrile|IAN|indole-3-ylacetonitrile|3-indoleacetonitrile|indole-3-acetonitrile	C10H8N2	156.187	10000000	DMCPFOBLJMLSNX-UHFFFAOYSA-N	N#CCc1c[nH]c2ccccc12
CPD-341	(indol-3-yl)ethanol|indole-3-ethanol|tryptophol	C10H11NO	161.203	10000000	MBBOMCVGYCRMEA-UHFFFAOYSA-N	OCCc1c[nH]c2ccccc12
CPD-18291	4-hydroxy-3-methylbenzoate|4-hydroxy-3-methylbenzoic acid	C8H7O3	151.141	10000000	LTFHNKUKQYVHDX-UHFFFAOYSA-M	Cc1cc(C(=O)[O-])ccc1O
ALPHA-PINENE-OXIDE	alpha-pinene oxide	C10H16O	152.236	10000000	NQFUSWIGRKFAHK-UHFFFAOYSA-N	CC1(C)C2CC3OC3(C)C1C2
CPD-20765	3-[(<i>E</i>)-2-isocyanoethenyl]-1<i>H</i>-indole	C11H8N2	168.198	10000000	JJQIGGJRTGSPQS-VOTSOKGWSA-N	C#[N+]/C=C/c1c[nH]c2ccccc12
CPD-11665	serotonin <i>O</i>-sulfate|5-hydroxytryptamine <i>O</i>-sulfate|3-(2-aminoethyl)-1H-indol-5-yl hydrogen sulfate|1H-indol-5-ol, 3-(2-aminoethyl)-, hydrogen sulfate (ester)	C10H12N2O4S	256.276	10000000	JFWYSGGSCOOBGK-UHFFFAOYSA-N	[NH3+]CCc1c[nH]c2ccc(OS(=O)(=O)[O-])cc12
CPD0-1457	ethyleneglycol phosphate|ethyleneglycol-P	C2H5O5P	140.032	10000000	PCIBVZXUNDZWRL-UHFFFAOYSA-L	O=P([O-])([O-])OCCO
3-METHYLENEOXINDOLE	3-methyleneoxindole|3-methylene-1H-indol-2-one	C9H7NO	145.16	10000000	IGXUUWYVUGBMFT-UHFFFAOYSA-N	C=C1C(=O)Nc2ccccc21
INDOLE-3-GLYOXYLATE	2-(indol-3-yl)-2-oxoacetate|2-(1H-indol-3-yl)-2-oxoacetate|indole-3-glyoxylate	C10H6NO3	188.162	10000000	DWLVFWDCSFTDOD-UHFFFAOYSA-M	O=C([O-])C(=O)c1c[nH]c2ccccc12
CPD-15283	1-O-4-hydroxybenzoyl-beta-D-glucose|1-O-p-hydroxybenzoyl-beta-D-glucose|p-hydroxybenzoyl glucose|4-hydroxybenzoyl glucose	C13H16O8	300.265	10000000	XWTGDGASXRARSP-HMUNZLOLSA-N	O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)cc1
