# cache=data/cache_win/compounds.sqlite params=data/cc_params_win.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
reaction_id	name	status	dg_prime_kJ_per_mol	uncertainty_kJ_per_mol	dg_prime_kcal_per_mol	uncertainty_kcal_per_mol	formula
rxn18645	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18646	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18647	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18648	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18649	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18650	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18651	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18652	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18653	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18654	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18655	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18656	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18657	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18658	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18659	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18660	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18661	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18662	oligopeptide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18663	nickel-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18664	ATP phosphohydrolase (polyamine-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18665	ATP phosphohydrolase (polyamine-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18666	ATP phosphohydrolase (polyamine-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18667	ATP phosphohydrolase (polyamine-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18668	ATP phosphohydrolase (polyamine-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18669	quaternary-amine-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18670	ATP phosphohydrolase (vitamin B12-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18671	ATP phosphohydrolase (vitamin B12-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18672	ATP phosphohydrolase (vitamin B12-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18674	ATP phosphohydrolase (vitamin B12-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18675	ATP phosphohydrolase (vitamin B12-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18676	ATP phosphohydrolase (vitamin B12-importing)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18677		ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18678	guanine-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18679	capsular-polysaccharide-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18680	ATP phosphohydrolase (lipopolysaccharide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18681	ATP phosphohydrolase (lipopolysaccharide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18682	ATP phosphohydrolase (lipopolysaccharide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18683	ATP phosphohydrolase (lipopolysaccharide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18684	ATP phosphohydrolase (lipopolysaccharide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18685	ATP phosphohydrolase (lipopolysaccharide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18686	ATP phosphohydrolase (lipopolysaccharide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18687	ATP phosphohydrolase (lipopolysaccharide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18688	teichoic-acid-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18689	teichoic-acid-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18690	beta-glucan-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18691	beta-glucan-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18692	beta-glucan-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18693	beta-glucan-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18694	beta-glucan-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18695	beta-glucan-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18696	ATP phosphohydrolase (peptide-exporting)	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18697	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18698	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18699	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18700	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18701	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18702	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18703	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18704	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18705	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18706	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18707	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18708	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18709	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18710	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18711	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18712	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18713	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18714	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18715	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18716	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18717	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18718	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18719	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18720	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18721	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18722	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18723	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18724	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18725	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18726	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18727	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18728	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18729	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18730	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18731	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18732	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18733	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18734	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18735	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18736	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18737	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18738	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18739	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18740	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18741	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18742	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18743	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18744	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18745	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18746	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18747	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18748	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18749	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18750	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18751	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18752	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18753	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18754	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18755	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18756	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18757	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18758	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18759	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18760	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18761	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18762	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18763	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18764	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18765	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18766	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18767	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18768	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18769	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18770	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18771	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18772	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18773	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18774	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18775	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18776	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18777	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18778	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18779	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18780	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18781	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18782	glucosyl-oleandomycin-exporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18783	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18784	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18785	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18786	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18787	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18788	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18789	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18790	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
rxn18791	xenobiotic-transporting ATPase	ok	-25.486	0.330	-6.091	0.079	seed:cpd00001 + seed:cpd00002 = seed:cpd00008 + seed:cpd00009 + seed:cpd00067
