rxn_id	kegg_rxn_id	dG_mean_kcal_per_mol	dG_uncer_kcal_per_mol	operator
rxn02862	R04091	-30.23	0.68	>
rxn02863	R04092	-12.39	0.4	>
rxn02864	R04093	-43.84	0.62	>
rxn02865	R04094	-32.33	0.81	>
rxn02866	R04095	-3.25	0.68	=
rxn02867		-3.25	0.68	=
rxn02868	R04099	2.88	0.49	=
rxn02869	R04100	8.62	0.38	<
rxn02870		8.62	0.38	<
rxn02871	R04103	0.43	0.02	=
rxn02872	R04105	-1.94	0.29	=
rxn02873	R04106	0.56	0.27	=
rxn02874	R04108	-10.39	0.41	>
rxn02875	R04112	-2.07	0.44	=
rxn02876	R04113	9.17	0.41	=
rxn02877	R04115	25.06	0.93	<
rxn02878	R04117	-107.51	0.95	>
rxn02879	R04119	-2.74	0.35	>
rxn02880	R04127	-11.34	0.29	>
rxn02881	R04130	-85.01	0.3	>
rxn02882	R04131	8.38	0.38	<
rxn02883	R04132	8.38	0.38	<
rxn02884	R04133	-1.04	0.23	>
rxn02885	R04134	-0.0	0.02	=
rxn02886	R04135	-7.27	0.19	>
rxn02887	R04136	2.48	0.03	=
rxn02888	R04137	-14.6	0.74	>
rxn02889	R04138	-6.66	0.85	>
rxn02890	R04139	-0.72	0.31	=
rxn02891	R04140	4.4	0.33	=
rxn02892	R04141	-1.63	0.47	=
rxn02893	R04142	10.49	0.05	<
rxn02894	R04143	-4.14	0.24	=
rxn02895	R04144	-11.83	0.51	>
rxn02896	R04147	-0.19	0.03	=
rxn02897	R04148	-12.61	0.54	>
rxn02898	R04150	11.55	0.59	=
rxn02899	R04151	26.44	0.86	<
rxn02900	R04152	0.67	0.03	=
rxn02901	R04153	-12.97	0.88	>
rxn02902	R04154	-3.8	0.03	=
rxn02903		-3.8	0.03	>
rxn02904	R04161	0.0	0.35	=
rxn02905	R04163	6.71	0.54	=
rxn02907	R04165	1.66	0.16	=
rxn02908	R04166	-17.92	0.67	>
rxn02909	R04167	-1.64	0.11	>
rxn02910	R04169	-29.47	0.91	>
rxn02911	R04170	0.21	0.03	=
rxn02912	R04171	-0.79	0.12	=
rxn02913	R04172	-7.85	0.17	>
rxn02914	R04173	2.67	0.02	=
rxn02915	R04174	-6.15	0.25	>
rxn02916	R04175	-9.58	0.05	>
rxn02917	R04177	-21.37	0.79	>
rxn02923	R04185	4.46	0.23	=
rxn02924	R04186	3.88	0.23	=
rxn02925	R04187	-2.33	0.35	=
rxn02926	R04188	2.49	0.35	=
rxn02927	R04189	-14.19	0.06	>
rxn02928	R04198	15.72	0.26	<
rxn02929	R04199	15.14	0.26	<
rxn02930	R04200	7.48	0.03	=
rxn02931	R04201	6.89	0.03	=
rxn02932	R04202	-22.36	0.37	>
rxn02933	R04203	4.99	0.3	=
rxn02934	R04204	-8.14	0.61	>
rxn02935	R04205	2.3	0.55	=
rxn02936	R04206	-6.76	0.54	>
rxn02937	R04208	-20.44	0.86	>
rxn02938	R04209	0.67	0.04	>
rxn02939	R04210	5.41	0.18	=
rxn02940	R04211	-0.27	0.41	=
rxn02941	R04213	-7.3	0.62	=
rxn02942	R04214	-10.06	0.52	>
rxn02943	R04215	11.68	0.39	<
rxn02944	R04217	5.0	0.05	=
rxn02945	R04218	-7.01	1.1	>
rxn02946	R04221	-41.58	0.53	>
rxn02947	R04222	-8.49	0.5	=
rxn02948	R04223	7.86	0.42	=
rxn02949	R04224	4.36	0.61	=
rxn02950		4.36	0.61	=
rxn02951	R04228	-47.4	0.61	>
rxn02952	R04229	-46.23	0.61	>
rxn02953		-46.23	0.61	>
rxn02954		-46.23	0.61	>
rxn02955		-46.23	0.61	>
rxn02956	R04234	2.86	0.46	=
rxn02957	R04235	-0.61	0.02	=
rxn02958	R04236	7.14	0.22	=
rxn02959	R04237	1.92	0.76	=
rxn02960		1.92	0.76	<
rxn02961	R04247	5.88	0.23	=
rxn02962	R04248	-91.8	0.34	>
rxn02967	R04256	-95.79	0.04	>
rxn02969	R04258	-128.56	0.75	>
rxn02970	R04259	-14.1	0.7	>
rxn02971	R04260	1.76	0.67	=
rxn02972	R04263	5.6	0.47	=
rxn02973	R04264	5.02	0.47	=
rxn02974	R04265	3.12	0.3	=
rxn02975	R04266	-0.16	0.03	=
rxn02976	R04269	0.86	0.21	=
rxn02977	R04270	2.0	0.47	=
rxn02979	R04276	-104.19	1.08	>
rxn02980	R04277	-40.3	0.65	>
rxn02981	R04278	30.63	0.76	<
rxn02982	R04279	30.05	0.76	<
rxn02983	R04280	-57.01	0.82	>
rxn02984		-57.01	0.82	>
rxn02985	R04285	1.73	0.12	=
rxn02986	R04286	-20.63	0.22	>
rxn02987		-20.63	0.22	>
rxn02988	R04292	76.6	0.62	<
rxn02989	R04293	39.94	0.76	<
rxn02990		39.94	0.76	<
rxn02991	R04296	-8.04	0.23	=
rxn02993	R04300	-16.69	0.29	>
rxn02994	R04301	-23.12	0.8	>
rxn02995	R04303	49.27	0.76	<
rxn02996	R04304	8.76	0.25	=
rxn02997	R04305	-20.21	0.54	>
rxn02998	R04306	-43.84	0.6	>
rxn02999	R04307	2.27	0.11	=
rxn03000	R04309	-0.47	0.28	=
rxn03001	R04310	-1.05	0.28	=
rxn03002	R04317	-2.95	0.02	>
rxn03003	R04323	-2.21	0.31	>
rxn03004	R04325	7.0	0.39	=
rxn03005	R04326	5.87	0.39	=
rxn03006		5.87	0.39	=
rxn03007	R07498	8.28	0.63	=
rxn03008	R04330	-3.5	1.24	=
rxn03009	R04333	-5.78	0.5	=
rxn03010	R04334	-10.74	0.33	>
rxn03011	R04335	-10.13	0.57	>
rxn03012	R04336	-16.36	0.39	>
rxn03013	R04338	-1.93	0.22	=
rxn03014	R04339	-7.86	0.56	=
rxn03015	R04340	-8.44	0.56	=
rxn03016	R04342	-81.15	0.43	>
rxn03017	R04344	-0.57	0.26	=
rxn03018	R04345	-15.51	1.04	>
rxn03019	R04346	9.34	0.54	<
rxn03020	R04347	-9.66	0.43	>
rxn03021	R04349	0.36	0.36	>
rxn03022	R04350	27.72	0.62	<
rxn03023	R04351; R05661	-3.06	0.02	=
rxn03024	R04352	-9.62	0.4	>
rxn03025	R04353	-14.75	0.42	>
rxn03026	R04354	-14.75	0.42	>
rxn03027	R04356	-1.5	0.29	=
rxn03028		-1.5	0.29	=
rxn03029	R04359	-9.18	0.3	=
rxn03030	R04364	13.41	0.42	<
rxn03031	R04365	9.19	0.5	=
rxn03032	R04367	10.0	0.82	=
rxn03033	R04370	4.66	0.31	=
rxn03034	R04371	-1.24	0.22	=
rxn03035	R04372	-2.67	0.33	>
rxn03037	R04374	-13.64	0.28	>
rxn03038	R04376	-113.73	0.54	>
rxn03039	R04378	15.2	0.65	<
rxn03040	R04379	-0.0	0.02	=
rxn03041	R04380	-1.04	0.23	>
rxn03042	R04382	-23.94	0.73	>
rxn03043	R04383	1.59	0.2	=
rxn03044		1.59	0.2	=
rxn03045	R04387	18.46	0.64	<
rxn03046	R04388	0.69	0.02	=
rxn03047	R04391	-4.79	0.11	=
rxn03048	R04397	-0.35	0.47	>
rxn03049	R04398	-23.21	0.8	>
rxn03050	R04399	-2.89	0.39	=
rxn03051	R04400	69.06	0.48	<
rxn03052	R04405	-8.42	0.56	=
rxn03053		-8.42	0.56	=
rxn03054		-8.42	0.56	>
rxn03055	R04418	-0.3	0.49	=
rxn03056	R04419	-0.88	0.49	=
rxn03057	R04420	-6.45	0.15	>
rxn03058	R04421	-22.47	0.82	>
rxn03060	R04424	-1.78	0.33	=
rxn03061	R04425	0.47	0.35	=
rxn03062	R04426	6.16	0.26	=
rxn03063	R04427	7.1	0.91	=
rxn03064	R04435	15.22	0.08	<
rxn03065	R04436	-1.45	1.04	=
rxn03066	R04438	-1.05	0.29	=
rxn03068	R04440	4.57	0.09	=
rxn03070	R04443	15.56	0.29	<
rxn03071	R04444	8.94	0.28	=
rxn03072	R04445	8.36	0.28	=
rxn03073	R04446	21.93	0.49	<
rxn03074	R04447	-21.58	0.61	>
rxn03075	R04448	-4.23	0.11	=
rxn03076	R04451	-10.6	0.37	>
rxn03078	R04453	-1.4	0.33	=
rxn03079	R04456	-2.39	0.51	=
rxn03080	R04457	-55.34	0.97	>
rxn03082	R04460	-58.32	0.42	>
rxn03083		-58.32	0.42	>
rxn03084	R04463	-25.58	0.46	>
rxn03085	R04464	-10.21	0.29	>
rxn03086	R04467	0.14	0.03	=
rxn03087	R04475	-0.17	0.03	=
rxn03088	R04476	8.33	0.54	=
rxn03089	R04478	-2.89	0.39	=
rxn03090	R04479	41.38	0.19	<
rxn03092	R04482	-0.0	0.02	=
rxn03093	R04483	-0.55	0.51	>
rxn03094	R04486	-0.17	0.29	=
rxn03095	R04487	-6.11	1.48	>
rxn03096		-6.11	1.48	>
rxn03097	R04489	-8.84	0.57	>
rxn03098	R04490	-3.49	0.17	>
rxn03101	R04498	4.9	0.51	=
rxn03102		4.9	0.51	=
rxn03103		4.9	0.51	=
rxn03104	R04501	-96.44	0.36	>
rxn03105	R04505	-24.77	0.81	>
rxn03106	R04506	0.63	1.18	=
rxn03107	R04507	-4.92	0.38	>
rxn03108	R04509	4.31	0.19	=
rxn03109	R04510	-3.95	0.54	=
rxn03110	R04512	0.73	0.49	=
rxn03111	R04515	-14.96	0.27	>
rxn03112	R04517	3.36	0.83	=
rxn03113	R04518	2.77	0.83	=
rxn03114	R04520	-14.39	1.68	>
rxn03116	R04522	0.5	0.73	=
rxn03117		0.5	0.73	=
rxn03118	R04524	-10.57	0.75	>
rxn03119	R04525	-6.13	0.4	>
rxn03120	R04526	-6.32	0.54	=
rxn03122	R04529	-2.08	0.33	=
rxn03123	R04531	-5.39	0.32	=
rxn03124	R04532	-18.96	0.42	>
rxn03125	R04538	0.0	0.02	=
rxn03126	R04540	77.27	1.32	<
rxn03127	R04541	-70.81	0.67	>
rxn03129	R04547	-0.82	0.57	=
rxn03130	R04549	-7.93	0.02	>
rxn03131	R04552	-0.14	0.03	=
rxn03133	R04556	5.1	0.35	=
rxn03134	R04557	4.51	0.35	=
rxn03135	R04558	-3.01	0.59	=
rxn03136	R04559	2.95	0.03	=
rxn03137	R04560	1.42	0.03	=
rxn03138	R04565	2.95	0.75	=
rxn03139	R04570	-97.36	0.73	>
rxn03140	R04573	-14.73	0.69	>
rxn03141	R04573	-14.73	0.69	>
rxn03142	R04576	-0.11	0.54	=
rxn03143	R04577	-9.2	0.36	=
rxn03144	R04579	1.7	0.33	=
rxn03145	R04580	-6.45	0.26	>
rxn03146	R04587	1.25	0.28	=
rxn03147	R04591	8.93	0.68	=
rxn03148	R04592	1.28	0.92	=
rxn03149	R04593	23.66	0.45	<
rxn03150	R04594	-3.0	0.02	>
rxn03152	R04597	-116.35	0.67	>
rxn03153	R04598	-57.38	0.76	>
rxn03154	R04599	-56.8	0.76	>
rxn03155	R04600	-58.84	0.69	>
rxn03156	R04601	-58.25	0.69	>
rxn03157	R04602	-109.24	0.76	>
rxn03158		-109.24	0.76	>
rxn03159	R04606	-15.9	0.47	>
rxn03160	R04608	17.37	0.51	<
rxn03161	R04609	9.37	0.68	<
rxn03164	R04617	-12.94	0.74	>
rxn03165	R04618	-3.99	0.39	>
rxn03166	R04619	-8.81	0.48	=
rxn03167	R04620	-14.33	0.36	>
rxn03168	R04621	2.15	0.36	<
rxn03169	R04623	-0.69	0.44	=
rxn03173	R04638	-8.37	0.02	>
rxn03174	R04639	31.61	0.44	<
rxn03175	R04640	-12.19	0.51	>
rxn03176	R04641	22.27	0.63	<
rxn03181	R04657	-4.62	0.28	=
rxn03182	R04658	-16.7	0.52	>
rxn03188	R04666	-3.61	0.24	>
rxn03189		-3.61	0.24	=
rxn03190		-3.61	0.24	>
rxn03192	R04671	5.24	1.0	=
rxn03194	R04673	0.47	0.48	=
rxn03195	R04674	-20.92	0.2	>
rxn03196	R04675	-94.47	0.99	>
rxn03197		-94.47	0.99	>
rxn03198	R04678	-6.21	0.56	=
rxn03200	R04681	2.35	0.76	=
rxn03201	R04682	1.76	0.76	=
rxn03202	R04683	-6.41	0.24	=
rxn03203	R04686	0.0	0.02	=
rxn03204	R04687	3.77	0.29	=
rxn03205	R04688	3.18	0.29	=
rxn03206	R04690	69.06	0.48	<
rxn03207	R04691	5.18	0.98	=
rxn03208	R04692	1.02	0.88	=
rxn03209		1.02	0.88	=
rxn03210	R04694	109.72	0.58	<
rxn03211	R04695	-1.31	0.68	=
rxn03212	R04696	127.83	0.78	<
rxn03213	R04697	11.35	0.58	<
rxn03214	R04699	-88.59	0.31	>
rxn03215	R04700	89.77	0.76	<
rxn03216	R04701	-64.23	0.96	>
rxn03217	R04702	-78.07	0.41	>
rxn03218	R04703	-26.3	1.1	>
rxn03219	R04705	-23.12	0.8	>
rxn03220	R04706	-29.02	1.06	>
rxn03221	R04707	-23.12	0.8	>
rxn03222	R04708	-86.23	0.39	>
rxn03223	R04709	28.9	0.94	=
rxn03224	R04711	-20.15	2.61	>
rxn03225		-20.15	2.61	>
rxn03226	R04713	1.04	0.88	=
rxn03227	R04714	-23.12	0.8	>
rxn03228	R04715	-23.12	0.8	>
rxn03229	R04716	2.08	1.0	=
rxn03231	R04723	-0.87	0.31	=
rxn03233	R04728	-23.36	0.71	>
rxn03234	R04731	9.87	0.63	=
rxn03235	R04732	-2.22	0.35	<
rxn03236	R04734	-7.64	1.0	>
rxn03237		-7.64	1.0	>
rxn03238	R04736	0.21	0.27	=
rxn03239	R04737	5.89	0.03	=
rxn03240	R04738	0.21	0.03	=
rxn03241	R04740	0.21	0.03	=
rxn03242	R04741	5.89	0.03	=
rxn03243	R04742	2.55	0.19	=
rxn03244	R04743	5.89	0.03	=
rxn03245	R04744	0.21	0.03	=
rxn03246	R04745	5.89	0.03	=
rxn03247	R04746	0.21	0.03	=
rxn03248	R04747	2.55	0.19	=
rxn03249	R04748	5.9	0.03	=
rxn03250	R04749	0.22	0.03	=
rxn03251	R04751	5.53	0.19	=
rxn03252	R04753	9.37	0.19	<
rxn03253	R04754	5.53	0.19	=
rxn03254	R04756	3.73	0.63	=
rxn03256	R04758	2.79	0.26	=
rxn03257		2.79	0.26	=
rxn03258	R04762	-23.12	0.8	>
rxn03259	R04763	-0.7	1.62	=
rxn03260	R04764	-23.12	0.8	>
rxn03261	R04768	-31.74	1.06	>
rxn03262		-31.74	1.06	>
rxn03263	R04770	7.85	0.66	=
rxn03264	R04771	-18.45	0.75	>
rxn03265	R04772	8.63	1.02	=
rxn03267	R04776	-5.63	0.42	>
rxn03268	R04777	-2.49	0.19	>
rxn03269		-2.49	0.19	=
rxn03272	R04781	-2.89	0.39	=
rxn03273	R04783; R06144	4.99	0.59	=
rxn03274	R04784	-15.29	0.28	>
rxn03275	R04785	-21.34	0.59	>
rxn03276		-21.34	0.59	>
rxn03277	R04789	-77.45	0.6	>
rxn03278	R04792	5.79	0.44	<
rxn03279		5.79	0.44	<
rxn03281	R04804	1.63	0.03	=
rxn03282	R04805	4.71	0.08	=
rxn03283	R04806	-95.95	0.13	>
rxn03284	R04807	-95.95	0.13	>
rxn03286	R04809	11.64	0.58	<
rxn03287	R04810	3.31	0.16	=
rxn03288		3.31	0.16	=
rxn03289	R04812	1.05	0.53	=
rxn03290	R04813	-11.64	0.58	>
rxn03291	R04817	3.66	0.78	=
rxn03292	R04818	0.09	0.39	=
rxn03293	R04819	-0.5	0.39	=
rxn03294	R04823	4.74	0.63	=
rxn03295	R04824	0.09	0.39	=
rxn03296	R04825	-0.5	0.39	=
rxn03299	R04829	-0.47	0.28	=
rxn03300	R04830	1.05	0.28	=
rxn03301	R04831	4.3	0.16	=
rxn03302	R04832	-0.47	0.28	=
rxn03303	R04833	-1.05	0.28	=
rxn03304	R04834	4.3	0.16	=
rxn03305	R04835	7.62	1.45	=
rxn03306	R04836	7.03	1.45	=
rxn03307	R04837	8.4	1.39	=
rxn03308	R04838	7.81	1.39	=
rxn03310	R04840	8.57	1.4	=
rxn03311	R04842	-4.17	1.11	=
rxn03312	R04843	-4.76	1.11	=
rxn03313	R04844	4.33	0.14	=
rxn03314	R04845	-6.89	1.36	=
rxn03315	R04846	-7.48	1.36	=
rxn03316	R04847	10.05	1.39	=
rxn03317	R04849	-6.21	0.56	=
rxn03318		-6.21	0.56	=
rxn03320	R04853	-90.29	0.32	>
rxn03321		-90.29	0.32	>
rxn03322		-90.29	0.32	>
rxn03323	R04857	-11.77	0.63	>
rxn03324	R04862	7.6	0.23	=
rxn03325	R04868	-2.84	0.29	>
rxn03326	R04870	-33.98	0.47	>
rxn03327	R04872	-110.81	0.7	>
rxn03328	R04874	-5.25	0.16	>
rxn03329	R04875	0.13	0.49	=
rxn03330	R04876	-3.54	0.24	=
rxn03331	R04877	11.12	0.88	=
rxn03332		11.12	0.88	<
rxn03333	R04880	4.53	0.37	=
rxn03334	R04881	-23.12	0.8	>
rxn03335	R04882	-2.5	0.12	=
rxn03336	R04883	-3.08	0.12	=
rxn03337	R04884	-212.07	1.85	>
rxn03338	R04885	11.21	0.45	<
rxn03339	R04887	-23.11	0.87	>
rxn03340	R04888	-3.47	0.15	=
rxn03341	R04889	-4.06	0.15	=
rxn03342	R04890	-16.69	0.29	>
rxn03343	R04891	-2.5	0.12	=
rxn03344	R04892	-3.08	0.12	=
rxn03345	R04893	-20.93	0.4	>
rxn03346	R04894	-18.27	0.45	>
rxn03347	R04895	8.38	0.38	<
rxn03348		8.38	0.38	=
rxn03349		8.38	0.38	=
rxn03351	R04900	-6.86	0.43	=
rxn03352	R04901	-3.63	0.45	=
rxn03353	R04902	-79.89	0.4	>
rxn03354	R04903	-7.26	0.45	=
rxn03355		-7.26	0.45	>
rxn03356	R04905	-18.69	0.91	>
rxn03358	R04907	-25.62	0.58	>
rxn03360	R04909	7.85	0.17	<
rxn03361	R04910	-0.9	0.47	=
rxn03362	R04911	0.87	0.35	=
rxn03363	R04914	-17.5	0.62	>
rxn03364	R04915; R05719	-113.19	0.74	>
rxn03365	R04916	-7.46	0.14	=
rxn03366	R04917	-8.04	0.14	=
rxn03367	R04918	4.71	0.15	<
rxn03368	R04919	5.0	0.13	=
rxn03372	R04928	-6.48	0.21	=
rxn03373	R04929	-8.78	0.53	>
rxn03374	R04930	7.85	0.66	=
rxn03375	R04932	-19.4	0.99	>
rxn03376		-19.4	0.99	>
rxn03378	R04936	22.18	0.78	<
rxn03379	R04941	8.94	0.66	=
rxn03380	R04942	-16.07	0.66	>
rxn03381	R04943	-19.38	0.99	>
rxn03382	R04945	-25.12	0.68	>
rxn03383	R04946	-24.6	0.69	>
rxn03384	R04972	-9.74	1.26	>
rxn03385	R04975	20.5	1.0	<
rxn03386		20.5	1.0	<
rxn03387		20.5	1.0	<
rxn03388	R04980	-100.43	2.42	>
rxn03389	R04981	-11.65	2.52	>
rxn03390	R04982	-94.7	0.82	>
rxn03391	R04983	8.91	0.85	=
rxn03392	R04984	-100.0	0.93	>
rxn03393	R04986	4.31	0.18	=
rxn03394	R04987	-91.93	0.71	>
rxn03395	R04988	-21.56	3.62	>
rxn03396	R04989	-109.8	0.82	>
rxn03397	R04990	8.91	0.85	=
rxn03398		8.91	0.85	=
rxn03399		8.91	0.85	<
rxn03400	R04996	-2.96	0.17	=
rxn03401		-2.96	0.17	=
rxn03402	R04998	3.62	0.41	=
rxn03403	R04999	43.42	0.78	<
rxn03407	R05030	-2.89	0.28	>
rxn03408	R05032	-4.69	0.34	=
rxn03409		-4.69	0.34	>
rxn03410	R05035	-23.11	0.8	>
rxn03411	R05036	102.41	1.07	<
rxn03412	R05037	100.68	1.06	<
rxn03413	R05038	-3.97	0.4	=
rxn03414	R05039	-108.22	0.1	>
rxn03416	R05043	1.84	0.03	=
rxn03419	R05046	1.97	0.37	=
rxn03420		1.97	0.37	=
rxn03421	R05048	-12.47	0.48	>
rxn03422	R05049	-5.88	0.03	=
rxn03423	R05050	-5.2	0.03	=
rxn03424	R05051	6.62	0.2	=
rxn03426	R05053	-0.13	0.22	=
rxn03427	R05055	1.32	0.32	=
rxn03428	R05056	3.92	0.71	=
rxn03429	R05057	-3.55	0.78	=
rxn03430	R05058	0.43	0.55	=
rxn03432	R05063	5.2	0.14	=
rxn03433	R05064	-2.89	0.24	>
rxn03435	R05068	4.57	0.09	=
rxn03436	R05069	2.07	0.24	=
rxn03437	R05070	-12.07	0.27	>
rxn03439	R05074; R06285	-14.18	0.35	>
rxn03440	R05076	-4.03	0.51	=
rxn03441	R05077	5.11	0.36	<
rxn03442	R05078	-8.94	0.51	>
rxn03443	R05079	15.32	0.45	<
rxn03444		15.32	0.45	<
rxn03445	R05085	1.39	0.16	=
rxn03446	R05086	-2.91	0.02	>
rxn03447	R05087	-7.59	0.19	>
rxn03452	R05092	-25.8	0.85	>
rxn03453	R05097	-107.13	0.54	>
rxn03454		-107.13	0.54	>
rxn03455	R05099	-6.18	0.03	=
rxn03456	R05100	1.69	0.22	=
rxn03458	R06516	6.37	0.63	<
rxn03468	R05119	-7.17	0.38	=
rxn03469	R05120	23.39	1.05	<
rxn03470	R05121	-36.16	1.04	>
rxn03471	R05122	-36.22	1.54	>
rxn03472	R05123	-23.12	0.8	>
rxn03473	R05124	6.17	0.47	=
rxn03474	R05125	-5.03	0.7	=
rxn03475	R05126	-99.28	0.78	>
rxn03476	R05127	-77.89	0.39	>
rxn03477	R05128	0.59	0.59	=
rxn03478	R05129	-13.45	0.51	>
rxn03479	R05130	8.8	0.73	<
rxn03481	R05133	9.49	0.5	=
rxn03482	R05134	10.96	0.47	=
rxn03483	R05135	-19.87	0.37	>
rxn03484	R05136	-17.74	0.52	>
rxn03485	R05137	1.89	0.57	=
rxn03486	R05138	9.14	0.41	<
rxn03487	R05141; R06108	-1.11	0.12	=
rxn03488	R05142; R06109	-1.11	0.12	=
rxn03489	R05147	10.8	0.3	<
rxn03490	R05148	-83.57	0.59	>
rxn03491	R05149	-4.18	1.58	>
rxn03492	R05150	-6.84	0.81	=
rxn03493	R05153	-152.73	0.89	>
rxn03494	R05154	-103.18	0.74	>
rxn03495	R05155; R05720	-121.05	0.79	>
rxn03496	R05156	-73.26	0.47	>
rxn03497	R05157	-103.76	0.68	>
rxn03498	R05158	-97.6	0.29	>
rxn03499	R07372	-93.85	0.32	>
rxn03500	R05162	-23.12	0.8	>
rxn03501	R05165	82.74	0.7	<
rxn03502	R05166; R06116	2.88	0.39	=
rxn03504	R05168	-0.95	0.3	=
rxn03505	R05169	13.04	0.4	=
rxn03506	R05170	6.58	0.22	=
rxn03507	R05171	-4.35	0.42	>
rxn03508	R05172	10.81	0.38	=
rxn03510	R05174	-16.26	0.57	>
rxn03511	R05176	-1.48	0.17	=
rxn03512	R05177	24.86	1.53	<
rxn03513	R05180	-43.71	1.34	>
rxn03514	R05181	42.62	1.33	<
rxn03515		42.62	1.33	<
rxn03519	R05202	13.73	1.03	<
rxn03520		13.73	1.03	<
rxn03521		13.73	1.03	<
rxn03522		13.73	1.03	<
rxn03523	R05207	-0.37	0.41	=
rxn03524		-0.37	0.41	=
rxn03525	R05210	109.72	0.58	<
rxn03526	R05211	0.99	0.88	=
rxn03527	R05212	-23.12	0.8	>
rxn03528	R05213	-23.12	0.8	>
rxn03529	R05214; R08793	-23.12	0.8	>
rxn03530	R05215	109.72	0.58	<
rxn03531	R05216	0.99	0.88	=
rxn03532	R05217	-51.24	0.89	>
rxn03533		-51.24	0.89	>
rxn03534	R05219	53.95	0.94	<
rxn03535	R05220	-125.15	0.03	>
rxn03536	R05221	-2.85	0.2	=
rxn03537	R05222	58.41	1.8	<
rxn03538	R05223	88.09	1.85	<
rxn03539		88.09	1.85	<
rxn03540	R05225	-23.52	0.85	>
rxn03541	R05226	-0.7	0.72	=
rxn03542	R05227	-4.59	0.61	>
rxn03543		-4.59	0.61	<
rxn03544	R05229	108.29	0.36	<
rxn03545	R05230	0.37	0.3	=
rxn03546	R05231	2.3	0.03	=
rxn03547	R05232	4.98	0.03	=
rxn03548		4.98	0.03	<
rxn03549		4.98	0.03	<
rxn03550	R05235	-11.1	0.32	>
rxn03551	R05236	-15.52	0.37	>
rxn03552	R05237	-16.9	0.31	>
rxn03553		-16.9	0.31	>
rxn03554	R05239	2.96	0.86	=
rxn03555	R05240	16.14	0.77	<
rxn03556	R05241	2.96	0.86	=
rxn03557	R05243	38.28	1.11	<
rxn03558	R05244	-1.91	0.89	=
rxn03559	R05245	-77.28	0.92	>
rxn03560	R05246	-84.76	0.63	>
rxn03561	R05247	-80.52	0.74	>
rxn03562	R05248	-113.06	0.69	>
rxn03563	R05249	-83.15	0.36	>
rxn03564	R05250	80.9	0.54	<
rxn03565	R05251; R05481	0.0	0.36	=
rxn03566	R05252	26.79	0.32	<
rxn03567	R05395	30.08	0.9	<
rxn03568	R05396	29.5	0.9	<
rxn03569	R05256	-121.54	0.77	>
rxn03570	R05257	-120.2	0.74	>
rxn03571	R05258	100.7	1.03	<
rxn03572		100.7	1.03	<
rxn03573	R05261	-59.64	0.8	>
rxn03574	R05262	-59.05	0.8	>
rxn03575	R05263	-59.64	0.8	>
rxn03576	R05264	-59.05	0.8	>
rxn03577	R05265	-66.91	0.5	>
rxn03578	R05266	-93.98	0.38	>
rxn03579		-93.98	0.38	>
rxn03580	R05268; R05497	11.94	0.31	<
rxn03581	R05269	-7.41	0.39	=
rxn03582	R05270	-95.45	0.39	>
rxn03583	R05271	4.98	0.03	=
rxn03584	R05272	-11.39	0.32	>
rxn03585	R05273	121.92	0.32	<
rxn03586	R05274	-65.0	0.38	>
rxn03587	R05275	23.97	0.88	<
rxn03588	R05276	0.02	0.28	=
rxn03589	R05277	-50.26	0.61	>
rxn03590	R05278	-126.02	0.86	>
rxn03591	R05279	-56.91	0.56	>
rxn03592	R05280	60.61	0.55	<
rxn03593	R05281	-93.98	0.38	>
rxn03594	R05282	4.98	0.03	=
rxn03595	R05283	2.88	0.03	=
rxn03596	R05284	18.88	0.28	<
rxn03598	R05286	-2.5	0.12	=
rxn03599	R05287	4.93	0.27	=
rxn03600	R05288	-93.98	0.38	>
rxn03601	R05289	-11.68	0.32	>
rxn03602	R05290	-85.93	0.72	>
rxn03603	R05291	-85.34	0.72	>
rxn03604	R05292	20.95	0.82	<
rxn03605	R05293	20.36	0.82	<
rxn03606	R05294	-108.59	0.69	>
rxn03607	R05295	-116.32	0.64	>
rxn03608	R05296	-5.79	0.34	>
rxn03609	R05297	10.91	0.42	<
rxn03610	R05298	-5.0	0.3	=
rxn03611	R05299	-127.03	0.67	>
rxn03612	R05300	-4.24	0.56	=
rxn03613	R05301	-126.86	0.66	>
rxn03614	R05302	-103.65	0.35	>
rxn03615	R05303	12.54	0.71	<
rxn03617	R05305	3.14	0.15	=
rxn03618	R05307	10.6	0.31	<
rxn03619	R05308	48.15	1.08	<
rxn03620	R05309	22.5	0.79	<
rxn03621	R05310	21.72	0.76	<
rxn03622	R05311	9.95	0.19	<
rxn03623	R05312	37.99	0.85	<
rxn03624	R05313	29.76	0.73	<
rxn03625	R05314	19.74	0.78	<
rxn03626	R05315	5.96	0.24	=
rxn03627	R05317	-43.79	0.57	>
rxn03630	R05320	-158.98	0.51	>
rxn03631	R05321	-109.81	0.55	>
rxn03632	R05322	-110.96	0.48	>
rxn03633	R05323	-26.63	0.96	>
rxn03634	R05326; R06057	9.58	0.32	<
rxn03635	R05328	-6.35	0.33	=
rxn03636	R05330	-0.56	0.2	=
rxn03637	R05331	21.6	1.03	=
rxn03638	R05332	-5.71	0.32	>
rxn03639	R05334	-20.94	0.04	>
rxn03640	R05335	-20.49	0.58	>
rxn03641	R05336	0.12	0.02	=
rxn03642	R05337	-12.27	0.42	>
rxn03643	R05338	-6.6	0.03	=
rxn03644	R05339	-3.65	0.03	=
rxn03645		-3.65	0.03	=
rxn03646	R05341	-3.73	0.8	=
