ModelSEED ID	Layer	External IDs
cpd05465	t:10-,11-,13-,15-,16+,17-,18-	C08558
cpd05465	t:10-,11?,13-,15-,16+,17-,18-	CPD-11510
cpd05486	t:34-,35+,39-,40+	C08579
cpd05486	t:34-,35+,39?,40?	CPD1F-131
cpd05489	b:7-6+,12-8+,13-9+,18-16+,19-17+,20-10+,21-11+,22-14+,23-15+	CPD-7972
cpd05489	b:7-6+,12-8+,13-9+,18-16+,19-17+,20-10+,21-11+,22-14+,23-15-	C08582
cpd05491	t:34-,35+,40+	C08584
cpd05491	t:34-,35-,40-	CAPSANTHIN
cpd05497	t:36-,37+	C08590
cpd05497	t:36-,37?	CPD-5661
cpd05506	t:35-,36-,37-,38-	C08599
cpd05506	t:35?,36?,37-,38-	CPD-7416
cpd05508	t:35-,36+,37-	C08601
cpd05508	t:35-,36+,37?	CPD1F-119
cpd05520	b:12-11+,21-13+,22-14+,23-16+,26-15+,30-29+,33-19+,34-20+,35-24+,36-25+,37-27+	C08613
cpd05520	b:12-11+,21-13-,22-14+,23-16+,26-15+,30-29+,33-19+,34-20+,35-24+,36-25+,37-27+	CPD-7953
cpd05521	t:33-,34-,37+,38+,39-,40-	C08614
cpd05521	t:33-,34-,37?,38?,39?,40?	CPD1F-133
cpd05527	t:9-,18+,19-,20+,21+,22-,23+,24+,26+,27+	C08620
cpd05527	t:9-,18+,19-,20+,21+,22-,23+,24+,26?,27?	CYANIDIN-3-O-RHAMNOSYLGLUCOSIDE
cpd05543	t:20-,21-,22+,23-,24+,25+,27-,28+,29-,30-	C08636
cpd05543	t:20-,21?,22?,23?,24+,25?,27-,28+,29-,30-	CPD-6949
cpd05551	b:14-7+	CPD-12037
cpd05551	b:14-7-	C08644
cpd05698	t:19-,20+,21-,22+,25+,29+,30-,31+,32+	C08793
cpd05698	t:19-,20+,21-,22?,25?,29+,30-,31+,32+	CPD-5201
cpd05699	t:19-,20+,21-,22+,25+,29+,30-,31+,32+	C08794
cpd05699	t:19-,20+,21-,22?,25?,29+,30-,31+,32+	CPD-5202
cpd05702	t:19-,21-,22+,25+,29+,30-,31+,32+	C08797
cpd05702	t:19?,21-,22?,25?,29+,30-,31+,32+	CPD-5203
cpd05718	t:19-,20+,22-,23-,24+,25-,26-,27-,28+	C08813
cpd05718	t:19-,20+,22-,23?,24?,25?,26?,27-,28+	CPD-4161
cpd05719	t:15-,16-,17-,18+,19-,20-,21+,22-,23+,24+,25+,27+,28+	C08814
cpd05719	t:15-,16-,17?,18?,19?,20?,21+,22-,23+,24+,25+,27+,28+	CPD-697
cpd05727	t:22-,23-,24+,25+,26+,28-,29+,30-,31+	C08830
cpd05727	t:22-,23?,24?,25?,26+,28-,29+,30?,31?	CPD-696
cpd05846	t:20-,21+,22+,23-,26-,27-,28+,29+,30-	C08950
cpd05846	t:20?,21?,22?,23-,26-,27-,28+,29+,30-	CPD-9470
cpd05876	t:20-,21+,22+,23-,24+,26+,27-,28+,29+,30+	C08980
cpd05876	t:20?,21?,22?,23-,24+,26+,27-,28+,29+,30+	CPD-7610
cpd05879	t:21-,23-,24+,25+,26+,27+,28-,29-,30-,31+,32-,33-,34-,35+,36-,37+,38+,40-,41-,42+,44+,45-,46+,47+,48+	C08983
cpd05879	t:21-,23?,24+,25?,26?,27+,28?,29-,30-,31+,32-,33-,34-,35+,36-,37+,38+,40-,41-,42+,44+,45-,46+,47+,48+	CPD-13255
cpd05995	t:14-,16+,18+,19-,20+,21+	C09099
cpd05995	t:14-,16+,18+,19-,20+,21?	NARINGENIN-7-O-BETA-D-GLUCOSIDE
cpd06014	t:15-,16+,18-,19+,20+	C09118
cpd06014	t:15-,16?,18-,19+,20+	CPD-8729
cpd06079	t:15-,16+,18-,19-,20+	C09183
cpd06079	t:15?,16-,18+,19+,20-	CPD-10110
cpd06134	t:12-,15?,17+,18+	CPD-4243
cpd06134	t:12-,15?,17-,18-	C09239
cpd06215	t:13-,15+	C09320
cpd06215	t:13?,15-	CPD-1962
cpd06433	t:8-,9-,10+,11+,13-,14+,15-	CPD-7561
cpd06433	t:8-,9-,10+,11+,13-,14-,15-	C09538
cpd06516	t:10-,12+,13+,14+,16-,17-	C09622
cpd06516	t:10-,12+,13?,14+,16-,17-	CPD-11442
cpd06524	t:11-,12+,13+,15+	CPD-8776
cpd06524	t:11-,12?,13+,15+	C09630
cpd06525	t:10-,11+,12-,14-,15+	C09631
cpd06525	t:10-,11?,12?,14+,15+	CPD-10757
cpd06533	t:11-,12?,13-,14+,15+	C09639
cpd06533	t:11?,12-,13-,14?,15+	CPD-8234
cpd06541	t:11-,12+,13-,14-,15+	C09647
cpd06541	t:11-,12?,13?,14-,15+	CPD-8739
cpd06542	t:11-,12+,13-,14-,15+	C09648
cpd06542	t:11-,12+,13?,14-,15+	CPD-8803
cpd06557	t:12-,13+,15-	C09663
cpd06557	t:12-,13?,15-	CPD-11430
cpd06558	t:12-,13+,15-	C09664
cpd06558	t:12-,13?,15-	CPD-11432
cpd06562	t:19-,20-,23-,24-,25+,26+	CPD0-1436
cpd06562	t:19-,20?,23-,24-,25+,26+	C09668
cpd06566	b:13-6+,14-9+	C09672
cpd06566	b:13-6-,14-9+	CPD-8744
cpd06594	t:11-,12-,13+,14+,15+	CPD-4743
cpd06594	t:11-,12-,13-,14+,15+	C09700
cpd06600	t:13-,14-,15+	C09707
cpd06600	t:13?,14-,15-	CPD-7725
cpd06641	t:11?,12-,13-,14?,15+	CPD-8801
cpd06641	t:11?,12?,13?,14?,15-	C09749
cpd06642	t:14-,15+	C09750
cpd06642	t:14-,15?	CPD-8242
cpd06681	t:10-,16-,18+,20-,21+,22+,23-,24+,25+,26-,27+	C09789
cpd06681	t:10-,16-,18+,20-,21+,22+,23-,24+,25+,26-,27?	NARINGIN
cpd06685	t:10-,16-,18+,20-,21+,22+,23-,24+,25+,26+,27+	C09793
cpd06685	t:10?,16-,18-,20+,21-,22-,23+,24-,25-,26?,27?	CPD-7059
cpd06692	t:7-,9+,10+,11-,12+,14-,15-,16+	C09800
cpd06692	t:7-,9+,10+,11-,12+,14?,15-,16+	CPD-13045
cpd06698	t:10-,17-,19+,21-,22+,23+,24-,25+,26+,27-,28+	C09806
cpd06698	t:10?,17?,19-,21+,22-,23-,24+,25-,26?,27?,28?	CPD-7074
cpd06710	b:19-12+	C09818
cpd06710	b:19-12-	E-PHENYLITACONYL-COA
cpd07003	c:22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7	ISOORIENTIN
cpd07003	c:22-6-14-17(28)18(29)19(30)21(32-14)16-11(26)4-10(25)15-12(27)5-13(31-20(15)16)7-1-2-8(23)9(24)3-7	C10114
cpd07003	h:1-5,14,17,19-24,26-30H,6H2	ISOORIENTIN
cpd07003	h:1-5,14,17-19,21-26,28-30H,6H2	C10114
cpd07003	t:14-,17-,18+,19-,21+	C10114
cpd07003	t:14-,17-,19+,20-,21+	ISOORIENTIN
cpd07134	b:2-1+	C10245
cpd07134	b:3-1+	CPD-13764
cpd07134	c:21-9-16-17(25)18(26)19(27)20(29-16)28-13-6-11(5-12(22)8-13)2-1-10-3-4-14(23)15(24)7-10	C10245
cpd07134	c:21-9-16-17(25)18(26)19(27)20(29-16)28-15-6-4-12(22)8-11(15)3-1-10-2-5-13(23)14(24)7-10	CPD-13764
cpd07164	t:16-,17-,18+,19-,20-	C10275
cpd07164	t:16-,17-,18+,19-,20?	CPD-6958
cpd07194	t:13-,14+,17-,19+,20-,21+	C10305
cpd07194	t:13?,14-,17?,19?,20?,21?	CPD-11590
cpd07350	t:16-,20-,23-	C10464
cpd07350	t:16?,20-,23-	CPD-12167
cpd07418	t:14-,19-,20+	C10532
cpd07418	t:14?,19-,20+	CPD-12172
cpd07442	t:13-,19+,20-	C10556
cpd07442	t:13?,19-,20?	CPD-8958
cpd07532	t:14-,15-,20+	C10646
cpd07532	t:14?,15-,20+	CPD-8908
cpd07592	h:9,11-12,19,28,30H,10,13-15H2,1-8H3	C10706
cpd07592	h:9,11-12,19,28-29H,10,13-15H2,1-8H3	CPD-7110
cpd07616	t:12-,18+,19-	C10730
cpd07616	t:12?,18-,19?	CPD-8961
cpd07670	t:16-,17+	C10784
cpd07670	t:16-,17?	CPD-7170
cpd07682	t:19-,20+,21-,22-,24-,25+,26-,27-,28+,29-,30+,31-,32-,33-,34+,35+,36+,37+,38-,39+,40+,41-,42-,43+,44-,45-	C10796
cpd07682	t:19-,20+,21-,22-,24?,25+,26-,27?,28+,29-,30+,31-,32-,33-,34+,35+,36+,37+,38-,39?,40+,41-,42-,43+,44-,45-	CPD-9214
cpd07733	t:11-,12+,13-,14+	CPD-14389
cpd07733	t:11?,12?,13-,14+	C10847
cpd07760	t:13-,18+,19-,20-	C10874
cpd07760	t:13?,18-,19?,20+	CPD-8959
cpd07933	t:15-,16+,17+,18-,19+,20+,21-,22+,23-,24-,25-,27-,28-	C11049
cpd07933	t:15-,16+,17?,18?,19?,20?,21-,22+,23-,24-,25-,27-,28-	CPD-11835
cpd07940	t:23-,24-,25+,26+,27-,28+,29-,30-,31-,32+,34+,35+,37+,39+,40-,41-,42+	C11056
cpd07940	t:23-,24-,25+,26+,27-,28+,29-,30-,31-,32+,34+,35?,37+,39+,40-,41-,42?	CPD-13386
cpd08042	h:5-6,12H,1H2,2-4H3	C11165
cpd08042	h:5-6,13H,1H2,2-4H3	CPD0-1242
cpd08261	t:19-,20+,24?,25?,26+,30+	CPD-10054
cpd08261	t:19-,20-,24-,25-,26+,30-	C11407
cpd08275	t:19-,20+,24+,25+,26-,30+	C11421
cpd08275	t:19-,20-,24?,25?,26-,30-	CPD-10066
cpd08302	t:20-,22-,25+,26+,28-,29-	C11455
cpd08302	t:20?,22?,25?,26-,28+,29+	44-DIMETHYL-CHOLESTA-812-24-TRIENOL
cpd08316	t:2-,3+,4+,5+,6-,7+	C11472
cpd08316	t:2-,3-,4-,5-,6+,7-	D-BETA-D-HEPTOSE-17-DIPHOSPHATE
cpd08341	t:9-,10-,11+,12+,13-,14?,15+,16+,17+,18+,19-,20-,21-,22+,23-,24+,25+,26+,27+,28+,29?,30-,33+,34+	C11502
cpd08341	t:9-,10-,11+,12+,13-,14?,15+,16+,17+,18+,19?,20?,21-,22+,23-,24+,25+,26+,27+,28+,29?,30?,33+,34+	MYCOTHIONE
cpd08347	t:20-,21+,23-,24+,27+,28-,29+	C11508
cpd08347	t:20-,21+,23?,24+,27+,28-,29+	ALPHA-METHYL-5-ALPHA-ERGOSTA
cpd08348	t:20-,22-,23+,24?,25-,26+,27-,28-,29+	C11509
cpd08348	t:20-,22?,23?,24?,25?,26+,27-,28-,29+	CPD-5845
cpd08351	b:5-4+	CPD1F-2
cpd08351	b:5-4-	C11512
cpd08352	t:21-,22-,23-,24+,25+,26+,28-,29+,30-,31+	C11513
cpd08352	t:21-,22-,23-,24+,25+,26+,28-,29+,30?,31?	24R-24-METHYLCYCLOARTA-825-DIEN-3-BET
cpd08359	t:20-,21+,23?,24+,25?,26?,27+,28-,29+	CPD-4101
cpd08359	t:20-,21+,23?,24?,25?,26?,27+,28-,29+	C11522
cpd08360	t:20-,21+,24-,25+,26+,27+,28+,29-,30+	C11523
cpd08360	t:20-,21+,24?,25+,26?,27?,28+,29-,30+	CPD-4124
cpd08368	q:;+2	C11538
cpd08368	q:;+4	COBALT-SIROHYDROCHLORIN
cpd08369	q:-1;+2	C11539
cpd08369	q:-1;+4	CPD-9040
cpd08370	h:15,17,20,23-24H,5-14,16,18-19H2,1-4H3,(H8,46,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62);	C11540
cpd08370	h:17,20,24H,5-16,18-19H2,1-4H3,(H8,46,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62);	CPD-9041
cpd08370	q:-1;+2	C11540
cpd08370	q:-1;+4	CPD-9041
cpd08370	t:20?,23-,24-,41-,42+,43+,44?;	C11540
cpd08370	t:20?,24-,41-,42+,43+,44+;	CPD-9041
cpd08372	q:;+2	C11542
cpd08372	q:;+4	CPD-9043
cpd08373	h:16-17,23,25,39H,6-15,18-20H2,1-5H3,(H10,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64);	CPD-9044
cpd08373	h:17,23,25,39H,6-16,18-20H2,1-5H3,(H9,45,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64);	C11543
cpd08373	q:;+2	C11543
cpd08373	q:;+4	CPD-9044
cpd08373	t:23-,25+,39-,40-,41+,42+,43+,44+;	C11543
cpd08373	t:23-,25+,39-,40-,41+,42+,43?,44+;	CPD-9044
cpd08374	t:3-,4-,5-,6+,7+,9-	C11544
cpd08374	t:3-,4?,5-,6+,7+,9-	2-O-ALPHA-MANNOSYL-D-GLYCERATE
cpd08443	h:3-7,11,14-15,17-18H,8-10H2,1-2H3	POLYNEURIDINE-ALDEHYDE
cpd08443	h:3-7,11,15,17-18,22H,8-10H2,1-2H3	C11632
cpd08443	t:14?,15-,17+,18+,21?	POLYNEURIDINE-ALDEHYDE
cpd08443	t:15-,17-,18-,21?	C11632
cpd08444	t:13-,15-,17-,18-	C11633
cpd08444	t:13-,15?,17+,18+	16-EPIVELLOSIMINE
cpd08445	t:13-,15+,17-,18-	C11634
cpd08445	t:13-,15?,17+,18?	VELLOSIMINE
cpd08446	t:13-,15?,17+,18+	10-DEOXYSARPAGINE
cpd08446	t:13-,15?,17-,18-	C11635
cpd08500	t:19-,20+,21+,22+	CPD-10376
cpd08500	t:19-,20+,21-,22+	C11689
cpd08611	t:13-,16+,17+,18?,20-,21?	VINORINE
cpd08611	t:13-,16-,17-,18?,20+,21+	C11807
cpd08612	t:12-,15+,16+,17?,18+,19-,20-,21-	12-DIHYDROVOMILENINE
cpd08612	t:12-,15-,16-,17?,18-,19+,20+,21+	C11808
cpd08613	t:11-,12+,15-,16-,17?,18-,19+,20+,21+	17-O-ACETYLNORAJMALINE
cpd08613	t:11-,12-,15-,16-,17?,18-,19+,20+,21+	C11809
cpd08614	t:9-,10-,13-,14-,15-,16-,17+,18+,19+	CPD-4241
cpd08614	t:9-,10-,13-,14-,15?,16-,17+,18+,19+	C11810
cpd08651	t:12-,13+,14+,15+,16+,18+,19-,20-	C11853
cpd08651	t:12?,13-,14-,15-,16-,18-,19+,20+	CPD-6227
cpd08655	t:12-,13+,14-,15+,18+,19-,20+	C11857
cpd08655	t:12-,13?,14-,15+,18+,19-,20+	CPD1F-95
cpd08656	t:11-,12+,13+,14-,15+,18+,19-,20+	C11858
cpd08656	t:11?,12-,13-,14+,15-,18-,19+,20-	CPD-6228
cpd08659	t:12-,13+,14-,15-,18-,19-,20+	C11861
cpd08659	t:12?,13-,14+,15+,18+,19+,20-	CPD1F-120
cpd08660	t:11-,12+,13+,14-,15-,18-,19-,20+	C11862
cpd08660	t:11?,12-,13-,14+,15+,18+,19+,20-	CPD-6201
cpd08662	t:10-,11-,12+,13-,14-,17-,18+,19-	C11864
cpd08662	t:10?,11-,12+,13-,14-,17+,18+,19-	CPD1F-137
cpd08663	t:10-,11-,12-,13-,14-,17-,18+,19-	C11865
cpd08663	t:10?,11-,12-,13-,14-,17+,18+,19-	CPD-482
cpd08665	t:10-,11-,12+,13-,14-,17-,18+,19-	C11867
cpd08665	t:10?,11-,12+,13-,14-,17+,18+,19-	CPD-6975
cpd08666	t:9-,10+,11-,12-,13-,14+,17+,18+,19-	C11868
cpd08666	t:9?,10-,11+,12+,13+,14-,17+,18-,19+	CPD-6224
cpd08670	t:15-,16-,17+,18+,19-,20-	C11872
cpd08670	t:15-,16?,17?,18+,19-,20-	ENT-KAUR-16-EN-19-OL
cpd08678	t:17-,18-,20+	C11880
cpd08678	t:17-,18?,20+	CPD-8696
cpd08679	t:18-,20+	C11881
cpd08679	t:18?,20-	CPD-8697
cpd08686	t:16-,17+,19+,20+	C11888
cpd08686	t:16-,17?,19+,20+	CPD-8708
cpd08687	t:16-,17+,19+,20+	C11889
cpd08687	t:16-,17?,19+,20+	CPD-8712
cpd08780	t:25-,26-,28-,30-,31-,33+,34-,35-,36-,37-,38-,39-,40+,41-,42-,43+,44-,45+,47+,48+	CPD-12963
cpd08780	t:25?,26-,28-,30-,31-,33+,34-,35-,36-,37-,38-,39-,40+,41-,42-,43+,44-,45+,47+,48+	C11983
cpd08828	t:9-,10+,13-	CPD-9992
cpd08828	t:9-,10+,13?	C12037
cpd08845	b:38-15+	CPD-13481
cpd08845	b:38-15-	C12054
cpd08845	t:26?,30-,31-,32-,33+,34+,35+,39+,45+,47-,48-,49-,51-,52-,53+,71-,72+	CPD-13481
cpd08845	t:26?,30?,31?,32?,33-,34?,35?,39-,45?,47?,48+,49+,51+,52?,53+,71?,72-	C12054
cpd08863	t:17-,19-,20-	C12077
cpd08863	t:17?,19-,20-	CPD-8717
cpd08864	t:17-,19-,20-	C12078
cpd08864	t:17?,19-,20-	CPD-8725
cpd08909	t:12-,15+	C12127
cpd08909	t:12?,15-	CPD-10358
cpd08924	t:13-,14+,15+	CPD-4703
cpd08924	t:13-,14-,15-	C12142
cpd08989	t:5-,6-,8-,9-,11-,12-,13-,14-	C12210
cpd08989	t:5-,6-,8-,9-,11-,12-,13-,14?	CPD-10220
cpd08990	t:5-,6-,8+,9-,10-,11-,12-,13-,14-	C12211
cpd08990	t:5-,6-,8+,9-,10-,11-,12-,13-,14?	CPD-10223
cpd08991	t:2-,3+,4-,5-,6+	CPD-10224
cpd08991	t:2-,3+,4-,5-,6?	C12212
cpd08993	t:3-,4-,5+,6-	CPD-10226
cpd08993	t:3-,4-,5+,6?	C12214
cpd08995	b:28-17+	C12216
cpd08995	b:28-17+,42-34+	CPD-12071
cpd08995	h:17-19,24,27-28,33,35-37,47,56-57H,3-16,20-23,25-26,29-32H2,1-2H3,(H,45,51)(H,46,53)	CPD-12071
cpd08995	h:17-19,24,27-28,33,35-37,50,56-57H,3-16,20-23,25-26,29-32H2,1-2H3,(H,45,51)(H,46,53)	C12216
cpd09120	h:2-6,21-25H,1H3,(H,26,27)	CPD-14353
cpd09120	h:3-6,21-24H,2H2,1H3,(H,26,27)	C12367
cpd09199	t:6-,7+,8-,9+	CPD-9777
cpd09199	t:6?,7?,8-,9+	C12448
cpd09255	b:2-1+,5-4+,7-3-	CPD0-2184
cpd09255	b:2-1-,5-4+,7-3+	C12624
cpd09258	t:10-,18+,20-,21+,22+,23-,24+,25+,26-,27+	C12627
cpd09258	t:10-,18+,20-,21+,22+,23-,24+,25+,26-,27?	APIGENIN-7-O-NEOHESPERIDOSIDE
cpd09259	t:9-,16+,19-,20+,21+,22-,23+,25-,26+,27+	VITEXIN-2-O-B-L-RHAMNOSIDE
cpd09259	t:9-,16+,19-,20+,21+,22-,23+,25-,26+,27-	C12628
cpd09260	t:10-,17+,20-,21+,22+,23-,24+,26-,27+,28+	7-O-METHYLVITEXIN-2-O-B-L-RHAMNOSIDE
cpd09260	t:10-,17+,20-,21+,22+,23-,24+,26-,27+,28-	C12629
cpd09261	t:9-,18+,20-,21+,22+,23-,24+,25+,26-,27+	C12630
cpd09261	t:9-,18+,20-,21+,22+,23-,24+,25+,26-,27?	LUTEOLIN-7-O-NEOHESPERIDOSIDE
cpd09263	t:16-,17-,18-,19-,20+,21-,22-,23+,26-,27+	C12632
cpd09263	t:16-,17-,18-,19-,20+,21-,22-,23+,26-,27?	LUTEOLIN-7-O-BETA-D-DIGLUCURONIDE
cpd09276	t:11-,19+,20+,21-,22+,23+,24+,25-,26-,27+,28+,29+,31+,32+,33+	C12645
cpd09276	t:11-,19+,20-,21-,22+,23-,24+,25-,26+,27+,28+,29-,31?,32?,33?	CPD-7148
cpd09433	t:22-,33-,34-,38+,39+,40-	CPD-7424
cpd09433	t:22?,33-,34-,38+,39+,40-	C13431
cpd09673	b:7-6-,10-9+,13-12+,16-15-	CPD-12600
cpd09673	b:7-6-,10-9-,13-12-,16-15-	C13856
cpd09697	t:35?,38-,39-,40+,41-,42-,43-	C13888
cpd09697	t:35?,38?,39-,40?,41?,42?,43-	CPD-8320
cpd09769	t:15?,22-,25+	C14044
cpd09769	t:15?,22?,25-	CPD1F-4
cpd09770	b:7-6+,11-8+,15-13+,19-9+,20-12+,21-10+	CPD-7280
cpd09770	b:8-7+,12-9+,15-14+,19-10+,20-13+,21-11+	C14045
cpd09770	c:1-19(10-7-8-11-21(3)18-26)12-9-13-20(2)14-15-25-23(4,5)16-22(27)17-24(25,6)28-25	C14045
cpd09770	c:1-19(9-6-7-10-21(3)14-16-26)11-8-12-20(2)13-15-25-23(28-25)17-22(27)18-24(25,4)5	CPD-7280
cpd09770	h:6-13,15-16,22-23,27H,14,17-18H2,1-5H3	CPD-7280
cpd09770	h:7-15,18,22,27H,16-17H2,1-6H3	C14045
cpd09770	t:22-,23?,25-	CPD-7280
cpd09770	t:22-,24+,25-	C14045
cpd09843	b:6-4+	C14144
cpd09843	b:6-4-	CPD0-2365
cpd09851	t:21-,22-,28-	BETA-TOCOPHEROL
cpd09851	t:21?,22?,28-	C14152
cpd10196	t:12-,13-,14-,16+,17-,18+,19-	C14497
cpd10196	t:12?,13?,14?,16-,17+,18-,19+	CPD-11570
cpd10235	h:2-8,17,19H,1H3	CPD-7027
cpd10235	h:2-8,17-18H,1H3	C14536
cpd10348	t:13-,14+,15+,16+,17-,18+,19-	C14649
cpd10348	t:13?,14?,15-,16-,17?,18-,19+	CPD-11588
cpd10423	t:14-,16+,17+,18-,21-,26-,27+,28+,34-	CPD-10238
cpd10423	t:14-,16+,17+,18-,21-,26-,27+,28+,34?	C14725
cpd10425	t:15-,17+,18+,19+,23-,28-,29+,32+,36-	CPD-10237
cpd10425	t:15-,17+,18+,19+,23-,28-,29+,32+,36?	C14727
cpd10527	t:4-,5+,8+,9+,10+,11-,14+,15+	C14830
cpd10527	t:4-,5+,8+,9-,10+,11+,14+,15-	GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE
cpd11177	b:9-6+,12-11+,15-8-,16-14+	C15493
cpd11177	b:9-6+,12-11+,15-8-,16-14-	CPD-13549
cpd11214	t:57-,58-,59+,60+,61+	C15542
cpd11214	t:57-,58-,59+,60+,61?	D-MANNOSYL-1-PHOSPHOUNDECAPRENOL
cpd11216	b:8-2+	CPD-4620
cpd11216	b:8-2-	C15546
cpd11218	t:3-,4-,5-,6-,7+,8+,9-,10-,11+,12-	ALPHA-KOJIBIOSE
cpd11218	t:3-,4-,5-,6-,7+,8+,9-,10-,11?,12-	C15548
cpd11232	h:1,3,6,10H,2H2,(H,13,14)	CPD-7272
cpd11232	h:2-3,6,10H,1H2,(H,13,14)	C15566
cpd11261	t:11-,14-,15-,18-,19?	C15612
cpd11261	t:11?,14-,15?,18-,19?	CPD-8987
cpd11321	t:19-,20+,21-,22+,23+,24-,26+,27+,29+,30+,31+,32+,33+,34-,35-,36+,37-	C15680
cpd11321	t:19-,20+,21-,22+,23+,24-,26-,27+,29+,30+,31+,32+,33+,34+,35-,36+,37-	CPD-13822
cpd11328	t:17-,18+,19-,20-,22+,23+,24-,25+,27+	C15687
cpd11328	t:17-,18+,19-,20-,22+,23+,24-,25?,27+	CPD0-1348
cpd11330	b:13-11+,18-12-	CPD-13144
cpd11330	b:13-9+,17-10-	C15689
cpd11330	c:1-13(11-16-5-7-17(8-6-16)23(25)26)12-18-9-10-19(28-18)21-14(2)20(24)15(3)22(27-4)29-21	CPD-13144
cpd11330	c:1-13(9-16-5-7-18(8-6-16)23(25)26)10-17-11-19(28-12-17)21-14(2)20(24)15(3)22(27-4)29-21	C15689
cpd11330	h:5-10,19H,11-12H2,1-4H3	C15689
cpd11330	h:5-8,11-12,19H,9-10H2,1-4H3	CPD-13144
cpd11354	b:17-16+,23-21+,31-8+	CPD-10366
cpd11354	b:17-16+,23-21+,31-8-	C15713
cpd11364	b:39-16+	C15723
cpd11364	b:39-16-	CPD-10372
cpd11365	b:42-19+	C15724
cpd11365	b:42-19-	CPD-10373
cpd11366	b:43-19+	C15725
cpd11366	b:43-19-	CPD-10374
cpd11402	t:26-,27-,28-,29+,30+,31-,32+,33-,34-,35+,37-,38+,39+,40-,41-,42-,43-,46-	CPD-10323
cpd11402	t:26-,27-,28-,29+,30+,31-,32+,33-,34-,35+,37-,38+,39+,40-,41-,42?,43-,46-	C15761
cpd12729	c:15-1-2-4(16)5(17)8(21-2)14-6-3(11-10(14)20)7(18)13-9(19)12-6	URATE-3-RIBONUCLEOSIDE
cpd12729	c:15-1-2-4(16)5(17)8(21-2)14-6-3(11-9(19)12-6)7(18)13-10(14)20	C05513
cpd12729	h:2,4-5,8,15-17H,1H2,(H,11,20)(H2,12,13,18,19)	URATE-3-RIBONUCLEOSIDE
cpd12729	h:2,4-5,8,15-17H,1H2,(H2,11,12,19)(H,13,18,20)	C05513
cpd12840	c:19-1-6-9(23)12(26)13(27)16(31-6)34-18(5-22)15(29)11(25)8(33-18)3-30-17(4-21)14(28)10(24)7(2-20)32-17	6-KESTOSE
cpd12840	c:19-1-7-10(23)14(27)17(5-21,33-7)31-3-9-12(25)15(28)18(6-22,34-9)30-2-8-11(24)13(26)16(29,4-20)32-8	C06215
cpd12840	h:6-16,19-29H,1-5H2	6-KESTOSE
cpd12840	h:7-15,19-29H,1-6H2	C06215
cpd12840	t:6-,7-,8-,9-,10-,11-,12+,13-,14+,15+,16-,17-,18+	6-KESTOSE
cpd12840	t:7-,8-,9-,10-,11-,12-,13+,14+,15+,16-,17-,18-	C06215
cpd12878	q:;;+1	CPD-9037
cpd12878	q:;;+2	C06453
cpd12878	t:31-,34-,35-,36-,37+,41-,52-,53-,56-,57+,59-,60+,61+,62+;;	CPD-9037
cpd12878	t:31-,34-,35-,36-,37+,41-,52-,53-,56?,57+,59-,60+,61+,62+;;	C06453
cpd12897	t:15-,16+,17+,19+,21-,22+,23-,24+,25-,27+,29+,30+,31-,32-	C06740
cpd12897	t:15-,16?,17+,19?,21?,22+,23?,24+,25-,27+,29+,30+,31-,32-	GLUCOSYL-LIMONIN
cpd13403	t:13?,14-,15-,18-,19-,20+,21-,22-,23-,24+,25-,26-,27-,28-,29+	CPD-5242
cpd13403	t:13?,14-,15-,18-,19-,20+,21-,22-,23-,24+,25-,26-,27-,28-,29-	C12063
cpd14513	t:20-,21+,23-,24+,25+,27+,28-,29+	C15776
cpd14513	t:20-,21+,23?,24+,25?,27+,28-,29+	CPD-4081
cpd14515	t:20-,22+,24-,25+,26?,27+,28-	C15778
cpd14515	t:20-,22+,24?,25?,26?,27+,28-	572428-ERGOSTATRIENOL
cpd14516	t:20-,22+,24-,25+,26+,27+,28-	C15780
cpd14516	t:20-,22+,24?,25?,26?,27+,28-	CPD-700
cpd14517	t:20-,22+,23?,24-,25+,26+,27+,28-	C15781
cpd14517	t:20-,22+,23?,24?,25?,26?,27+,28-	CPD-706
cpd14520	t:19-,20-,22+,23+,24-,25+,26+,27+,28-	C15784
cpd14520	t:19-,20-,22?,23?,24?,25?,26?,27+,28-	CPD-708
cpd14521	t:19-,20-,23+,24-,25+,26+,27+,28-	C15785
cpd14521	t:19-,20-,23?,24?,25?,26?,27+,28-	CPD-698
cpd14522	t:19-,20-,21+,23+,24-,25?,26+,27+,28-	C15786
cpd14522	t:19-,20-,21+,23?,24?,25?,26?,27+,28-	CPD-709
cpd14523	t:19-,20-,21+,22+,23+,24-,25?,26+,27+,28-	C15787
cpd14523	t:19-,20-,21+,22+,23?,24?,25?,26?,27+,28-	CPD-710
cpd14524	t:18-,19-,20+,21+,22-,23?,24+,25-,26+,27-,28-	C15788
cpd14524	t:18-,19-,20+,21?,22?,23?,24?,25-,26+,27-,28-	CPD-711
cpd14525	t:18-,19-,20+,21+,22-,23?,24+,25-,27-,28-	C15789
